,Mn7
725846400000,0.505
725850000000,0.634
725853600000,0.711
725857200000,0.735
725860800000,0.718
725864400000,0.652
725868000000,0.537
725871600000,0.365
725875200000,0.135
725878800000,0.0
725882400000,0.0
725886000000,0.0
725889600000,0.0
725893200000,0.0
725896800000,0.0
725900400000,0.0
725904000000,0.0
725907600000,0.0
725911200000,0.0
725914800000,0.0
725918400000,0.0
725922000000,0.0
725925600000,0.071
725929200000,0.261
725932800000,0.502
725936400000,0.648
725940000000,0.725
725943600000,0.75
725947200000,0.722
725950800000,0.649
725954400000,0.527
725958000000,0.355
725961600000,0.134
725965200000,0.0
725968800000,0.0
725972400000,0.0
725976000000,0.0
725979600000,0.0
725983200000,0.0
725986800000,0.0
725990400000,0.0
725994000000,0.0
725997600000,0.0
726001200000,0.0
726004800000,0.0
726008400000,0.0
726012000000,0.063
726015600000,0.232
726019200000,0.47
726022800000,0.628
726026400000,0.706
726030000000,0.734
726033600000,0.715
726037200000,0.653
726040800000,0.547
726044400000,0.381
726048000000,0.159
726051600000,0.0
726055200000,0.0
726058800000,0.0
726062400000,0.0
726066000000,0.0
726069600000,0.0
726073200000,0.0
726076800000,0.0
726080400000,0.0
726084000000,0.0
726087600000,0.0
726091200000,0.0
726094800000,0.0
726098400000,0.082
726102000000,0.306
726105600000,0.528
726109200000,0.665
726112800000,0.741
726116400000,0.77
726120000000,0.75
726123600000,0.681
726127200000,0.563
726130800000,0.377
726134400000,0.16
726138000000,0.0
726141600000,0.0
726145200000,0.0
726148800000,0.0
726152400000,0.0
726156000000,0.0
726159600000,0.0
726163200000,0.0
726166800000,0.0
726170400000,0.0
726174000000,0.0
726177600000,0.0
726181200000,0.0
726184800000,0.081
726188400000,0.281
726192000000,0.516
726195600000,0.649
726199200000,0.724
726202800000,0.754
726206400000,0.736
726210000000,0.671
726213600000,0.555
726217200000,0.383
726220800000,0.161
726224400000,0.0
726228000000,0.0
726231600000,0.0
726235200000,0.0
726238800000,0.0
726242400000,0.0
726246000000,0.0
726249600000,0.0
726253200000,0.0
726256800000,0.0
726260400000,0.0
726264000000,0.0
726267600000,0.0
726271200000,0.072
726274800000,0.269
726278400000,0.51
726282000000,0.641
726285600000,0.72
726289200000,0.746
726292800000,0.729
726296400000,0.641
726300000000,0.529
726303600000,0.362
726307200000,0.155
726310800000,0.0
726314400000,0.0
726318000000,0.0
726321600000,0.0
726325200000,0.0
726328800000,0.0
726332400000,0.0
726336000000,0.0
726339600000,0.0
726343200000,0.0
726346800000,0.0
