,S1
694224000000,0.792
694227600000,0.837
694231200000,0.831
694234800000,0.816
694238400000,0.792
694242000000,0.75
694245600000,0.704
694249200000,0.644
694252800000,0.586
694256400000,0.58
694260000000,0.583
694263600000,0.602
694267200000,0.618
694270800000,0.636
694274400000,0.659
694278000000,0.657
694281600000,0.663
694285200000,0.69
694288800000,0.724
694292400000,0.728
694296000000,0.74
694299600000,0.734
694303200000,0.741
694306800000,0.732
694310400000,0.803
694314000000,0.864
694317600000,0.894
694321200000,0.902
694324800000,0.897
694328400000,0.88
694332000000,0.849
694335600000,0.791
694339200000,0.727
694342800000,0.708
694346400000,0.711
694350000000,0.736
694353600000,0.75
694357200000,0.768
694360800000,0.799
694364400000,0.808
694368000000,0.806
694371600000,0.791
694375200000,0.788
694378800000,0.785
694382400000,0.785
694386000000,0.75
694389600000,0.744
694393200000,0.699
694396800000,0.768
694400400000,0.84
694404000000,0.823
694407600000,0.805
694411200000,0.793
694414800000,0.776
694418400000,0.748
694422000000,0.726
694425600000,0.72
694429200000,0.726
694432800000,0.78
694436400000,0.822
694440000000,0.872
694443600000,0.885
694447200000,0.89
694450800000,0.892
694454400000,0.886
694458000000,0.896
694461600000,0.889
694465200000,0.886
694468800000,0.876
694472400000,0.872
694476000000,0.863
694479600000,0.827
694483200000,0.823
694486800000,0.865
694490400000,0.876
694494000000,0.862
694497600000,0.829
694501200000,0.8
694504800000,0.77
694508400000,0.722
694512000000,0.668
694515600000,0.676
694519200000,0.666
694522800000,0.666
694526400000,0.663
694530000000,0.656
694533600000,0.661
694537200000,0.676
694540800000,0.697
694544400000,0.721
694548000000,0.737
694551600000,0.748
694555200000,0.753
694558800000,0.753
694562400000,0.73
694566000000,0.633
694569600000,0.627
694573200000,0.677
694576800000,0.65
694580400000,0.595
694584000000,0.54
694587600000,0.501
694591200000,0.484
694594800000,0.468
694598400000,0.491
694602000000,0.513
694605600000,0.515
694609200000,0.519
694612800000,0.527
694616400000,0.538
694620000000,0.556
694623600000,0.525
694627200000,0.444
694630800000,0.374
694634400000,0.329
694638000000,0.308
694641600000,0.315
694645200000,0.359
694648800000,0.364
694652400000,0.297
694656000000,0.335
694659600000,0.323
