,B1
694224000000,0.783
694227600000,0.846
694231200000,0.871
694234800000,0.884
694238400000,0.89
694242000000,0.886
694245600000,0.875
694249200000,0.855
694252800000,0.811
694256400000,0.697
694260000000,0.595
694263600000,0.556
694267200000,0.532
694270800000,0.519
694274400000,0.51
694278000000,0.507
694281600000,0.524
694285200000,0.545
694288800000,0.554
694292400000,0.565
694296000000,0.585
694299600000,0.58
694303200000,0.566
694306800000,0.693
694310400000,0.854
694314000000,0.916
694317600000,0.939
694321200000,0.949
694324800000,0.945
694328400000,0.928
694332000000,0.914
694335600000,0.907
694339200000,0.885
694342800000,0.827
694346400000,0.756
694350000000,0.682
694353600000,0.617
694357200000,0.558
694360800000,0.515
694364400000,0.488
694368000000,0.444
694371600000,0.435
694375200000,0.432
694378800000,0.406
694382400000,0.394
694386000000,0.364
694389600000,0.305
694393200000,0.313
694396800000,0.457
694400400000,0.566
694404000000,0.62
694407600000,0.685
694411200000,0.749
694414800000,0.801
694418400000,0.847
694422000000,0.871
694425600000,0.858
694429200000,0.762
694432800000,0.647
694436400000,0.599
694440000000,0.562
694443600000,0.481
694447200000,0.497
694450800000,0.517
694454400000,0.488
694458000000,0.474
694461600000,0.544
694465200000,0.612
694468800000,0.635
694472400000,0.671
694476000000,0.708
694479600000,0.78
694483200000,0.909
694486800000,0.929
694490400000,0.924
694494000000,0.905
694497600000,0.877
694501200000,0.849
694504800000,0.822
694508400000,0.802
694512000000,0.765
694515600000,0.676
694519200000,0.556
694522800000,0.492
694526400000,0.453
694530000000,0.434
694533600000,0.444
694537200000,0.473
694540800000,0.484
694544400000,0.472
694548000000,0.46
694551600000,0.447
694555200000,0.444
694558800000,0.409
694562400000,0.372
694566000000,0.425
694569600000,0.528
694573200000,0.506
694576800000,0.451
694580400000,0.41
694584000000,0.388
694587600000,0.386
694591200000,0.403
694594800000,0.438
694598400000,0.475
694602000000,0.472
694605600000,0.442
694609200000,0.422
694612800000,0.391
694616400000,0.36
694620000000,0.323
694623600000,0.266
694627200000,0.207
694630800000,0.185
694634400000,0.183
694638000000,0.206
694641600000,0.245
694645200000,0.297
694648800000,0.324
694652400000,0.32
694656000000,0.301
694659600000,0.24
694663200000,0.167
694666800000,0.12
694670400000,0.111
694674000000,0.132
694677600000,0.181
694681200000,0.251
694684800000,0.323
694688400000,0.376
694692000000,0.379
694695600000,0.355
694699200000,0.325
694702800000,0.297
694706400000,0.264
694710000000,0.233
694713600000,0.218
694717200000,0.21
694720800000,0.205
694724400000,0.206
694728000000,0.223
694731600000,0.263
694735200000,0.303
694738800000,0.486
694742400000,0.69
694746000000,0.746
694749600000,0.744
694753200000,0.739
694756800000,0.734
694760400000,0.736
694764000000,0.742
694767600000,0.739
694771200000,0.71
694774800000,0.592
694778400000,0.476
694782000000,0.388
694785600000,0.312
694789200000,0.253
694792800000,0.201
694796400000,0.2
694800000000,0.228
694803600000,0.269
694807200000,0.325
694810800000,0.402
694814400000,0.47
694818000000,0.484
694821600000,0.464
694825200000,0.534
694828800000,0.645
694832400000,0.655
694836000000,0.628
694839600000,0.59
694843200000,0.559
694846800000,0.531
694850400000,0.514
694854000000,0.513
694857600000,0.517
694861200000,0.484
694864800000,0.442
694868400000,0.428
694872000000,0.413
694875600000,0.382
694879200000,0.353
694882800000,0.349
694886400000,0.334
694890000000,0.306
694893600000,0.27
694897200000,0.243
694900800000,0.225
694904400000,0.213
694908000000,0.225
694911600000,0.249
694915200000,0.295
694918800000,0.32
694922400000,0.32
694926000000,0.299
694929600000,0.266
694933200000,0.247
694936800000,0.245
694940400000,0.259
694944000000,0.274
694947600000,0.264
694951200000,0.253
694954800000,0.233
694958400000,0.22
694962000000,0.217
694965600000,0.227
694969200000,0.232
694972800000,0.233
694976400000,0.249
694980000000,0.251
694983600000,0.245
694987200000,0.249
694990800000,0.266
694994400000,0.283
694998000000,0.386
695001600000,0.572
695005200000,0.618
695008800000,0.575
695012400000,0.517
695016000000,0.469
695019600000,0.465
695023200000,0.501
695026800000,0.559
695030400000,0.556
695034000000,0.414
695037600000,0.281
695041200000,0.238
695044800000,0.252
695048400000,0.253
695052000000,0.29
695055600000,0.35
695059200000,0.404
695062800000,0.441
695066400000,0.464
695070000000,0.452
695073600000,0.422
695077200000,0.388
695080800000,0.379
695084400000,0.53
695088000000,0.678
695091600000,0.719
695095200000,0.724
695098800000,0.725
695102400000,0.732
695106000000,0.739
695109600000,0.751
695113200000,0.761
695116800000,0.748
695120400000,0.661
695124000000,0.562
695127600000,0.514
695131200000,0.476
695134800000,0.437
695138400000,0.413
695142000000,0.413
695145600000,0.401
695149200000,0.412
695152800000,0.444
695156400000,0.472
695160000000,0.501
695163600000,0.525
695167200000,0.526
695170800000,0.578
695174400000,0.679
695178000000,0.72
695181600000,0.703
695185200000,0.671
695188800000,0.649
695192400000,0.651
695196000000,0.672
695199600000,0.698
695203200000,0.712
695206800000,0.668
695210400000,0.573
695214000000,0.505
695217600000,0.447
695221200000,0.416
695224800000,0.388
695228400000,0.379
695232000000,0.381
695235600000,0.391
695239200000,0.408
695242800000,0.435
695246400000,0.464
695250000000,0.473
695253600000,0.449
695257200000,0.438
695260800000,0.47
695264400000,0.471
695268000000,0.457
695271600000,0.45
695275200000,0.462
695278800000,0.488
695282400000,0.534
695286000000,0.573
695289600000,0.574
695293200000,0.519
695296800000,0.447
695300400000,0.425
695304000000,0.425
695307600000,0.428
695311200000,0.437
695314800000,0.422
695318400000,0.41
695322000000,0.388
695325600000,0.379
695329200000,0.38
695332800000,0.381
695336400000,0.389
695340000000,0.387
695343600000,0.41
695347200000,0.42
695350800000,0.358
695354400000,0.275
695358000000,0.199
695361600000,0.151
695365200000,0.135
695368800000,0.145
695372400000,0.173
695376000000,0.213
695379600000,0.272
695383200000,0.311
695386800000,0.317
695390400000,0.306
695394000000,0.286
695397600000,0.272
695401200000,0.274
695404800000,0.293
695408400000,0.325
695412000000,0.358
695415600000,0.374
695419200000,0.361
695422800000,0.332
695426400000,0.3
695430000000,0.265
695433600000,0.279
695437200000,0.294
695440800000,0.298
695444400000,0.28
695448000000,0.277
695451600000,0.294
695455200000,0.316
695458800000,0.336
695462400000,0.359
695466000000,0.351
695469600000,0.328
695473200000,0.311
695476800000,0.289
695480400000,0.27
695484000000,0.265
695487600000,0.301
695491200000,0.352
695494800000,0.386
695498400000,0.388
695502000000,0.37
695505600000,0.35
695509200000,0.345
695512800000,0.334
695516400000,0.337
695520000000,0.374
695523600000,0.37
695527200000,0.34
695530800000,0.302
695534400000,0.282
695538000000,0.277
695541600000,0.27
695545200000,0.264
695548800000,0.272
695552400000,0.3
695556000000,0.328
695559600000,0.341
695563200000,0.334
695566800000,0.337
695570400000,0.344
695574000000,0.332
695577600000,0.311
695581200000,0.278
695584800000,0.243
695588400000,0.219
695592000000,0.207
695595600000,0.21
695599200000,0.211
695602800000,0.194
695606400000,0.198
695610000000,0.197
695613600000,0.201
695617200000,0.208
695620800000,0.203
695624400000,0.189
695628000000,0.18
695631600000,0.179
695635200000,0.195
695638800000,0.248
695642400000,0.294
695646000000,0.328
695649600000,0.351
695653200000,0.366
695656800000,0.379
695660400000,0.379
695664000000,0.362
695667600000,0.332
695671200000,0.279
695674800000,0.239
695678400000,0.225
695682000000,0.225
695685600000,0.21
695689200000,0.174
695692800000,0.158
695696400000,0.147
695700000000,0.14
695703600000,0.13
695707200000,0.122
695710800000,0.122
695714400000,0.128
695718000000,0.147
695721600000,0.18
695725200000,0.253
695728800000,0.317
695732400000,0.343
695736000000,0.341
695739600000,0.322
695743200000,0.305
695746800000,0.291
695750400000,0.281
695754000000,0.272
695757600000,0.265
695761200000,0.256
695764800000,0.243
695768400000,0.23
695772000000,0.206
695775600000,0.167
695779200000,0.151
695782800000,0.134
695786400000,0.115
695790000000,0.089
695793600000,0.064
695797200000,0.045
695800800000,0.035
695804400000,0.035
695808000000,0.044
695811600000,0.063
695815200000,0.079
695818800000,0.088
695822400000,0.098
695826000000,0.112
695829600000,0.122
695833200000,0.121
695836800000,0.117
695840400000,0.11
695844000000,0.101
695847600000,0.087
695851200000,0.076
695854800000,0.069
695858400000,0.058
695862000000,0.038
695865600000,0.029
695869200000,0.021
695872800000,0.014
695876400000,0.009
695880000000,0.007
695883600000,0.008
695887200000,0.012
695890800000,0.017
695894400000,0.026
695898000000,0.055
695901600000,0.079
695905200000,0.085
695908800000,0.087
695912400000,0.094
695916000000,0.113
695919600000,0.137
695923200000,0.162
695926800000,0.18
695930400000,0.209
695934000000,0.244
695937600000,0.268
695941200000,0.253
695944800000,0.201
695948400000,0.161
695952000000,0.147
695955600000,0.142
695959200000,0.147
695962800000,0.149
695966400000,0.134
695970000000,0.108
695973600000,0.09
695977200000,0.105
695980800000,0.17
695984400000,0.278
695988000000,0.36
695991600000,0.367
695995200000,0.326
695998800000,0.283
696002400000,0.251
696006000000,0.22
696009600000,0.199
696013200000,0.192
696016800000,0.192
696020400000,0.195
696024000000,0.203
696027600000,0.201
696031200000,0.191
696034800000,0.19
696038400000,0.193
696042000000,0.183
696045600000,0.165
696049200000,0.177
696052800000,0.205
696056400000,0.223
696060000000,0.249
696063600000,0.297
696067200000,0.358
696070800000,0.381
696074400000,0.37
696078000000,0.364
696081600000,0.35
696085200000,0.333
696088800000,0.314
696092400000,0.311
696096000000,0.325
696099600000,0.335
696103200000,0.341
696106800000,0.328
696110400000,0.303
696114000000,0.289
696117600000,0.27
696121200000,0.273
696124800000,0.292
696128400000,0.289
696132000000,0.293
696135600000,0.303
696139200000,0.323
696142800000,0.354
696146400000,0.398
696150000000,0.452
696153600000,0.505
696157200000,0.522
696160800000,0.489
696164400000,0.47
696168000000,0.447
696171600000,0.41
696175200000,0.395
696178800000,0.363
696182400000,0.348
696186000000,0.352
696189600000,0.37
696193200000,0.398
696196800000,0.402
696200400000,0.398
696204000000,0.401
696207600000,0.436
696211200000,0.52
696214800000,0.544
696218400000,0.46
696222000000,0.35
696225600000,0.255
696229200000,0.183
696232800000,0.149
696236400000,0.178
696240000000,0.259
696243600000,0.341
696247200000,0.409
696250800000,0.457
696254400000,0.46
696258000000,0.442
696261600000,0.43
696265200000,0.403
696268800000,0.379
696272400000,0.345
696276000000,0.323
696279600000,0.314
696283200000,0.32
696286800000,0.342
696290400000,0.362
696294000000,0.361
696297600000,0.368
696301200000,0.365
696304800000,0.365
696308400000,0.369
