,Mn2
567993600000,0.202
567997200000,0.171
568000800000,0.131
568004400000,0.096
568008000000,0.076
568011600000,0.068
568015200000,0.062
568018800000,0.062
568022400000,0.064
568026000000,0.088
568029600000,0.102
568033200000,0.098
568036800000,0.124
568040400000,0.153
568044000000,0.154
568047600000,0.163
568051200000,0.182
568054800000,0.195
568058400000,0.2
568062000000,0.203
568065600000,0.2
568069200000,0.175
568072800000,0.129
568076400000,0.097
568080000000,0.093
568083600000,0.059
568087200000,0.027
568090800000,0.015
568094400000,0.013
568098000000,0.017
568101600000,0.019
568105200000,0.025
568108800000,0.041
568112400000,0.084
568116000000,0.121
568119600000,0.126
568123200000,0.141
568126800000,0.158
568130400000,0.185
568134000000,0.21
568137600000,0.236
568141200000,0.266
568144800000,0.283
568148400000,0.295
568152000000,0.3
568155600000,0.292
568159200000,0.255
568162800000,0.331
568166400000,0.312
568170000000,0.238
568173600000,0.177
568177200000,0.143
568180800000,0.132
568184400000,0.133
568188000000,0.15
568191600000,0.173
568195200000,0.196
568198800000,0.208
568202400000,0.217
568206000000,0.225
568209600000,0.228
568213200000,0.231
568216800000,0.233
568220400000,0.234
568224000000,0.232
568227600000,0.237
568231200000,0.25
568234800000,0.245
568238400000,0.228
568242000000,0.22
568245600000,0.196
568249200000,0.204
568252800000,0.182
568256400000,0.13
568260000000,0.089
568263600000,0.069
568267200000,0.058
568270800000,0.055
568274400000,0.057
568278000000,0.065
568281600000,0.088
568285200000,0.136
568288800000,0.19
568292400000,0.231
568296000000,0.251
568299600000,0.24
568303200000,0.206
568306800000,0.183
568310400000,0.172
568314000000,0.169
568317600000,0.171
568321200000,0.183
568324800000,0.192
568328400000,0.202
568332000000,0.183
568335600000,0.177
568339200000,0.138
568342800000,0.101
568346400000,0.085
568350000000,0.073
568353600000,0.064
568357200000,0.062
568360800000,0.065
568364400000,0.08
568368000000,0.097
568371600000,0.12
568375200000,0.14
568378800000,0.151
568382400000,0.167
568386000000,0.178
568389600000,0.185
568393200000,0.182
568396800000,0.174
568400400000,0.174
568404000000,0.183
568407600000,0.188
568411200000,0.187
568414800000,0.184
568418400000,0.165
568422000000,0.176
568425600000,0.167
568429200000,0.131
568432800000,0.096
568436400000,0.066
568440000000,0.043
568443600000,0.029
568447200000,0.021
568450800000,0.014
568454400000,0.008
568458000000,0.003
568461600000,0.001
568465200000,0.001
568468800000,0.001
568472400000,0.001
568476000000,0.001
568479600000,0.001
568483200000,0.001
568486800000,0.0
568490400000,0.0
568494000000,0.0
568497600000,0.0
568501200000,0.0
568504800000,0.0
568508400000,0.001
568512000000,0.002
568515600000,0.003
568519200000,0.003
568522800000,0.004
568526400000,0.004
568530000000,0.002
568533600000,0.001
568537200000,0.001
568540800000,0.001
568544400000,0.003
568548000000,0.01
568551600000,0.02
568555200000,0.028
568558800000,0.036
568562400000,0.048
568566000000,0.062
568569600000,0.078
568573200000,0.111
568576800000,0.138
568580400000,0.151
568584000000,0.135
568587600000,0.118
568591200000,0.095
568594800000,0.108
568598400000,0.112
568602000000,0.094
568605600000,0.077
568609200000,0.061
568612800000,0.048
568616400000,0.041
568620000000,0.04
568623600000,0.042
568627200000,0.044
568630800000,0.051
568634400000,0.059
568638000000,0.064
568641600000,0.084
568645200000,0.099
