,S1
631152000000,0.339
631155600000,0.425
631159200000,0.535
631162800000,0.546
631166400000,0.534
631170000000,0.487
631173600000,0.366
631177200000,0.223
631180800000,0.078
631184400000,0.0
631188000000,0.0
631191600000,0.0
631195200000,0.0
631198800000,0.0
631202400000,0.0
631206000000,0.0
631209600000,0.0
631213200000,0.0
631216800000,0.0
631220400000,0.0
631224000000,0.0
631227600000,0.0
631231200000,0.044
631234800000,0.207
631238400000,0.396
631242000000,0.517
631245600000,0.625
631249200000,0.656
631252800000,0.641
631256400000,0.558
631260000000,0.422
631263600000,0.272
631267200000,0.091
631270800000,0.0
631274400000,0.0
631278000000,0.0
631281600000,0.0
631285200000,0.0
631288800000,0.0
631292400000,0.0
631296000000,0.0
631299600000,0.0
631303200000,0.0
631306800000,0.0
631310400000,0.0
631314000000,0.0
631317600000,0.034
631321200000,0.179
631324800000,0.354
631328400000,0.487
631332000000,0.57
631335600000,0.584
631339200000,0.516
631342800000,0.436
631346400000,0.296
631350000000,0.161
631353600000,0.042
631357200000,0.0
631360800000,0.0
631364400000,0.0
631368000000,0.0
631371600000,0.0
631375200000,0.0
631378800000,0.0
631382400000,0.0
631386000000,0.0
631389600000,0.0
631393200000,0.0
631396800000,0.0
631400400000,0.0
631404000000,0.037
631407600000,0.197
631411200000,0.37
631414800000,0.499
631418400000,0.539
631422000000,0.562
631425600000,0.536
631429200000,0.499
631432800000,0.402
631436400000,0.256
631440000000,0.085
631443600000,0.0
631447200000,0.0
631450800000,0.0
631454400000,0.0
631458000000,0.0
631461600000,0.0
631465200000,0.0
631468800000,0.0
631472400000,0.0
631476000000,0.0
631479600000,0.0
631483200000,0.0
631486800000,0.0
631490400000,0.038
631494000000,0.196
631497600000,0.365
631501200000,0.478
631504800000,0.542
631508400000,0.559
631512000000,0.56
631515600000,0.494
631519200000,0.408
631522800000,0.252
631526400000,0.076
631530000000,0.0
631533600000,0.0
631537200000,0.0
631540800000,0.0
631544400000,0.0
631548000000,0.0
631551600000,0.0
631555200000,0.0
631558800000,0.0
631562400000,0.0
631566000000,0.0
631569600000,0.0
631573200000,0.0
631576800000,0.051
631580400000,0.233
631584000000,0.423
631587600000,0.542
631591200000,0.594
631594800000,0.642
631598400000,0.624
631602000000,0.559
631605600000,0.449
631609200000,0.273
631612800000,0.087
631616400000,0.0
631620000000,0.0
631623600000,0.0
631627200000,0.0
631630800000,0.0
631634400000,0.0
631638000000,0.0
631641600000,0.0
631645200000,0.0
631648800000,0.0
631652400000,0.0
631656000000,0.0
631659600000,0.0
631663200000,0.046
631666800000,0.218
