,L1
1009843200000,0.249
1009846800000,0.225
1009850400000,0.22
1009854000000,0.202
1009857600000,0.206
1009861200000,0.249
1009864800000,0.333
1009868400000,0.425
1009872000000,0.481
1009875600000,0.532
1009879200000,0.566
1009882800000,0.574
1009886400000,0.581
1009890000000,0.58
1009893600000,0.613
1009897200000,0.639
1009900800000,0.651
1009904400000,0.663
1009908000000,0.689
1009911600000,0.724
1009915200000,0.749
1009918800000,0.772
1009922400000,0.814
1009926000000,0.85
1009929600000,0.907
1009933200000,0.931
1009936800000,0.938
1009940400000,0.94
1009944000000,0.941
1009947600000,0.945
1009951200000,0.948
1009954800000,0.947
1009958400000,0.94
1009962000000,0.935
1009965600000,0.939
1009969200000,0.943
1009972800000,0.942
1009976400000,0.939
1009980000000,0.932
1009983600000,0.926
1009987200000,0.921
1009990800000,0.916
1009994400000,0.913
1009998000000,0.91
1010001600000,0.905
1010005200000,0.911
1010008800000,0.914
1010012400000,0.899
1010016000000,0.886
1010019600000,0.891
1010023200000,0.876
1010026800000,0.851
1010030400000,0.832
1010034000000,0.82
1010037600000,0.813
1010041200000,0.797
1010044800000,0.77
1010048400000,0.748
1010052000000,0.72
1010055600000,0.687
1010059200000,0.682
1010062800000,0.675
1010066400000,0.677
1010070000000,0.678
1010073600000,0.65
1010077200000,0.639
1010080800000,0.635
1010084400000,0.635
1010088000000,0.638
1010091600000,0.659
1010095200000,0.674
1010098800000,0.681
1010102400000,0.758
1010106000000,0.771
1010109600000,0.768
1010113200000,0.741
1010116800000,0.685
1010120400000,0.633
1010124000000,0.597
1010127600000,0.572
1010131200000,0.539
1010134800000,0.542
1010138400000,0.58
1010142000000,0.613
1010145600000,0.614
1010149200000,0.585
1010152800000,0.557
1010156400000,0.529
1010160000000,0.479
1010163600000,0.445
1010167200000,0.431
1010170800000,0.422
1010174400000,0.436
1010178000000,0.47
1010181600000,0.498
1010185200000,0.494
1010188800000,0.547
1010192400000,0.583
1010196000000,0.604
1010199600000,0.587
1010203200000,0.55
1010206800000,0.55
1010210400000,0.564
1010214000000,0.6
1010217600000,0.613
1010221200000,0.635
1010224800000,0.648
1010228400000,0.646
1010232000000,0.626
1010235600000,0.616
1010239200000,0.61
1010242800000,0.587
1010246400000,0.571
1010250000000,0.565
1010253600000,0.557
1010257200000,0.552
1010260800000,0.578
1010264400000,0.61
1010268000000,0.642
1010271600000,0.663
1010275200000,0.753
1010278800000,0.778
1010282400000,0.765
1010286000000,0.731
1010289600000,0.69
1010293200000,0.658
1010296800000,0.662
1010300400000,0.663
1010304000000,0.626
1010307600000,0.613
1010311200000,0.625
1010314800000,0.604
1010318400000,0.561
1010322000000,0.532
1010325600000,0.505
1010329200000,0.479
1010332800000,0.479
1010336400000,0.447
1010340000000,0.397
1010343600000,0.4
1010347200000,0.457
1010350800000,0.508
1010354400000,0.51
1010358000000,0.506
1010361600000,0.566
1010365200000,0.562
1010368800000,0.557
1010372400000,0.56
1010376000000,0.574
1010379600000,0.59
1010383200000,0.617
1010386800000,0.642
1010390400000,0.635
1010394000000,0.644
1010397600000,0.663
1010401200000,0.702
1010404800000,0.707
1010408400000,0.692
1010412000000,0.706
1010415600000,0.75
1010419200000,0.779
1010422800000,0.773
1010426400000,0.773
1010430000000,0.79
1010433600000,0.79
1010437200000,0.788
1010440800000,0.789
1010444400000,0.789
1010448000000,0.807
1010451600000,0.808
1010455200000,0.803
1010458800000,0.8
1010462400000,0.803
1010466000000,0.817
1010469600000,0.836
1010473200000,0.842
1010476800000,0.834
1010480400000,0.823
1010484000000,0.834
1010487600000,0.845
1010491200000,0.852
1010494800000,0.866
1010498400000,0.88
1010502000000,0.903
1010505600000,0.924
1010509200000,0.937
1010512800000,0.935
1010516400000,0.932
1010520000000,0.921
1010523600000,0.9
1010527200000,0.875
1010530800000,0.881
1010534400000,0.91
1010538000000,0.907
1010541600000,0.9
1010545200000,0.889
1010548800000,0.882
1010552400000,0.885
1010556000000,0.891
1010559600000,0.886
1010563200000,0.863
1010566800000,0.836
1010570400000,0.821
1010574000000,0.808
1010577600000,0.777
1010581200000,0.755
1010584800000,0.742
1010588400000,0.737
1010592000000,0.734
1010595600000,0.718
1010599200000,0.679
1010602800000,0.643
1010606400000,0.607
1010610000000,0.544
1010613600000,0.459
1010617200000,0.373
1010620800000,0.358
1010624400000,0.3
1010628000000,0.261
1010631600000,0.253
1010635200000,0.274
1010638800000,0.322
1010642400000,0.379
1010646000000,0.432
1010649600000,0.464
1010653200000,0.495
1010656800000,0.527
1010660400000,0.519
1010664000000,0.488
1010667600000,0.466
1010671200000,0.464
1010674800000,0.466
1010678400000,0.47
1010682000000,0.459
1010685600000,0.432
1010689200000,0.425
1010692800000,0.414
1010696400000,0.401
1010700000000,0.391
1010703600000,0.347
1010707200000,0.377
1010710800000,0.374
1010714400000,0.355
1010718000000,0.362
1010721600000,0.39
1010725200000,0.432
1010728800000,0.504
1010732400000,0.599
1010736000000,0.656
1010739600000,0.668
1010743200000,0.676
1010746800000,0.697
1010750400000,0.702
