,N2
757382400000,0.303
757386000000,0.393
757389600000,0.459
757393200000,0.486
757396800000,0.501
757400400000,0.522
757404000000,0.544
757407600000,0.532
757411200000,0.394
757414800000,0.328
757418400000,0.328
757422000000,0.302
757425600000,0.303
757429200000,0.323
757432800000,0.338
757436400000,0.305
757440000000,0.289
757443600000,0.291
757447200000,0.291
757450800000,0.32
757454400000,0.327
757458000000,0.324
757461600000,0.33
757465200000,0.339
757468800000,0.416
757472400000,0.451
757476000000,0.457
757479600000,0.462
757483200000,0.48
757486800000,0.49
757490400000,0.5
757494000000,0.476
757497600000,0.323
757501200000,0.277
757504800000,0.297
757508400000,0.328
757512000000,0.367
757515600000,0.323
757519200000,0.328
757522800000,0.333
757526400000,0.34
757530000000,0.36
757533600000,0.405
757537200000,0.479
757540800000,0.491
757544400000,0.489
757548000000,0.472
757551600000,0.469
757555200000,0.592
757558800000,0.662
757562400000,0.682
757566000000,0.674
757569600000,0.654
757573200000,0.644
757576800000,0.649
757580400000,0.644
757584000000,0.525
757587600000,0.471
757591200000,0.472
757594800000,0.548
757598400000,0.556
757602000000,0.501
757605600000,0.415
757609200000,0.398
757612800000,0.441
757616400000,0.468
757620000000,0.481
757623600000,0.512
757627200000,0.583
757630800000,0.59
757634400000,0.557
757638000000,0.571
757641600000,0.674
757645200000,0.7
757648800000,0.683
757652400000,0.655
757656000000,0.638
757659600000,0.64
757663200000,0.642
757666800000,0.621
757670400000,0.482
757674000000,0.42
757677600000,0.444
757681200000,0.501
757684800000,0.536
757688400000,0.489
757692000000,0.445
757695600000,0.438
757699200000,0.437
757702800000,0.439
757706400000,0.439
757710000000,0.442
757713600000,0.439
757717200000,0.442
757720800000,0.429
757724400000,0.428
757728000000,0.544
757731600000,0.638
757735200000,0.686
757738800000,0.668
757742400000,0.606
757746000000,0.525
757749600000,0.462
757753200000,0.395
757756800000,0.3
757760400000,0.346
757764000000,0.484
757767600000,0.568
757771200000,0.655
757774800000,0.72
757778400000,0.827
757782000000,0.788
757785600000,0.701
757789200000,0.663
757792800000,0.574
757796400000,0.487
757800000000,0.406
757803600000,0.355
757807200000,0.319
757810800000,0.279
757814400000,0.269
757818000000,0.365
757821600000,0.398
757825200000,0.391
757828800000,0.367
757832400000,0.346
757836000000,0.343
757839600000,0.285
757843200000,0.236
757846800000,0.259
757850400000,0.294
757854000000,0.295
757857600000,0.294
757861200000,0.328
757864800000,0.328
757868400000,0.341
757872000000,0.363
757875600000,0.378
757879200000,0.399
757882800000,0.415
757886400000,0.438
757890000000,0.436
757893600000,0.422
757897200000,0.398
757900800000,0.481
757904400000,0.502
757908000000,0.498
757911600000,0.494
757915200000,0.481
757918800000,0.469
757922400000,0.462
757926000000,0.422
757929600000,0.297
757933200000,0.285
757936800000,0.292
757940400000,0.324
757944000000,0.34
757947600000,0.328
757951200000,0.356
757954800000,0.379
757958400000,0.407
757962000000,0.425
757965600000,0.422
757969200000,0.413
757972800000,0.447
757976400000,0.454
757980000000,0.391
757983600000,0.352
757987200000,0.418
757990800000,0.422
757994400000,0.379
757998000000,0.344
758001600000,0.323
758005200000,0.3
758008800000,0.287
758012400000,0.267
758016000000,0.197
758019600000,0.149
758023200000,0.153
758026800000,0.155
758030400000,0.158
758034000000,0.179
758037600000,0.175
758041200000,0.178
758044800000,0.185
758048400000,0.194
758052000000,0.207
758055600000,0.227
758059200000,0.255
758062800000,0.273
758066400000,0.265
758070000000,0.274
758073600000,0.313
758077200000,0.302
758080800000,0.263
758084400000,0.223
758088000000,0.19
758091600000,0.164
758095200000,0.154
758098800000,0.144
758102400000,0.134
758106000000,0.127
758109600000,0.132
758113200000,0.131
758116800000,0.124
758120400000,0.126
758124000000,0.134
758127600000,0.142
758131200000,0.142
758134800000,0.138
758138400000,0.141
758142000000,0.141
758145600000,0.152
758149200000,0.155
758152800000,0.141
758156400000,0.152
758160000000,0.168
758163600000,0.167
758167200000,0.155
758170800000,0.139
758174400000,0.12
758178000000,0.104
758181600000,0.093
758185200000,0.084
758188800000,0.083
758192400000,0.097
758196000000,0.112
758199600000,0.121
758203200000,0.135
758206800000,0.149
758210400000,0.169
758214000000,0.202
758217600000,0.238
758221200000,0.261
758224800000,0.274
758228400000,0.302
758232000000,0.335
758235600000,0.373
758239200000,0.381
758242800000,0.404
758246400000,0.498
758250000000,0.502
758253600000,0.479
758257200000,0.417
758260800000,0.349
758264400000,0.276
758268000000,0.227
758271600000,0.201
758275200000,0.177
758278800000,0.173
758282400000,0.189
758286000000,0.197
758289600000,0.205
758293200000,0.214
758296800000,0.206
758300400000,0.205
758304000000,0.194
758307600000,0.187
758311200000,0.194
758314800000,0.207
758318400000,0.221
758322000000,0.237
758325600000,0.236
758329200000,0.211
758332800000,0.205
758336400000,0.174
758340000000,0.144
758343600000,0.113
758347200000,0.086
758350800000,0.07
758354400000,0.072
758358000000,0.087
758361600000,0.109
758365200000,0.15
758368800000,0.179
758372400000,0.177
758376000000,0.169
758379600000,0.16
758383200000,0.159
758386800000,0.168
758390400000,0.181
758394000000,0.197
758397600000,0.223
758401200000,0.264
758404800000,0.316
758408400000,0.355
758412000000,0.342
758415600000,0.3
758419200000,0.247
758422800000,0.164
758426400000,0.1
758430000000,0.061
758433600000,0.038
758437200000,0.028
758440800000,0.025
758444400000,0.024
758448000000,0.027
758451600000,0.047
758455200000,0.069
758458800000,0.072
758462400000,0.061
758466000000,0.046
758469600000,0.034
758473200000,0.027
758476800000,0.026
758480400000,0.032
758484000000,0.05
758487600000,0.079
758491200000,0.11
758494800000,0.124
758498400000,0.128
758502000000,0.122
758505600000,0.144
758509200000,0.134
758512800000,0.114
758516400000,0.098
758520000000,0.088
758523600000,0.087
758527200000,0.095
758530800000,0.113
758534400000,0.138
758538000000,0.157
758541600000,0.155
758545200000,0.137
758548800000,0.113
758552400000,0.097
758556000000,0.09
758559600000,0.097
758563200000,0.114
758566800000,0.144
758570400000,0.179
758574000000,0.217
758577600000,0.264
758581200000,0.311
758584800000,0.334
758588400000,0.325
758592000000,0.395
758595600000,0.41
758599200000,0.407
758602800000,0.401
758606400000,0.388
