,S1
757382400000,0.556
757386000000,0.615
757389600000,0.622
757393200000,0.61
757396800000,0.593
757400400000,0.571
757404000000,0.54
757407600000,0.481
757411200000,0.43
757414800000,0.417
757418400000,0.416
757422000000,0.401
757425600000,0.395
757429200000,0.387
757432800000,0.373
757436400000,0.364
757440000000,0.346
757443600000,0.333
757447200000,0.337
757450800000,0.361
757454400000,0.39
757458000000,0.415
757461600000,0.42
757465200000,0.398
757468800000,0.496
757472400000,0.603
757476000000,0.638
757479600000,0.644
757483200000,0.638
757486800000,0.626
757490400000,0.606
757494000000,0.545
757497600000,0.464
757501200000,0.457
757504800000,0.46
757508400000,0.503
757512000000,0.532
757515600000,0.576
757519200000,0.597
757522800000,0.604
757526400000,0.597
757530000000,0.601
757533600000,0.605
757537200000,0.646
757540800000,0.666
757544400000,0.685
757548000000,0.658
757551600000,0.558
757555200000,0.566
757558800000,0.703
757562400000,0.712
757566000000,0.677
757569600000,0.652
757573200000,0.642
757576800000,0.628
757580400000,0.607
757584000000,0.575
757587600000,0.612
757591200000,0.64
757594800000,0.65
757598400000,0.638
757602000000,0.63
757605600000,0.624
757609200000,0.633
757612800000,0.663
757616400000,0.676
757620000000,0.68
757623600000,0.701
757627200000,0.752
757630800000,0.757
757634400000,0.755
757638000000,0.749
757641600000,0.755
757645200000,0.78
757648800000,0.786
757652400000,0.763
757656000000,0.755
757659600000,0.77
757663200000,0.772
757666800000,0.74
757670400000,0.722
757674000000,0.729
757677600000,0.739
757681200000,0.74
757684800000,0.72
757688400000,0.693
757692000000,0.679
757695600000,0.666
757699200000,0.652
757702800000,0.633
757706400000,0.629
757710000000,0.635
757713600000,0.67
757717200000,0.65
757720800000,0.642
757724400000,0.668
757728000000,0.797
757731600000,0.882
757735200000,0.906
757738800000,0.917
757742400000,0.931
757746000000,0.927
757749600000,0.909
757753200000,0.896
757756800000,0.905
757760400000,0.907
757764000000,0.931
757767600000,0.928
757771200000,0.903
757774800000,0.882
757778400000,0.856
757782000000,0.788
757785600000,0.668
757789200000,0.564
757792800000,0.479
757796400000,0.44
757800000000,0.396
757803600000,0.422
757807200000,0.464
757810800000,0.44
757814400000,0.47
757818000000,0.513
757821600000,0.573
757825200000,0.607
757828800000,0.587
757832400000,0.573
757836000000,0.569
757839600000,0.547
757843200000,0.501
757846800000,0.479
757850400000,0.447
757854000000,0.439
757857600000,0.466
757861200000,0.46
757864800000,0.432
757868400000,0.395
757872000000,0.425
757875600000,0.441
757879200000,0.456
757882800000,0.466
757886400000,0.481
757890000000,0.485
757893600000,0.464
757897200000,0.408
757900800000,0.438
757904400000,0.543
757908000000,0.589
757911600000,0.57
757915200000,0.556
757918800000,0.538
757922400000,0.535
757926000000,0.523
757929600000,0.482
757933200000,0.501
757936800000,0.51
757940400000,0.523
757944000000,0.525
757947600000,0.526
757951200000,0.544
757954800000,0.525
757958400000,0.494
757962000000,0.466
757965600000,0.476
757969200000,0.501
757972800000,0.516
757976400000,0.51
757980000000,0.46
757983600000,0.401
757987200000,0.504
757990800000,0.534
757994400000,0.508
757998000000,0.484
758001600000,0.467
758005200000,0.457
758008800000,0.442
758012400000,0.388
758016000000,0.312
758019600000,0.277
758023200000,0.27
758026800000,0.264
758030400000,0.266
758034000000,0.276
758037600000,0.279
758041200000,0.279
758044800000,0.289
758048400000,0.276
758052000000,0.286
758055600000,0.297
758059200000,0.312
758062800000,0.307
758066400000,0.256
758070000000,0.177
758073600000,0.214
758077200000,0.18
758080800000,0.142
758084400000,0.128
758088000000,0.126
758091600000,0.123
758095200000,0.122
758098800000,0.115
758102400000,0.111
758106000000,0.126
758109600000,0.112
758113200000,0.097
758116800000,0.089
758120400000,0.078
758124000000,0.067
758127600000,0.062
758131200000,0.062
758134800000,0.06
758138400000,0.059
758142000000,0.062
758145600000,0.068
758149200000,0.089
758152800000,0.105
758156400000,0.117
758160000000,0.167
758163600000,0.194
758167200000,0.219
758170800000,0.233
758174400000,0.241
758178000000,0.248
758181600000,0.243
758185200000,0.225
758188800000,0.213
758192400000,0.249
758196000000,0.265
758199600000,0.274
758203200000,0.285
758206800000,0.299
758210400000,0.31
758214000000,0.29
758217600000,0.255
758221200000,0.231
758224800000,0.22
758228400000,0.219
758232000000,0.241
758235600000,0.279
758239200000,0.304
758242800000,0.26
758246400000,0.338
758250000000,0.367
758253600000,0.363
758257200000,0.337
758260800000,0.297
758264400000,0.255
758268000000,0.212
758271600000,0.169
758275200000,0.138
758278800000,0.156
758282400000,0.165
758286000000,0.164
758289600000,0.157
758293200000,0.144
758296800000,0.131
758300400000,0.117
758304000000,0.097
758307600000,0.078
