,N1
757382400000,0.355
757386000000,0.444
757389600000,0.498
757393200000,0.515
757396800000,0.523
757400400000,0.532
757404000000,0.547
757407600000,0.538
757411200000,0.388
757414800000,0.314
757418400000,0.323
757422000000,0.311
757425600000,0.338
757429200000,0.349
757432800000,0.354
757436400000,0.324
757440000000,0.309
757443600000,0.305
757447200000,0.315
757450800000,0.348
757454400000,0.358
757458000000,0.365
757461600000,0.378
757465200000,0.377
757468800000,0.438
757472400000,0.454
757476000000,0.447
757479600000,0.445
757483200000,0.457
757486800000,0.458
757490400000,0.458
757494000000,0.434
757497600000,0.294
757501200000,0.273
757504800000,0.323
757508400000,0.362
757512000000,0.38
757515600000,0.339
757519200000,0.343
757522800000,0.341
757526400000,0.346
757530000000,0.362
757533600000,0.395
757537200000,0.457
757540800000,0.473
757544400000,0.481
757548000000,0.467
757551600000,0.438
757555200000,0.545
757558800000,0.601
757562400000,0.609
757566000000,0.61
757569600000,0.606
757573200000,0.601
757576800000,0.599
757580400000,0.578
757584000000,0.432
757587600000,0.401
757591200000,0.484
757594800000,0.557
757598400000,0.543
757602000000,0.489
757605600000,0.416
757609200000,0.404
757612800000,0.427
757616400000,0.446
757620000000,0.46
757623600000,0.482
757627200000,0.568
757630800000,0.566
757634400000,0.537
757638000000,0.563
757641600000,0.679
757645200000,0.698
757648800000,0.68
757652400000,0.656
757656000000,0.641
757659600000,0.63
757663200000,0.615
757666800000,0.579
757670400000,0.428
757674000000,0.398
757677600000,0.501
757681200000,0.572
757684800000,0.6
757688400000,0.538
757692000000,0.485
757695600000,0.454
757699200000,0.447
757702800000,0.457
757706400000,0.468
757710000000,0.476
757713600000,0.467
757717200000,0.465
757720800000,0.452
757724400000,0.439
757728000000,0.574
757731600000,0.7
757735200000,0.769
757738800000,0.762
757742400000,0.722
757746000000,0.677
757749600000,0.645
757753200000,0.602
757756800000,0.528
757760400000,0.544
757764000000,0.641
757767600000,0.71
757771200000,0.755
757774800000,0.778
757778400000,0.836
757782000000,0.808
757785600000,0.73
757789200000,0.714
757792800000,0.637
757796400000,0.556
757800000000,0.454
757803600000,0.403
757807200000,0.334
757810800000,0.29
757814400000,0.264
757818000000,0.363
757821600000,0.406
757825200000,0.391
757828800000,0.358
757832400000,0.335
757836000000,0.329
757839600000,0.282
757843200000,0.235
757846800000,0.303
757850400000,0.35
757854000000,0.332
757857600000,0.297
757861200000,0.325
757864800000,0.326
757868400000,0.332
757872000000,0.344
757875600000,0.352
757879200000,0.374
757882800000,0.388
757886400000,0.408
757890000000,0.4
757893600000,0.38
757897200000,0.355
757900800000,0.456
757904400000,0.479
757908000000,0.47
757911600000,0.464
757915200000,0.454
757918800000,0.456
757922400000,0.459
757926000000,0.425
757929600000,0.311
757933200000,0.328
757936800000,0.37
757940400000,0.414
757944000000,0.402
757947600000,0.37
757951200000,0.404
757954800000,0.422
757958400000,0.454
757962000000,0.47
757965600000,0.458
757969200000,0.429
757972800000,0.486
757976400000,0.491
757980000000,0.413
757983600000,0.341
757987200000,0.398
757990800000,0.39
757994400000,0.341
757998000000,0.307
758001600000,0.283
758005200000,0.261
758008800000,0.251
758012400000,0.233
758016000000,0.169
758019600000,0.139
758023200000,0.163
758026800000,0.178
758030400000,0.181
758034000000,0.206
758037600000,0.207
758041200000,0.201
758044800000,0.202
758048400000,0.207
758052000000,0.223
758055600000,0.243
758059200000,0.274
758062800000,0.293
758066400000,0.28
758070000000,0.278
758073600000,0.31
758077200000,0.29
758080800000,0.251
758084400000,0.212
758088000000,0.18
758091600000,0.158
758095200000,0.148
758098800000,0.139
758102400000,0.123
758106000000,0.112
758109600000,0.104
758113200000,0.091
758116800000,0.084
758120400000,0.09
758124000000,0.11
758127600000,0.127
758131200000,0.128
758134800000,0.123
758138400000,0.128
758142000000,0.132
758145600000,0.142
758149200000,0.151
758152800000,0.137
758156400000,0.134
758160000000,0.143
758163600000,0.143
758167200000,0.142
758170800000,0.137
758174400000,0.127
758178000000,0.118
758181600000,0.111
758185200000,0.104
758188800000,0.096
758192400000,0.105
758196000000,0.113
758199600000,0.119
758203200000,0.144
758206800000,0.185
758210400000,0.235
