,B1
757382400000,0.148
757386000000,0.212
757389600000,0.273
757393200000,0.332
757396800000,0.395
757400400000,0.467
757404000000,0.525
757407600000,0.555
757411200000,0.523
757414800000,0.471
757418400000,0.429
757422000000,0.376
757425600000,0.358
757429200000,0.362
757432800000,0.343
757436400000,0.315
757440000000,0.286
757443600000,0.281
757447200000,0.302
757450800000,0.323
757454400000,0.332
757458000000,0.352
757461600000,0.343
757465200000,0.328
757468800000,0.402
757472400000,0.425
757476000000,0.42
757479600000,0.454
757483200000,0.503
757486800000,0.549
757490400000,0.586
757494000000,0.571
757497600000,0.488
757501200000,0.422
757504800000,0.374
757508400000,0.348
757512000000,0.316
757515600000,0.278
757519200000,0.256
757522800000,0.251
757526400000,0.255
757530000000,0.291
757533600000,0.325
757537200000,0.355
757540800000,0.379
757544400000,0.384
757548000000,0.382
757551600000,0.476
757555200000,0.633
757558800000,0.699
757562400000,0.692
757566000000,0.668
757569600000,0.656
757573200000,0.665
757576800000,0.7
757580400000,0.724
757584000000,0.692
757587600000,0.62
757591200000,0.542
757594800000,0.476
757598400000,0.416
757602000000,0.358
757605600000,0.33
757609200000,0.342
757612800000,0.348
757616400000,0.339
757620000000,0.355
757623600000,0.403
757627200000,0.439
757630800000,0.446
757634400000,0.421
757638000000,0.479
757641600000,0.622
757645200000,0.655
757648800000,0.627
757652400000,0.609
757656000000,0.594
757659600000,0.594
757663200000,0.633
757666800000,0.626
757670400000,0.555
757674000000,0.517
757677600000,0.485
757681200000,0.428
757684800000,0.384
757688400000,0.316
757692000000,0.275
757695600000,0.249
757699200000,0.256
757702800000,0.289
757706400000,0.302
757710000000,0.311
757713600000,0.308
757717200000,0.312
757720800000,0.323
757724400000,0.288
757728000000,0.265
757731600000,0.256
757735200000,0.226
757738800000,0.172
757742400000,0.107
757746000000,0.058
757749600000,0.035
757753200000,0.012
757756800000,0.0
757760400000,0.013
757764000000,0.06
757767600000,0.1
757771200000,0.14
757774800000,0.214
757778400000,0.252
757782000000,0.227
757785600000,0.195
757789200000,0.192
757792800000,0.185
757796400000,0.19
757800000000,0.17
757803600000,0.163
757807200000,0.162
757810800000,0.159
757814400000,0.19
757818000000,0.231
757821600000,0.273
757825200000,0.323
757828800000,0.364
757832400000,0.397
757836000000,0.42
757839600000,0.432
757843200000,0.395
757846800000,0.325
757850400000,0.3
757854000000,0.291
757857600000,0.281
757861200000,0.282
757864800000,0.283
757868400000,0.287
757872000000,0.301
757875600000,0.309
757879200000,0.334
757882800000,0.364
757886400000,0.386
757890000000,0.378
757893600000,0.351
757897200000,0.345
757900800000,0.379
757904400000,0.408
757908000000,0.414
757911600000,0.418
757915200000,0.423
757918800000,0.447
757922400000,0.494
757926000000,0.532
757929600000,0.52
757933200000,0.469
757936800000,0.457
757940400000,0.434
757944000000,0.41
757947600000,0.395
757951200000,0.393
757954800000,0.432
757958400000,0.46
757962000000,0.479
757965600000,0.509
757969200000,0.513
757972800000,0.516
757976400000,0.481
757980000000,0.41
757983600000,0.4
757987200000,0.422
757990800000,0.435
757994400000,0.401
757998000000,0.379
758001600000,0.372
758005200000,0.367
758008800000,0.367
758012400000,0.365
758016000000,0.328
758019600000,0.303
758023200000,0.343
758026800000,0.407
758030400000,0.41
758034000000,0.383
758037600000,0.36
758041200000,0.349
758044800000,0.367
758048400000,0.374
758052000000,0.382
758055600000,0.401
758059200000,0.422
758062800000,0.422
758066400000,0.41
758070000000,0.413
758073600000,0.434
758077200000,0.4
758080800000,0.349
758084400000,0.309
758088000000,0.277
758091600000,0.251
758095200000,0.238
758098800000,0.238
758102400000,0.243
758106000000,0.249
758109600000,0.278
758113200000,0.3
758116800000,0.313
758120400000,0.323
758124000000,0.323
758127600000,0.32
758131200000,0.31
758134800000,0.29
758138400000,0.264
758142000000,0.244
758145600000,0.236
758149200000,0.248
758152800000,0.256
758156400000,0.253
758160000000,0.262
758163600000,0.258
758167200000,0.243
758170800000,0.213
758174400000,0.182
758178000000,0.167
758181600000,0.171
758185200000,0.196
758188800000,0.233
758192400000,0.265
758196000000,0.305
758199600000,0.332
758203200000,0.336
758206800000,0.356
758210400000,0.366
758214000000,0.367
758217600000,0.359
758221200000,0.352
758224800000,0.348
758228400000,0.364
758232000000,0.397
758235600000,0.435
758239200000,0.456
758242800000,0.461
758246400000,0.485
758250000000,0.494
758253600000,0.488
758257200000,0.446
758260800000,0.394
758264400000,0.349
758268000000,0.315
758271600000,0.305
758275200000,0.315
758278800000,0.363
758282400000,0.415
758286000000,0.432
758289600000,0.413
758293200000,0.376
758296800000,0.328
758300400000,0.297
758304000000,0.257
758307600000,0.22
758311200000,0.198
758314800000,0.206
758318400000,0.235
758322000000,0.283
758325600000,0.326
758329200000,0.317
758332800000,0.305
758336400000,0.285
758340000000,0.272
758343600000,0.258
758347200000,0.243
758350800000,0.235
758354400000,0.238
758358000000,0.256
758361600000,0.294
758365200000,0.362
758368800000,0.42
758372400000,0.448
758376000000,0.438
758379600000,0.409
758383200000,0.374
758386800000,0.352
758390400000,0.338
758394000000,0.335
758397600000,0.343
758401200000,0.373
758404800000,0.407
758408400000,0.423
758412000000,0.422
758415600000,0.36
758419200000,0.296
758422800000,0.223
758426400000,0.163
758430000000,0.126
758433600000,0.102
758437200000,0.096
758440800000,0.112
758444400000,0.139
758448000000,0.169
758451600000,0.199
758455200000,0.212
758458800000,0.233
758462400000,0.229
758466000000,0.201
758469600000,0.169
758473200000,0.151
758476800000,0.133
758480400000,0.118
758484000000,0.113
758487600000,0.122
758491200000,0.144
758494800000,0.169
758498400000,0.186
758502000000,0.176
758505600000,0.158
758509200000,0.14
758512800000,0.118
758516400000,0.097
758520000000,0.084
758523600000,0.076
758527200000,0.078
758530800000,0.092
758534400000,0.125
758538000000,0.181
758541600000,0.228
758545200000,0.267
758548800000,0.289
758552400000,0.297
758556000000,0.289
758559600000,0.271
758563200000,0.252
758566800000,0.243
758570400000,0.251
758574000000,0.278
758577600000,0.314
758581200000,0.352
758584800000,0.382
758588400000,0.376
758592000000,0.373
758595600000,0.37
758599200000,0.362
758602800000,0.35
