,Mn4
852076800000,0.187
852080400000,0.167
852084000000,0.138
852087600000,0.107
852091200000,0.079
852094800000,0.063
852098400000,0.061
852102000000,0.083
852105600000,0.142
852109200000,0.251
852112800000,0.341
852116400000,0.403
852120000000,0.422
852123600000,0.4
852127200000,0.367
852130800000,0.34
852134400000,0.33
852138000000,0.313
852141600000,0.316
852145200000,0.32
852148800000,0.352
852152400000,0.369
852156000000,0.341
852159600000,0.398
852163200000,0.401
852166800000,0.337
852170400000,0.281
852174000000,0.248
852177600000,0.232
852181200000,0.217
852184800000,0.217
852188400000,0.244
852192000000,0.284
852195600000,0.347
852199200000,0.422
852202800000,0.501
852206400000,0.535
852210000000,0.528
852213600000,0.516
852217200000,0.508
852220800000,0.459
852224400000,0.435
852228000000,0.41
852231600000,0.398
852235200000,0.397
852238800000,0.413
852242400000,0.391
852246000000,0.417
852249600000,0.466
852253200000,0.481
852256800000,0.491
852260400000,0.488
852264000000,0.475
852267600000,0.487
852271200000,0.51
852274800000,0.532
852278400000,0.527
852282000000,0.471
852285600000,0.403
852289200000,0.39
852292800000,0.341
852296400000,0.305
852300000000,0.259
852303600000,0.228
852307200000,0.19
852310800000,0.144
852314400000,0.114
852318000000,0.118
852321600000,0.148
852325200000,0.208
852328800000,0.277
852332400000,0.334
852336000000,0.408
852339600000,0.433
852343200000,0.415
852346800000,0.386
852350400000,0.37
852354000000,0.369
852357600000,0.388
852361200000,0.429
852364800000,0.446
852368400000,0.431
852372000000,0.422
852375600000,0.432
852379200000,0.395
852382800000,0.362
852386400000,0.338
852390000000,0.311
852393600000,0.289
852397200000,0.264
852400800000,0.258
852404400000,0.27
852408000000,0.28
852411600000,0.289
852415200000,0.243
852418800000,0.238
852422400000,0.264
852426000000,0.249
852429600000,0.225
852433200000,0.223
852436800000,0.242
852440400000,0.273
852444000000,0.315
852447600000,0.345
852451200000,0.347
852454800000,0.323
852458400000,0.305
852462000000,0.286
852465600000,0.241
852469200000,0.203
852472800000,0.196
852476400000,0.194
852480000000,0.185
852483600000,0.184
852487200000,0.187
852490800000,0.205
852494400000,0.233
852498000000,0.256
852501600000,0.231
852505200000,0.214
852508800000,0.227
852512400000,0.225
852516000000,0.236
852519600000,0.261
852523200000,0.282
852526800000,0.305
852530400000,0.343
852534000000,0.39
852537600000,0.391
852541200000,0.344
852544800000,0.296
852548400000,0.257
852552000000,0.231
852555600000,0.207
852559200000,0.179
852562800000,0.147
852566400000,0.121
852570000000,0.106
852573600000,0.101
852577200000,0.1
852580800000,0.098
852584400000,0.093
852588000000,0.077
852591600000,0.064
852595200000,0.061
852598800000,0.061
852602400000,0.059
852606000000,0.057
852609600000,0.053
852613200000,0.053
852616800000,0.058
852620400000,0.068
852624000000,0.076
852627600000,0.086
852631200000,0.088
852634800000,0.084
852638400000,0.076
852642000000,0.07
852645600000,0.067
