,Py2
1514764800000,0.314
1514768400000,0.352
1514772000000,0.443
1514775600000,0.566
1514779200000,0.665
1514782800000,0.7
1514786400000,0.675
1514790000000,0.622
1514793600000,0.656
1514797200000,0.706
1514800800000,0.71
1514804400000,0.715
1514808000000,0.724
1514811600000,0.734
1514815200000,0.748
1514818800000,0.762
1514822400000,0.781
1514826000000,0.794
1514829600000,0.8
1514833200000,0.808
1514836800000,0.811
1514840400000,0.827
1514844000000,0.86
1514847600000,0.883
1514851200000,0.917
1514854800000,0.945
1514858400000,0.966
1514862000000,0.975
1514865600000,0.973
1514869200000,0.961
1514872800000,0.942
1514876400000,0.917
1514880000000,0.906
1514883600000,0.904
1514887200000,0.902
1514890800000,0.896
1514894400000,0.85
1514898000000,0.734
1514901600000,0.59
1514905200000,0.543
1514908800000,0.595
1514912400000,0.568
1514916000000,0.54
1514919600000,0.487
1514923200000,0.481
1514926800000,0.466
1514930400000,0.431
1514934000000,0.394
1514937600000,0.491
1514941200000,0.568
1514944800000,0.568
1514948400000,0.551
1514952000000,0.538
1514955600000,0.506
1514959200000,0.431
1514962800000,0.313
1514966400000,0.225
1514970000000,0.18
1514973600000,0.161
1514977200000,0.169
1514980800000,0.219
1514984400000,0.322
1514988000000,0.398
1514991600000,0.484
1514995200000,0.529
1514998800000,0.551
1515002400000,0.505
1515006000000,0.484
1515009600000,0.568
1515013200000,0.609
1515016800000,0.601
1515020400000,0.606
1515024000000,0.625
1515027600000,0.688
1515031200000,0.708
1515034800000,0.697
1515038400000,0.654
1515042000000,0.591
1515045600000,0.522
1515049200000,0.404
1515052800000,0.231
1515056400000,0.172
1515060000000,0.16
1515063600000,0.182
1515067200000,0.221
1515070800000,0.264
1515074400000,0.29
1515078000000,0.309
1515081600000,0.324
1515085200000,0.336
1515088800000,0.361
1515092400000,0.377
1515096000000,0.367
1515099600000,0.37
1515103200000,0.352
1515106800000,0.332
1515110400000,0.415
1515114000000,0.476
1515117600000,0.528
1515121200000,0.568
1515124800000,0.577
1515128400000,0.541
1515132000000,0.479
1515135600000,0.38
1515139200000,0.307
1515142800000,0.349
1515146400000,0.423
1515150000000,0.454
1515153600000,0.437
1515157200000,0.479
1515160800000,0.516
1515164400000,0.534
1515168000000,0.551
1515171600000,0.559
1515175200000,0.574
1515178800000,0.567
1515182400000,0.556
1515186000000,0.55
1515189600000,0.568
1515193200000,0.573
1515196800000,0.701
1515200400000,0.779
1515204000000,0.793
1515207600000,0.78
1515211200000,0.748
1515214800000,0.706
1515218400000,0.657
1515222000000,0.559
1515225600000,0.432
1515229200000,0.379
1515232800000,0.345
1515236400000,0.342
1515240000000,0.374
1515243600000,0.341
1515247200000,0.267
1515250800000,0.259
1515254400000,0.27
1515258000000,0.282
1515261600000,0.297
1515265200000,0.306
1515268800000,0.31
1515272400000,0.282
1515276000000,0.241
1515279600000,0.232
1515283200000,0.245
1515286800000,0.201
1515290400000,0.136
1515294000000,0.088
1515297600000,0.055
1515301200000,0.04
1515304800000,0.043
1515308400000,0.059
1515312000000,0.081
1515315600000,0.107
1515319200000,0.132
1515322800000,0.133
1515326400000,0.126
1515330000000,0.125
1515333600000,0.144
1515337200000,0.18
1515340800000,0.208
1515344400000,0.227
1515348000000,0.245
1515351600000,0.276
1515355200000,0.299
1515358800000,0.305
1515362400000,0.34
1515366000000,0.328
1515369600000,0.363
1515373200000,0.245
1515376800000,0.144
1515380400000,0.101
1515384000000,0.102
1515387600000,0.121
1515391200000,0.136
1515394800000,0.135
1515398400000,0.121
1515402000000,0.119
1515405600000,0.114
1515409200000,0.101
1515412800000,0.09
1515416400000,0.099
1515420000000,0.113
1515423600000,0.13
