,N2
1514764800000,0.355
1514768400000,0.418
1514772000000,0.47
1514775600000,0.552
1514779200000,0.642
1514782800000,0.655
1514786400000,0.571
1514790000000,0.476
1514793600000,0.516
1514797200000,0.606
1514800800000,0.634
1514804400000,0.655
1514808000000,0.702
1514811600000,0.72
1514815200000,0.739
1514818800000,0.758
1514822400000,0.792
1514826000000,0.805
1514829600000,0.81
1514833200000,0.812
1514836800000,0.811
1514840400000,0.823
1514844000000,0.86
1514847600000,0.886
1514851200000,0.923
1514854800000,0.955
1514858400000,0.978
1514862000000,0.985
1514865600000,0.982
1514869200000,0.972
1514872800000,0.944
1514876400000,0.906
1514880000000,0.881
1514883600000,0.878
1514887200000,0.87
1514890800000,0.86
1514894400000,0.803
1514898000000,0.668
1514901600000,0.513
1514905200000,0.459
1514908800000,0.498
1514912400000,0.488
1514916000000,0.478
1514919600000,0.468
1514923200000,0.492
1514926800000,0.483
1514930400000,0.413
1514934000000,0.364
1514937600000,0.437
1514941200000,0.479
1514944800000,0.472
1514948400000,0.462
1514952000000,0.454
1514955600000,0.417
1514959200000,0.341
1514962800000,0.253
1514966400000,0.189
1514970000000,0.158
1514973600000,0.148
1514977200000,0.147
1514980800000,0.171
1514984400000,0.226
1514988000000,0.274
1514991600000,0.348
1514995200000,0.382
1514998800000,0.407
1515002400000,0.41
1515006000000,0.409
1515009600000,0.476
1515013200000,0.494
1515016800000,0.479
1515020400000,0.468
1515024000000,0.604
1515027600000,0.673
1515031200000,0.672
1515034800000,0.646
1515038400000,0.601
1515042000000,0.546
1515045600000,0.491
1515049200000,0.403
1515052800000,0.259
1515056400000,0.204
1515060000000,0.174
1515063600000,0.145
1515067200000,0.148
1515070800000,0.172
1515074400000,0.187
1515078000000,0.208
1515081600000,0.237
1515085200000,0.262
1515088800000,0.281
1515092400000,0.309
1515096000000,0.332
1515099600000,0.343
1515103200000,0.297
1515106800000,0.284
1515110400000,0.355
1515114000000,0.398
1515117600000,0.42
1515121200000,0.436
1515124800000,0.45
1515128400000,0.435
1515132000000,0.396
1515135600000,0.317
1515139200000,0.238
1515142800000,0.228
1515146400000,0.262
1515150000000,0.308
1515153600000,0.343
1515157200000,0.418
1515160800000,0.465
1515164400000,0.49
1515168000000,0.544
1515171600000,0.601
1515175200000,0.621
1515178800000,0.61
1515182400000,0.594
1515186000000,0.575
1515189600000,0.59
1515193200000,0.582
1515196800000,0.661
1515200400000,0.735
1515204000000,0.75
1515207600000,0.739
1515211200000,0.707
1515214800000,0.668
1515218400000,0.615
1515222000000,0.517
1515225600000,0.375
1515229200000,0.31
1515232800000,0.308
1515236400000,0.328
1515240000000,0.355
1515243600000,0.315
1515247200000,0.229
1515250800000,0.201
1515254400000,0.209
1515258000000,0.221
1515261600000,0.247
1515265200000,0.266
1515268800000,0.289
1515272400000,0.264
1515276000000,0.219
1515279600000,0.201
1515283200000,0.222
1515286800000,0.179
1515290400000,0.114
1515294000000,0.066
1515297600000,0.039
1515301200000,0.031
1515304800000,0.036
1515308400000,0.048
1515312000000,0.063
1515315600000,0.08
1515319200000,0.106
1515322800000,0.118
1515326400000,0.119
1515330000000,0.12
1515333600000,0.133
1515337200000,0.15
1515340800000,0.17
1515344400000,0.2
1515348000000,0.222
1515351600000,0.251
1515355200000,0.3
1515358800000,0.314
1515362400000,0.349
1515366000000,0.339
1515369600000,0.362
1515373200000,0.278
1515376800000,0.219
1515380400000,0.177
1515384000000,0.162
1515387600000,0.171
1515391200000,0.171
1515394800000,0.158
1515398400000,0.135
1515402000000,0.136
1515405600000,0.133
1515409200000,0.123
1515412800000,0.111
