,V2
883612800000,0.657
883616400000,0.574
883620000000,0.468
883623600000,0.374
883627200000,0.294
883630800000,0.237
883634400000,0.214
883638000000,0.225
883641600000,0.28
883645200000,0.346
883648800000,0.447
883652400000,0.532
883656000000,0.594
883659600000,0.567
883663200000,0.49
883666800000,0.45
883670400000,0.459
883674000000,0.489
883677600000,0.539
883681200000,0.592
883684800000,0.63
883688400000,0.644
883692000000,0.638
883695600000,0.646
883699200000,0.638
883702800000,0.574
883706400000,0.479
883710000000,0.388
883713600000,0.317
883717200000,0.261
883720800000,0.249
883724400000,0.28
883728000000,0.362
883731600000,0.431
883735200000,0.48
883738800000,0.572
883742400000,0.557
883746000000,0.501
883749600000,0.48
883753200000,0.512
883756800000,0.568
883760400000,0.61
883764000000,0.633
883767600000,0.659
883771200000,0.679
883774800000,0.688
883778400000,0.698
883782000000,0.732
883785600000,0.795
883789200000,0.788
883792800000,0.731
883796400000,0.663
883800000000,0.599
883803600000,0.549
883807200000,0.527
883810800000,0.552
883814400000,0.595
883818000000,0.613
883821600000,0.613
883825200000,0.552
883828800000,0.444
883832400000,0.358
883836000000,0.305
883839600000,0.337
883843200000,0.402
883846800000,0.467
883850400000,0.545
883854000000,0.593
883857600000,0.627
883861200000,0.651
883864800000,0.672
883868400000,0.72
883872000000,0.762
883875600000,0.758
883879200000,0.711
883882800000,0.647
883886400000,0.59
883890000000,0.555
883893600000,0.549
883897200000,0.576
883900800000,0.599
883904400000,0.615
883908000000,0.659
883911600000,0.674
883915200000,0.602
883918800000,0.559
883922400000,0.578
883926000000,0.642
883929600000,0.693
883933200000,0.705
883936800000,0.71
883940400000,0.715
883944000000,0.738
883947600000,0.769
883951200000,0.795
883954800000,0.829
883958400000,0.85
883962000000,0.833
883965600000,0.799
883969200000,0.762
883972800000,0.731
883976400000,0.712
883980000000,0.709
883983600000,0.726
883987200000,0.758
883990800000,0.784
883994400000,0.793
883998000000,0.785
884001600000,0.727
884005200000,0.678
884008800000,0.684
884012400000,0.711
884016000000,0.705
884019600000,0.672
884023200000,0.65
884026800000,0.652
884030400000,0.675
884034000000,0.711
884037600000,0.754
884041200000,0.832
884044800000,0.88
884048400000,0.884
884052000000,0.874
884055600000,0.861
884059200000,0.841
884062800000,0.813
884066400000,0.795
884070000000,0.8
884073600000,0.809
884077200000,0.81
884080800000,0.771
884084400000,0.65
884088000000,0.499
884091600000,0.491
884095200000,0.525
884098800000,0.557
884102400000,0.565
884106000000,0.565
884109600000,0.572
884113200000,0.619
884116800000,0.714
884120400000,0.777
884124000000,0.794
884127600000,0.82
884131200000,0.866
884134800000,0.889
884138400000,0.878
884142000000,0.857
884145600000,0.831
884149200000,0.802
884152800000,0.783
884156400000,0.772
884160000000,0.776
884163600000,0.762
884167200000,0.746
884170800000,0.683
884174400000,0.568
