,V1
883612800000,0.622
883616400000,0.58
883620000000,0.534
883623600000,0.497
883627200000,0.466
883630800000,0.444
883634400000,0.442
883638000000,0.463
883641600000,0.481
883645200000,0.449
883648800000,0.425
883652400000,0.4
883656000000,0.383
883659600000,0.367
883663200000,0.358
883666800000,0.361
883670400000,0.364
883674000000,0.355
883677600000,0.36
883681200000,0.37
883684800000,0.381
883688400000,0.398
883692000000,0.393
883695600000,0.489
883699200000,0.571
883702800000,0.573
883706400000,0.56
883710000000,0.552
883713600000,0.54
883717200000,0.519
883720800000,0.51
883724400000,0.521
883728000000,0.526
883731600000,0.467
883735200000,0.415
883738800000,0.416
883742400000,0.443
883746000000,0.464
883749600000,0.462
883753200000,0.438
883756800000,0.42
883760400000,0.402
883764000000,0.418
883767600000,0.442
883771200000,0.464
883774800000,0.481
883778400000,0.472
883782000000,0.613
883785600000,0.774
883789200000,0.785
883792800000,0.756
883796400000,0.725
883800000000,0.697
883803600000,0.675
883807200000,0.666
883810800000,0.661
883814400000,0.638
883818000000,0.544
883821600000,0.48
883825200000,0.45
883828800000,0.423
883832400000,0.403
883836000000,0.401
883839600000,0.413
883843200000,0.41
883846800000,0.379
883850400000,0.391
883854000000,0.413
883857600000,0.425
883861200000,0.433
883864800000,0.418
883868400000,0.579
883872000000,0.748
883875600000,0.779
883879200000,0.75
883882800000,0.713
883886400000,0.688
883890000000,0.682
883893600000,0.695
883897200000,0.711
883900800000,0.682
883904400000,0.569
883908000000,0.532
883911600000,0.532
883915200000,0.535
883918800000,0.526
883922400000,0.552
883926000000,0.561
883929600000,0.541
883933200000,0.519
883936800000,0.513
883940400000,0.498
883944000000,0.494
883947600000,0.529
883951200000,0.54
883954800000,0.65
883958400000,0.754
883962000000,0.765
883965600000,0.77
883969200000,0.771
883972800000,0.762
883976400000,0.748
883980000000,0.744
883983600000,0.75
883987200000,0.749
883990800000,0.698
883994400000,0.65
883998000000,0.645
884001600000,0.64
884005200000,0.623
884008800000,0.599
884012400000,0.552
884016000000,0.488
884019600000,0.455
884023200000,0.447
884026800000,0.479
884030400000,0.506
884034000000,0.523
884037600000,0.526
884041200000,0.75
884044800000,0.85
884048400000,0.871
884052000000,0.876
884055600000,0.873
884059200000,0.863
884062800000,0.849
884066400000,0.837
884070000000,0.825
884073600000,0.793
884077200000,0.702
884080800000,0.621
884084400000,0.566
884088000000,0.538
884091600000,0.516
884095200000,0.513
884098800000,0.503
884102400000,0.513
884106000000,0.55
884109600000,0.613
884113200000,0.661
884116800000,0.684
884120400000,0.686
884124000000,0.682
884127600000,0.74
884131200000,0.875
884134800000,0.917
884138400000,0.911
884142000000,0.896
884145600000,0.874
884149200000,0.849
884152800000,0.832
884156400000,0.822
884160000000,0.796
884163600000,0.679
884167200000,0.564
884170800000,0.479
884174400000,0.459
884178000000,0.452
884181600000,0.442
884185200000,0.466
884188800000,0.459
884192400000,0.457
884196000000,0.488
884199600000,0.513
884203200000,0.552
884206800000,0.577
884210400000,0.571
884214000000,0.651
884217600000,0.762
884221200000,0.725
884224800000,0.658
884228400000,0.593
884232000000,0.528
884235600000,0.485
884239200000,0.479
884242800000,0.505
884246400000,0.524
884250000000,0.471
884253600000,0.413
884257200000,0.37
884260800000,0.385
884264400000,0.415
884268000000,0.439
884271600000,0.433
884275200000,0.429
884278800000,0.417
884282400000,0.416
884286000000,0.415
884289600000,0.397
884293200000,0.398
884296800000,0.371
884300400000,0.454
884304000000,0.587
884307600000,0.627
884311200000,0.628
884314800000,0.626
884318400000,0.635
884322000000,0.661
884325600000,0.704
884329200000,0.742
884332800000,0.736
