,N2
1325376000000,0.595
1325379600000,0.662
1325383200000,0.681
1325386800000,0.668
1325390400000,0.637
1325394000000,0.603
1325397600000,0.566
1325401200000,0.498
1325404800000,0.341
1325408400000,0.285
1325412000000,0.285
1325415600000,0.3
1325419200000,0.314
1325422800000,0.339
1325426400000,0.362
1325430000000,0.384
1325433600000,0.394
1325437200000,0.393
1325440800000,0.385
1325444400000,0.379
1325448000000,0.374
1325451600000,0.369
1325455200000,0.351
1325458800000,0.397
1325462400000,0.552
1325466000000,0.65
1325469600000,0.672
1325473200000,0.654
1325476800000,0.628
1325480400000,0.595
1325484000000,0.574
1325487600000,0.561
1325491200000,0.522
1325494800000,0.541
1325498400000,0.556
1325502000000,0.558
1325505600000,0.552
1325509200000,0.496
1325512800000,0.439
1325516400000,0.401
1325520000000,0.36
1325523600000,0.348
1325527200000,0.346
1325530800000,0.358
1325534400000,0.364
1325538000000,0.369
1325541600000,0.337
1325545200000,0.333
1325548800000,0.395
1325552400000,0.391
1325556000000,0.358
1325559600000,0.331
1325563200000,0.298
1325566800000,0.273
1325570400000,0.254
1325574000000,0.23
1325577600000,0.168
1325581200000,0.133
1325584800000,0.14
1325588400000,0.15
1325592000000,0.159
1325595600000,0.164
1325599200000,0.188
1325602800000,0.22
1325606400000,0.248
1325610000000,0.27
1325613600000,0.303
1325617200000,0.345
1325620800000,0.388
1325624400000,0.372
1325628000000,0.309
1325631600000,0.283
1325635200000,0.362
1325638800000,0.398
1325642400000,0.426
1325646000000,0.469
1325649600000,0.516
1325653200000,0.556
1325656800000,0.59
1325660400000,0.561
1325664000000,0.415
1325667600000,0.37
1325671200000,0.398
1325674800000,0.409
1325678400000,0.43
1325682000000,0.441
1325685600000,0.468
1325689200000,0.503
1325692800000,0.532
1325696400000,0.58
1325700000000,0.602
1325703600000,0.624
1325707200000,0.662
1325710800000,0.688
1325714400000,0.695
1325718000000,0.672
1325721600000,0.729
1325725200000,0.799
1325728800000,0.811
1325732400000,0.816
1325736000000,0.826
1325739600000,0.791
1325743200000,0.713
1325746800000,0.61
1325750400000,0.578
1325754000000,0.644
1325757600000,0.69
1325761200000,0.729
1325764800000,0.743
1325768400000,0.737
1325772000000,0.732
1325775600000,0.729
1325779200000,0.727
1325782800000,0.725
1325786400000,0.727
1325790000000,0.726
1325793600000,0.719
1325797200000,0.683
1325800800000,0.635
1325804400000,0.566
1325808000000,0.614
1325811600000,0.7
1325815200000,0.718
1325818800000,0.704
1325822400000,0.677
1325826000000,0.633
1325829600000,0.586
1325833200000,0.526
1325836800000,0.391
1325840400000,0.364
1325844000000,0.401
1325847600000,0.443
1325851200000,0.484
1325854800000,0.526
1325858400000,0.568
1325862000000,0.59
1325865600000,0.589
1325869200000,0.573
1325872800000,0.57
1325876400000,0.568
1325880000000,0.571
1325883600000,0.562
1325887200000,0.542
1325890800000,0.547
1325894400000,0.636
1325898000000,0.686
1325901600000,0.688
1325905200000,0.679
1325908800000,0.662
1325912400000,0.642
1325916000000,0.618
1325919600000,0.547
1325923200000,0.395
1325926800000,0.356
1325930400000,0.374
1325934000000,0.391
1325937600000,0.413
1325941200000,0.442
1325944800000,0.479
1325948400000,0.492
1325952000000,0.488
1325955600000,0.501
1325959200000,0.502
1325962800000,0.532
1325966400000,0.525
1325970000000,0.425
1325973600000,0.382
1325977200000,0.309
1325980800000,0.294
1325984400000,0.444
1325988000000,0.583
1325991600000,0.666
1325995200000,0.705
1325998800000,0.722
