,Py1
473385600000,0.82
473389200000,0.831
473392800000,0.835
473396400000,0.804
473400000000,0.734
473403600000,0.644
473407200000,0.573
473410800000,0.523
473414400000,0.541
473418000000,0.601
473421600000,0.658
473425200000,0.679
473428800000,0.69
473432400000,0.698
473436000000,0.722
473439600000,0.735
473443200000,0.75
473446800000,0.767
473450400000,0.788
473454000000,0.784
473457600000,0.771
473461200000,0.75
473464800000,0.751
473468400000,0.726
473472000000,0.77
473475600000,0.794
473479200000,0.806
473482800000,0.802
473486400000,0.788
473490000000,0.763
473493600000,0.739
473497200000,0.711
473500800000,0.637
473504400000,0.586
473508000000,0.618
473511600000,0.646
473515200000,0.655
473518800000,0.645
473522400000,0.661
473526000000,0.668
473529600000,0.663
473533200000,0.67
473536800000,0.687
473540400000,0.69
473544000000,0.685
473547600000,0.672
473551200000,0.649
473554800000,0.681
473558400000,0.745
473562000000,0.77
473565600000,0.786
473569200000,0.788
473572800000,0.765
473576400000,0.731
473580000000,0.717
473583600000,0.709
473587200000,0.642
473590800000,0.601
473594400000,0.574
473598000000,0.541
473601600000,0.55
473605200000,0.561
473608800000,0.586
473612400000,0.61
473616000000,0.633
473619600000,0.645
473623200000,0.649
473626800000,0.663
473630400000,0.672
473634000000,0.681
473637600000,0.663
473641200000,0.674
473644800000,0.752
473648400000,0.806
473652000000,0.828
473655600000,0.817
473659200000,0.777
473662800000,0.722
473666400000,0.701
473670000000,0.684
473673600000,0.623
473677200000,0.587
473680800000,0.599
473684400000,0.638
473688000000,0.63
473691600000,0.591
473695200000,0.557
473698800000,0.625
473702400000,0.713
473706000000,0.766
473709600000,0.786
473713200000,0.793
473716800000,0.791
473720400000,0.788
473724000000,0.794
473727600000,0.779
473731200000,0.782
473734800000,0.824
473738400000,0.848
473742000000,0.849
473745600000,0.84
473749200000,0.831
473752800000,0.818
473756400000,0.792
473760000000,0.782
473763600000,0.791
473767200000,0.802
473770800000,0.797
473774400000,0.753
473778000000,0.726
473781600000,0.707
473785200000,0.693
473788800000,0.669
473792400000,0.682
473796000000,0.72
473799600000,0.737
473803200000,0.729
473806800000,0.723
473810400000,0.725
473814000000,0.707
473817600000,0.785
473821200000,0.821
473824800000,0.837
473828400000,0.841
473832000000,0.842
473835600000,0.842
473839200000,0.845
473842800000,0.834
473846400000,0.792
473850000000,0.783
473853600000,0.815
473857200000,0.847
473860800000,0.858
473864400000,0.848
473868000000,0.82
473871600000,0.786
473875200000,0.764
473878800000,0.754
473882400000,0.741
473886000000,0.757
473889600000,0.762
473893200000,0.774
473896800000,0.776
