,B1
473385600000,0.764
473389200000,0.73
473392800000,0.7
473396400000,0.623
473400000000,0.508
473403600000,0.449
473407200000,0.429
473410800000,0.388
473414400000,0.346
473418000000,0.335
473421600000,0.294
473425200000,0.264
473428800000,0.268
473432400000,0.319
473436000000,0.391
473439600000,0.484
473443200000,0.501
473446800000,0.488
473450400000,0.52
473454000000,0.558
473457600000,0.519
473461200000,0.536
473464800000,0.528
473468400000,0.529
473472000000,0.5
473475600000,0.464
473479200000,0.46
473482800000,0.432
473486400000,0.4
473490000000,0.361
473493600000,0.308
473497200000,0.256
473500800000,0.286
473504400000,0.352
473508000000,0.396
473511600000,0.425
473515200000,0.372
473518800000,0.296
473522400000,0.283
473526000000,0.295
473529600000,0.329
473533200000,0.333
473536800000,0.325
473540400000,0.352
473544000000,0.398
473547600000,0.468
473551200000,0.499
473554800000,0.574
473558400000,0.683
473562000000,0.74
473565600000,0.748
473569200000,0.697
473572800000,0.594
473576400000,0.494
473580000000,0.431
473583600000,0.349
473587200000,0.376
473590800000,0.481
473594400000,0.466
473598000000,0.467
473601600000,0.45
473605200000,0.422
473608800000,0.484
473612400000,0.525
473616000000,0.563
473619600000,0.606
473623200000,0.662
473626800000,0.71
473630400000,0.678
473634000000,0.672
473637600000,0.685
473641200000,0.746
473644800000,0.815
473648400000,0.843
473652000000,0.827
473655600000,0.725
473659200000,0.586
473662800000,0.578
473666400000,0.556
473670000000,0.506
473673600000,0.489
473677200000,0.565
473680800000,0.615
473684400000,0.59
473688000000,0.514
473691600000,0.53
473695200000,0.689
473698800000,0.78
473702400000,0.825
473706000000,0.867
473709600000,0.876
473713200000,0.877
473716800000,0.889
473720400000,0.894
473724000000,0.889
473727600000,0.869
473731200000,0.879
473734800000,0.901
473738400000,0.921
473742000000,0.924
473745600000,0.908
473749200000,0.893
473752800000,0.876
473756400000,0.863
473760000000,0.839
473763600000,0.808
473767200000,0.752
473770800000,0.713
473774400000,0.71
473778000000,0.697
473781600000,0.696
473785200000,0.689
473788800000,0.675
473792400000,0.679
473796000000,0.663
473799600000,0.603
473803200000,0.559
473806800000,0.57
473810400000,0.578
473814000000,0.626
473817600000,0.739
473821200000,0.808
473824800000,0.82
473828400000,0.806
473832000000,0.773
473835600000,0.722
473839200000,0.649
473842800000,0.575
473846400000,0.488
473850000000,0.478
473853600000,0.558
473857200000,0.682
473860800000,0.72
473864400000,0.723
473868000000,0.725
473871600000,0.718
473875200000,0.722
473878800000,0.734
473882400000,0.739
473886000000,0.742
473889600000,0.741
473893200000,0.734
473896800000,0.723
473900400000,0.733
473904000000,0.739
473907600000,0.745
473911200000,0.741
473914800000,0.72
473918400000,0.674
473922000000,0.623
473925600000,0.578
473929200000,0.552
473932800000,0.534
473936400000,0.554
473940000000,0.603
473943600000,0.627
473947200000,0.657
473950800000,0.674
473954400000,0.667
473958000000,0.643
473961600000,0.61
473965200000,0.615
473968800000,0.615
473972400000,0.618
473976000000,0.618
473979600000,0.608
473983200000,0.576
473986800000,0.521
473990400000,0.508
473994000000,0.492
473997600000,0.485
474001200000,0.492
474004800000,0.502
474008400000,0.503
474012000000,0.481
474015600000,0.442
474019200000,0.418
474022800000,0.456
474026400000,0.519
474030000000,0.547
474033600000,0.544
474037200000,0.519
474040800000,0.493
474044400000,0.466
474048000000,0.467
474051600000,0.483
474055200000,0.501
474058800000,0.51
474062400000,0.538
474066000000,0.588
474069600000,0.623
474073200000,0.642
474076800000,0.703
474080400000,0.732
474084000000,0.739
474087600000,0.727
474091200000,0.702
474094800000,0.669
474098400000,0.632
474102000000,0.61
474105600000,0.604
474109200000,0.642
474112800000,0.673
474116400000,0.704
474120000000,0.711
474123600000,0.694
474127200000,0.674
474130800000,0.637
474134400000,0.608
474138000000,0.6
474141600000,0.6
474145200000,0.651
474148800000,0.669
474152400000,0.673
474156000000,0.672
474159600000,0.701
474163200000,0.691
474166800000,0.644
474170400000,0.557
474174000000,0.437
474177600000,0.31
474181200000,0.204
474184800000,0.135
474188400000,0.096
474192000000,0.09
474195600000,0.13
474199200000,0.192
474202800000,0.243
474206400000,0.245
474210000000,0.224
474213600000,0.227
474217200000,0.248
474220800000,0.299
474224400000,0.373
474228000000,0.414
474231600000,0.416
474235200000,0.406
474238800000,0.397
474242400000,0.369
474246000000,0.321
474249600000,0.312
474253200000,0.284
474256800000,0.245
474260400000,0.204
474264000000,0.166
474267600000,0.132
474271200000,0.113
474274800000,0.106
474278400000,0.125
474282000000,0.165
474285600000,0.196
474289200000,0.202
474292800000,0.196
474296400000,0.208
474300000000,0.232
474303600000,0.294
474307200000,0.379
474310800000,0.425
474314400000,0.432
474318000000,0.41
474321600000,0.385
474325200000,0.351
474328800000,0.323
474332400000,0.294
474336000000,0.322
474339600000,0.328
474343200000,0.295
474346800000,0.245
474350400000,0.195
474354000000,0.154
474357600000,0.132
474361200000,0.112
474364800000,0.099
474368400000,0.097
474372000000,0.092
474375600000,0.089
474379200000,0.073
474382800000,0.068
474386400000,0.091
474390000000,0.148
474393600000,0.211
474397200000,0.261
474400800000,0.295
474404400000,0.311
474408000000,0.32
474411600000,0.328
474415200000,0.325
474418800000,0.278
474422400000,0.289
474426000000,0.342
474429600000,0.404
474433200000,0.438
474436800000,0.437
474440400000,0.446
474444000000,0.461
474447600000,0.491
474451200000,0.502
474454800000,0.508
474458400000,0.518
474462000000,0.559
474465600000,0.594
474469200000,0.594
474472800000,0.58
474476400000,0.556
474480000000,0.538
474483600000,0.545
474487200000,0.538
474490800000,0.522
474494400000,0.497
474498000000,0.459
474501600000,0.411
474505200000,0.311
474508800000,0.258
474512400000,0.231
474516000000,0.204
474519600000,0.18
474523200000,0.163
474526800000,0.167
474530400000,0.18
474534000000,0.191
474537600000,0.182
474541200000,0.17
474544800000,0.184
474548400000,0.217
474552000000,0.243
474555600000,0.3
474559200000,0.355
474562800000,0.376
474566400000,0.395
474570000000,0.425
474573600000,0.436
474577200000,0.435
474580800000,0.433
474584400000,0.419
474588000000,0.358
474591600000,0.307
474595200000,0.358
474598800000,0.441
474602400000,0.468
474606000000,0.463
474609600000,0.443
474613200000,0.419
474616800000,0.414
474620400000,0.407
474624000000,0.341
474627600000,0.302
474631200000,0.304
474634800000,0.349
474638400000,0.389
474642000000,0.396
474645600000,0.395
474649200000,0.382
474652800000,0.343
474656400000,0.314
474660000000,0.309
474663600000,0.312
474667200000,0.316
474670800000,0.311
474674400000,0.333
474678000000,0.355
474681600000,0.465
474685200000,0.626
474688800000,0.755
474692400000,0.821
474696000000,0.835
474699600000,0.831
474703200000,0.862
474706800000,0.913
474710400000,0.941
474714000000,0.951
474717600000,0.935
474721200000,0.899
474724800000,0.858
474728400000,0.809
474732000000,0.706
474735600000,0.627
474739200000,0.594
474742800000,0.599
474746400000,0.594
474750000000,0.523
474753600000,0.482
474757200000,0.407
474760800000,0.301
474764400000,0.254
474768000000,0.266
474771600000,0.325
474775200000,0.383
474778800000,0.431
474782400000,0.442
474786000000,0.429
474789600000,0.422
474793200000,0.413
474796800000,0.376
474800400000,0.376
474804000000,0.398
474807600000,0.47
474811200000,0.37
474814800000,0.275
474818400000,0.332
474822000000,0.388
474825600000,0.422
474829200000,0.442
474832800000,0.459
474836400000,0.458
474840000000,0.419
474843600000,0.355
474847200000,0.27
474850800000,0.267
474854400000,0.383
474858000000,0.432
474861600000,0.416
474865200000,0.384
474868800000,0.348
474872400000,0.312
474876000000,0.279
474879600000,0.241
474883200000,0.197
474886800000,0.184
474890400000,0.228
474894000000,0.284
474897600000,0.347
474901200000,0.328
474904800000,0.264
474908400000,0.195
474912000000,0.142
474915600000,0.144
474919200000,0.154
474922800000,0.161
474926400000,0.164
474930000000,0.16
474933600000,0.141
474937200000,0.161
474940800000,0.209
474944400000,0.217
474948000000,0.217
474951600000,0.213
474955200000,0.205
474958800000,0.208
474962400000,0.233
474966000000,0.271
474969600000,0.283
474973200000,0.268
474976800000,0.268
474980400000,0.274
474984000000,0.259
474987600000,0.235
474991200000,0.225
474994800000,0.214
474998400000,0.214
475002000000,0.24
475005600000,0.295
475009200000,0.355
475012800000,0.378
475016400000,0.362
475020000000,0.334
475023600000,0.349
475027200000,0.479
475030800000,0.506
475034400000,0.491
475038000000,0.468
475041600000,0.452
475045200000,0.439
475048800000,0.438
475052400000,0.429
475056000000,0.37
475059600000,0.32
475063200000,0.31
475066800000,0.305
475070400000,0.282
475074000000,0.303
475077600000,0.31
475081200000,0.313
475084800000,0.325
475088400000,0.325
475092000000,0.3
475095600000,0.259
475099200000,0.227
475102800000,0.218
475106400000,0.223
475110000000,0.24
475113600000,0.275
475117200000,0.316
475120800000,0.325
475124400000,0.294
475128000000,0.241
475131600000,0.187
475135200000,0.148
475138800000,0.139
475142400000,0.144
475146000000,0.178
475149600000,0.212
475153200000,0.226
475156800000,0.225
475160400000,0.22
475164000000,0.227
475167600000,0.225
475171200000,0.209
475174800000,0.18
475178400000,0.179
475182000000,0.173
475185600000,0.178
475189200000,0.19
475192800000,0.204
475196400000,0.207
475200000000,0.252
475203600000,0.317
475207200000,0.348
475210800000,0.361
475214400000,0.37
475218000000,0.402
475221600000,0.442
475225200000,0.476
475228800000,0.438
475232400000,0.364
475236000000,0.328
475239600000,0.315
475243200000,0.305
475246800000,0.291
475250400000,0.294
475254000000,0.281
475257600000,0.245
475261200000,0.225
475264800000,0.204
475268400000,0.174
475272000000,0.142
475275600000,0.133
475279200000,0.124
475282800000,0.108
475286400000,0.107
475290000000,0.123
475293600000,0.156
475297200000,0.151
475300800000,0.221
475304400000,0.483
475308000000,0.635
475311600000,0.75
475315200000,0.538
475318800000,0.413
475322400000,0.383
475326000000,0.358
475329600000,0.343
475333200000,0.324
475336800000,0.294
475340400000,0.255
475344000000,0.222
475347600000,0.241
475351200000,0.272
475354800000,0.291
475358400000,0.283
475362000000,0.305
475365600000,0.325
475369200000,0.363
475372800000,0.522
475376400000,0.642
475380000000,0.695
475383600000,0.732
475387200000,0.753
475390800000,0.762
475394400000,0.755
475398000000,0.718
475401600000,0.63
475405200000,0.523
475408800000,0.424
475412400000,0.416
475416000000,0.453
475419600000,0.487
475423200000,0.535
475426800000,0.552
475430400000,0.549
475434000000,0.549
475437600000,0.552
475441200000,0.571
475444800000,0.585
475448400000,0.574
475452000000,0.55
475455600000,0.535
475459200000,0.526
475462800000,0.466
475466400000,0.402
475470000000,0.423
475473600000,0.522
475477200000,0.596
475480800000,0.624
475484400000,0.581
475488000000,0.467
475491600000,0.381
475495200000,0.341
475498800000,0.334
475502400000,0.344
475506000000,0.354
475509600000,0.364
475513200000,0.361
475516800000,0.358
475520400000,0.341
475524000000,0.311
475527600000,0.297
475531200000,0.285
475534800000,0.313
475538400000,0.355
475542000000,0.417
475545600000,0.475
475549200000,0.466
475552800000,0.39
475556400000,0.289
475560000000,0.202
475563600000,0.133
475567200000,0.092
475570800000,0.073
475574400000,0.071
475578000000,0.099
475581600000,0.168
475585200000,0.282
475588800000,0.365
475592400000,0.424
475596000000,0.471
475599600000,0.47
475603200000,0.479
475606800000,0.461
475610400000,0.376
475614000000,0.284
475617600000,0.167
475621200000,0.063
475624800000,0.018
475628400000,0.004
475632000000,0.0
475635600000,0.0
475639200000,0.0
475642800000,0.0
475646400000,0.0
475650000000,0.001
475653600000,0.0
475657200000,0.0
475660800000,0.0
475664400000,0.0
475668000000,0.001
475671600000,0.001
475675200000,0.002
475678800000,0.003
475682400000,0.003
475686000000,0.003
475689600000,0.004
475693200000,0.008
475696800000,0.02
475700400000,0.042
475704000000,0.052
475707600000,0.045
475711200000,0.032
475714800000,0.021
475718400000,0.022
475722000000,0.029
475725600000,0.035
475729200000,0.035
475732800000,0.029
475736400000,0.021
475740000000,0.017
475743600000,0.02
475747200000,0.032
475750800000,0.056
475754400000,0.096
475758000000,0.144
475761600000,0.192
