,N1
473385600000,0.754
473389200000,0.782
473392800000,0.782
473396400000,0.753
473400000000,0.702
473403600000,0.624
473407200000,0.54
473410800000,0.433
473414400000,0.42
473418000000,0.425
473421600000,0.452
473425200000,0.483
473428800000,0.589
473432400000,0.605
473436000000,0.612
473439600000,0.637
473443200000,0.651
473446800000,0.672
473450400000,0.675
473454000000,0.663
473457600000,0.646
473461200000,0.666
473464800000,0.695
473468400000,0.7
473472000000,0.793
473475600000,0.832
473479200000,0.841
473482800000,0.839
473486400000,0.827
473490000000,0.808
473493600000,0.779
473497200000,0.734
473500800000,0.642
473504400000,0.596
473508000000,0.595
473511600000,0.596
473515200000,0.61
473518800000,0.61
473522400000,0.61
473526000000,0.586
473529600000,0.572
473533200000,0.575
473536800000,0.58
473540400000,0.571
473544000000,0.557
473547600000,0.571
473551200000,0.574
473554800000,0.674
473558400000,0.791
473562000000,0.826
473565600000,0.832
473569200000,0.817
473572800000,0.791
473576400000,0.768
473580000000,0.763
473583600000,0.752
473587200000,0.642
473590800000,0.61
473594400000,0.563
473598000000,0.538
473601600000,0.519
473605200000,0.516
473608800000,0.544
473612400000,0.586
473616000000,0.601
473619600000,0.594
473623200000,0.599
473626800000,0.613
473630400000,0.623
473634000000,0.62
473637600000,0.583
473641200000,0.635
473644800000,0.776
473648400000,0.844
473652000000,0.852
473655600000,0.838
473659200000,0.787
473662800000,0.741
473666400000,0.737
473670000000,0.688
473673600000,0.602
473677200000,0.58
473680800000,0.601
473684400000,0.601
473688000000,0.557
473691600000,0.505
473695200000,0.503
473698800000,0.605
473702400000,0.674
473706000000,0.698
473709600000,0.712
473713200000,0.712
473716800000,0.71
473720400000,0.712
473724000000,0.713
473727600000,0.679
473731200000,0.707
473734800000,0.791
473738400000,0.832
473742000000,0.841
473745600000,0.826
473749200000,0.817
473752800000,0.796
473756400000,0.748
473760000000,0.72
473763600000,0.697
473767200000,0.71
473770800000,0.709
473774400000,0.62
473778000000,0.556
473781600000,0.532
