,S1
473385600000,0.903
473389200000,0.93
473392800000,0.929
473396400000,0.918
473400000000,0.903
473403600000,0.89
473407200000,0.872
473410800000,0.842
473414400000,0.8
473418000000,0.751
473421600000,0.746
473425200000,0.743
473428800000,0.747
473432400000,0.754
473436000000,0.739
473439600000,0.739
473443200000,0.757
473446800000,0.784
473450400000,0.79
473454000000,0.824
473457600000,0.821
473461200000,0.814
473464800000,0.83
473468400000,0.802
473472000000,0.852
473475600000,0.905
473479200000,0.915
473482800000,0.912
473486400000,0.902
473490000000,0.882
473493600000,0.863
473497200000,0.837
473500800000,0.799
473504400000,0.769
473508000000,0.757
473511600000,0.755
473515200000,0.751
473518800000,0.727
473522400000,0.714
473526000000,0.711
473529600000,0.724
473533200000,0.71
473536800000,0.746
473540400000,0.801
473544000000,0.784
473547600000,0.785
473551200000,0.797
473554800000,0.814
473558400000,0.889
473562000000,0.91
473565600000,0.906
473569200000,0.896
473572800000,0.886
473576400000,0.888
473580000000,0.878
473583600000,0.839
473587200000,0.766
473590800000,0.72
473594400000,0.69
473598000000,0.682
473601600000,0.676
473605200000,0.63
473608800000,0.619
473612400000,0.643
473616000000,0.653
473619600000,0.663
473623200000,0.739
473626800000,0.756
473630400000,0.782
473634000000,0.804
473637600000,0.808
473641200000,0.826
473644800000,0.9
473648400000,0.937
473652000000,0.939
473655600000,0.926
473659200000,0.917
473662800000,0.897
473666400000,0.884
473670000000,0.883
473673600000,0.873
473677200000,0.841
473680800000,0.842
473684400000,0.859
473688000000,0.89
473691600000,0.889
473695200000,0.888
473698800000,0.899
473702400000,0.895
473706000000,0.895
473709600000,0.912
473713200000,0.918
473716800000,0.917
473720400000,0.914
473724000000,0.916
473727600000,0.921
473731200000,0.947
473734800000,0.961
473738400000,0.976
473742000000,0.982
473745600000,0.985
473749200000,0.977
473752800000,0.962
473756400000,0.937
473760000000,0.924
473763600000,0.93
473767200000,0.935
473770800000,0.938
473774400000,0.937
473778000000,0.932
473781600000,0.938
473785200000,0.935
473788800000,0.94
473792400000,0.949
473796000000,0.954
473799600000,0.96
473803200000,0.966
473806800000,0.97
473810400000,0.973
473814000000,0.973
473817600000,0.982
473821200000,0.986
473824800000,0.987
473828400000,0.986
473832000000,0.981
473835600000,0.975
473839200000,0.964
473842800000,0.944
473846400000,0.925
473850000000,0.931
473853600000,0.944
473857200000,0.953
473860800000,0.951
473864400000,0.943
473868000000,0.933
473871600000,0.918
473875200000,0.899
473878800000,0.886
473882400000,0.878
473886000000,0.88
473889600000,0.881
473893200000,0.879
473896800000,0.867
473900400000,0.863
473904000000,0.914
473907600000,0.933
473911200000,0.931
473914800000,0.918
473918400000,0.902
473922000000,0.882
473925600000,0.863
473929200000,0.831
473932800000,0.769
473936400000,0.72
473940000000,0.686
473943600000,0.703
473947200000,0.71
473950800000,0.704
473954400000,0.719
473958000000,0.73
473961600000,0.708
473965200000,0.656
473968800000,0.637
473972400000,0.642
473976000000,0.642
473979600000,0.624
473983200000,0.588
473986800000,0.547
473990400000,0.672
473994000000,0.781
473997600000,0.823
474001200000,0.845
474004800000,0.853
474008400000,0.857
474012000000,0.842
474015600000,0.812
474019200000,0.773
474022800000,0.777
474026400000,0.788
474030000000,0.788
474033600000,0.762
474037200000,0.725
474040800000,0.702
474044400000,0.699
474048000000,0.709
474051600000,0.72
474055200000,0.729
474058800000,0.732
474062400000,0.697
474066000000,0.7
