,V1
567993600000,0.732
567997200000,0.754
568000800000,0.729
568004400000,0.696
568008000000,0.661
568011600000,0.626
568015200000,0.606
568018800000,0.58
568022400000,0.468
568026000000,0.421
568029600000,0.429
568033200000,0.432
568036800000,0.428
568040400000,0.434
568044000000,0.459
568047600000,0.494
568051200000,0.513
568054800000,0.522
568058400000,0.522
568062000000,0.519
568065600000,0.505
568069200000,0.456
568072800000,0.376
568076400000,0.276
568080000000,0.336
568083600000,0.347
568087200000,0.332
568090800000,0.343
568094400000,0.352
568098000000,0.352
568101600000,0.346
568105200000,0.328
568108800000,0.264
568112400000,0.227
568116000000,0.233
568119600000,0.241
568123200000,0.269
568126800000,0.314
568130400000,0.354
568134000000,0.383
568137600000,0.402
568141200000,0.428
568144800000,0.445
568148400000,0.459
568152000000,0.467
568155600000,0.464
568159200000,0.444
568162800000,0.394
568166400000,0.429
568170000000,0.407
568173600000,0.367
568177200000,0.334
568180800000,0.313
568184400000,0.29
568188000000,0.277
568191600000,0.274
568195200000,0.264
568198800000,0.225
568202400000,0.212
568206000000,0.216
568209600000,0.233
568213200000,0.3
568216800000,0.369
568220400000,0.422
568224000000,0.441
568227600000,0.43
568231200000,0.395
568234800000,0.347
568238400000,0.314
568242000000,0.262
568245600000,0.207
568249200000,0.168
568252800000,0.176
568256400000,0.158
568260000000,0.142
568263600000,0.134
568267200000,0.133
568270800000,0.138
568274400000,0.149
568278000000,0.157
568281600000,0.151
568285200000,0.137
568288800000,0.13
568292400000,0.117
568296000000,0.11
568299600000,0.118
568303200000,0.137
568306800000,0.171
568310400000,0.209
568314000000,0.234
568317600000,0.243
568321200000,0.244
568324800000,0.231
568328400000,0.217
568332000000,0.202
568335600000,0.203
568339200000,0.211
568342800000,0.213
568346400000,0.217
568350000000,0.218
568353600000,0.211
568357200000,0.201
568360800000,0.194
568364400000,0.202
568368000000,0.217
568371600000,0.216
568375200000,0.223
568378800000,0.221
568382400000,0.223
568386000000,0.252
568389600000,0.294
568393200000,0.347
568396800000,0.379
568400400000,0.4
568404000000,0.421
568407600000,0.425
568411200000,0.432
568414800000,0.425
568418400000,0.397
568422000000,0.395
568425600000,0.439
568429200000,0.433
568432800000,0.398
568436400000,0.335
568440000000,0.27
568443600000,0.221
568447200000,0.191
568450800000,0.176
568454400000,0.16
568458000000,0.175
568461600000,0.22
568465200000,0.243
568468800000,0.251
568472400000,0.256
568476000000,0.266
568479600000,0.263
568483200000,0.275
568486800000,0.288
568490400000,0.296
568494000000,0.305
568497600000,0.302
568501200000,0.302
568504800000,0.281
568508400000,0.256
568512000000,0.267
568515600000,0.245
568519200000,0.217
568522800000,0.201
568526400000,0.192
568530000000,0.185
568533600000,0.188
568537200000,0.204
568540800000,0.208
568544400000,0.197
568548000000,0.203
568551600000,0.206
568555200000,0.21
