,Mn2
1199145600000,0.262
1199149200000,0.259
1199152800000,0.233
1199156400000,0.183
1199160000000,0.137
1199163600000,0.112
1199167200000,0.096
1199170800000,0.09
1199174400000,0.083
1199178000000,0.061
1199181600000,0.054
1199185200000,0.048
1199188800000,0.046
1199192400000,0.049
1199196000000,0.054
1199199600000,0.051
1199203200000,0.044
1199206800000,0.035
1199210400000,0.033
1199214000000,0.042
1199217600000,0.055
1199221200000,0.076
1199224800000,0.087
1199228400000,0.083
1199232000000,0.092
1199235600000,0.117
1199239200000,0.153
1199242800000,0.176
1199246400000,0.177
1199250000000,0.159
1199253600000,0.134
1199257200000,0.114
1199260800000,0.108
1199264400000,0.098
1199268000000,0.094
1199271600000,0.119
1199275200000,0.152
1199278800000,0.196
1199282400000,0.249
1199286000000,0.291
1199289600000,0.323
1199293200000,0.384
1199296800000,0.447
1199300400000,0.491
1199304000000,0.526
1199307600000,0.507
1199311200000,0.491
1199314800000,0.503
1199318400000,0.683
1199322000000,0.831
1199325600000,0.913
1199329200000,0.926
1199332800000,0.836
1199336400000,0.576
1199340000000,0.286
1199343600000,0.13
1199347200000,0.082
1199350800000,0.062
1199354400000,0.072
1199358000000,0.158
1199361600000,0.28
1199365200000,0.4
1199368800000,0.395
1199372400000,0.315
1199376000000,0.243
1199379600000,0.208
1199383200000,0.219
1199386800000,0.259
1199390400000,0.411
1199394000000,0.46
1199397600000,0.464
1199401200000,0.509
1199404800000,0.576
1199408400000,0.663
1199412000000,0.666
1199415600000,0.605
1199419200000,0.568
1199422800000,0.575
1199426400000,0.586
1199430000000,0.58
1199433600000,0.528
1199437200000,0.547
1199440800000,0.586
1199444400000,0.635
1199448000000,0.683
1199451600000,0.716
1199455200000,0.72
1199458800000,0.712
1199462400000,0.687
1199466000000,0.637
1199469600000,0.558
1199473200000,0.474
1199476800000,0.443
1199480400000,0.413
1199484000000,0.398
1199487600000,0.502
1199491200000,0.607
1199494800000,0.601
1199498400000,0.554
1199502000000,0.491
1199505600000,0.444
1199509200000,0.434
1199512800000,0.455
1199516400000,0.476
1199520000000,0.429
1199523600000,0.383
1199527200000,0.365
1199530800000,0.343
1199534400000,0.323
1199538000000,0.311
1199541600000,0.287
1199545200000,0.283
1199548800000,0.323
1199552400000,0.363
1199556000000,0.357
1199559600000,0.31
1199563200000,0.232
1199566800000,0.147
1199570400000,0.087
1199574000000,0.079
1199577600000,0.1
1199581200000,0.077
1199584800000,0.049
1199588400000,0.024
1199592000000,0.011
1199595600000,0.012
1199599200000,0.027
1199602800000,0.055
1199606400000,0.08
1199610000000,0.078
1199613600000,0.072
1199617200000,0.064
1199620800000,0.043
1199624400000,0.027
1199628000000,0.016
1199631600000,0.011
1199635200000,0.012
1199638800000,0.019
1199642400000,0.027
1199646000000,0.037
1199649600000,0.034
1199653200000,0.023
1199656800000,0.013
1199660400000,0.011
1199664000000,0.016
1199667600000,0.02
1199671200000,0.027
1199674800000,0.028
1199678400000,0.031
1199682000000,0.046
1199685600000,0.075
1199689200000,0.096
1199692800000,0.109
1199696400000,0.125
1199700000000,0.161
1199703600000,0.215
1199707200000,0.319
1199710800000,0.36
1199714400000,0.363
1199718000000,0.296
1199721600000,0.192
1199725200000,0.131
1199728800000,0.096
1199732400000,0.082
1199736000000,0.079
1199739600000,0.073
1199743200000,0.071
1199746800000,0.068
1199750400000,0.096
1199754000000,0.13
1199757600000,0.139
1199761200000,0.128
1199764800000,0.107
1199768400000,0.089
1199772000000,0.075
1199775600000,0.059
1199779200000,0.049
1199782800000,0.045
1199786400000,0.041
1199790000000,0.041
1199793600000,0.041
1199797200000,0.037
1199800800000,0.036
1199804400000,0.03
1199808000000,0.022
1199811600000,0.017
1199815200000,0.014
1199818800000,0.014
1199822400000,0.017
1199826000000,0.03
1199829600000,0.053
1199833200000,0.061
1199836800000,0.108
1199840400000,0.171
1199844000000,0.264
1199847600000,0.332
1199851200000,0.368
1199854800000,0.393
1199858400000,0.413
1199862000000,0.429
1199865600000,0.402
1199869200000,0.403
1199872800000,0.343
1199876400000,0.267
1199880000000,0.202
1199883600000,0.155
1199887200000,0.117
1199890800000,0.097
1199894400000,0.098
1199898000000,0.096
1199901600000,0.106
1199905200000,0.127
1199908800000,0.117
1199912400000,0.106
1199916000000,0.112
1199919600000,0.184
1199923200000,0.282
1199926800000,0.33
1199930400000,0.272
1199934000000,0.179
1199937600000,0.118
1199941200000,0.093
1199944800000,0.093
1199948400000,0.109
1199952000000,0.117
1199955600000,0.123
1199959200000,0.127
1199962800000,0.123
1199966400000,0.112
1199970000000,0.101
1199973600000,0.094
1199977200000,0.107
1199980800000,0.122
1199984400000,0.138
1199988000000,0.152
1199991600000,0.164
1199995200000,0.173
1199998800000,0.18
1200002400000,0.169
1200006000000,0.142
1200009600000,0.197
1200013200000,0.248
1200016800000,0.236
1200020400000,0.203
1200024000000,0.187
1200027600000,0.186
