,V1
1167609600000,0.819
1167613200000,0.866
1167616800000,0.882
1167620400000,0.873
1167624000000,0.833
1167627600000,0.772
1167631200000,0.657
1167634800000,0.535
1167638400000,0.475
1167642000000,0.459
1167645600000,0.427
1167649200000,0.39
1167652800000,0.366
1167656400000,0.357
1167660000000,0.343
1167663600000,0.331
1167667200000,0.302
1167670800000,0.297
1167674400000,0.287
1167678000000,0.294
1167681600000,0.302
1167685200000,0.31
1167688800000,0.326
1167692400000,0.33
1167696000000,0.466
1167699600000,0.586
1167703200000,0.611
1167706800000,0.583
1167710400000,0.523
1167714000000,0.464
1167717600000,0.436
1167721200000,0.395
1167724800000,0.359
1167728400000,0.415
1167732000000,0.471
1167735600000,0.466
1167739200000,0.473
1167742800000,0.469
1167746400000,0.454
1167750000000,0.471
1167753600000,0.441
1167757200000,0.395
1167760800000,0.364
1167764400000,0.322
1167768000000,0.272
1167771600000,0.248
1167775200000,0.209
1167778800000,0.168
1167782400000,0.221
1167786000000,0.272
1167789600000,0.302
1167793200000,0.312
1167796800000,0.305
1167800400000,0.298
1167804000000,0.295
1167807600000,0.259
1167811200000,0.155
1167814800000,0.134
1167818400000,0.159
1167822000000,0.17
1167825600000,0.179
1167829200000,0.181
1167832800000,0.177
1167836400000,0.176
1167840000000,0.191
1167843600000,0.209
1167847200000,0.227
1167850800000,0.247
1167854400000,0.252
1167858000000,0.248
1167861600000,0.235
1167865200000,0.228
1167868800000,0.306
1167872400000,0.39
1167876000000,0.415
1167879600000,0.401
1167883200000,0.376
1167886800000,0.344
1167890400000,0.309
1167894000000,0.252
1167897600000,0.178
1167901200000,0.183
1167904800000,0.217
1167908400000,0.238
1167912000000,0.246
1167915600000,0.255
1167919200000,0.265
1167922800000,0.31
1167926400000,0.337
1167930000000,0.355
1167933600000,0.37
1167937200000,0.368
1167940800000,0.376
1167944400000,0.381
1167948000000,0.374
1167951600000,0.449
1167955200000,0.585
1167958800000,0.625
1167962400000,0.621
1167966000000,0.599
1167969600000,0.569
1167973200000,0.54
1167976800000,0.506
1167980400000,0.446
1167984000000,0.346
1167987600000,0.349
1167991200000,0.368
1167994800000,0.394
1167998400000,0.422
1168002000000,0.487
1168005600000,0.519
1168009200000,0.528
1168012800000,0.51
1168016400000,0.527
1168020000000,0.535
1168023600000,0.55
1168027200000,0.553
1168030800000,0.535
1168034400000,0.503
1168038000000,0.527
1168041600000,0.606
1168045200000,0.638
1168048800000,0.627
1168052400000,0.594
1168056000000,0.574
1168059600000,0.558
1168063200000,0.532
1168066800000,0.429
1168070400000,0.279
1168074000000,0.26
1168077600000,0.277
1168081200000,0.315
1168084800000,0.386
1168088400000,0.481
1168092000000,0.501
1168095600000,0.525
1168099200000,0.529
1168102800000,0.545
1168106400000,0.578
1168110000000,0.594
1168113600000,0.59
1168117200000,0.568
1168120800000,0.541
1168124400000,0.606
1168128000000,0.737
1168131600000,0.786
1168135200000,0.806
1168138800000,0.809
1168142400000,0.803
1168146000000,0.794
1168149600000,0.793
1168153200000,0.774
1168156800000,0.691
1168160400000,0.682
1168164000000,0.712
1168167600000,0.733
1168171200000,0.729
1168174800000,0.725
1168178400000,0.703
1168182000000,0.695
1168185600000,0.684
1168189200000,0.689
1168192800000,0.707
1168196400000,0.733
1168200000000,0.751
1168203600000,0.758
1168207200000,0.762
1168210800000,0.778
1168214400000,0.856
1168218000000,0.902
1168221600000,0.924
1168225200000,0.921
1168228800000,0.895
1168232400000,0.849
1168236000000,0.813
1168239600000,0.812
1168243200000,0.842
1168246800000,0.876
1168250400000,0.896
1168254000000,0.914
1168257600000,0.922
1168261200000,0.93
1168264800000,0.928
1168268400000,0.895
1168272000000,0.84
1168275600000,0.809
1168279200000,0.8
1168282800000,0.795
1168286400000,0.794
1168290000000,0.787
1168293600000,0.774
1168297200000,0.777
1168300800000,0.838
1168304400000,0.905
1168308000000,0.933
1168311600000,0.94
1168315200000,0.936
1168318800000,0.93
1168322400000,0.922
1168326000000,0.892
1168329600000,0.832
1168333200000,0.82
1168336800000,0.823
1168340400000,0.835
1168344000000,0.85
1168347600000,0.856
1168351200000,0.849
1168354800000,0.835
1168358400000,0.822
1168362000000,0.808
1168365600000,0.788
1168369200000,0.783
1168372800000,0.801
1168376400000,0.804
1168380000000,0.802
1168383600000,0.807
1168387200000,0.828
1168390800000,0.863
1168394400000,0.89
1168398000000,0.896
1168401600000,0.87
1168405200000,0.8
1168408800000,0.703
1168412400000,0.628
1168416000000,0.62
1168419600000,0.63
1168423200000,0.63
1168426800000,0.642
1168430400000,0.651
1168434000000,0.645
1168437600000,0.621
1168441200000,0.595
1168444800000,0.59
1168448400000,0.594
1168452000000,0.6
1168455600000,0.606
1168459200000,0.607
1168462800000,0.613
1168466400000,0.605
1168470000000,0.579
1168473600000,0.638
1168477200000,0.72
1168480800000,0.752
1168484400000,0.751
1168488000000,0.724
1168491600000,0.682
1168495200000,0.638
1168498800000,0.552
1168502400000,0.386
1168506000000,0.368
1168509600000,0.426
1168513200000,0.471
1168516800000,0.513
1168520400000,0.56
1168524000000,0.568
1168527600000,0.547
1168531200000,0.538
1168534800000,0.499
1168538400000,0.468
1168542000000,0.441
1168545600000,0.428
1168549200000,0.427
1168552800000,0.407
1168556400000,0.488
1168560000000,0.635
1168563600000,0.692
1168567200000,0.725
1168570800000,0.753
1168574400000,0.758
1168578000000,0.705
1168581600000,0.61
1168585200000,0.47
1168588800000,0.351
1168592400000,0.349
1168596000000,0.401
1168599600000,0.445
1168603200000,0.477
1168606800000,0.512
1168610400000,0.562
1168614000000,0.589
1168617600000,0.599
1168621200000,0.613
1168624800000,0.624
1168628400000,0.624
1168632000000,0.616
1168635600000,0.591
1168639200000,0.55
1168642800000,0.488
1168646400000,0.502
1168650000000,0.55
1168653600000,0.547
1168657200000,0.532
1168660800000,0.516
1168664400000,0.484
1168668000000,0.434
1168671600000,0.39
1168675200000,0.404
1168678800000,0.483
1168682400000,0.534
1168686000000,0.556
1168689600000,0.583
1168693200000,0.621
1168696800000,0.64
1168700400000,0.65
1168704000000,0.656
1168707600000,0.636
1168711200000,0.611
1168714800000,0.594
1168718400000,0.578
1168722000000,0.564
1168725600000,0.562
1168729200000,0.587
1168732800000,0.675
1168736400000,0.685
1168740000000,0.708
1168743600000,0.774
1168747200000,0.815
1168750800000,0.829
1168754400000,0.8
1168758000000,0.776
1168761600000,0.726
1168765200000,0.678
1168768800000,0.635
1168772400000,0.66
1168776000000,0.698
1168779600000,0.69
1168783200000,0.663
1168786800000,0.647
1168790400000,0.643
1168794000000,0.644
1168797600000,0.638
1168801200000,0.599
1168804800000,0.607
1168808400000,0.616
1168812000000,0.617
1168815600000,0.697
1168819200000,0.825
1168822800000,0.86
1168826400000,0.846
1168830000000,0.804
1168833600000,0.744
1168837200000,0.671
1168840800000,0.588
1168844400000,0.466
1168848000000,0.314
1168851600000,0.266
1168855200000,0.253
1168858800000,0.245
1168862400000,0.259
1168866000000,0.276
1168869600000,0.301
1168873200000,0.335
1168876800000,0.367
1168880400000,0.332
1168884000000,0.337
1168887600000,0.343
1168891200000,0.335
1168894800000,0.348
1168898400000,0.338
1168902000000,0.328
1168905600000,0.516
1168909200000,0.63
1168912800000,0.657
1168916400000,0.661
1168920000000,0.668
1168923600000,0.672
1168927200000,0.662
1168930800000,0.615
1168934400000,0.481
1168938000000,0.4
1168941600000,0.425
1168945200000,0.454
1168948800000,0.482
1168952400000,0.49
1168956000000,0.498
1168959600000,0.506
1168963200000,0.466
1168966800000,0.468
1168970400000,0.51
1168974000000,0.594
1168977600000,0.642
1168981200000,0.642
1168984800000,0.624
