,Py2
536457600000,0.855
536461200000,0.756
536464800000,0.652
536468400000,0.542
536472000000,0.442
536475600000,0.38
536479200000,0.353
536482800000,0.322
536486400000,0.248
536490000000,0.225
536493600000,0.213
536497200000,0.193
536500800000,0.163
536504400000,0.125
536508000000,0.097
536511600000,0.084
536515200000,0.083
536518800000,0.096
536522400000,0.125
536526000000,0.155
536529600000,0.172
536533200000,0.194
536536800000,0.201
536540400000,0.214
536544000000,0.265
536547600000,0.261
536551200000,0.235
536554800000,0.187
536558400000,0.142
536562000000,0.109
536565600000,0.091
536569200000,0.084
536572800000,0.084
536576400000,0.099
536580000000,0.107
536583600000,0.095
536587200000,0.084
536590800000,0.072
536594400000,0.057
536598000000,0.057
536601600000,0.063
536605200000,0.064
536608800000,0.064
536612400000,0.065
536616000000,0.068
536619600000,0.079
536623200000,0.093
536626800000,0.108
536630400000,0.176
536634000000,0.259
536637600000,0.323
536641200000,0.344
536644800000,0.341
536648400000,0.334
536652000000,0.317
536655600000,0.298
536659200000,0.231
536662800000,0.177
536666400000,0.172
536670000000,0.174
536673600000,0.173
536677200000,0.184
536680800000,0.212
536684400000,0.195
536688000000,0.183
536691600000,0.178
536695200000,0.192
536698800000,0.214
536702400000,0.247
536706000000,0.272
536709600000,0.27
536713200000,0.283
536716800000,0.443
536720400000,0.54
536724000000,0.571
536727600000,0.548
536731200000,0.501
536734800000,0.435
536738400000,0.356
536742000000,0.293
536745600000,0.225
536749200000,0.196
536752800000,0.211
536756400000,0.208
536760000000,0.24
536763600000,0.228
536767200000,0.21
536770800000,0.228
536774400000,0.245
536778000000,0.267
536781600000,0.294
536785200000,0.332
536788800000,0.342
536792400000,0.332
536796000000,0.304
536799600000,0.313
536803200000,0.41
536806800000,0.439
536810400000,0.431
536814000000,0.394
536817600000,0.345
536821200000,0.31
536824800000,0.297
536828400000,0.291
536832000000,0.245
536835600000,0.216
536839200000,0.222
536842800000,0.247
536846400000,0.274
536850000000,0.3
536853600000,0.32
536857200000,0.355
536860800000,0.386
536864400000,0.4
536868000000,0.403
536871600000,0.421
536875200000,0.442
536878800000,0.468
536882400000,0.439
536886000000,0.446
536889600000,0.578
536893200000,0.642
536896800000,0.683
536900400000,0.703
536904000000,0.721
536907600000,0.727
536911200000,0.72
536914800000,0.695
536918400000,0.556
536922000000,0.425
536925600000,0.449
536929200000,0.512
536932800000,0.497
536936400000,0.475
536940000000,0.479
536943600000,0.497
536947200000,0.489
536950800000,0.455
536954400000,0.476
536958000000,0.482
536961600000,0.486
536965200000,0.498
536968800000,0.502
536972400000,0.495
536976000000,0.648
536979600000,0.743
536983200000,0.781
536986800000,0.791
536990400000,0.782
536994000000,0.76
536997600000,0.738
537001200000,0.705
537004800000,0.57
537008400000,0.413
537012000000,0.454
537015600000,0.504
537019200000,0.566
537022800000,0.615
537026400000,0.657
537030000000,0.692
537033600000,0.711
537037200000,0.724
537040800000,0.717
537044400000,0.712
537048000000,0.724
537051600000,0.721
537055200000,0.714
537058800000,0.777
537062400000,0.873
537066000000,0.898
537069600000,0.906
537073200000,0.909
537076800000,0.905
537080400000,0.894
537084000000,0.884
537087600000,0.863
537091200000,0.772
537094800000,0.706
537098400000,0.719
537102000000,0.752
537105600000,0.768
537109200000,0.768
537112800000,0.785
537116400000,0.794
537120000000,0.788
537123600000,0.785
537127200000,0.781
537130800000,0.771
537134400000,0.752
537138000000,0.742
537141600000,0.748
537145200000,0.789
537148800000,0.885
537152400000,0.914
537156000000,0.918
537159600000,0.906
537163200000,0.882
537166800000,0.857
537170400000,0.833
537174000000,0.808
537177600000,0.714
537181200000,0.605
537184800000,0.595
537188400000,0.642
537192000000,0.65
537195600000,0.622
537199200000,0.605
537202800000,0.58
537206400000,0.563
537210000000,0.551
537213600000,0.553
537217200000,0.566
537220800000,0.58
537224400000,0.587
537228000000,0.574
537231600000,0.558
537235200000,0.722
537238800000,0.792
537242400000,0.799
537246000000,0.786
537249600000,0.773
537253200000,0.767
537256800000,0.768
537260400000,0.752
537264000000,0.644
537267600000,0.556
537271200000,0.544
537274800000,0.548
537278400000,0.499
537282000000,0.466
537285600000,0.444
537289200000,0.422
537292800000,0.431
537296400000,0.459
537300000000,0.45
537303600000,0.42
537307200000,0.421
537310800000,0.448
537314400000,0.449
537318000000,0.58
537321600000,0.813
537325200000,0.904
537328800000,0.936
537332400000,0.936
537336000000,0.911
537339600000,0.872
537343200000,0.831
537346800000,0.753
537350400000,0.6
537354000000,0.437
537357600000,0.429
537361200000,0.479
537364800000,0.521
537368400000,0.535
537372000000,0.528
537375600000,0.528
537379200000,0.541
537382800000,0.566
537386400000,0.568
537390000000,0.567
537393600000,0.557
537397200000,0.538
537400800000,0.538
537404400000,0.537
537408000000,0.668
537411600000,0.71
537415200000,0.714
537418800000,0.691
537422400000,0.65
537426000000,0.61
537429600000,0.58
537433200000,0.556
537436800000,0.463
537440400000,0.407
537444000000,0.47
537447600000,0.538
537451200000,0.572
537454800000,0.578
537458400000,0.562
537462000000,0.539
537465600000,0.491
537469200000,0.484
537472800000,0.486
537476400000,0.503
537480000000,0.559
537483600000,0.638
537487200000,0.678
537490800000,0.743
537494400000,0.894
537498000000,0.929
537501600000,0.942
537505200000,0.945
537508800000,0.943
537512400000,0.942
537516000000,0.94
537519600000,0.933
537523200000,0.909
537526800000,0.886
537530400000,0.899
537534000000,0.925
537537600000,0.941
537541200000,0.952
537544800000,0.957
537548400000,0.955
537552000000,0.948
537555600000,0.942
537559200000,0.927
537562800000,0.906
537566400000,0.884
537570000000,0.876
537573600000,0.879
537577200000,0.917
537580800000,0.958
537584400000,0.961
537588000000,0.958
537591600000,0.947
537595200000,0.931
537598800000,0.914
537602400000,0.898
537606000000,0.88
537609600000,0.845
537613200000,0.788
537616800000,0.774
537620400000,0.801
537624000000,0.816
537627600000,0.817
537631200000,0.814
537634800000,0.806
537638400000,0.795
537642000000,0.772
537645600000,0.737
537649200000,0.74
537652800000,0.724
537656400000,0.709
537660000000,0.707
537663600000,0.809
537667200000,0.876
537670800000,0.886
537674400000,0.886
537678000000,0.879
537681600000,0.866
537685200000,0.854
537688800000,0.841
537692400000,0.822
537696000000,0.762
537699600000,0.644
537703200000,0.583
537706800000,0.615
537710400000,0.673
537714000000,0.691
537717600000,0.695
537721200000,0.685
537724800000,0.644
537728400000,0.608
537732000000,0.594
537735600000,0.601
537739200000,0.62
537742800000,0.634
537746400000,0.617
537750000000,0.718
537753600000,0.791
537757200000,0.807
537760800000,0.808
537764400000,0.796
537768000000,0.779
537771600000,0.762
537775200000,0.754
537778800000,0.746
537782400000,0.657
537786000000,0.547
537789600000,0.54
537793200000,0.615
537796800000,0.645
537800400000,0.639
537804000000,0.655
537807600000,0.655
537811200000,0.663
537814800000,0.676
537818400000,0.683
537822000000,0.687
537825600000,0.686
537829200000,0.694
537832800000,0.701
537836400000,0.756
537840000000,0.868
537843600000,0.915
537847200000,0.931
537850800000,0.933
537854400000,0.931
537858000000,0.928
537861600000,0.926
537865200000,0.914
537868800000,0.861
537872400000,0.791
537876000000,0.793
537879600000,0.825
537883200000,0.836
537886800000,0.834
537890400000,0.835
537894000000,0.832
537897600000,0.826
537901200000,0.816
537904800000,0.798
537908400000,0.786
537912000000,0.773
537915600000,0.749
537919200000,0.722
537922800000,0.787
537926400000,0.856
537930000000,0.878
537933600000,0.888
537937200000,0.888
537940800000,0.882
537944400000,0.872
