,B1
536457600000,0.217
536461200000,0.157
536464800000,0.118
536468400000,0.102
536472000000,0.101
536475600000,0.106
536479200000,0.119
536482800000,0.141
536486400000,0.167
536490000000,0.182
536493600000,0.194
536497200000,0.207
536500800000,0.206
536504400000,0.217
536508000000,0.223
536511600000,0.245
536515200000,0.261
536518800000,0.254
536522400000,0.24
536526000000,0.234
536529600000,0.227
536533200000,0.231
536536800000,0.226
536540400000,0.223
536544000000,0.251
536547600000,0.25
536551200000,0.241
536554800000,0.233
536558400000,0.22
536562000000,0.202
536565600000,0.197
536569200000,0.206
536572800000,0.218
536576400000,0.233
536580000000,0.255
536583600000,0.258
536587200000,0.22
536590800000,0.179
536594400000,0.151
536598000000,0.131
536601600000,0.096
536605200000,0.067
536608800000,0.041
536612400000,0.031
536616000000,0.03
536619600000,0.041
536623200000,0.054
536626800000,0.084
536630400000,0.153
536634000000,0.237
536637600000,0.308
536641200000,0.331
536644800000,0.312
536648400000,0.293
536652000000,0.289
536655600000,0.3
536659200000,0.295
536662800000,0.286
536666400000,0.274
536670000000,0.268
536673600000,0.264
536677200000,0.269
536680800000,0.268
536684400000,0.243
536688000000,0.22
536691600000,0.201
536695200000,0.188
536698800000,0.198
536702400000,0.213
536706000000,0.247
536709600000,0.302
536713200000,0.379
536716800000,0.53
536720400000,0.572
536724000000,0.551
536727600000,0.494
536731200000,0.434
536734800000,0.398
536738400000,0.386
536742000000,0.388
536745600000,0.364
536749200000,0.325
536752800000,0.281
536756400000,0.261
536760000000,0.258
536763600000,0.264
536767200000,0.254
536770800000,0.225
536774400000,0.197
536778000000,0.192
536781600000,0.195
536785200000,0.179
536788800000,0.175
536792400000,0.192
536796000000,0.208
536799600000,0.224
536803200000,0.291
536806800000,0.366
536810400000,0.425
536814000000,0.458
536817600000,0.435
536821200000,0.381
536824800000,0.348
536828400000,0.346
536832000000,0.351
536835600000,0.37
536839200000,0.398
536842800000,0.433
536846400000,0.433
536850000000,0.423
536853600000,0.404
536857200000,0.391
536860800000,0.394
536864400000,0.413
536868000000,0.422
536871600000,0.413
536875200000,0.405
536878800000,0.389
536882400000,0.374
536886000000,0.419
536889600000,0.561
536893200000,0.644
536896800000,0.67
536900400000,0.69
536904000000,0.714
536907600000,0.727
536911200000,0.731
536914800000,0.717
536918400000,0.633
536922000000,0.568
536925600000,0.55
536929200000,0.533
536932800000,0.5
536936400000,0.454
536940000000,0.407
536943600000,0.355
536947200000,0.33
536950800000,0.315
536954400000,0.289
536958000000,0.27
536961600000,0.251
536965200000,0.256
536968800000,0.281
536972400000,0.355
536976000000,0.538
536979600000,0.683
536983200000,0.75
536986800000,0.783
536990400000,0.799
536994000000,0.803
536997600000,0.798
537001200000,0.771
537004800000,0.703
537008400000,0.578
537012000000,0.461
537015600000,0.413
537019200000,0.413
537022800000,0.431
537026400000,0.464
537030000000,0.501
537033600000,0.53
537037200000,0.557
537040800000,0.57
537044400000,0.561
537048000000,0.579
537051600000,0.642
537055200000,0.635
537058800000,0.668
537062400000,0.767
537066000000,0.825
537069600000,0.856
537073200000,0.866
537076800000,0.869
537080400000,0.871
537084000000,0.871
537087600000,0.859
537091200000,0.799
537094800000,0.684
537098400000,0.634
537102000000,0.63
537105600000,0.633
537109200000,0.642
537112800000,0.645
537116400000,0.638
537120000000,0.625
537123600000,0.622
537127200000,0.61
537130800000,0.599
537134400000,0.591
