,S1
536457600000,0.43
536461200000,0.425
536464800000,0.425
536468400000,0.391
536472000000,0.325
536475600000,0.281
536479200000,0.259
536482800000,0.25
536486400000,0.272
536490000000,0.302
536493600000,0.316
536497200000,0.289
536500800000,0.274
536504400000,0.255
536508000000,0.227
536511600000,0.217
536515200000,0.197
536518800000,0.18
536522400000,0.155
536526000000,0.134
536529600000,0.127
536533200000,0.131
536536800000,0.12
536540400000,0.089
536544000000,0.125
536547600000,0.147
536551200000,0.157
536554800000,0.169
536558400000,0.173
536562000000,0.164
536565600000,0.154
536569200000,0.144
536572800000,0.138
536576400000,0.167
536580000000,0.161
536583600000,0.151
536587200000,0.143
536590800000,0.136
536594400000,0.123
536598000000,0.106
536601600000,0.089
536605200000,0.081
536608800000,0.087
536612400000,0.11
536616000000,0.148
536619600000,0.205
536623200000,0.235
536626800000,0.257
536630400000,0.416
536634000000,0.528
536637600000,0.6
536641200000,0.633
536644800000,0.628
536648400000,0.58
536652000000,0.517
536655600000,0.458
536659200000,0.417
536662800000,0.414
536666400000,0.447
536670000000,0.485
536673600000,0.527
536677200000,0.558
536680800000,0.556
536684400000,0.599
536688000000,0.581
536691600000,0.56
536695200000,0.551
536698800000,0.547
536702400000,0.555
536706000000,0.585
536709600000,0.58
536713200000,0.571
536716800000,0.668
536720400000,0.695
536724000000,0.654
536727600000,0.571
536731200000,0.476
536734800000,0.409
536738400000,0.362
536742000000,0.343
536745600000,0.358
536749200000,0.386
536752800000,0.403
536756400000,0.442
536760000000,0.449
536763600000,0.458
536767200000,0.454
536770800000,0.445
536774400000,0.41
536778000000,0.41
536781600000,0.426
536785200000,0.437
536788800000,0.448
536792400000,0.436
536796000000,0.398
536799600000,0.37
536803200000,0.437
536806800000,0.487
536810400000,0.45
536814000000,0.409
536817600000,0.364
536821200000,0.316
536824800000,0.276
536828400000,0.242
536832000000,0.245
536835600000,0.291
536839200000,0.305
536842800000,0.309
536846400000,0.315
536850000000,0.328
536853600000,0.345
536857200000,0.376
536860800000,0.394
536864400000,0.391
536868000000,0.4
536871600000,0.441
536875200000,0.485
536878800000,0.498
536882400000,0.488
536886000000,0.464
536889600000,0.542
536893200000,0.604
536896800000,0.615
536900400000,0.63
536904000000,0.65
536907600000,0.655
536911200000,0.636
536914800000,0.574
536918400000,0.495
536922000000,0.469
536925600000,0.501
536929200000,0.546
536932800000,0.571
536936400000,0.603
536940000000,0.628
536943600000,0.656
536947200000,0.668
536950800000,0.671
536954400000,0.656
536958000000,0.673
536961600000,0.672
536965200000,0.69
536968800000,0.677
536972400000,0.708
536976000000,0.762
536979600000,0.833
536983200000,0.851
536986800000,0.862
536990400000,0.856
536994000000,0.836
536997600000,0.802
537001200000,0.734
537004800000,0.655
537008400000,0.617
537012000000,0.605
537015600000,0.593
537019200000,0.607
537022800000,0.615
537026400000,0.62
537030000000,0.625
537033600000,0.642
537037200000,0.664
537040800000,0.686
537044400000,0.718
537048000000,0.727
537051600000,0.777
537055200000,0.783
537058800000,0.846
537062400000,0.919
537066000000,0.934
537069600000,0.94
537073200000,0.94
537076800000,0.932
537080400000,0.925
537084000000,0.914
537087600000,0.887
537091200000,0.841
537094800000,0.796
537098400000,0.801
537102000000,0.815
537105600000,0.82
537109200000,0.822
537112800000,0.826
537116400000,0.828
537120000000,0.822
537123600000,0.828
537127200000,0.832
537130800000,0.838
537134400000,0.831
537138000000,0.809
537141600000,0.786
537145200000,0.775
537148800000,0.856
537152400000,0.891
537156000000,0.894
537159600000,0.871
537163200000,0.832
537166800000,0.785
537170400000,0.729
537174000000,0.631
537177600000,0.537
537181200000,0.525
537184800000,0.577
537188400000,0.618
537192000000,0.646
537195600000,0.673
537199200000,0.695
537202800000,0.715
537206400000,0.71
537210000000,0.675
537213600000,0.69
537217200000,0.703
537220800000,0.695
537224400000,0.683
537228000000,0.621
537231600000,0.666
537235200000,0.781
537238800000,0.857
537242400000,0.845
537246000000,0.818
537249600000,0.797
537253200000,0.77
537256800000,0.736
537260400000,0.655
537264000000,0.586
537267600000,0.541
537271200000,0.523
537274800000,0.516
537278400000,0.529
537282000000,0.538
537285600000,0.562
537289200000,0.594
537292800000,0.663
537296400000,0.712
537300000000,0.765
537303600000,0.809
537307200000,0.841
537310800000,0.858
537314400000,0.847
537318000000,0.829
537321600000,0.872
537325200000,0.904
537328800000,0.908
537332400000,0.904
537336000000,0.888
537339600000,0.857
537343200000,0.804
537346800000,0.719
537350400000,0.618
537354000000,0.58
537357600000,0.587
537361200000,0.605
537364800000,0.618
537368400000,0.623
537372000000,0.621
537375600000,0.613
537379200000,0.593
537382800000,0.567
537386400000,0.553
537390000000,0.521
537393600000,0.53
537397200000,0.557
537400800000,0.571
537404400000,0.547
537408000000,0.675
537411600000,0.738
537415200000,0.739
537418800000,0.718
537422400000,0.693
537426000000,0.666
537429600000,0.615
537433200000,0.556
537436800000,0.513
537440400000,0.524
537444000000,0.538
537447600000,0.567
537451200000,0.65
537454800000,0.715
537458400000,0.737
537462000000,0.778
537465600000,0.77
537469200000,0.763
537472800000,0.755
537476400000,0.792
537480000000,0.812
537483600000,0.837
537487200000,0.851
537490800000,0.863
537494400000,0.906
537498000000,0.936
537501600000,0.956
537505200000,0.967
537508800000,0.97
537512400000,0.97
537516000000,0.967
537519600000,0.964
537523200000,0.955
537526800000,0.949
537530400000,0.957
537534000000,0.964
537537600000,0.968
537541200000,0.971
537544800000,0.973
537548400000,0.972
537552000000,0.97
537555600000,0.965
537559200000,0.957
537562800000,0.948
537566400000,0.936
537570000000,0.934
537573600000,0.934
537577200000,0.936
537580800000,0.958
537584400000,0.963
537588000000,0.961
537591600000,0.948
537595200000,0.933
537598800000,0.918
537602400000,0.901
537606000000,0.877
537609600000,0.833
537613200000,0.801
537616800000,0.799
537620400000,0.817
537624000000,0.823
537627600000,0.827
537631200000,0.83
537634800000,0.82
537638400000,0.808
537642000000,0.803
537645600000,0.798
537649200000,0.795
537652800000,0.799
537656400000,0.809
537660000000,0.813
537663600000,0.821
537667200000,0.884
537670800000,0.914
537674400000,0.913
537678000000,0.897
537681600000,0.877
537685200000,0.862
537688800000,0.841
537692400000,0.807
537696000000,0.759
537699600000,0.728
537703200000,0.702
537706800000,0.71
537710400000,0.738
537714000000,0.74
537717600000,0.733
537721200000,0.735
537724800000,0.727
537728400000,0.728
537732000000,0.713
537735600000,0.712
537739200000,0.711
537742800000,0.733
537746400000,0.737
537750000000,0.787
537753600000,0.856
537757200000,0.891
537760800000,0.886
537764400000,0.868
537768000000,0.855
537771600000,0.845
537775200000,0.834
537778800000,0.812
537782400000,0.788
537786000000,0.778
537789600000,0.783
537793200000,0.791
537796800000,0.794
537800400000,0.803
537804000000,0.808
537807600000,0.801
537811200000,0.824
537814800000,0.831
537818400000,0.839
537822000000,0.844
537825600000,0.837
537829200000,0.841
537832800000,0.841
537836400000,0.859
537840000000,0.907
537843600000,0.944
537847200000,0.949
537850800000,0.952
537854400000,0.952
537858000000,0.949
537861600000,0.941
537865200000,0.919
537868800000,0.885
537872400000,0.865
537876000000,0.866
537879600000,0.872
537883200000,0.875
537886800000,0.878
537890400000,0.886
537894000000,0.891
537897600000,0.892
537901200000,0.888
537904800000,0.872
537908400000,0.844
537912000000,0.811
537915600000,0.777
537919200000,0.751
537922800000,0.77
537926400000,0.853
537930000000,0.891
537933600000,0.895
537937200000,0.897
537940800000,0.892
537944400000,0.884
537948000000,0.865
537951600000,0.816
537955200000,0.744
537958800000,0.638
537962400000,0.578
537966000000,0.579
537969600000,0.584
537973200000,0.59
537976800000,0.61
537980400000,0.633
537984000000,0.642
537987600000,0.641
537991200000,0.637
537994800000,0.644
537998400000,0.642
538002000000,0.618
538005600000,0.564
538009200000,0.562
538012800000,0.653
538016400000,0.668
538020000000,0.642
538023600000,0.606
538027200000,0.577
538030800000,0.556
538034400000,0.547
538038000000,0.523
538041600000,0.465
538045200000,0.456
538048800000,0.454
538052400000,0.476
538056000000,0.505
538059600000,0.544
538063200000,0.557
538066800000,0.574
538070400000,0.556
538074000000,0.563
538077600000,0.532
538081200000,0.491
538084800000,0.51
538088400000,0.544
538092000000,0.55
538095600000,0.582
538099200000,0.711
538102800000,0.774
538106400000,0.8
538110000000,0.795
538113600000,0.771
538117200000,0.746
538120800000,0.737
538124400000,0.729
538128000000,0.697
538131600000,0.678
538135200000,0.681
538138800000,0.682
538142400000,0.674
538146000000,0.654
538149600000,0.637
538153200000,0.636
