,N2
536457600000,0.781
536461200000,0.717
536464800000,0.635
536468400000,0.528
536472000000,0.416
536475600000,0.345
536479200000,0.311
536482800000,0.281
536486400000,0.223
536490000000,0.184
536493600000,0.166
536497200000,0.14
536500800000,0.11
536504400000,0.091
536508000000,0.087
536511600000,0.087
536515200000,0.1
536518800000,0.119
536522400000,0.147
536526000000,0.166
536529600000,0.181
536533200000,0.205
536536800000,0.211
536540400000,0.233
536544000000,0.286
536547600000,0.282
536551200000,0.251
536554800000,0.201
536558400000,0.146
536562000000,0.107
536565600000,0.084
536569200000,0.077
536572800000,0.077
536576400000,0.086
536580000000,0.103
536583600000,0.108
536587200000,0.112
536590800000,0.107
536594400000,0.084
536598000000,0.074
536601600000,0.077
536605200000,0.076
536608800000,0.072
536612400000,0.071
536616000000,0.075
536619600000,0.088
536623200000,0.102
536626800000,0.122
536630400000,0.193
536634000000,0.276
536637600000,0.335
536641200000,0.352
536644800000,0.347
536648400000,0.337
536652000000,0.317
536655600000,0.305
536659200000,0.245
536662800000,0.209
536666400000,0.219
536670000000,0.233
536673600000,0.225
536677200000,0.201
536680800000,0.203
536684400000,0.185
536688000000,0.167
536691600000,0.159
536695200000,0.178
536698800000,0.201
536702400000,0.247
536706000000,0.282
536709600000,0.28
536713200000,0.3
536716800000,0.449
536720400000,0.561
536724000000,0.594
536727600000,0.571
536731200000,0.519
536734800000,0.447
536738400000,0.369
536742000000,0.323
536745600000,0.264
536749200000,0.24
536752800000,0.244
536756400000,0.245
536760000000,0.241
536763600000,0.22
536767200000,0.205
536770800000,0.196
536774400000,0.2
536778000000,0.219
536781600000,0.264
536785200000,0.302
536788800000,0.297
536792400000,0.277
536796000000,0.269
536799600000,0.283
536803200000,0.354
536806800000,0.402
536810400000,0.413
536814000000,0.386
536817600000,0.345
536821200000,0.316
536824800000,0.305
536828400000,0.294
536832000000,0.247
536835600000,0.231
536839200000,0.23
536842800000,0.235
536846400000,0.242
536850000000,0.253
536853600000,0.27
536857200000,0.309
536860800000,0.343
536864400000,0.358
536868000000,0.373
536871600000,0.415
536875200000,0.439
536878800000,0.459
536882400000,0.433
536886000000,0.432
536889600000,0.582
536893200000,0.663
536896800000,0.699
536900400000,0.717
536904000000,0.732
536907600000,0.737
536911200000,0.729
536914800000,0.701
536918400000,0.575
536922000000,0.467
536925600000,0.459
536929200000,0.502
536932800000,0.484
536936400000,0.442
536940000000,0.436
536943600000,0.441
536947200000,0.429
536950800000,0.407
536954400000,0.442
536958000000,0.461
536961600000,0.466
536965200000,0.476
536968800000,0.479
536972400000,0.465
536976000000,0.605
536979600000,0.715
536983200000,0.761
536986800000,0.774
536990400000,0.77
536994000000,0.754
536997600000,0.737
537001200000,0.704
537004800000,0.57
537008400000,0.447
537012000000,0.461
537015600000,0.472
537019200000,0.48
537022800000,0.51
537026400000,0.572
537030000000,0.622
537033600000,0.65
537037200000,0.696
537040800000,0.705
537044400000,0.702
537048000000,0.7
537051600000,0.693
537055200000,0.653
537058800000,0.751
537062400000,0.86
537066000000,0.891
537069600000,0.902
537073200000,0.905
537076800000,0.902
537080400000,0.894
537084000000,0.884
537087600000,0.855
537091200000,0.755
537094800000,0.676
537098400000,0.666
537102000000,0.678
537105600000,0.705
537109200000,0.736
537112800000,0.772
537116400000,0.777
537120000000,0.758
537123600000,0.762
537127200000,0.762
537130800000,0.756
537134400000,0.74
537138000000,0.729
537141600000,0.741
537145200000,0.792
537148800000,0.88
537152400000,0.911
537156000000,0.915
537159600000,0.902
537163200000,0.881
537166800000,0.857
537170400000,0.835
537174000000,0.81
537177600000,0.712
537181200000,0.628
537184800000,0.621
537188400000,0.647
537192000000,0.64
537195600000,0.569
537199200000,0.586
537202800000,0.574
537206400000,0.567
537210000000,0.555
537213600000,0.538
537217200000,0.539
537220800000,0.555
537224400000,0.564
537228000000,0.55
537231600000,0.542
537235200000,0.729
537238800000,0.812
537242400000,0.816
537246000000,0.796
537249600000,0.777
537253200000,0.763
537256800000,0.765
537260400000,0.757
537264000000,0.69
537267600000,0.628
537271200000,0.578
537274800000,0.546
537278400000,0.461
537282000000,0.425
537285600000,0.407
537289200000,0.395
537292800000,0.411
537296400000,0.444
537300000000,0.456
537303600000,0.439
537307200000,0.432
537310800000,0.432
537314400000,0.395
537318000000,0.489
537321600000,0.724
537325200000,0.832
537328800000,0.884
537332400000,0.898
537336000000,0.877
537339600000,0.84
537343200000,0.802
537346800000,0.73
537350400000,0.59
537354000000,0.459
537357600000,0.459
537361200000,0.488
537364800000,0.497
537368400000,0.494
537372000000,0.507
537375600000,0.525
537379200000,0.563
537382800000,0.601
537386400000,0.614
537390000000,0.607
537393600000,0.595
537397200000,0.589
537400800000,0.578
537404400000,0.566
537408000000,0.672
537411600000,0.705
537415200000,0.704
537418800000,0.683
537422400000,0.649
537426000000,0.616
537429600000,0.587
537433200000,0.558
537436800000,0.479
537440400000,0.413
537444000000,0.434
537447600000,0.484
537451200000,0.525
537454800000,0.546
537458400000,0.528
537462000000,0.504
537465600000,0.481
537469200000,0.489
537472800000,0.507
537476400000,0.538
537480000000,0.591
537483600000,0.635
537487200000,0.644
537490800000,0.753
537494400000,0.881
537498000000,0.921
537501600000,0.937
537505200000,0.94
537508800000,0.937
537512400000,0.931
537516000000,0.926
537519600000,0.913
537523200000,0.884
537526800000,0.862
537530400000,0.878
537534000000,0.905
537537600000,0.917
537541200000,0.939
537544800000,0.948
537548400000,0.945
537552000000,0.937
537555600000,0.928
537559200000,0.913
537562800000,0.888
537566400000,0.871
537570000000,0.866
537573600000,0.862
537577200000,0.918
537580800000,0.958
537584400000,0.963
537588000000,0.962
537591600000,0.954
537595200000,0.941
537598800000,0.924
537602400000,0.907
537606000000,0.887
537609600000,0.843
537613200000,0.775
537616800000,0.731
537620400000,0.75
537624000000,0.772
537627600000,0.783
537631200000,0.785
537634800000,0.779
537638400000,0.768
537642000000,0.744
537645600000,0.711
537649200000,0.699
537652800000,0.691
537656400000,0.682
537660000000,0.682
537663600000,0.804
537667200000,0.874
537670800000,0.89
537674400000,0.894
537678000000,0.886
537681600000,0.874
537685200000,0.861
537688800000,0.848
537692400000,0.826
537696000000,0.752
537699600000,0.624
537703200000,0.548
537706800000,0.574
537710400000,0.617
537714000000,0.643
537717600000,0.685
537721200000,0.677
537724800000,0.649
537728400000,0.624
537732000000,0.614
537735600000,0.618
537739200000,0.633
537742800000,0.642
537746400000,0.623
537750000000,0.724
537753600000,0.812
537757200000,0.839
537760800000,0.845
537764400000,0.835
537768000000,0.817
537771600000,0.801
537775200000,0.793
537778800000,0.778
537782400000,0.665
537786000000,0.55
537789600000,0.552
537793200000,0.607
537796800000,0.642
537800400000,0.651
537804000000,0.661
537807600000,0.657
537811200000,0.668
537814800000,0.681
537818400000,0.69
537822000000,0.697
537825600000,0.7
537829200000,0.704
537832800000,0.711
537836400000,0.773
537840000000,0.872
537843600000,0.919
537847200000,0.936
537850800000,0.939
537854400000,0.935
537858000000,0.928
537861600000,0.922
537865200000,0.905
537868800000,0.841
537872400000,0.755
537876000000,0.753
537879600000,0.782
537883200000,0.804
537886800000,0.811
537890400000,0.815
537894000000,0.813
537897600000,0.802
537901200000,0.784
537904800000,0.772
537908400000,0.765
537912000000,0.752
537915600000,0.734
537919200000,0.712
537922800000,0.774
537926400000,0.845
537930000000,0.872
537933600000,0.886
537937200000,0.888
537940800000,0.881
537944400000,0.859
537948000000,0.809
537951600000,0.714
537955200000,0.574
537958800000,0.547
537962400000,0.59
537966000000,0.645
537969600000,0.608
537973200000,0.619
537976800000,0.609
537980400000,0.59
537984000000,0.573
537987600000,0.547
537991200000,0.568
537994800000,0.555
537998400000,0.55
538002000000,0.552
538005600000,0.538
538009200000,0.602
538012800000,0.713
538016400000,0.762
538020000000,0.763
538023600000,0.753
538027200000,0.737
538030800000,0.722
538034400000,0.705
538038000000,0.68
538041600000,0.586
538045200000,0.447
538048800000,0.408
538052400000,0.419
538056000000,0.461
538059600000,0.443
538063200000,0.454
538066800000,0.475
538070400000,0.478
538074000000,0.516
538077600000,0.55
538081200000,0.532
538084800000,0.5
538088400000,0.494
538092000000,0.464
538095600000,0.61
538099200000,0.717
538102800000,0.772
538106400000,0.807
538110000000,0.826
538113600000,0.831
538117200000,0.826
538120800000,0.814
538124400000,0.801
538128000000,0.758
538131600000,0.638
538135200000,0.545
538138800000,0.562
538142400000,0.568
538146000000,0.59
538149600000,0.592
538153200000,0.585
538156800000,0.603
538160400000,0.603
538164000000,0.591
538167600000,0.574
538171200000,0.563
538174800000,0.55
538178400000,0.567
538182000000,0.691
538185600000,0.753
538189200000,0.754
538192800000,0.737
538196400000,0.715
538200000000,0.691
538203600000,0.674
538207200000,0.663
538210800000,0.647
538214400000,0.592
538218000000,0.485
538221600000,0.471
538225200000,0.507
538228800000,0.566
538232400000,0.568
538236000000,0.578
538239600000,0.595
538243200000,0.599
538246800000,0.586
538250400000,0.579
538254000000,0.572
538257600000,0.57
538261200000,0.585
538264800000,0.544
538268400000,0.63
538272000000,0.752
538275600000,0.789
538279200000,0.792
538282800000,0.786
538286400000,0.785
538290000000,0.782
538293600000,0.781
538297200000,0.757
538300800000,0.68
538304400000,0.529
538308000000,0.54
538311600000,0.583
538315200000,0.575
538318800000,0.535
538322400000,0.538
538326000000,0.539
538329600000,0.556
538333200000,0.582
538336800000,0.59
538340400000,0.588
538344000000,0.583
538347600000,0.562
538351200000,0.525
538354800000,0.556
538358400000,0.661
538362000000,0.678
538365600000,0.651
538369200000,0.613
538372800000,0.576
538376400000,0.552
538380000000,0.546
538383600000,0.538
538387200000,0.472
538390800000,0.362
538394400000,0.311
538398000000,0.301
538401600000,0.336
538405200000,0.356
538408800000,0.362
538412400000,0.362
538416000000,0.402
538419600000,0.444
538423200000,0.484
538426800000,0.538
538430400000,0.558
538434000000,0.581
538437600000,0.573
