,L2
788918400000,0.89
788922000000,0.919
788925600000,0.919
788929200000,0.907
788932800000,0.892
788936400000,0.885
788940000000,0.89
788943600000,0.91
788947200000,0.927
788950800000,0.928
788954400000,0.929
788958000000,0.93
788961600000,0.935
788965200000,0.943
788968800000,0.947
788972400000,0.939
788976000000,0.93
788979600000,0.919
788983200000,0.91
788986800000,0.901
788990400000,0.896
788994000000,0.895
788997600000,0.896
789001200000,0.908
789004800000,0.933
789008400000,0.948
789012000000,0.947
789015600000,0.934
789019200000,0.917
789022800000,0.91
789026400000,0.914
789030000000,0.917
789033600000,0.92
789037200000,0.907
789040800000,0.886
789044400000,0.869
789048000000,0.85
789051600000,0.845
789055200000,0.845
789058800000,0.845
789062400000,0.841
789066000000,0.83
789069600000,0.812
789073200000,0.8
789076800000,0.804
789080400000,0.805
789084000000,0.771
789087600000,0.755
789091200000,0.808
789094800000,0.837
789098400000,0.837
789102000000,0.824
789105600000,0.801
789109200000,0.773
789112800000,0.746
789116400000,0.718
789120000000,0.704
789123600000,0.697
789127200000,0.697
789130800000,0.659
789134400000,0.583
789138000000,0.55
789141600000,0.525
789145200000,0.489
789148800000,0.445
789152400000,0.392
789156000000,0.346
789159600000,0.323
789163200000,0.327
789166800000,0.332
789170400000,0.315
789174000000,0.284
789177600000,0.311
789181200000,0.289
789184800000,0.22
789188400000,0.15
789192000000,0.088
789195600000,0.039
789199200000,0.011
789202800000,0.015
789206400000,0.067
789210000000,0.139
789213600000,0.179
789217200000,0.19
789220800000,0.197
789224400000,0.204
789228000000,0.21
789231600000,0.199
789235200000,0.171
789238800000,0.153
789242400000,0.152
789246000000,0.163
789249600000,0.18
789253200000,0.195
789256800000,0.202
789260400000,0.206
789264000000,0.231
789267600000,0.226
789271200000,0.189
789274800000,0.136
789278400000,0.093
789282000000,0.089
789285600000,0.133
789289200000,0.201
789292800000,0.245
789296400000,0.304
789300000000,0.413
789303600000,0.538
789307200000,0.584
789310800000,0.585
789314400000,0.572
789318000000,0.54
789321600000,0.523
789325200000,0.526
789328800000,0.523
789332400000,0.513
789336000000,0.514
789339600000,0.556
789343200000,0.603
789346800000,0.623
789350400000,0.694
789354000000,0.714
789357600000,0.655
789361200000,0.516
789364800000,0.362
789368400000,0.251
789372000000,0.194
789375600000,0.186
789379200000,0.216
789382800000,0.293
789386400000,0.412
789390000000,0.568
789393600000,0.663
789397200000,0.686
789400800000,0.697
789404400000,0.683
789408000000,0.67
789411600000,0.672
789415200000,0.679
789418800000,0.689
789422400000,0.706
789426000000,0.737
789429600000,0.756
789433200000,0.799
789436800000,0.862
789440400000,0.904
789444000000,0.918
789447600000,0.914
789451200000,0.902
789454800000,0.887
789458400000,0.878
789462000000,0.866
789465600000,0.849
789469200000,0.826
789472800000,0.807
789476400000,0.791
789480000000,0.771
789483600000,0.758
789487200000,0.754
789490800000,0.753
789494400000,0.753
789498000000,0.754
789501600000,0.758
789505200000,0.762
789508800000,0.751
789512400000,0.74
789516000000,0.724
789519600000,0.733
789523200000,0.788
789526800000,0.804
789530400000,0.779
789534000000,0.71
789537600000,0.626
789541200000,0.557
789544800000,0.503
789548400000,0.463
789552000000,0.453
789555600000,0.491
789559200000,0.507
789562800000,0.534
789566400000,0.535
789570000000,0.48
789573600000,0.445
789577200000,0.435
789580800000,0.43
789584400000,0.421
789588000000,0.402
789591600000,0.387
789595200000,0.376
789598800000,0.371
789602400000,0.381
789606000000,0.407
789609600000,0.494
789613200000,0.521
789616800000,0.457
789620400000,0.348
789624000000,0.256
789627600000,0.183
789631200000,0.138
789634800000,0.137
789638400000,0.159
789642000000,0.188
789645600000,0.228
789649200000,0.284
789652800000,0.344
789656400000,0.399
789660000000,0.401
789663600000,0.396
789667200000,0.388
789670800000,0.388
789674400000,0.379
789678000000,0.382
789681600000,0.407
789685200000,0.447
789688800000,0.459
789692400000,0.494
789696000000,0.583
789699600000,0.6
789703200000,0.544
789706800000,0.466
789710400000,0.399
789714000000,0.338
789717600000,0.314
789721200000,0.336
789724800000,0.414
789728400000,0.508
789732000000,0.563
789735600000,0.586
789739200000,0.557
789742800000,0.503
789746400000,0.45
789750000000,0.418
789753600000,0.405
789757200000,0.398
789760800000,0.379
789764400000,0.365
789768000000,0.354
789771600000,0.341
789775200000,0.345
789778800000,0.368
789782400000,0.428
789786000000,0.445
789789600000,0.413
789793200000,0.36
789796800000,0.309
789800400000,0.264
789804000000,0.234
789807600000,0.22
789811200000,0.212
789814800000,0.235
789818400000,0.291
789822000000,0.302
789825600000,0.297
789829200000,0.252
789832800000,0.215
789836400000,0.185
789840000000,0.16
789843600000,0.143
789847200000,0.123
789850800000,0.108
789854400000,0.101
789858000000,0.101
789861600000,0.107
789865200000,0.111
789868800000,0.128
789872400000,0.133
789876000000,0.121
789879600000,0.086
789883200000,0.043
789886800000,0.016
789890400000,0.016
789894000000,0.045
789897600000,0.095
789901200000,0.149
789904800000,0.163
789908400000,0.134
789912000000,0.151
789915600000,0.238
789919200000,0.285
789922800000,0.279
789926400000,0.264
789930000000,0.25
789933600000,0.245
789937200000,0.252
789940800000,0.282
789944400000,0.325
789948000000,0.364
789951600000,0.425
789955200000,0.523
789958800000,0.549
789962400000,0.521
789966000000,0.463
789969600000,0.388
789973200000,0.319
789976800000,0.279
789980400000,0.264
789984000000,0.25
789987600000,0.268
789991200000,0.305
789994800000,0.376
789998400000,0.436
790002000000,0.451
790005600000,0.47
790009200000,0.484
790012800000,0.494
790016400000,0.524
790020000000,0.541
790023600000,0.571
790027200000,0.596
790030800000,0.626
790034400000,0.666
790038000000,0.713
790041600000,0.796
790045200000,0.788
790048800000,0.724
790052400000,0.632
790056000000,0.539
790059600000,0.472
790063200000,0.453
790066800000,0.459
790070400000,0.492
790074000000,0.528
790077600000,0.549
790081200000,0.694
790084800000,0.765
790088400000,0.772
790092000000,0.775
790095600000,0.786
790099200000,0.772
790102800000,0.741
790106400000,0.708
790110000000,0.694
790113600000,0.71
790117200000,0.72
790120800000,0.714
790124400000,0.726
790128000000,0.806
790131600000,0.883
790135200000,0.91
790138800000,0.916
790142400000,0.909
790146000000,0.9
790149600000,0.897
790153200000,0.898
790156800000,0.896
790160400000,0.867
790164000000,0.833
790167600000,0.809
790171200000,0.772
790174800000,0.745
790178400000,0.725
790182000000,0.721
790185600000,0.724
790189200000,0.718
790192800000,0.714
790196400000,0.725
790200000000,0.746
790203600000,0.763
790207200000,0.768
790210800000,0.784
790214400000,0.833
790218000000,0.823
790221600000,0.77
790225200000,0.69
790228800000,0.599
790232400000,0.513
790236000000,0.461
790239600000,0.442
790243200000,0.47
790246800000,0.561
790250400000,0.66
790254000000,0.762
790257600000,0.777
790261200000,0.763
790264800000,0.756
790268400000,0.773
790272000000,0.788
790275600000,0.787
790279200000,0.781
790282800000,0.778
790286400000,0.782
790290000000,0.765
790293600000,0.73
790297200000,0.754
790300800000,0.867
790304400000,0.899
790308000000,0.901
790311600000,0.905
790315200000,0.906
790318800000,0.91
790322400000,0.92
790326000000,0.93
790329600000,0.936
790333200000,0.934
790336800000,0.915
790340400000,0.874
790344000000,0.808
790347600000,0.742
790351200000,0.704
790354800000,0.689
790358400000,0.669
790362000000,0.661
790365600000,0.666
790369200000,0.677
790372800000,0.691
