,L1
788918400000,0.924
788922000000,0.924
788925600000,0.92
788929200000,0.92
788932800000,0.928
788936400000,0.939
788940000000,0.948
788943600000,0.953
788947200000,0.952
788950800000,0.944
788954400000,0.947
788958000000,0.948
788961600000,0.952
788965200000,0.956
788968800000,0.952
788972400000,0.945
788976000000,0.938
788979600000,0.933
788983200000,0.928
788986800000,0.919
788990400000,0.907
788994000000,0.896
788997600000,0.89
789001200000,0.906
789004800000,0.926
789008400000,0.923
789012000000,0.92
789015600000,0.911
789019200000,0.903
789022800000,0.905
789026400000,0.899
789030000000,0.885
789033600000,0.867
789037200000,0.838
789040800000,0.822
789044400000,0.809
789048000000,0.765
789051600000,0.75
789055200000,0.776
789058800000,0.751
789062400000,0.746
789066000000,0.744
789069600000,0.732
789073200000,0.724
789076800000,0.717
789080400000,0.651
789084000000,0.597
789087600000,0.583
789091200000,0.668
789094800000,0.635
789098400000,0.578
789102000000,0.534
789105600000,0.502
789109200000,0.488
789112800000,0.488
789116400000,0.494
789120000000,0.492
789123600000,0.491
789127200000,0.534
789130800000,0.549
789134400000,0.55
789138000000,0.486
789141600000,0.395
789145200000,0.367
789148800000,0.296
789152400000,0.217
789156000000,0.176
789159600000,0.171
789163200000,0.176
789166800000,0.162
789170400000,0.144
789174000000,0.074
789177600000,0.035
789181200000,0.011
789184800000,0.014
789188400000,0.051
789192000000,0.144
789195600000,0.291
789199200000,0.454
789202800000,0.583
789206400000,0.645
789210000000,0.616
789213600000,0.578
789217200000,0.491
789220800000,0.432
789224400000,0.422
789228000000,0.459
789231600000,0.54
789235200000,0.611
789238800000,0.653
789242400000,0.648
789246000000,0.635
789249600000,0.628
789253200000,0.641
789256800000,0.674
789260400000,0.719
789264000000,0.785
789267600000,0.803
789271200000,0.785
789274800000,0.75
789278400000,0.705
789282000000,0.657
789285600000,0.61
789289200000,0.568
789292800000,0.535
789296400000,0.491
789300000000,0.494
789303600000,0.499
789307200000,0.501
789310800000,0.491
789314400000,0.51
789318000000,0.504
789321600000,0.498
789325200000,0.51
789328800000,0.525
789332400000,0.546
789336000000,0.561
789339600000,0.604
789343200000,0.63
789346800000,0.644
789350400000,0.695
789354000000,0.727
789357600000,0.729
789361200000,0.726
789364800000,0.74
789368400000,0.763
789372000000,0.788
789375600000,0.809
789379200000,0.808
789382800000,0.795
789386400000,0.806
789390000000,0.819
789393600000,0.821
789397200000,0.813
789400800000,0.802
789404400000,0.781
789408000000,0.77
789411600000,0.755
789415200000,0.746
789418800000,0.739
789422400000,0.739
789426000000,0.736
789429600000,0.72
789433200000,0.734
789436800000,0.803
789440400000,0.791
789444000000,0.756
789447600000,0.722
789451200000,0.707
789454800000,0.722
789458400000,0.751
789462000000,0.779
789465600000,0.782
789469200000,0.75
789472800000,0.733
789476400000,0.722
789480000000,0.706
789483600000,0.692
789487200000,0.684
789490800000,0.649
789494400000,0.612
789498000000,0.567
789501600000,0.53
789505200000,0.521
789508800000,0.51
789512400000,0.51
789516000000,0.509
789519600000,0.514
789523200000,0.586
789526800000,0.548
789530400000,0.505
789534000000,0.478
789537600000,0.47
789541200000,0.486
789544800000,0.541
789548400000,0.606
789552000000,0.633
789555600000,0.586
789559200000,0.55
789562800000,0.514
789566400000,0.47
789570000000,0.438
789573600000,0.413
789577200000,0.389
789580800000,0.367
789584400000,0.344
789588000000,0.322
789591600000,0.299
789595200000,0.283
789598800000,0.3
789602400000,0.328
789606000000,0.323
789609600000,0.347
789613200000,0.362
789616800000,0.388
789620400000,0.425
789624000000,0.479
789627600000,0.532
789631200000,0.58
789634800000,0.617
789638400000,0.63
789642000000,0.599
789645600000,0.59
789649200000,0.596
789652800000,0.576
789656400000,0.562
789660000000,0.541
789663600000,0.515
789667200000,0.5
789670800000,0.484
789674400000,0.481
789678000000,0.466
789681600000,0.461
789685200000,0.464
789688800000,0.459
789692400000,0.479
789696000000,0.518
789699600000,0.47
789703200000,0.379
789706800000,0.323
789710400000,0.314
789714000000,0.321
789717600000,0.346
789721200000,0.401
789724800000,0.454
789728400000,0.494
789732000000,0.551
789735600000,0.568
789739200000,0.56
789742800000,0.544
789746400000,0.526
789750000000,0.494
789753600000,0.459
789757200000,0.424
789760800000,0.409
789764400000,0.407
789768000000,0.41
789771600000,0.42
789775200000,0.42
789778800000,0.41
789782400000,0.405
789786000000,0.353
789789600000,0.291
789793200000,0.232
789796800000,0.191
789800400000,0.169
789804000000,0.186
789807600000,0.245
789811200000,0.325
789814800000,0.344
789818400000,0.332
789822000000,0.287
789825600000,0.233
789829200000,0.186
789832800000,0.145
789836400000,0.112
789840000000,0.09
789843600000,0.089
789847200000,0.097
789850800000,0.112
789854400000,0.136
789858000000,0.17
789861600000,0.205
789865200000,0.207
789868800000,0.22
789872400000,0.235
789876000000,0.259
789879600000,0.282
789883200000,0.304
789886800000,0.317
789890400000,0.324
789894000000,0.32
789897600000,0.304
789901200000,0.269
789904800000,0.25
789908400000,0.245
789912000000,0.248
789915600000,0.265
789919200000,0.302
789922800000,0.353
789926400000,0.407
789930000000,0.447
789933600000,0.495
789937200000,0.507
789940800000,0.506
789944400000,0.524
789948000000,0.521
789951600000,0.548
789955200000,0.619
789958800000,0.668
789962400000,0.68
789966000000,0.681
789969600000,0.67
789973200000,0.649
789976800000,0.645
789980400000,0.65
789984000000,0.651
789987600000,0.639
789991200000,0.676
789994800000,0.704
789998400000,0.725
790002000000,0.751
790005600000,0.782
790009200000,0.786
790012800000,0.758
790016400000,0.734
790020000000,0.724
790023600000,0.728
790027200000,0.732
790030800000,0.755
790034400000,0.791
790038000000,0.839
790041600000,0.892
790045200000,0.896
790048800000,0.89
790052400000,0.882
790056000000,0.878
790059600000,0.881
790063200000,0.888
790066800000,0.89
790070400000,0.884
790074000000,0.871
790077600000,0.875
790081200000,0.883
790084800000,0.889
790088400000,0.891
790092000000,0.89
790095600000,0.884
790099200000,0.876
790102800000,0.865
790106400000,0.862
790110000000,0.859
790113600000,0.846
790117200000,0.834
790120800000,0.82
790124400000,0.836
790128000000,0.862
790131600000,0.85
790135200000,0.832
790138800000,0.811
790142400000,0.793
790146000000,0.788
790149600000,0.796
790153200000,0.808
790156800000,0.806
790160400000,0.774
790164000000,0.723
790167600000,0.689
790171200000,0.656
790174800000,0.624
790178400000,0.59
790182000000,0.541
790185600000,0.476
790189200000,0.431
790192800000,0.413
790196400000,0.41
790200000000,0.4
790203600000,0.4
790207200000,0.404
790210800000,0.398
790214400000,0.415
790218000000,0.406
790221600000,0.409
790225200000,0.422
790228800000,0.449
790232400000,0.481
790236000000,0.513
790239600000,0.547
790243200000,0.568
790246800000,0.56
790250400000,0.565
790254000000,0.595
790257600000,0.627
790261200000,0.658
790264800000,0.668
790268400000,0.684
790272000000,0.701
790275600000,0.722
790279200000,0.746
790282800000,0.767
790286400000,0.817
790290000000,0.833
790293600000,0.857
790297200000,0.89
790300800000,0.94
790304400000,0.941
790308000000,0.939
790311600000,0.938
790315200000,0.936
790318800000,0.938
790322400000,0.938
790326000000,0.936
790329600000,0.926
790333200000,0.905
790336800000,0.891
790340400000,0.891
790344000000,0.911
790347600000,0.908
790351200000,0.898
790354800000,0.883
790358400000,0.866
790362000000,0.851
790365600000,0.835
790369200000,0.81
790372800000,0.767
790376400000,0.75
790380000000,0.733
790383600000,0.731
790387200000,0.779
790390800000,0.755
790394400000,0.71
790398000000,0.682
790401600000,0.684
790405200000,0.699
790408800000,0.728
790412400000,0.758
790416000000,0.774
790419600000,0.756
790423200000,0.738
790426800000,0.717
790430400000,0.682
790434000000,0.651
790437600000,0.619
790441200000,0.574
790444800000,0.537
790448400000,0.507
790452000000,0.47
790455600000,0.435
790459200000,0.418
790462800000,0.413
790466400000,0.409
790470000000,0.415
790473600000,0.517
790477200000,0.503
790480800000,0.476
790484400000,0.473
790488000000,0.503
790491600000,0.565
790495200000,0.655
790498800000,0.732
790502400000,0.769
790506000000,0.759
790509600000,0.739
790513200000,0.668
790516800000,0.652
790520400000,0.618
790524000000,0.547
790527600000,0.505
790531200000,0.479
790534800000,0.433
790538400000,0.394
790542000000,0.364
790545600000,0.362
790549200000,0.354
790552800000,0.344
790556400000,0.361
790560000000,0.484
790563600000,0.519
790567200000,0.532
790570800000,0.564
790574400000,0.613
790578000000,0.671
790581600000,0.739
790585200000,0.802
790588800000,0.845
790592400000,0.846
790596000000,0.813
790599600000,0.756
790603200000,0.697
790606800000,0.635
790610400000,0.597
790614000000,0.568
790617600000,0.543
790621200000,0.537
790624800000,0.543
790628400000,0.552
790632000000,0.544
790635600000,0.531
790639200000,0.487
790642800000,0.447
790646400000,0.587
790650000000,0.544
790653600000,0.445
790657200000,0.374
790660800000,0.348
790664400000,0.367
790668000000,0.41
790671600000,0.482
790675200000,0.56
790678800000,0.595
790682400000,0.591
790686000000,0.536
790689600000,0.512
790693200000,0.476
790696800000,0.407
790700400000,0.361
790704000000,0.31
790707600000,0.274
790711200000,0.264
790714800000,0.27
790718400000,0.28
790722000000,0.261
790725600000,0.232
790729200000,0.167
790732800000,0.178
790736400000,0.093
790740000000,0.03
790743600000,0.01
790747200000,0.011
790750800000,0.024
790754400000,0.049
790758000000,0.085
790761600000,0.125
790765200000,0.144
790768800000,0.143
790772400000,0.129
790776000000,0.113
790779600000,0.106
790783200000,0.112
790786800000,0.124
790790400000,0.135
790794000000,0.136
790797600000,0.126
790801200000,0.111
790804800000,0.095
790808400000,0.078
790812000000,0.065
790815600000,0.035
790819200000,0.025
790822800000,0.013
790826400000,0.009
790830000000,0.018
790833600000,0.048
790837200000,0.109
790840800000,0.177
790844400000,0.223
790848000000,0.255
790851600000,0.248
790855200000,0.264
790858800000,0.295
790862400000,0.302
790866000000,0.322
790869600000,0.371
790873200000,0.432
790876800000,0.494
790880400000,0.538
790884000000,0.58
790887600000,0.624
790891200000,0.656
790894800000,0.679
790898400000,0.718
790902000000,0.777
790905600000,0.857
790909200000,0.887
790912800000,0.907
790916400000,0.92
790920000000,0.926
790923600000,0.932
790927200000,0.932
790930800000,0.93
790934400000,0.92
790938000000,0.888
790941600000,0.874
790945200000,0.873
790948800000,0.866
790952400000,0.856
790956000000,0.849
790959600000,0.833
790963200000,0.812
790966800000,0.794
790970400000,0.779
790974000000,0.779
790977600000,0.761
790981200000,0.74
790984800000,0.718
790988400000,0.762
790992000000,0.824
790995600000,0.836
790999200000,0.844
791002800000,0.857
791006400000,0.875
791010000000,0.89
791013600000,0.899
791017200000,0.901
791020800000,0.884
791024400000,0.833
791028000000,0.799
791031600000,0.774
791035200000,0.737
791038800000,0.699
791042400000,0.679
791046000000,0.668
791049600000,0.656
791053200000,0.666
791056800000,0.675
791060400000,0.673
791064000000,0.679
791067600000,0.669
791071200000,0.662
791074800000,0.643
791078400000,0.762
791082000000,0.764
791085600000,0.662
791089200000,0.537
791092800000,0.444
791096400000,0.407
791100000000,0.42
791103600000,0.453
791107200000,0.459
791110800000,0.458
791114400000,0.472
791118000000,0.459
791121600000,0.364
791125200000,0.311
791128800000,0.269
791132400000,0.249
791136000000,0.236
791139600000,0.208
791143200000,0.192
791146800000,0.172
791150400000,0.146
791154000000,0.124
791157600000,0.12
791161200000,0.118
791164800000,0.155
791168400000,0.177
791172000000,0.225
791175600000,0.29
791179200000,0.357
791182800000,0.438
791186400000,0.508
791190000000,0.54
791193600000,0.542
791197200000,0.51
791200800000,0.55
791204400000,0.578
791208000000,0.589
791211600000,0.597
791215200000,0.615
791218800000,0.618
791222400000,0.595
791226000000,0.556
791229600000,0.52
791233200000,0.512
791236800000,0.491
791240400000,0.468
791244000000,0.447
791247600000,0.475
791251200000,0.479
791254800000,0.476
791258400000,0.493
791262000000,0.523
791265600000,0.566
791269200000,0.618
791272800000,0.662
791276400000,0.701
791280000000,0.728
791283600000,0.722
791287200000,0.718
791290800000,0.746
791294400000,0.768
791298000000,0.768
791301600000,0.769
791305200000,0.761
