,B1
1136073600000,0.155
1136077200000,0.201
1136080800000,0.237
1136084400000,0.27
1136088000000,0.302
1136091600000,0.314
1136095200000,0.302
1136098800000,0.251
1136102400000,0.21
1136106000000,0.228
1136109600000,0.242
1136113200000,0.231
1136116800000,0.214
1136120400000,0.2
1136124000000,0.192
1136127600000,0.204
1136131200000,0.201
1136134800000,0.2
1136138400000,0.202
1136142000000,0.212
1136145600000,0.218
1136149200000,0.225
1136152800000,0.223
1136156400000,0.243
1136160000000,0.343
1136163600000,0.436
1136167200000,0.519
1136170800000,0.563
1136174400000,0.589
1136178000000,0.615
1136181600000,0.604
1136185200000,0.541
1136188800000,0.459
1136192400000,0.447
1136196000000,0.419
1136199600000,0.431
1136203200000,0.454
1136206800000,0.444
1136210400000,0.397
1136214000000,0.388
1136217600000,0.382
1136221200000,0.376
1136224800000,0.376
1136228400000,0.374
1136232000000,0.367
1136235600000,0.364
1136239200000,0.358
1136242800000,0.41
1136246400000,0.522
1136250000000,0.625
1136253600000,0.683
1136257200000,0.7
1136260800000,0.701
1136264400000,0.704
1136268000000,0.684
1136271600000,0.613
1136275200000,0.525
1136278800000,0.422
1136282400000,0.352
1136286000000,0.328
1136289600000,0.324
1136293200000,0.348
1136296800000,0.373
1136300400000,0.4
1136304000000,0.466
1136307600000,0.505
1136311200000,0.457
1136314800000,0.457
1136318400000,0.433
1136322000000,0.388
1136325600000,0.406
1136329200000,0.504
1136332800000,0.61
1136336400000,0.693
1136340000000,0.733
1136343600000,0.75
1136347200000,0.739
1136350800000,0.723
1136354400000,0.701
1136358000000,0.661
1136361600000,0.574
1136365200000,0.467
1136368800000,0.38
1136372400000,0.32
1136376000000,0.292
1136379600000,0.3
1136383200000,0.315
1136386800000,0.325
1136390400000,0.32
1136394000000,0.302
1136397600000,0.296
1136401200000,0.305
1136404800000,0.303
1136408400000,0.305
1136412000000,0.309
1136415600000,0.345
1136419200000,0.464
1136422800000,0.554
1136426400000,0.601
1136430000000,0.64
1136433600000,0.685
1136437200000,0.732
1136440800000,0.762
1136444400000,0.756
1136448000000,0.724
1136451600000,0.666
1136455200000,0.609
1136458800000,0.551
1136462400000,0.479
1136466000000,0.452
1136469600000,0.436
1136473200000,0.422
1136476800000,0.398
1136480400000,0.405
1136484000000,0.426
1136487600000,0.46
1136491200000,0.492
1136494800000,0.518
1136498400000,0.519
1136502000000,0.604
1136505600000,0.739
1136509200000,0.801
1136512800000,0.825
1136516400000,0.812
1136520000000,0.785
1136523600000,0.755
1136527200000,0.728
1136530800000,0.674
1136534400000,0.591
1136538000000,0.539
1136541600000,0.494
1136545200000,0.476
1136548800000,0.494
1136552400000,0.538
1136556000000,0.592
1136559600000,0.631
1136563200000,0.63
1136566800000,0.628
1136570400000,0.61
1136574000000,0.59
1136577600000,0.58
1136581200000,0.586
1136584800000,0.586
1136588400000,0.633
1136592000000,0.716
1136595600000,0.772
1136599200000,0.799
1136602800000,0.787
1136606400000,0.763
1136610000000,0.755
1136613600000,0.762
1136617200000,0.727
1136620800000,0.672
1136624400000,0.69
1136628000000,0.732
1136631600000,0.753
1136635200000,0.744
1136638800000,0.71
1136642400000,0.672
1136646000000,0.662
1136649600000,0.671
1136653200000,0.69
1136656800000,0.7
1136660400000,0.7
1136664000000,0.698
1136667600000,0.692
1136671200000,0.689
1136674800000,0.711
1136678400000,0.784
1136682000000,0.817
1136685600000,0.827
1136689200000,0.823
1136692800000,0.808
1136696400000,0.785
1136700000000,0.756
1136703600000,0.7
1136707200000,0.624
1136710800000,0.574
1136714400000,0.514
1136718000000,0.448
1136721600000,0.405
1136725200000,0.37
1136728800000,0.337
1136732400000,0.3
1136736000000,0.269
1136739600000,0.249
1136743200000,0.234
1136746800000,0.227
1136750400000,0.228
1136754000000,0.235
1136757600000,0.241
1136761200000,0.271
1136764800000,0.406
1136768400000,0.518
1136772000000,0.591
1136775600000,0.63
1136779200000,0.644
1136782800000,0.634
1136786400000,0.608
1136790000000,0.574
1136793600000,0.54
1136797200000,0.561
1136800800000,0.541
1136804400000,0.53
1136808000000,0.529
1136811600000,0.523
1136815200000,0.511
1136818800000,0.512
1136822400000,0.51
1136826000000,0.513
1136829600000,0.523
1136833200000,0.529
1136836800000,0.538
1136840400000,0.547
1136844000000,0.556
1136847600000,0.63
1136851200000,0.758
1136854800000,0.823
1136858400000,0.838
1136862000000,0.827
1136865600000,0.804
1136869200000,0.774
1136872800000,0.729
1136876400000,0.65
1136880000000,0.556
1136883600000,0.532
1136887200000,0.512
1136890800000,0.481
1136894400000,0.477
1136898000000,0.481
1136901600000,0.468
1136905200000,0.438
1136908800000,0.408
1136912400000,0.382
1136916000000,0.366
1136919600000,0.358
1136923200000,0.362
1136926800000,0.381
1136930400000,0.388
1136934000000,0.501
1136937600000,0.606
1136941200000,0.635
1136944800000,0.642
1136948400000,0.637
1136952000000,0.621
1136955600000,0.606
1136959200000,0.59
1136962800000,0.556
1136966400000,0.491
1136970000000,0.432
1136973600000,0.374
1136977200000,0.361
1136980800000,0.391
1136984400000,0.429
1136988000000,0.478
1136991600000,0.498
1136995200000,0.494
1136998800000,0.479
1137002400000,0.447
1137006000000,0.423
1137009600000,0.381
1137013200000,0.352
1137016800000,0.314
1137020400000,0.314
1137024000000,0.395
1137027600000,0.464
1137031200000,0.505
1137034800000,0.552
1137038400000,0.578
1137042000000,0.578
1137045600000,0.568
1137049200000,0.538
1137052800000,0.428
1137056400000,0.328
1137060000000,0.274
1137063600000,0.251
1137067200000,0.235
1137070800000,0.242
1137074400000,0.252
1137078000000,0.289
1137081600000,0.358
1137085200000,0.388
1137088800000,0.408
1137092400000,0.419
1137096000000,0.422
1137099600000,0.395
1137103200000,0.346
1137106800000,0.352
1137110400000,0.493
1137114000000,0.562
1137117600000,0.578
1137121200000,0.573
1137124800000,0.557
1137128400000,0.525
1137132000000,0.484
1137135600000,0.432
1137139200000,0.366
1137142800000,0.364
1137146400000,0.347
1137150000000,0.281
1137153600000,0.237
1137157200000,0.193
1137160800000,0.155
1137164400000,0.129
1137168000000,0.109
1137171600000,0.095
1137175200000,0.088
1137178800000,0.076
1137182400000,0.082
1137186000000,0.104
1137189600000,0.134
1137193200000,0.223
1137196800000,0.402
1137200400000,0.497
1137204000000,0.519
1137207600000,0.522
1137211200000,0.523
1137214800000,0.528
1137218400000,0.519
1137222000000,0.473
1137225600000,0.378
1137229200000,0.323
1137232800000,0.337
1137236400000,0.355
1137240000000,0.367
1137243600000,0.386
1137247200000,0.404
1137250800000,0.438
1137254400000,0.454
1137258000000,0.422
1137261600000,0.391
1137265200000,0.375
1137268800000,0.358
1137272400000,0.338
1137276000000,0.32
1137279600000,0.289
1137283200000,0.328
1137286800000,0.41
1137290400000,0.502
1137294000000,0.586
1137297600000,0.668
1137301200000,0.739
1137304800000,0.768
1137308400000,0.732
1137312000000,0.672
1137315600000,0.668
1137319200000,0.669
1137322800000,0.682
1137326400000,0.698
1137330000000,0.708
1137333600000,0.72
1137337200000,0.716
1137340800000,0.707
1137344400000,0.703
1137348000000,0.706
1137351600000,0.705
1137355200000,0.706
1137358800000,0.698
1137362400000,0.675
1137366000000,0.662
1137369600000,0.754
1137373200000,0.821
1137376800000,0.837
1137380400000,0.836
1137384000000,0.834
1137387600000,0.826
1137391200000,0.815
1137394800000,0.785
1137398400000,0.72
1137402000000,0.675
1137405600000,0.592
1137409200000,0.529
1137412800000,0.51
1137416400000,0.507
1137420000000,0.501
1137423600000,0.502
1137427200000,0.534
1137430800000,0.58
1137434400000,0.573
1137438000000,0.552
1137441600000,0.525
1137445200000,0.485
1137448800000,0.408
1137452400000,0.403
1137456000000,0.547
1137459600000,0.635
1137463200000,0.663
1137466800000,0.682
1137470400000,0.694
1137474000000,0.706
1137477600000,0.705
1137481200000,0.668
1137484800000,0.599
1137488400000,0.584
1137492000000,0.593
1137495600000,0.577
1137499200000,0.544
1137502800000,0.51
1137506400000,0.465
1137510000000,0.44
1137513600000,0.46
1137517200000,0.471
1137520800000,0.47
1137524400000,0.529
1137528000000,0.527
1137531600000,0.529
1137535200000,0.526
1137538800000,0.556
1137542400000,0.677
1137546000000,0.732
1137549600000,0.744
1137553200000,0.74
1137556800000,0.719
1137560400000,0.726
1137564000000,0.737
1137567600000,0.684
1137571200000,0.583
1137574800000,0.475
1137578400000,0.41
1137582000000,0.373
1137585600000,0.343
1137589200000,0.298
1137592800000,0.284
1137596400000,0.262
1137600000000,0.217
1137603600000,0.179
1137607200000,0.163
1137610800000,0.178
1137614400000,0.182
1137618000000,0.178
1137621600000,0.167
1137625200000,0.166
1137628800000,0.203
1137632400000,0.236
1137636000000,0.248
1137639600000,0.248
1137643200000,0.241
1137646800000,0.248
1137650400000,0.284
1137654000000,0.344
1137657600000,0.376
1137661200000,0.367
1137664800000,0.367
1137668400000,0.371
1137672000000,0.367
1137675600000,0.338
1137679200000,0.308
1137682800000,0.261
1137686400000,0.204
1137690000000,0.17
1137693600000,0.158
1137697200000,0.172
1137700800000,0.219
1137704400000,0.243
1137708000000,0.231
1137711600000,0.237
1137715200000,0.329
1137718800000,0.396
1137722400000,0.41
1137726000000,0.413
1137729600000,0.407
1137733200000,0.401
1137736800000,0.422
1137740400000,0.427
1137744000000,0.397
1137747600000,0.362
1137751200000,0.354
1137754800000,0.341
1137758400000,0.301
1137762000000,0.243
1137765600000,0.177
1137769200000,0.141
1137772800000,0.12
1137776400000,0.112
1137780000000,0.108
1137783600000,0.12
1137787200000,0.164
1137790800000,0.241
1137794400000,0.265
1137798000000,0.284
1137801600000,0.37
1137805200000,0.447
