,S1
1136073600000,0.484
1136077200000,0.569
1136080800000,0.605
1136084400000,0.59
1136088000000,0.555
1136091600000,0.503
1136095200000,0.447
1136098800000,0.368
1136102400000,0.313
1136106000000,0.32
1136109600000,0.334
1136113200000,0.34
1136116800000,0.351
1136120400000,0.373
1136124000000,0.401
1136127600000,0.438
1136131200000,0.461
1136134800000,0.457
1136138400000,0.461
1136142000000,0.496
1136145600000,0.525
1136149200000,0.568
1136152800000,0.568
1136156400000,0.553
1136160000000,0.642
1136163600000,0.691
1136167200000,0.672
1136170800000,0.625
1136174400000,0.59
1136178000000,0.574
1136181600000,0.556
1136185200000,0.509
1136188800000,0.46
1136192400000,0.475
1136196000000,0.481
1136199600000,0.525
1136203200000,0.563
1136206800000,0.605
1136210400000,0.618
1136214000000,0.636
1136217600000,0.691
1136221200000,0.717
1136224800000,0.697
1136228400000,0.645
1136232000000,0.645
1136235600000,0.666
1136239200000,0.677
1136242800000,0.693
1136246400000,0.812
1136250000000,0.858
1136253600000,0.871
1136257200000,0.863
1136260800000,0.854
1136264400000,0.845
1136268000000,0.821
1136271600000,0.782
1136275200000,0.74
1136278800000,0.736
1136282400000,0.757
1136286000000,0.777
1136289600000,0.789
1136293200000,0.793
1136296800000,0.812
1136300400000,0.8
1136304000000,0.759
1136307600000,0.763
1136311200000,0.749
1136314800000,0.711
1136318400000,0.71
1136322000000,0.72
1136325600000,0.729
1136329200000,0.734
1136332800000,0.816
1136336400000,0.873
1136340000000,0.88
1136343600000,0.879
1136347200000,0.865
1136350800000,0.842
1136354400000,0.803
1136358000000,0.742
1136361600000,0.682
1136365200000,0.639
1136368800000,0.643
1136372400000,0.642
1136376000000,0.623
1136379600000,0.627
1136383200000,0.674
1136386800000,0.657
1136390400000,0.617
1136394000000,0.578
1136397600000,0.513
1136401200000,0.495
1136404800000,0.496
1136408400000,0.491
1136412000000,0.469
1136415600000,0.457
1136419200000,0.55
1136422800000,0.652
1136426400000,0.692
1136430000000,0.715
1136433600000,0.739
1136437200000,0.765
1136440800000,0.768
1136444400000,0.724
1136448000000,0.652
1136451600000,0.591
1136455200000,0.591
