,V1
694224000000,0.778
694227600000,0.819
694231200000,0.826
694234800000,0.829
694238400000,0.827
694242000000,0.819
694245600000,0.808
694249200000,0.791
694252800000,0.722
694256400000,0.582
694260000000,0.519
694263600000,0.548
694267200000,0.591
694270800000,0.626
694274400000,0.662
694278000000,0.67
694281600000,0.674
694285200000,0.682
694288800000,0.698
694292400000,0.714
694296000000,0.731
694299600000,0.72
694303200000,0.705
694306800000,0.798
694310400000,0.867
694314000000,0.894
694317600000,0.906
694321200000,0.914
694324800000,0.913
694328400000,0.898
694332000000,0.883
694335600000,0.87
694339200000,0.836
694342800000,0.77
694346400000,0.72
694350000000,0.676
694353600000,0.647
694357200000,0.639
694360800000,0.607
694364400000,0.599
694368000000,0.594
694371600000,0.586
694375200000,0.559
694378800000,0.544
694382400000,0.535
694386000000,0.501
694389600000,0.448
694393200000,0.48
694396800000,0.63
694400400000,0.689
694404000000,0.71
694407600000,0.722
694411200000,0.741
694414800000,0.766
694418400000,0.797
694422000000,0.815
694425600000,0.767
694429200000,0.7
694432800000,0.69
694436400000,0.674
694440000000,0.65
694443600000,0.64
694447200000,0.627
694450800000,0.604
694454400000,0.592
694458000000,0.61
694461600000,0.64
694465200000,0.681
694468800000,0.696
694472400000,0.71
694476000000,0.717
694479600000,0.757
694483200000,0.883
694486800000,0.913
694490400000,0.907
694494000000,0.883
694497600000,0.842
694501200000,0.788
694504800000,0.737
694508400000,0.698
694512000000,0.625
694515600000,0.528
694519200000,0.516
694522800000,0.518
694526400000,0.523
694530000000,0.515
694533600000,0.515
694537200000,0.495
694540800000,0.459
694544400000,0.428
694548000000,0.413
694551600000,0.413
694555200000,0.413
694558800000,0.382
694562400000,0.346
694566000000,0.289
694569600000,0.441
694573200000,0.482
694576800000,0.391
694580400000,0.283
694584000000,0.187
694587600000,0.121
694591200000,0.091
694594800000,0.094
694598400000,0.132
694602000000,0.188
694605600000,0.249
694609200000,0.264
694612800000,0.251
694616400000,0.234
694620000000,0.212
694623600000,0.167
694627200000,0.139
694630800000,0.144
694634400000,0.163
694638000000,0.184
694641600000,0.202
694645200000,0.22
694648800000,0.198
694652400000,0.188
694656000000,0.166
694659600000,0.115
694663200000,0.074
694666800000,0.045
694670400000,0.034
694674000000,0.042
694677600000,0.067
694681200000,0.101
694684800000,0.148
694688400000,0.208
694692000000,0.257
694695600000,0.249
694699200000,0.233
694702800000,0.235
694706400000,0.242
694710000000,0.228
694713600000,0.223
694717200000,0.233
694720800000,0.257
694724400000,0.3
694728000000,0.35
694731600000,0.348
694735200000,0.318
694738800000,0.407
694742400000,0.525
694746000000,0.571
694749600000,0.569
694753200000,0.547
694756800000,0.526
694760400000,0.516
694764000000,0.516
694767600000,0.517
694771200000,0.473
694774800000,0.346
694778400000,0.302
694782000000,0.294
694785600000,0.299
694789200000,0.278
694792800000,0.255
694796400000,0.264
694800000000,0.285
694803600000,0.294
694807200000,0.326
694810800000,0.367
694814400000,0.401
694818000000,0.468
694821600000,0.494
694825200000,0.628
694828800000,0.688
694832400000,0.644
694836000000,0.556
694839600000,0.483
694843200000,0.426
694846800000,0.374
694850400000,0.343
694854000000,0.338
694857600000,0.343
694861200000,0.333
694864800000,0.326
694868400000,0.3
694872000000,0.292
694875600000,0.3
694879200000,0.3
694882800000,0.299
694886400000,0.289
694890000000,0.294
694893600000,0.3
694897200000,0.324
694900800000,0.328
694904400000,0.319
694908000000,0.302
694911600000,0.321
694915200000,0.382
694918800000,0.422
694922400000,0.436
694926000000,0.422
694929600000,0.391
694933200000,0.368
694936800000,0.367
694940400000,0.38
694944000000,0.379
694947600000,0.334
