,V2
694224000000,0.78
694227600000,0.792
694231200000,0.777
694234800000,0.758
694238400000,0.738
694242000000,0.715
694245600000,0.7
694249200000,0.705
694252800000,0.716
694256400000,0.702
694260000000,0.718
694263600000,0.765
694267200000,0.774
694270800000,0.791
694274400000,0.809
694278000000,0.825
694281600000,0.839
694285200000,0.846
694288800000,0.845
694292400000,0.846
694296000000,0.846
694299600000,0.831
694303200000,0.82
694306800000,0.84
694310400000,0.868
694314000000,0.879
694317600000,0.877
694321200000,0.871
694324800000,0.855
694328400000,0.827
694332000000,0.822
694335600000,0.842
694339200000,0.862
694342800000,0.865
694346400000,0.852
694350000000,0.826
694353600000,0.814
694357200000,0.813
694360800000,0.795
694364400000,0.789
694368000000,0.793
694371600000,0.808
694375200000,0.816
694378800000,0.814
694382400000,0.807
694386000000,0.777
694389600000,0.729
694393200000,0.691
694396800000,0.682
694400400000,0.662
694404000000,0.626
694407600000,0.589
694411200000,0.568
694414800000,0.573
694418400000,0.621
694422000000,0.7
694425600000,0.763
694429200000,0.8
694432800000,0.784
694436400000,0.733
694440000000,0.705
694443600000,0.695
694447200000,0.713
694450800000,0.715
694454400000,0.707
694458000000,0.712
694461600000,0.737
694465200000,0.77
694468800000,0.806
694472400000,0.829
694476000000,0.839
694479600000,0.854
694483200000,0.895
694486800000,0.91
694490400000,0.884
694494000000,0.829
694497600000,0.755
694501200000,0.672
694504800000,0.62
694508400000,0.615
694512000000,0.635
694515600000,0.66
694519200000,0.668
694522800000,0.682
694526400000,0.676
694530000000,0.664
694533600000,0.653
694537200000,0.653
694540800000,0.658
694544400000,0.661
694548000000,0.665
694551600000,0.667
694555200000,0.67
694558800000,0.655
694562400000,0.618
694566000000,0.556
694569600000,0.538
694573200000,0.502
694576800000,0.367
694580400000,0.22
694584000000,0.106
694587600000,0.037
694591200000,0.008
694594800000,0.002
694598400000,0.002
694602000000,0.008
694605600000,0.02
694609200000,0.05
694612800000,0.116
694616400000,0.189
694620000000,0.227
694623600000,0.228
694627200000,0.233
694630800000,0.255
694634400000,0.286
694638000000,0.311
694641600000,0.31
694645200000,0.3
694648800000,0.278
694652400000,0.241
694656000000,0.186
694659600000,0.118
694663200000,0.058
694666800000,0.02
694670400000,0.006
694674000000,0.004
694677600000,0.008
694681200000,0.025
694684800000,0.074
694688400000,0.15
694692000000,0.192
694695600000,0.198
694699200000,0.261
694702800000,0.349
694706400000,0.407
694710000000,0.412
694713600000,0.395
694717200000,0.391
694720800000,0.408
694724400000,0.444
694728000000,0.481
694731600000,0.502
694735200000,0.495
694738800000,0.483
694742400000,0.477
694746000000,0.444
694749600000,0.394
694753200000,0.352
694756800000,0.309
