,L2
725846400000,0.657
725850000000,0.692
725853600000,0.664
725857200000,0.613
725860800000,0.547
725864400000,0.486
725868000000,0.447
725871600000,0.425
725875200000,0.419
725878800000,0.43
725882400000,0.447
725886000000,0.444
725889600000,0.434
725893200000,0.417
725896800000,0.415
725900400000,0.444
725904000000,0.484
725907600000,0.518
725911200000,0.545
725914800000,0.56
725918400000,0.567
725922000000,0.56
725925600000,0.547
725929200000,0.513
725932800000,0.535
725936400000,0.516
725940000000,0.456
725943600000,0.378
725947200000,0.3
725950800000,0.247
725954400000,0.214
725958000000,0.18
725961600000,0.167
725965200000,0.199
725968800000,0.281
725972400000,0.38
725976000000,0.459
725979600000,0.481
725983200000,0.479
725986800000,0.474
725990400000,0.479
725994000000,0.479
725997600000,0.48
726001200000,0.481
726004800000,0.475
726008400000,0.459
726012000000,0.448
726015600000,0.439
726019200000,0.512
726022800000,0.522
726026400000,0.481
726030000000,0.444
726033600000,0.423
726037200000,0.414
726040800000,0.44
726044400000,0.486
726048000000,0.534
726051600000,0.562
726055200000,0.578
726058800000,0.551
726062400000,0.502
726066000000,0.449
726069600000,0.407
726073200000,0.376
726076800000,0.364
726080400000,0.374
726084000000,0.388
726087600000,0.401
726091200000,0.428
726094800000,0.481
726098400000,0.535
726102000000,0.523
726105600000,0.578
726109200000,0.572
726112800000,0.513
726116400000,0.438
726120000000,0.374
726123600000,0.337
726127200000,0.332
726130800000,0.355
726134400000,0.42
726138000000,0.501
726141600000,0.562
726145200000,0.583
726148800000,0.534
726152400000,0.458
726156000000,0.403
726159600000,0.401
726163200000,0.434
726166800000,0.491
726170400000,0.555
726174000000,0.615
726177600000,0.66
726181200000,0.688
726184800000,0.695
726188400000,0.682
726192000000,0.748
726195600000,0.755
726199200000,0.72
726202800000,0.669
726206400000,0.616
726210000000,0.569
726213600000,0.571
726217200000,0.626
726220800000,0.694
726224400000,0.739
726228000000,0.724
726231600000,0.663
726235200000,0.59
726238800000,0.556
726242400000,0.548
726246000000,0.566
726249600000,0.597
726253200000,0.621
726256800000,0.639
726260400000,0.661
726264000000,0.685
726267600000,0.704
726271200000,0.715
726274800000,0.746
726278400000,0.837
726282000000,0.852
726285600000,0.836
726289200000,0.812
726292800000,0.788
726296400000,0.768
726300000000,0.75
726303600000,0.736
726307200000,0.724
726310800000,0.683
726314400000,0.635
726318000000,0.603
726321600000,0.575
726325200000,0.552
726328800000,0.536
726332400000,0.56
726336000000,0.603
726339600000,0.637
726343200000,0.672
726346800000,0.696
726350400000,0.715
726354000000,0.693
726357600000,0.644
726361200000,0.593
726364800000,0.7
726368400000,0.781
726372000000,0.786
726375600000,0.759
726379200000,0.748
726382800000,0.763
726386400000,0.793
726390000000,0.82
726393600000,0.828
726397200000,0.785
726400800000,0.707
726404400000,0.675
726408000000,0.68
726411600000,0.682
726415200000,0.695
726418800000,0.724
726422400000,0.757
726426000000,0.779
726429600000,0.793
726433200000,0.796
726436800000,0.777
726440400000,0.742
726444000000,0.7
726447600000,0.681
726451200000,0.753
726454800000,0.764
726458400000,0.744
726462000000,0.728
726465600000,0.739
726469200000,0.784
726472800000,0.839
726476400000,0.874
726480000000,0.88
726483600000,0.841
726487200000,0.742
726490800000,0.666
726494400000,0.64
726498000000,0.636
726501600000,0.622
726505200000,0.63
726508800000,0.659
726512400000,0.68
726516000000,0.685
726519600000,0.675
726523200000,0.671
726526800000,0.646
726530400000,0.618
726534000000,0.624
726537600000,0.731
726541200000,0.755
726544800000,0.725
726548400000,0.686
726552000000,0.647
726555600000,0.613
726559200000,0.645
726562800000,0.74
726566400000,0.821
726570000000,0.823
726573600000,0.78
726577200000,0.733
726580800000,0.69
726584400000,0.642
726588000000,0.612
726591600000,0.603
726595200000,0.599
726598800000,0.591
726602400000,0.599
726606000000,0.618
726609600000,0.627
726613200000,0.613
726616800000,0.575
726620400000,0.547
726624000000,0.657
726627600000,0.679
726631200000,0.632
726634800000,0.594
726638400000,0.574
726642000000,0.56
726645600000,0.556
726649200000,0.556
726652800000,0.557
726656400000,0.577
726660000000,0.598
726663600000,0.592
726667200000,0.581
726670800000,0.59
726674400000,0.595
726678000000,0.598
726681600000,0.591
726685200000,0.563
726688800000,0.529
726692400000,0.519
726696000000,0.525
726699600000,0.535
726703200000,0.553
726706800000,0.566
726710400000,0.687
726714000000,0.701
726717600000,0.641
726721200000,0.547
726724800000,0.438
726728400000,0.331
726732000000,0.257
726735600000,0.227
726739200000,0.254
726742800000,0.38
726746400000,0.566
726750000000,0.697
726753600000,0.705
726757200000,0.664
726760800000,0.619
726764400000,0.604
726768000000,0.596
726771600000,0.606
726775200000,0.609
726778800000,0.615
726782400000,0.615
726786000000,0.605
726789600000,0.626
726793200000,0.669
726796800000,0.797
726800400000,0.879
726804000000,0.881
726807600000,0.832
726811200000,0.765
726814800000,0.712
726818400000,0.718
726822000000,0.77
726825600000,0.823
726829200000,0.849
726832800000,0.829
726836400000,0.805
726840000000,0.777
726843600000,0.754
726847200000,0.728
726850800000,0.72
726854400000,0.748
726858000000,0.779
726861600000,0.8
726865200000,0.8
726868800000,0.778
726872400000,0.733
726876000000,0.675
726879600000,0.678
726883200000,0.774
726886800000,0.788
726890400000,0.739
726894000000,0.675
726897600000,0.636
726901200000,0.636
726904800000,0.664
726908400000,0.686
726912000000,0.7
726915600000,0.683
726919200000,0.63
726922800000,0.607
726926400000,0.587
726930000000,0.555
726933600000,0.516
726937200000,0.475
726940800000,0.445
726944400000,0.45
726948000000,0.498
726951600000,0.498
726955200000,0.519
726958800000,0.549
726962400000,0.569
726966000000,0.61
726969600000,0.704
726973200000,0.707
726976800000,0.655
726980400000,0.607
726984000000,0.562
726987600000,0.504
726991200000,0.447
726994800000,0.4
726998400000,0.395
727002000000,0.42
727005600000,0.447
727009200000,0.459
727012800000,0.444
727016400000,0.425
727020000000,0.367
727023600000,0.314
727027200000,0.272
727030800000,0.251
727034400000,0.248
727038000000,0.252
727041600000,0.257
727045200000,0.258
727048800000,0.251
727052400000,0.236
727056000000,0.231
727059600000,0.176
727063200000,0.103
727066800000,0.049
727070400000,0.017
727074000000,0.003
727077600000,0.0
727081200000,0.002
727084800000,0.014
727088400000,0.035
727092000000,0.043
727095600000,0.039
727099200000,0.041
727102800000,0.049
727106400000,0.056
727110000000,0.074
727113600000,0.095
727117200000,0.108
727120800000,0.132
727124400000,0.167
727128000000,0.202
727131600000,0.218
727135200000,0.199
727138800000,0.169
727142400000,0.159
727146000000,0.132
727149600000,0.096
727153200000,0.099
727156800000,0.168
727160400000,0.302
727164000000,0.396
727167600000,0.425
727171200000,0.474
727174800000,0.592
727178400000,0.679
727182000000,0.644
727185600000,0.616
727189200000,0.571
727192800000,0.555
727196400000,0.458
727200000000,0.402
727203600000,0.429
727207200000,0.487
727210800000,0.526
727214400000,0.547
727218000000,0.586
727221600000,0.618
727225200000,0.698
727228800000,0.788
727232400000,0.8
727236000000,0.743
727239600000,0.631
727243200000,0.503
727246800000,0.401
727250400000,0.345
727254000000,0.347
727257600000,0.395
727261200000,0.474
727264800000,0.545
727268400000,0.613
727272000000,0.637
727275600000,0.596
727279200000,0.539
727282800000,0.494
727286400000,0.459
727290000000,0.424
727293600000,0.386
727297200000,0.352
727300800000,0.328
727304400000,0.356
727308000000,0.397
727311600000,0.46
727315200000,0.595
727318800000,0.647
727322400000,0.61
727326000000,0.481
727329600000,0.339
727333200000,0.219
727336800000,0.129
727340400000,0.093
727344000000,0.125
727347600000,0.186
727351200000,0.198
727354800000,0.184
727358400000,0.203
727362000000,0.221
727365600000,0.227
727369200000,0.211
727372800000,0.182
727376400000,0.167
727380000000,0.155
727383600000,0.14
727387200000,0.126
727390800000,0.138
727394400000,0.153
727398000000,0.171
727401600000,0.265
727405200000,0.369
727408800000,0.399
727412400000,0.343
727416000000,0.222
727419600000,0.115
727423200000,0.076
727426800000,0.104
727430400000,0.166
727434000000,0.175
727437600000,0.138
727441200000,0.198
727444800000,0.311
727448400000,0.398
727452000000,0.459
727455600000,0.444
727459200000,0.423
727462800000,0.404
727466400000,0.37
727470000000,0.343
727473600000,0.33
727477200000,0.316
727480800000,0.311
727484400000,0.355
727488000000,0.483
727491600000,0.509
727495200000,0.435
727498800000,0.31
727502400000,0.177
727506000000,0.098
727509600000,0.104
727513200000,0.161
727516800000,0.2
727520400000,0.199
727524000000,0.168
727527600000,0.155
727531200000,0.205
727534800000,0.261
727538400000,0.28
727542000000,0.289
727545600000,0.272
727549200000,0.255
727552800000,0.239
727556400000,0.218
727560000000,0.194
727563600000,0.2
727567200000,0.225
727570800000,0.291
727574400000,0.413
727578000000,0.448
727581600000,0.395
727585200000,0.294
727588800000,0.179
727592400000,0.102
727596000000,0.104
727599600000,0.172
