,S1
473385600000,0.314
473389200000,0.479
473392800000,0.557
473396400000,0.603
473400000000,0.572
473403600000,0.506
473407200000,0.377
473410800000,0.226
473414400000,0.065
473418000000,0.0
473421600000,0.0
473425200000,0.0
473428800000,0.0
473432400000,0.0
473436000000,0.0
473439600000,0.0
473443200000,0.0
473446800000,0.0
473450400000,0.0
473454000000,0.0
473457600000,0.0
473461200000,0.0
473464800000,0.021
473468400000,0.136
473472000000,0.268
473475600000,0.409
473479200000,0.524
473482800000,0.505
473486400000,0.464
473490000000,0.373
473493600000,0.265
473497200000,0.157
473500800000,0.043
473504400000,0.0
473508000000,0.0
473511600000,0.0
473515200000,0.0
473518800000,0.0
473522400000,0.0
473526000000,0.0
473529600000,0.0
473533200000,0.0
473536800000,0.0
473540400000,0.0
473544000000,0.0
473547600000,0.0
473551200000,0.047
473554800000,0.226
473558400000,0.404
473562000000,0.555
473565600000,0.631
473569200000,0.639
473572800000,0.604
473576400000,0.532
473580000000,0.41
473583600000,0.207
473587200000,0.054
473590800000,0.0
473594400000,0.0
473598000000,0.0
473601600000,0.0
473605200000,0.0
473608800000,0.0
473612400000,0.0
473616000000,0.0
473619600000,0.0
473623200000,0.0
473626800000,0.0
473630400000,0.0
473634000000,0.0
473637600000,0.023
473641200000,0.134
473644800000,0.285
473648400000,0.401
473652000000,0.41
473655600000,0.383
473659200000,0.404
473662800000,0.347
473666400000,0.243
473670000000,0.122
473673600000,0.03
473677200000,0.0
473680800000,0.0
473684400000,0.0
473688000000,0.0
473691600000,0.0
473695200000,0.0
473698800000,0.0
473702400000,0.0
473706000000,0.0
473709600000,0.0
473713200000,0.0
473716800000,0.0
473720400000,0.0
473724000000,0.001
473727600000,0.061
473731200000,0.179
473734800000,0.295
473738400000,0.353
473742000000,0.374
473745600000,0.321
473749200000,0.215
473752800000,0.162
473756400000,0.093
473760000000,0.016
473763600000,0.0
473767200000,0.0
473770800000,0.0
473774400000,0.0
473778000000,0.0
473781600000,0.0
473785200000,0.0
473788800000,0.0
473792400000,0.0
473796000000,0.0
473799600000,0.0
473803200000,0.0
473806800000,0.0
473810400000,0.017
473814000000,0.119
473817600000,0.234
473821200000,0.34
473824800000,0.416
473828400000,0.435
473832000000,0.409
473835600000,0.322
473839200000,0.231
473842800000,0.134
473846400000,0.036
473850000000,0.0
473853600000,0.0
473857200000,0.0
473860800000,0.0
473864400000,0.0
473868000000,0.0
473871600000,0.0
473875200000,0.0
473878800000,0.0
473882400000,0.0
473886000000,0.0
473889600000,0.0
473893200000,0.0
473896800000,0.032
473900400000,0.184
473904000000,0.361
473907600000,0.497
473911200000,0.587
473914800000,0.638
473918400000,0.607
473922000000,0.506
473925600000,0.384
473929200000,0.23
473932800000,0.079
473936400000,0.0
473940000000,0.0
473943600000,0.0
473947200000,0.0
473950800000,0.0
473954400000,0.0
473958000000,0.0
473961600000,0.0
473965200000,0.0
473968800000,0.0
473972400000,0.0
473976000000,0.0
473979600000,0.0
473983200000,0.045
473986800000,0.216
473990400000,0.401
473994000000,0.561
473997600000,0.638
474001200000,0.656
474004800000,0.672
474008400000,0.582
474012000000,0.428
474015600000,0.27
474019200000,0.079
474022800000,0.0
474026400000,0.0
474030000000,0.0
474033600000,0.0
474037200000,0.0
474040800000,0.0
474044400000,0.0
474048000000,0.0
474051600000,0.0
474055200000,0.0
474058800000,0.0
474062400000,0.0
474066000000,0.0
474069600000,0.027
474073200000,0.165
474076800000,0.314
474080400000,0.401
474084000000,0.482
474087600000,0.522
474091200000,0.533
474094800000,0.48
474098400000,0.376
474102000000,0.237
474105600000,0.079
474109200000,0.0
474112800000,0.0
474116400000,0.0
474120000000,0.0
474123600000,0.0
474127200000,0.0
474130800000,0.0
474134400000,0.0
474138000000,0.0
474141600000,0.0
474145200000,0.0
474148800000,0.0
474152400000,0.0
474156000000,0.049
474159600000,0.234
474163200000,0.406
474166800000,0.531
474170400000,0.615
474174000000,0.643
474177600000,0.657
474181200000,0.602
474184800000,0.486
474188400000,0.31
474192000000,0.102
474195600000,0.0
474199200000,0.0
474202800000,0.0
474206400000,0.0
474210000000,0.0
474213600000,0.0
474217200000,0.0
474220800000,0.0
474224400000,0.0
474228000000,0.0
474231600000,0.0
474235200000,0.0
474238800000,0.0
474242400000,0.037
474246000000,0.203
474249600000,0.402
474253200000,0.592
474256800000,0.674
474260400000,0.703
474264000000,0.677
474267600000,0.608
474271200000,0.495
474274800000,0.32
474278400000,0.124
474282000000,0.0
474285600000,0.0
474289200000,0.0
474292800000,0.0
474296400000,0.0
474300000000,0.0
474303600000,0.0
474307200000,0.0
474310800000,0.0
474314400000,0.0
474318000000,0.0
474321600000,0.0
474325200000,0.0
474328800000,0.058
474332400000,0.244
474336000000,0.412
474339600000,0.555
474343200000,0.654
474346800000,0.717
474350400000,0.706
474354000000,0.64
474357600000,0.519
474361200000,0.328
474364800000,0.123
474368400000,0.0
474372000000,0.0
474375600000,0.0
474379200000,0.0
474382800000,0.0
474386400000,0.0
474390000000,0.0
474393600000,0.0
474397200000,0.0
474400800000,0.0
474404400000,0.0
474408000000,0.0
474411600000,0.0
474415200000,0.039
474418800000,0.154
474422400000,0.222
474426000000,0.251
474429600000,0.307
474433200000,0.391
474436800000,0.423
474440400000,0.422
474444000000,0.343
474447600000,0.221
474451200000,0.081
474454800000,0.0
474458400000,0.0
474462000000,0.0
474465600000,0.0
474469200000,0.0
474472800000,0.0
474476400000,0.0
474480000000,0.0
474483600000,0.0
474487200000,0.0
474490800000,0.0
474494400000,0.0
474498000000,0.0
474501600000,0.039
474505200000,0.237
474508800000,0.453
474512400000,0.585
474516000000,0.665
474519600000,0.681
474523200000,0.633
474526800000,0.494
474530400000,0.343
474534000000,0.185
474537600000,0.049
474541200000,0.0
474544800000,0.0
474548400000,0.0
474552000000,0.0
474555600000,0.0
474559200000,0.0
474562800000,0.0
474566400000,0.0
474570000000,0.0
474573600000,0.0
474577200000,0.0
474580800000,0.0
474584400000,0.0
474588000000,0.034
474591600000,0.179
474595200000,0.343
474598800000,0.434
474602400000,0.501
474606000000,0.511
474609600000,0.504
474613200000,0.43
474616800000,0.349
474620400000,0.223
474624000000,0.071
474627600000,0.0
474631200000,0.0
474634800000,0.0
474638400000,0.0
474642000000,0.0
474645600000,0.0
474649200000,0.0
474652800000,0.0
474656400000,0.0
474660000000,0.0
474663600000,0.0
474667200000,0.0
474670800000,0.0
474674400000,0.017
474678000000,0.116
474681600000,0.232
474685200000,0.317
474688800000,0.376
474692400000,0.357
474696000000,0.276
474699600000,0.206
474703200000,0.14
474706800000,0.077
474710400000,0.02
474714000000,0.0
474717600000,0.0
474721200000,0.0
474724800000,0.0
474728400000,0.0
474732000000,0.0
474735600000,0.0
474739200000,0.0
474742800000,0.0
474746400000,0.0
474750000000,0.0
474753600000,0.0
474757200000,0.0
474760800000,0.012
474764400000,0.082
474768000000,0.168
