,L2
978307200000,0.889
978310800000,0.897
978314400000,0.879
978318000000,0.836
978321600000,0.772
978325200000,0.704
978328800000,0.666
978332400000,0.665
978336000000,0.692
978339600000,0.731
978343200000,0.771
978346800000,0.783
978350400000,0.785
978354000000,0.782
978357600000,0.777
978361200000,0.757
978364800000,0.728
978368400000,0.703
978372000000,0.684
978375600000,0.685
978379200000,0.697
978382800000,0.718
978386400000,0.732
978390000000,0.701
978393600000,0.699
978397200000,0.651
978400800000,0.555
978404400000,0.435
978408000000,0.331
978411600000,0.266
978415200000,0.247
978418800000,0.267
978422400000,0.328
978426000000,0.42
978429600000,0.508
978433200000,0.557
978436800000,0.556
978440400000,0.515
978444000000,0.469
978447600000,0.455
978451200000,0.459
978454800000,0.466
978458400000,0.468
978462000000,0.465
978465600000,0.459
978469200000,0.467
978472800000,0.482
978476400000,0.459
978480000000,0.474
978483600000,0.464
978487200000,0.391
978490800000,0.304
978494400000,0.228
978498000000,0.175
978501600000,0.147
978505200000,0.144
978508800000,0.169
978512400000,0.227
978516000000,0.306
978519600000,0.388
978523200000,0.435
978526800000,0.435
978530400000,0.417
978534000000,0.413
978537600000,0.424
978541200000,0.452
978544800000,0.488
978548400000,0.525
978552000000,0.55
978555600000,0.56
978559200000,0.562
978562800000,0.526
978566400000,0.558
978570000000,0.577
978573600000,0.542
978577200000,0.475
978580800000,0.395
978584400000,0.32
978588000000,0.272
978591600000,0.253
978595200000,0.262
978598800000,0.308
978602400000,0.367
978606000000,0.415
978609600000,0.431
978613200000,0.429
978616800000,0.434
978620400000,0.467
978624000000,0.51
978627600000,0.532
978631200000,0.535
978634800000,0.532
978638400000,0.527
978642000000,0.527
978645600000,0.532
978649200000,0.519
978652800000,0.602
978656400000,0.679
978660000000,0.69
978663600000,0.666
978667200000,0.63
978670800000,0.613
978674400000,0.633
978678000000,0.676
978681600000,0.723
978685200000,0.737
978688800000,0.705
978692400000,0.663
978696000000,0.607
978699600000,0.543
978703200000,0.476
978706800000,0.434
978710400000,0.404
978714000000,0.379
978717600000,0.358
978721200000,0.354
978724800000,0.337
978728400000,0.304
978732000000,0.3
978735600000,0.269
978739200000,0.305
978742800000,0.371
978746400000,0.385
978750000000,0.347
978753600000,0.295
978757200000,0.241
978760800000,0.192
978764400000,0.152
978768000000,0.121
978771600000,0.108
978775200000,0.122
978778800000,0.144
978782400000,0.173
978786000000,0.199
978789600000,0.193
978793200000,0.18
978796800000,0.179
978800400000,0.188
978804000000,0.201
978807600000,0.217
978811200000,0.227
978814800000,0.238
978818400000,0.243
978822000000,0.223
978825600000,0.223
978829200000,0.214
978832800000,0.163
978836400000,0.094
978840000000,0.042
