,Mn4
1293840000000,0.009
1293843600000,0.006
1293847200000,0.004
1293850800000,0.001
1293854400000,0.001
1293858000000,0.001
1293861600000,0.003
1293865200000,0.006
1293868800000,0.009
1293872400000,0.01
1293876000000,0.011
1293879600000,0.013
1293883200000,0.016
1293886800000,0.019
1293890400000,0.025
1293894000000,0.045
1293897600000,0.073
1293901200000,0.099
1293904800000,0.112
1293908400000,0.122
1293912000000,0.135
1293915600000,0.143
1293919200000,0.144
1293922800000,0.147
1293926400000,0.188
1293930000000,0.197
1293933600000,0.133
1293937200000,0.056
1293940800000,0.056
1293944400000,0.14
1293948000000,0.233
1293951600000,0.211
1293955200000,0.162
1293958800000,0.152
1293962400000,0.224
1293966000000,0.328
1293969600000,0.344
1293973200000,0.341
1293976800000,0.303
1293980400000,0.191
1293984000000,0.06
1293987600000,0.011
1293991200000,0.055
1293994800000,0.079
1293998400000,0.044
1294002000000,0.032
1294005600000,0.119
1294009200000,0.204
1294012800000,0.175
1294016400000,0.099
1294020000000,0.169
1294023600000,0.162
1294027200000,0.073
1294030800000,0.063
1294034400000,0.094
1294038000000,0.179
1294041600000,0.344
1294045200000,0.568
1294048800000,0.654
1294052400000,0.666
1294056000000,0.539
1294059600000,0.558
1294063200000,0.501
1294066800000,0.337
1294070400000,0.141
1294074000000,0.063
1294077600000,0.035
1294081200000,0.03
1294084800000,0.046
1294088400000,0.042
1294092000000,0.017
1294095600000,0.007
1294099200000,0.005
1294102800000,0.011
1294106400000,0.02
1294110000000,0.036
1294113600000,0.071
1294117200000,0.118
1294120800000,0.138
1294124400000,0.143
1294128000000,0.154
1294131600000,0.186
1294135200000,0.248
1294138800000,0.273
1294142400000,0.264
1294146000000,0.201
1294149600000,0.175
1294153200000,0.17
1294156800000,0.16
1294160400000,0.151
1294164000000,0.151
1294167600000,0.169
1294171200000,0.195
1294174800000,0.209
1294178400000,0.203
1294182000000,0.198
1294185600000,0.196
1294189200000,0.2
1294192800000,0.186
1294196400000,0.156
1294200000000,0.13
1294203600000,0.12
1294207200000,0.12
1294210800000,0.12
1294214400000,0.117
1294218000000,0.137
1294221600000,0.167
1294225200000,0.202
1294228800000,0.253
1294232400000,0.291
1294236000000,0.304
1294239600000,0.315
1294243200000,0.328
1294246800000,0.315
1294250400000,0.304
1294254000000,0.296
1294257600000,0.285
1294261200000,0.26
1294264800000,0.21
1294268400000,0.151
1294272000000,0.114
1294275600000,0.08
1294279200000,0.075
1294282800000,0.087
1294286400000,0.107
1294290000000,0.121
1294293600000,0.139
1294297200000,0.155
1294300800000,0.171
1294304400000,0.18
1294308000000,0.201
1294311600000,0.223
1294315200000,0.223
1294318800000,0.212
1294322400000,0.207
1294326000000,0.223
1294329600000,0.218
1294333200000,0.194
1294336800000,0.168
1294340400000,0.162
1294344000000,0.201
1294347600000,0.235
1294351200000,0.245
1294354800000,0.229
1294358400000,0.249
1294362000000,0.226
1294365600000,0.2
1294369200000,0.178
1294372800000,0.163
1294376400000,0.159
1294380000000,0.158
1294383600000,0.157
1294387200000,0.16
1294390800000,0.164
1294394400000,0.162
1294398000000,0.145
1294401600000,0.137
1294405200000,0.123
1294408800000,0.101
1294412400000,0.086
1294416000000,0.08
1294419600000,0.076
1294423200000,0.072
1294426800000,0.069
1294430400000,0.07
1294434000000,0.065
1294437600000,0.057
1294441200000,0.052
1294444800000,0.063
1294448400000,0.063
1294452000000,0.055
1294455600000,0.056
1294459200000,0.059
1294462800000,0.057
1294466400000,0.061
1294470000000,0.061
1294473600000,0.065
1294477200000,0.073
1294480800000,0.077
1294484400000,0.074
1294488000000,0.068
1294491600000,0.064
1294495200000,0.07
1294498800000,0.089
1294502400000,0.117
1294506000000,0.134
1294509600000,0.137
1294513200000,0.153
1294516800000,0.168
1294520400000,0.191
1294524000000,0.207
1294527600000,0.217
1294531200000,0.26
1294534800000,0.272
1294538400000,0.271
1294542000000,0.256
1294545600000,0.236
1294549200000,0.22
1294552800000,0.201
1294556400000,0.179
1294560000000,0.16
1294563600000,0.159
1294567200000,0.159
1294570800000,0.161
1294574400000,0.159
1294578000000,0.165
1294581600000,0.17
1294585200000,0.202
1294588800000,0.278
1294592400000,0.373
1294596000000,0.372
1294599600000,0.332
1294603200000,0.325
1294606800000,0.296
1294610400000,0.251
1294614000000,0.193
1294617600000,0.203
1294621200000,0.212
1294624800000,0.205
1294628400000,0.194
1294632000000,0.191
1294635600000,0.185
1294639200000,0.17
1294642800000,0.154
1294646400000,0.139
1294650000000,0.144
1294653600000,0.147
1294657200000,0.138
1294660800000,0.118
1294664400000,0.092
1294668000000,0.07
1294671600000,0.054
1294675200000,0.042
1294678800000,0.032
1294682400000,0.026
1294686000000,0.025
1294689600000,0.03
1294693200000,0.028
1294696800000,0.021
1294700400000,0.016
1294704000000,0.011
1294707600000,0.004
1294711200000,0.001
1294714800000,0.001
1294718400000,0.006
1294722000000,0.017
1294725600000,0.034
1294729200000,0.054
1294732800000,0.064
1294736400000,0.059
1294740000000,0.042
1294743600000,0.025
1294747200000,0.015
1294750800000,0.021
1294754400000,0.019
1294758000000,0.011
1294761600000,0.008
1294765200000,0.007
1294768800000,0.006
1294772400000,0.007
1294776000000,0.014
1294779600000,0.022
1294783200000,0.023
1294786800000,0.012
1294790400000,0.005
1294794000000,0.003
1294797600000,0.003
1294801200000,0.003
1294804800000,0.003
1294808400000,0.007
1294812000000,0.006
1294815600000,0.002
1294819200000,0.001
1294822800000,0.0
1294826400000,0.0
1294830000000,0.0
1294833600000,0.0
1294837200000,0.0
1294840800000,0.0
1294844400000,0.0
1294848000000,0.0
1294851600000,0.0
1294855200000,0.001
1294858800000,0.001
1294862400000,0.0
1294866000000,0.0
1294869600000,0.0
1294873200000,0.0
1294876800000,0.0
1294880400000,0.0
1294884000000,0.0
1294887600000,0.001
1294891200000,0.004
1294894800000,0.011
1294898400000,0.025
1294902000000,0.037
1294905600000,0.038
1294909200000,0.04
1294912800000,0.042
1294916400000,0.049
1294920000000,0.055
1294923600000,0.061
1294927200000,0.067
1294930800000,0.059
1294934400000,0.049
1294938000000,0.041
1294941600000,0.037
1294945200000,0.032
1294948800000,0.024
1294952400000,0.019
1294956000000,0.019
1294959600000,0.023
1294963200000,0.019
1294966800000,0.012
1294970400000,0.011
1294974000000,0.017
1294977600000,0.029
1294981200000,0.036
1294984800000,0.038
1294988400000,0.039
1294992000000,0.046
1294995600000,0.05
1294999200000,0.043
1295002800000,0.036
1295006400000,0.027
1295010000000,0.019
1295013600000,0.011
1295017200000,0.004
1295020800000,0.001
1295024400000,0.0
1295028000000,0.0
