,B1
1640995200000,0.216
1640998800000,0.306
1641002400000,0.334
1641006000000,0.331
1641009600000,0.313
1641013200000,0.285
1641016800000,0.164
1641020400000,0.105
1641024000000,0.049
1641027600000,0.0
1641031200000,0.0
1641034800000,0.0
1641038400000,0.0
1641042000000,0.0
1641045600000,0.0
1641049200000,0.0
1641052800000,0.0
1641056400000,0.0
1641060000000,0.0
1641063600000,0.0
1641067200000,0.0
1641070800000,0.0
1641074400000,0.007
1641078000000,0.069
1641081600000,0.144
1641085200000,0.211
1641088800000,0.27
1641092400000,0.307
1641096000000,0.297
1641099600000,0.274
1641103200000,0.206
1641106800000,0.129
1641110400000,0.046
1641114000000,0.0
1641117600000,0.0
1641121200000,0.0
1641124800000,0.0
1641128400000,0.0
1641132000000,0.0
1641135600000,0.0
1641139200000,0.0
1641142800000,0.0
1641146400000,0.0
1641150000000,0.0
1641153600000,0.0
1641157200000,0.0
1641160800000,0.021
1641164400000,0.13
1641168000000,0.27
1641171600000,0.39
1641175200000,0.477
1641178800000,0.512
1641182400000,0.495
1641186000000,0.429
1641189600000,0.319
1641193200000,0.2
1641196800000,0.069
1641200400000,0.0
1641204000000,0.0
1641207600000,0.0
1641211200000,0.0
1641214800000,0.0
1641218400000,0.0
1641222000000,0.0
1641225600000,0.0
1641229200000,0.0
1641232800000,0.0
1641236400000,0.0
1641240000000,0.0
1641243600000,0.0
1641247200000,0.048
1641250800000,0.229
1641254400000,0.415
1641258000000,0.534
1641261600000,0.596
1641265200000,0.584
1641268800000,0.493
1641272400000,0.399
1641276000000,0.298
1641279600000,0.182
1641283200000,0.057
1641286800000,0.0
1641290400000,0.0
1641294000000,0.0
1641297600000,0.0
1641301200000,0.0
1641304800000,0.0
1641308400000,0.0
1641312000000,0.0
1641315600000,0.0
1641319200000,0.0
1641322800000,0.0
1641326400000,0.0
1641330000000,0.0
1641333600000,0.062
1641337200000,0.252
1641340800000,0.435
1641344400000,0.568
1641348000000,0.652
1641351600000,0.69
1641355200000,0.676
1641358800000,0.612
1641362400000,0.49
1641366000000,0.313
1641369600000,0.135
1641373200000,0.0
1641376800000,0.0
1641380400000,0.0
1641384000000,0.0
1641387600000,0.0
1641391200000,0.0
1641394800000,0.0
1641398400000,0.0
1641402000000,0.0
1641405600000,0.0
1641409200000,0.0
1641412800000,0.0
1641416400000,0.0
1641420000000,0.045
1641423600000,0.231
1641427200000,0.424
1641430800000,0.589
1641434400000,0.67
1641438000000,0.699
1641441600000,0.708
1641445200000,0.646
1641448800000,0.535
1641452400000,0.368
1641456000000,0.148
1641459600000,0.0
1641463200000,0.0
1641466800000,0.0
1641470400000,0.0
1641474000000,0.0
1641477600000,0.0
1641481200000,0.0
1641484800000,0.0
1641488400000,0.0
1641492000000,0.0
1641495600000,0.0
1641499200000,0.0
1641502800000,0.0
1641506400000,0.071
1641510000000,0.255
1641513600000,0.465
1641517200000,0.6
1641520800000,0.674
1641524400000,0.698
1641528000000,0.683
1641531600000,0.619
1641535200000,0.505
1641538800000,0.343
1641542400000,0.131
1641546000000,0.0
1641549600000,0.0
1641553200000,0.0
1641556800000,0.0
1641560400000,0.0
1641564000000,0.0
1641567600000,0.0
1641571200000,0.0
1641574800000,0.0
1641578400000,0.0
1641582000000,0.0
1641585600000,0.0
1641589200000,0.0
1641592800000,0.075
1641596400000,0.273
1641600000000,0.457
1641603600000,0.592
1641607200000,0.665
1641610800000,0.7
1641614400000,0.681
1641618000000,0.614
1641621600000,0.494
1641625200000,0.303
1641628800000,0.131
1641632400000,0.0
1641636000000,0.0
1641639600000,0.0
1641643200000,0.0
1641646800000,0.0
1641650400000,0.0
1641654000000,0.0
1641657600000,0.0
1641661200000,0.0
1641664800000,0.0
1641668400000,0.0
1641672000000,0.0
1641675600000,0.0
1641679200000,0.024
1641682800000,0.122
1641686400000,0.232
1641690000000,0.325
1641693600000,0.391
1641697200000,0.393
1641700800000,0.387
1641704400000,0.346
1641708000000,0.257
1641711600000,0.16
1641715200000,0.062
1641718800000,0.0
1641722400000,0.0
1641726000000,0.0
1641729600000,0.0
1641733200000,0.0
1641736800000,0.0
1641740400000,0.0
1641744000000,0.0
1641747600000,0.0
1641751200000,0.0
1641754800000,0.0
1641758400000,0.0
1641762000000,0.0
1641765600000,0.06
1641769200000,0.243
1641772800000,0.44
1641776400000,0.585
1641780000000,0.662
1641783600000,0.692
1641787200000,0.672
