,Mn2
1420070400000,0.006
1420074000000,0.006
1420077600000,0.005
1420081200000,0.007
1420084800000,0.014
1420088400000,0.023
1420092000000,0.035
1420095600000,0.051
1420099200000,0.08
1420102800000,0.095
1420106400000,0.123
1420110000000,0.144
1420113600000,0.179
1420117200000,0.219
1420120800000,0.263
1420124400000,0.3
1420128000000,0.34
1420131600000,0.397
1420135200000,0.423
1420138800000,0.446
1420142400000,0.432
1420146000000,0.41
1420149600000,0.394
1420153200000,0.42
1420156800000,0.592
1420160400000,0.626
1420164000000,0.623
1420167600000,0.601
1420171200000,0.57
1420174800000,0.552
1420178400000,0.533
1420182000000,0.475
1420185600000,0.337
1420189200000,0.274
1420192800000,0.279
1420196400000,0.279
1420200000000,0.28
1420203600000,0.334
1420207200000,0.396
1420210800000,0.388
1420214400000,0.365
1420218000000,0.332
1420221600000,0.285
1420225200000,0.253
1420228800000,0.231
1420232400000,0.215
1420236000000,0.199
1420239600000,0.177
1420243200000,0.3
1420246800000,0.357
1420250400000,0.364
1420254000000,0.352
1420257600000,0.337
1420261200000,0.317
1420264800000,0.302
1420268400000,0.282
1420272000000,0.225
1420275600000,0.19
1420279200000,0.176
1420282800000,0.184
1420286400000,0.209
1420290000000,0.265
1420293600000,0.323
1420297200000,0.393
1420300800000,0.442
1420304400000,0.434
1420308000000,0.417
1420311600000,0.405
1420315200000,0.368
1420318800000,0.333
1420322400000,0.277
1420326000000,0.311
1420329600000,0.41
1420333200000,0.422
1420336800000,0.398
1420340400000,0.391
1420344000000,0.405
1420347600000,0.406
1420351200000,0.394
1420354800000,0.362
1420358400000,0.261
1420362000000,0.201
1420365600000,0.193
1420369200000,0.209
1420372800000,0.231
1420376400000,0.271
1420380000000,0.318
1420383600000,0.319
1420387200000,0.355
1420390800000,0.341
1420394400000,0.302
1420398000000,0.272
1420401600000,0.272
1420405200000,0.279
1420408800000,0.237
1420412400000,0.154
1420416000000,0.161
1420419600000,0.204
1420423200000,0.249
1420426800000,0.28
1420430400000,0.335
1420434000000,0.399
1420437600000,0.379
1420441200000,0.302
1420444800000,0.251
1420448400000,0.248
1420452000000,0.223
1420455600000,0.185
1420459200000,0.212
1420462800000,0.248
1420466400000,0.27
1420470000000,0.316
1420473600000,0.391
1420477200000,0.43
1420480800000,0.444
1420484400000,0.467
1420488000000,0.44
1420491600000,0.382
1420495200000,0.307
1420498800000,0.257
1420502400000,0.413
1420506000000,0.547
1420509600000,0.604
1420513200000,0.623
1420516800000,0.626
1420520400000,0.622
1420524000000,0.627
1420527600000,0.602
1420531200000,0.474
1420534800000,0.399
1420538400000,0.432
1420542000000,0.47
1420545600000,0.494
1420549200000,0.484
1420552800000,0.476
1420556400000,0.487
1420560000000,0.491
1420563600000,0.511
1420567200000,0.556
1420570800000,0.579
1420574400000,0.591
1420578000000,0.574
1420581600000,0.548
1420585200000,0.562
1420588800000,0.687
1420592400000,0.72
1420596000000,0.718
1420599600000,0.707
1420603200000,0.7
1420606800000,0.695
1420610400000,0.694
1420614000000,0.675
1420617600000,0.566
1420621200000,0.477
1420624800000,0.471
1420628400000,0.449
1420632000000,0.41
1420635600000,0.437
1420639200000,0.416
1420642800000,0.438
1420646400000,0.445
1420650000000,0.495
1420653600000,0.598
1420657200000,0.688
1420660800000,0.729
1420664400000,0.729
1420668000000,0.702
1420671600000,0.684
1420675200000,0.739
1420678800000,0.758
1420682400000,0.748
1420686000000,0.737
1420689600000,0.739
1420693200000,0.738
1420696800000,0.726
1420700400000,0.681
1420704000000,0.544
1420707600000,0.481
1420711200000,0.535
1420714800000,0.607
1420718400000,0.674
1420722000000,0.718
1420725600000,0.715
1420729200000,0.676
1420732800000,0.652
1420736400000,0.63
