,N2
662688000000,0.175
662691600000,0.187
662695200000,0.193
662698800000,0.196
662702400000,0.205
662706000000,0.218
662709600000,0.237
662713200000,0.256
662716800000,0.217
662720400000,0.193
662724000000,0.223
662727600000,0.234
662731200000,0.229
662734800000,0.235
662738400000,0.259
662742000000,0.316
662745600000,0.388
662749200000,0.431
662752800000,0.442
662756400000,0.448
662760000000,0.452
662763600000,0.42
662767200000,0.379
662770800000,0.43
662774400000,0.547
662778000000,0.607
662781600000,0.653
662785200000,0.705
662788800000,0.75
662792400000,0.777
662796000000,0.781
662799600000,0.764
662803200000,0.66
662806800000,0.574
662810400000,0.561
662814000000,0.562
662817600000,0.568
662821200000,0.535
662824800000,0.596
662828400000,0.619
662832000000,0.618
662835600000,0.611
662839200000,0.65
662842800000,0.683
662846400000,0.698
662850000000,0.72
662853600000,0.737
662857200000,0.744
662860800000,0.849
662864400000,0.878
662868000000,0.866
662871600000,0.845
662875200000,0.823
662878800000,0.791
662882400000,0.753
662886000000,0.703
662889600000,0.607
662893200000,0.557
662896800000,0.563
662900400000,0.598
662904000000,0.63
662907600000,0.645
662911200000,0.65
662914800000,0.635
662918400000,0.593
662922000000,0.59
662925600000,0.601
662929200000,0.586
662932800000,0.56
662936400000,0.559
662940000000,0.55
662943600000,0.58
662947200000,0.769
662950800000,0.791
662954400000,0.77
662958000000,0.75
662961600000,0.742
662965200000,0.734
662968800000,0.729
662972400000,0.722
662976000000,0.64
662979600000,0.552
662983200000,0.551
662986800000,0.58
662990400000,0.574
662994000000,0.568
662997600000,0.56
663001200000,0.522
663004800000,0.498
663008400000,0.476
663012000000,0.447
663015600000,0.447
663019200000,0.447
663022800000,0.441
663026400000,0.423
663030000000,0.432
663033600000,0.501
663037200000,0.51
663040800000,0.489
663044400000,0.466
663048000000,0.448
663051600000,0.438
663055200000,0.447
663058800000,0.467
663062400000,0.432
663066000000,0.371
663069600000,0.362
663073200000,0.388
663076800000,0.45
663080400000,0.501
663084000000,0.526
663087600000,0.529
663091200000,0.538
663094800000,0.519
663098400000,0.497
663102000000,0.492
663105600000,0.475
663109200000,0.458
663112800000,0.413
663116400000,0.436
663120000000,0.604
663123600000,0.683
663127200000,0.697
663130800000,0.682
663134400000,0.666
663138000000,0.649
663141600000,0.633
663145200000,0.613
663148800000,0.532
663152400000,0.456
663156000000,0.474
663159600000,0.525
663163200000,0.564
663166800000,0.592
663170400000,0.586
663174000000,0.635
663177600000,0.644
663181200000,0.6
663184800000,0.578
663188400000,0.505
663192000000,0.466
663195600000,0.432
663199200000,0.376
663202800000,0.474
663206400000,0.558
663210000000,0.547
663213600000,0.504
663217200000,0.459
663220800000,0.427
663224400000,0.407
663228000000,0.41
663231600000,0.425
663235200000,0.397
663238800000,0.355
663242400000,0.386
663246000000,0.449
663249600000,0.506
663253200000,0.479
663256800000,0.414
663260400000,0.39
663264000000,0.362
663267600000,0.322
663271200000,0.301
663274800000,0.28
663278400000,0.258
663282000000,0.259
663285600000,0.243
663289200000,0.291
663292800000,0.382
663296400000,0.395
663300000000,0.358
663303600000,0.301
663307200000,0.251
663310800000,0.209
663314400000,0.18
663318000000,0.159
663321600000,0.139
663325200000,0.152
663328800000,0.2
663332400000,0.23
663336000000,0.235
663339600000,0.249
663343200000,0.265
663346800000,0.251
663350400000,0.241
663354000000,0.235
663357600000,0.261
663361200000,0.278
663364800000,0.294
663368400000,0.315
663372000000,0.285
663375600000,0.244
663379200000,0.261
663382800000,0.253
663386400000,0.213
663390000000,0.175
663393600000,0.155
663397200000,0.141
663400800000,0.133
663404400000,0.146
663408000000,0.16
663411600000,0.182
663415200000,0.224
663418800000,0.233
663422400000,0.235
663426000000,0.256
663429600000,0.289
663433200000,0.325
663436800000,0.363
663440400000,0.434
663444000000,0.456
663447600000,0.443
663451200000,0.472
663454800000,0.498
663458400000,0.491
663462000000,0.648
663465600000,0.79
663469200000,0.831
663472800000,0.823
663476400000,0.789
663480000000,0.753
663483600000,0.715
663487200000,0.683
663490800000,0.656
663494400000,0.559
663498000000,0.413
663501600000,0.358
663505200000,0.355
663508800000,0.386
663512400000,0.393
663516000000,0.403
663519600000,0.422
663523200000,0.432
663526800000,0.448
663530400000,0.442
663534000000,0.43
663537600000,0.422
663541200000,0.425
663544800000,0.424
663548400000,0.585
663552000000,0.714
663555600000,0.748
663559200000,0.732
