,S1
662688000000,0.444
662691600000,0.506
662695200000,0.51
662698800000,0.498
662702400000,0.488
662706000000,0.484
662709600000,0.483
662713200000,0.46
662716800000,0.404
662720400000,0.398
662724000000,0.414
662727600000,0.446
662731200000,0.462
662734800000,0.471
662738400000,0.481
662742000000,0.476
662745600000,0.484
662749200000,0.507
662752800000,0.526
662756400000,0.544
662760000000,0.574
662763600000,0.61
662767200000,0.663
662770800000,0.651
662774400000,0.77
662778000000,0.785
662781600000,0.765
662785200000,0.737
662788800000,0.706
662792400000,0.677
662796000000,0.655
662799600000,0.622
662803200000,0.55
662806800000,0.58
662810400000,0.629
662814000000,0.672
662817600000,0.714
662821200000,0.746
662824800000,0.766
662828400000,0.777
662832000000,0.781
662835600000,0.781
662839200000,0.775
662842800000,0.775
662846400000,0.778
662850000000,0.796
662853600000,0.802
662857200000,0.78
662860800000,0.82
662864400000,0.864
662868000000,0.854
662871600000,0.834
662875200000,0.796
662878800000,0.748
662882400000,0.7
662886000000,0.635
662889600000,0.579
662893200000,0.586
662896800000,0.614
662900400000,0.642
662904000000,0.666
662907600000,0.685
662911200000,0.689
662914800000,0.7
662918400000,0.711
662922000000,0.713
662925600000,0.737
662929200000,0.764
662932800000,0.769
662936400000,0.77
662940000000,0.778
662943600000,0.743
662947200000,0.809
662950800000,0.844
662954400000,0.828
662958000000,0.799
662961600000,0.772
662965200000,0.744
662968800000,0.726
662972400000,0.696
662976000000,0.653
662979600000,0.683
662983200000,0.694
662986800000,0.683
662990400000,0.654
662994000000,0.661
662997600000,0.644
663001200000,0.61
663004800000,0.574
663008400000,0.516
663012000000,0.477
663015600000,0.458
663019200000,0.452
663022800000,0.438
663026400000,0.407
663030000000,0.344
663033600000,0.437
663037200000,0.498
663040800000,0.514
663044400000,0.513
663048000000,0.501
663051600000,0.486
663055200000,0.481
663058800000,0.465
663062400000,0.456
663066000000,0.487
663069600000,0.508
663073200000,0.547
663076800000,0.59
663080400000,0.616
663084000000,0.628
663087600000,0.629
663091200000,0.618
663094800000,0.614
663098400000,0.601
663102000000,0.586
663105600000,0.578
663109200000,0.561
663112800000,0.532
663116400000,0.462
663120000000,0.568
663123600000,0.646
663127200000,0.677
663130800000,0.681
663134400000,0.676
663138000000,0.666
663141600000,0.656
663145200000,0.618
663148800000,0.58
663152400000,0.59
663156000000,0.615
663159600000,0.655
663163200000,0.66
663166800000,0.692
663170400000,0.72
663174000000,0.726
663177600000,0.733
663181200000,0.725
663184800000,0.711
663188400000,0.666
663192000000,0.65
663195600000,0.624
663199200000,0.583
663202800000,0.549
663206400000,0.669
663210000000,0.683
663213600000,0.694
663217200000,0.698
663220800000,0.696
663224400000,0.684
663228000000,0.669
663231600000,0.625
663235200000,0.574
663238800000,0.538
663242400000,0.543
663246000000,0.568
663249600000,0.593
663253200000,0.568
663256800000,0.552
663260400000,0.544
663264000000,0.516
663267600000,0.471
663271200000,0.433
663274800000,0.413
663278400000,0.395
663282000000,0.386
663285600000,0.352
663289200000,0.337
663292800000,0.435
663296400000,0.471
663300000000,0.428
663303600000,0.36
663307200000,0.304
663310800000,0.264
663314400000,0.233
663318000000,0.196
663321600000,0.183
663325200000,0.201
663328800000,0.207
663332400000,0.186
663336000000,0.17
663339600000,0.157
663343200000,0.141
663346800000,0.135
663350400000,0.134
663354000000,0.138
663357600000,0.151
663361200000,0.167
663364800000,0.185
663368400000,0.193
663372000000,0.177
663375600000,0.137
663379200000,0.145
663382800000,0.124
663386400000,0.1
663390000000,0.092
663393600000,0.104
663397200000,0.133
663400800000,0.171
663404400000,0.201
663408000000,0.223
663411600000,0.259
663415200000,0.296
663418800000,0.352
663422400000,0.432
663426000000,0.574
663429600000,0.706
663433200000,0.814
663436800000,0.874
663440400000,0.885
663444000000,0.889
663447600000,0.888
663451200000,0.878
663454800000,0.844
663458400000,0.812
663462000000,0.838
663465600000,0.887
663469200000,0.892
663472800000,0.876
663476400000,0.862
663480000000,0.849
663483600000,0.828
663487200000,0.799
663490800000,0.758
663494400000,0.712
663498000000,0.652
663501600000,0.624
663505200000,0.593
663508800000,0.58
663512400000,0.575
663516000000,0.574
663519600000,0.578
663523200000,0.58
663526800000,0.583
663530400000,0.591
663534000000,0.601
663537600000,0.599
663541200000,0.596
663544800000,0.578
663548400000,0.656
663552000000,0.739
663555600000,0.786
663559200000,0.786
663562800000,0.78
663566400000,0.758
663570000000,0.729
663573600000,0.689
663577200000,0.63
663580800000,0.559
663584400000,0.481
663588000000,0.444
663591600000,0.44
663595200000,0.474
663598800000,0.484
663602400000,0.463
663606000000,0.461
663609600000,0.444
663613200000,0.452
663616800000,0.479
663620400000,0.494
663624000000,0.506
663627600000,0.522
663631200000,0.51
663634800000,0.507
663638400000,0.587
663642000000,0.583
663645600000,0.507
663649200000,0.451
663652800000,0.413
663656400000,0.386
663660000000,0.38
663663600000,0.379
663667200000,0.354
663670800000,0.352
663674400000,0.343
663678000000,0.354
663681600000,0.364
663685200000,0.375
663688800000,0.383
663692400000,0.424
663696000000,0.406
663699600000,0.41
