,N1
662688000000,0.155
662691600000,0.161
662695200000,0.17
662698800000,0.18
662702400000,0.2
662706000000,0.22
662709600000,0.243
662713200000,0.264
662716800000,0.225
662720400000,0.189
662724000000,0.218
662727600000,0.248
662731200000,0.257
662734800000,0.245
662738400000,0.256
662742000000,0.311
662745600000,0.376
662749200000,0.432
662752800000,0.473
662756400000,0.466
662760000000,0.459
662763600000,0.442
662767200000,0.408
662770800000,0.463
662774400000,0.55
662778000000,0.593
662781600000,0.628
662785200000,0.676
662788800000,0.721
662792400000,0.744
662796000000,0.745
662799600000,0.717
662803200000,0.599
662806800000,0.552
662810400000,0.601
662814000000,0.633
662817600000,0.635
662821200000,0.61
662824800000,0.652
662828400000,0.668
662832000000,0.658
662835600000,0.666
662839200000,0.709
662842800000,0.728
662846400000,0.744
662850000000,0.764
662853600000,0.776
662857200000,0.769
662860800000,0.841
662864400000,0.865
662868000000,0.851
662871600000,0.827
662875200000,0.803
662878800000,0.77
662882400000,0.727
662886000000,0.671
662889600000,0.57
662893200000,0.535
662896800000,0.566
662900400000,0.617
662904000000,0.647
662907600000,0.654
662911200000,0.644
662914800000,0.618
662918400000,0.581
662922000000,0.58
662925600000,0.59
662929200000,0.575
662932800000,0.565
662936400000,0.575
662940000000,0.585
662943600000,0.614
662947200000,0.758
662950800000,0.772
662954400000,0.753
662958000000,0.737
662961600000,0.727
662965200000,0.714
662968800000,0.705
662972400000,0.687
662976000000,0.59
662979600000,0.516
662983200000,0.561
662986800000,0.605
662990400000,0.589
662994000000,0.563
662997600000,0.538
663001200000,0.491
663004800000,0.485
663008400000,0.471
663012000000,0.444
663015600000,0.442
663019200000,0.445
663022800000,0.445
663026400000,0.432
663030000000,0.441
663033600000,0.485
663037200000,0.491
663040800000,0.481
663044400000,0.466
663048000000,0.444
663051600000,0.418
663055200000,0.415
663058800000,0.422
663062400000,0.379
663066000000,0.336
663069600000,0.374
663073200000,0.447
663076800000,0.539
663080400000,0.587
663084000000,0.58
663087600000,0.566
663091200000,0.566
663094800000,0.535
663098400000,0.517
663102000000,0.507
663105600000,0.479
663109200000,0.466
663112800000,0.426
663116400000,0.469
663120000000,0.61
663123600000,0.668
663127200000,0.679
663130800000,0.67
663134400000,0.656
663138000000,0.635
663141600000,0.609
663145200000,0.586
663148800000,0.513
663152400000,0.456
663156000000,0.513
663159600000,0.585
663163200000,0.652
663166800000,0.666
663170400000,0.647
663174000000,0.669
663177600000,0.663
663181200000,0.622
663184800000,0.606
