,B1
662688000000,0.192
662691600000,0.192
662695200000,0.212
662698800000,0.251
662702400000,0.295
662706000000,0.341
662709600000,0.386
662713200000,0.414
662716800000,0.395
662720400000,0.343
662724000000,0.323
662727600000,0.32
662731200000,0.328
662734800000,0.352
662738400000,0.391
662742000000,0.432
662745600000,0.469
662749200000,0.488
662752800000,0.484
662756400000,0.498
662760000000,0.49
662763600000,0.463
662767200000,0.418
662770800000,0.432
662774400000,0.554
662778000000,0.591
662781600000,0.596
662785200000,0.633
662788800000,0.69
662792400000,0.738
662796000000,0.772
662799600000,0.785
662803200000,0.763
662806800000,0.697
662810400000,0.593
662814000000,0.527
662817600000,0.501
662821200000,0.491
662824800000,0.503
662828400000,0.51
662832000000,0.509
662835600000,0.513
662839200000,0.56
662842800000,0.588
662846400000,0.655
662850000000,0.697
662853600000,0.708
662857200000,0.69
662860800000,0.768
662864400000,0.811
662868000000,0.826
662871600000,0.827
662875200000,0.819
662878800000,0.802
662882400000,0.789
662886000000,0.759
662889600000,0.687
662893200000,0.601
662896800000,0.567
662900400000,0.586
662904000000,0.556
662907600000,0.526
662911200000,0.519
662914800000,0.487
662918400000,0.43
662922000000,0.425
662925600000,0.469
662929200000,0.494
662932800000,0.501
662936400000,0.522
662940000000,0.532
662943600000,0.576
662947200000,0.711
662950800000,0.745
662954400000,0.732
662958000000,0.724
662961600000,0.723
662965200000,0.721
662968800000,0.719
662972400000,0.727
662976000000,0.726
662979600000,0.71
662983200000,0.677
662986800000,0.627
662990400000,0.587
662994000000,0.543
662997600000,0.503
663001200000,0.485
663004800000,0.488
663008400000,0.466
663012000000,0.447
663015600000,0.454
663019200000,0.454
663022800000,0.435
663026400000,0.404
663030000000,0.362
663033600000,0.378
663037200000,0.388
663040800000,0.37
663044400000,0.354
663048000000,0.34
663051600000,0.336
663055200000,0.355
663058800000,0.388
663062400000,0.42
663066000000,0.462
663069600000,0.482
663073200000,0.474
663076800000,0.471
663080400000,0.476
663084000000,0.467
663087600000,0.425
663091200000,0.377
663094800000,0.353
663098400000,0.349
663102000000,0.355
663105600000,0.362
663109200000,0.37
663112800000,0.37
663116400000,0.376
663120000000,0.461
663123600000,0.499
663127200000,0.498
663130800000,0.494
663134400000,0.497
663138000000,0.501
663141600000,0.503
663145200000,0.501
663148800000,0.476
663152400000,0.476
663156000000,0.481
663159600000,0.507
663163200000,0.504
663166800000,0.501
663170400000,0.504
663174000000,0.492
663177600000,0.475
663181200000,0.457
663184800000,0.433
663188400000,0.41
663192000000,0.392
663195600000,0.352
663199200000,0.306
663202800000,0.394
663206400000,0.497
663210000000,0.514
663213600000,0.509
663217200000,0.488
663220800000,0.479
663224400000,0.479
663228000000,0.481
663231600000,0.457
663235200000,0.367
663238800000,0.334
663242400000,0.343
663246000000,0.381
663249600000,0.496
663253200000,0.529
663256800000,0.471
663260400000,0.413
663264000000,0.346
663267600000,0.329
663271200000,0.309
663274800000,0.272
663278400000,0.25
663282000000,0.239
663285600000,0.224
663289200000,0.283
663292800000,0.348
663296400000,0.359
663300000000,0.362
663303600000,0.348
663307200000,0.316
663310800000,0.285
663314400000,0.262
663318000000,0.242
663321600000,0.211
663325200000,0.201
663328800000,0.225
663332400000,0.246
663336000000,0.264
663339600000,0.272
663343200000,0.272
663346800000,0.267
663350400000,0.281
663354000000,0.274
663357600000,0.307
663361200000,0.323
663364800000,0.341
663368400000,0.341
663372000000,0.291
663375600000,0.242
663379200000,0.212
663382800000,0.206
663386400000,0.186
663390000000,0.157
663393600000,0.136
663397200000,0.127
663400800000,0.134
663404400000,0.165
663408000000,0.21
663411600000,0.266
663415200000,0.312
663418800000,0.337
663422400000,0.346
663426000000,0.348
663429600000,0.352
663433200000,0.362
663436800000,0.376
663440400000,0.368
663444000000,0.343
663447600000,0.305
663451200000,0.266
663454800000,0.25
663458400000,0.255
663462000000,0.351
663465600000,0.521
663469200000,0.666
663472800000,0.727
663476400000,0.753
663480000000,0.773
663483600000,0.777
663487200000,0.768
663490800000,0.75
663494400000,0.693
663498000000,0.59
663501600000,0.529
663505200000,0.523
663508800000,0.505
663512400000,0.484
663516000000,0.474
663519600000,0.471
663523200000,0.468
663526800000,0.457
663530400000,0.447
663534000000,0.444
663537600000,0.441
663541200000,0.439
663544800000,0.439
663548400000,0.549
663552000000,0.655
663555600000,0.705
663559200000,0.733
663562800000,0.746
663566400000,0.754
663570000000,0.768
663573600000,0.772
663577200000,0.765
663580800000,0.714
663584400000,0.622
663588000000,0.544
663591600000,0.519
663595200000,0.498
663598800000,0.473
663602400000,0.457
663606000000,0.447
663609600000,0.441
663613200000,0.437
663616800000,0.428
663620400000,0.416
663624000000,0.401
663627600000,0.36
663631200000,0.3
663634800000,0.393
663638400000,0.473
663642000000,0.496
663645600000,0.485
663649200000,0.481
663652800000,0.484
663656400000,0.495
663660000000,0.516
663663600000,0.542
663667200000,0.517
663670800000,0.46
663674400000,0.446
663678000000,0.452
663681600000,0.458
663685200000,0.422
663688800000,0.32
663692400000,0.264
663696000000,0.245
663699600000,0.279
663703200000,0.316
663706800000,0.343
663710400000,0.371
663714000000,0.398
663717600000,0.376
663721200000,0.455
663724800000,0.555
663728400000,0.586
663732000000,0.565
663735600000,0.535
663739200000,0.516
663742800000,0.501
663746400000,0.518
663750000000,0.541
663753600000,0.498
663757200000,0.408
663760800000,0.401
663764400000,0.451
663768000000,0.478
663771600000,0.509
663775200000,0.491
663778800000,0.464
663782400000,0.457
663786000000,0.471
663789600000,0.482
663793200000,0.498
663796800000,0.516
663800400000,0.516
663804000000,0.498
663807600000,0.604
663811200000,0.713
663814800000,0.746
663818400000,0.753
663822000000,0.759
663825600000,0.781
663829200000,0.797
663832800000,0.806
663836400000,0.803
663840000000,0.765
663843600000,0.669
663847200000,0.577
663850800000,0.523
663854400000,0.491
663858000000,0.451
663861600000,0.407
663865200000,0.365
663868800000,0.403
663872400000,0.458
663876000000,0.431
663879600000,0.418
663883200000,0.433
663886800000,0.415
663890400000,0.367
663894000000,0.444
663897600000,0.613
663901200000,0.662
663904800000,0.661
663908400000,0.66
663912000000,0.673
663915600000,0.686
663919200000,0.698
663922800000,0.707
663926400000,0.668
663930000000,0.568
663933600000,0.497
663937200000,0.467
663940800000,0.454
663944400000,0.451
663948000000,0.468
663951600000,0.488
663955200000,0.501
663958800000,0.518
663962400000,0.566
663966000000,0.618
663969600000,0.628
663973200000,0.636
663976800000,0.635
663980400000,0.745
663984000000,0.853
663987600000,0.89
663991200000,0.908
663994800000,0.907
663998400000,0.896
664002000000,0.888
664005600000,0.884
664009200000,0.873
664012800000,0.836
664016400000,0.767
664020000000,0.712
664023600000,0.683
664027200000,0.63
664030800000,0.602
664034400000,0.587
664038000000,0.59
664041600000,0.605
664045200000,0.625
664048800000,0.642
664052400000,0.649
664056000000,0.655
664059600000,0.65
664063200000,0.626
664066800000,0.753
664070400000,0.831
664074000000,0.842
664077600000,0.837
664081200000,0.837
664084800000,0.835
664088400000,0.831
664092000000,0.833
664095600000,0.835
664099200000,0.809
664102800000,0.725
664106400000,0.638
664110000000,0.598
664113600000,0.583
