,Py2
662688000000,0.156
662691600000,0.167
662695200000,0.178
662698800000,0.184
662702400000,0.201
662706000000,0.222
662709600000,0.251
662713200000,0.278
662716800000,0.253
662720400000,0.209
662724000000,0.221
662727600000,0.242
662731200000,0.27
662734800000,0.267
662738400000,0.274
662742000000,0.312
662745600000,0.35
662749200000,0.391
662752800000,0.45
662756400000,0.445
662760000000,0.442
662763600000,0.429
662767200000,0.407
662770800000,0.47
662774400000,0.571
662778000000,0.62
662781600000,0.661
662785200000,0.707
662788800000,0.748
662792400000,0.765
662796000000,0.766
662799600000,0.744
662803200000,0.642
662806800000,0.57
662810400000,0.593
662814000000,0.63
662817600000,0.644
662821200000,0.639
662824800000,0.662
662828400000,0.666
662832000000,0.656
662835600000,0.661
662839200000,0.702
662842800000,0.725
662846400000,0.737
662850000000,0.755
662853600000,0.768
662857200000,0.77
662860800000,0.855
662864400000,0.877
662868000000,0.866
662871600000,0.843
662875200000,0.82
662878800000,0.787
662882400000,0.748
662886000000,0.7
662889600000,0.6
662893200000,0.543
662896800000,0.574
662900400000,0.623
662904000000,0.658
662907600000,0.668
662911200000,0.663
662914800000,0.644
662918400000,0.619
662922000000,0.621
662925600000,0.627
662929200000,0.605
662932800000,0.599
662936400000,0.604
662940000000,0.601
662943600000,0.599
662947200000,0.765
662950800000,0.789
662954400000,0.773
662958000000,0.76
662961600000,0.753
662965200000,0.742
662968800000,0.734
662972400000,0.72
662976000000,0.63
662979600000,0.535
662983200000,0.547
662986800000,0.58
662990400000,0.575
662994000000,0.57
662997600000,0.538
663001200000,0.486
663004800000,0.471
663008400000,0.455
663012000000,0.432
663015600000,0.431
663019200000,0.438
663022800000,0.442
663026400000,0.425
663030000000,0.453
663033600000,0.512
663037200000,0.525
663040800000,0.522
663044400000,0.51
663048000000,0.488
663051600000,0.466
663055200000,0.464
663058800000,0.475
663062400000,0.432
663066000000,0.374
663069600000,0.395
663073200000,0.457
663076800000,0.544
663080400000,0.591
663084000000,0.586
663087600000,0.574
663091200000,0.567
663094800000,0.533
663098400000,0.522
663102000000,0.506
663105600000,0.468
663109200000,0.446
663112800000,0.42
663116400000,0.484
663120000000,0.644
663123600000,0.703
663127200000,0.718
663130800000,0.708
663134400000,0.695
663138000000,0.674
663141600000,0.653
663145200000,0.635
663148800000,0.567
663152400000,0.502
663156000000,0.539
663159600000,0.597
663163200000,0.656
663166800000,0.656
663170400000,0.635
663174000000,0.64
663177600000,0.63
663181200000,0.594
663184800000,0.579
663188400000,0.541
663192000000,0.525
663195600000,0.484
663199200000,0.415
663202800000,0.478
663206400000,0.555
663210000000,0.544
663213600000,0.513
663217200000,0.479
663220800000,0.457
663224400000,0.442
663228000000,0.442
663231600000,0.454
663235200000,0.436
663238800000,0.374
663242400000,0.391
663246000000,0.446
663249600000,0.506
663253200000,0.496
663256800000,0.457
663260400000,0.432
663264000000,0.433
663267600000,0.403
663271200000,0.382
663274800000,0.357
663278400000,0.311
663282000000,0.303
663285600000,0.283
663289200000,0.32
663292800000,0.405
663296400000,0.416
663300000000,0.388
663303600000,0.341
663307200000,0.3
663310800000,0.264
663314400000,0.241
663318000000,0.228
663321600000,0.194
663325200000,0.187
663328800000,0.224
663332400000,0.237
663336000000,0.25
663339600000,0.274
663343200000,0.299
663346800000,0.291
663350400000,0.3
663354000000,0.27
663357600000,0.265
663361200000,0.272
663364800000,0.297
663368400000,0.325
663372000000,0.294
663375600000,0.249
663379200000,0.286
663382800000,0.274
663386400000,0.237
663390000000,0.207
663393600000,0.198
663397200000,0.192
663400800000,0.19
663404400000,0.197
663408000000,0.193
663411600000,0.187
663415200000,0.209
663418800000,0.22
663422400000,0.245
663426000000,0.313
