,L2
820454400000,0.767
820458000000,0.798
820461600000,0.795
820465200000,0.77
820468800000,0.727
820472400000,0.68
820476000000,0.649
820479600000,0.649
820483200000,0.68
820486800000,0.71
820490400000,0.727
820494000000,0.718
820497600000,0.706
820501200000,0.696
820504800000,0.678
820508400000,0.657
820512000000,0.634
820515600000,0.615
820519200000,0.604
820522800000,0.614
820526400000,0.633
820530000000,0.674
820533600000,0.725
820537200000,0.744
820540800000,0.784
820544400000,0.812
820548000000,0.802
820551600000,0.752
820555200000,0.674
820558800000,0.592
820562400000,0.539
820566000000,0.527
820569600000,0.55
820573200000,0.586
820576800000,0.603
820580400000,0.601
820584000000,0.583
820587600000,0.561
820591200000,0.527
820594800000,0.492
820598400000,0.476
820602000000,0.481
820605600000,0.491
820609200000,0.507
820612800000,0.529
820616400000,0.556
820620000000,0.58
820623600000,0.571
820627200000,0.574
820630800000,0.58
820634400000,0.525
820638000000,0.413
820641600000,0.303
820645200000,0.238
820648800000,0.22
820652400000,0.238
820656000000,0.282
820659600000,0.376
820663200000,0.504
820666800000,0.616
820670400000,0.68
820674000000,0.712
820677600000,0.731
820681200000,0.734
820684800000,0.732
820688400000,0.746
820692000000,0.781
820695600000,0.803
820699200000,0.816
820702800000,0.831
820706400000,0.84
820710000000,0.84
820713600000,0.878
820717200000,0.872
820720800000,0.839
820724400000,0.798
820728000000,0.765
820731600000,0.748
820735200000,0.762
820738800000,0.796
820742400000,0.832
820746000000,0.84
820749600000,0.826
820753200000,0.808
820756800000,0.797
820760400000,0.785
820764000000,0.762
820767600000,0.74
820771200000,0.72
820774800000,0.705
820778400000,0.697
820782000000,0.691
820785600000,0.678
820789200000,0.679
820792800000,0.693
820796400000,0.691
820800000000,0.766
820803600000,0.793
820807200000,0.765
820810800000,0.718
820814400000,0.656
820818000000,0.591
820821600000,0.55
820825200000,0.547
820828800000,0.583
820832400000,0.63
820836000000,0.666
820839600000,0.687
820843200000,0.697
820846800000,0.711
820850400000,0.726
820854000000,0.738
820857600000,0.724
820861200000,0.697
820864800000,0.684
820868400000,0.693
820872000000,0.706
820875600000,0.718
820879200000,0.729
820882800000,0.729
820886400000,0.794
820890000000,0.824
820893600000,0.822
820897200000,0.801
820900800000,0.774
820904400000,0.748
820908000000,0.727
820911600000,0.72
820915200000,0.718
820918800000,0.72
820922400000,0.715
820926000000,0.707
820929600000,0.716
820933200000,0.732
820936800000,0.755
820940400000,0.773
820944000000,0.786
820947600000,0.79
820951200000,0.793
820954800000,0.803
820958400000,0.814
820962000000,0.815
820965600000,0.813
820969200000,0.826
820972800000,0.869
820976400000,0.878
820980000000,0.866
820983600000,0.849
820987200000,0.823
820990800000,0.792
820994400000,0.762
820998000000,0.74
821001600000,0.729
821005200000,0.713
821008800000,0.709
821012400000,0.709
821016000000,0.72
821019600000,0.733
821023200000,0.746
821026800000,0.759
821030400000,0.76
821034000000,0.751
821037600000,0.725
821041200000,0.7
821044800000,0.678
821048400000,0.661
821052000000,0.649
821055600000,0.637
821059200000,0.695
821062800000,0.711
821066400000,0.672
821070000000,0.591
821073600000,0.484
821077200000,0.383
821080800000,0.314
821084400000,0.277
821088000000,0.274
821091600000,0.345
821095200000,0.479
821098800000,0.613
821102400000,0.663
821106000000,0.705
821109600000,0.752
821113200000,0.791
821116800000,0.828
821120400000,0.863
821124000000,0.889
