,L2
1483228800000,0.829
1483232400000,0.882
1483236000000,0.911
1483239600000,0.932
1483243200000,0.945
1483246800000,0.948
1483250400000,0.949
1483254000000,0.947
1483257600000,0.944
1483261200000,0.924
1483264800000,0.895
1483268400000,0.875
1483272000000,0.852
1483275600000,0.829
1483279200000,0.8
1483282800000,0.782
1483286400000,0.775
1483290000000,0.765
1483293600000,0.763
1483297200000,0.759
1483300800000,0.758
1483304400000,0.788
1483308000000,0.812
1483311600000,0.809
1483315200000,0.846
1483318800000,0.86
1483322400000,0.845
1483326000000,0.822
1483329600000,0.789
1483333200000,0.748
1483336800000,0.71
1483340400000,0.682
1483344000000,0.666
1483347600000,0.641
1483351200000,0.627
1483354800000,0.626
1483358400000,0.618
1483362000000,0.606
1483365600000,0.58
1483369200000,0.592
1483372800000,0.622
1483376400000,0.63
1483380000000,0.626
1483383600000,0.633
1483387200000,0.65
1483390800000,0.642
1483394400000,0.622
1483398000000,0.596
1483401600000,0.621
1483405200000,0.65
1483408800000,0.642
1483412400000,0.647
1483416000000,0.666
1483419600000,0.662
1483423200000,0.649
1483426800000,0.633
1483430400000,0.601
1483434000000,0.553
1483437600000,0.535
1483441200000,0.566
1483444800000,0.613
1483448400000,0.637
1483452000000,0.657
1483455600000,0.676
1483459200000,0.685
1483462800000,0.679
1483466400000,0.657
1483470000000,0.639
1483473600000,0.644
1483477200000,0.656
1483480800000,0.667
1483484400000,0.65
1483488000000,0.69
1483491600000,0.718
1483495200000,0.72
1483498800000,0.72
1483502400000,0.7
1483506000000,0.674
1483509600000,0.665
1483513200000,0.676
1483516800000,0.704
1483520400000,0.726
1483524000000,0.739
1483527600000,0.744
1483531200000,0.725
1483534800000,0.722
1483538400000,0.72
1483542000000,0.701
1483545600000,0.677
1483549200000,0.645
1483552800000,0.619
1483556400000,0.601
1483560000000,0.595
1483563600000,0.601
1483567200000,0.605
1483570800000,0.593
1483574400000,0.644
1483578000000,0.67
1483581600000,0.653
1483585200000,0.613
1483588800000,0.552
1483592400000,0.503
1483596000000,0.484
1483599600000,0.494
1483603200000,0.535
1483606800000,0.599
1483610400000,0.654
1483614000000,0.69
1483617600000,0.711
1483621200000,0.726
1483624800000,0.737
1483628400000,0.723
1483632000000,0.697
1483635600000,0.659
1483639200000,0.619
1483642800000,0.579
1483646400000,0.541
1483650000000,0.521
1483653600000,0.519
1483657200000,0.501
1483660800000,0.559
1483664400000,0.603
1483668000000,0.59
1483671600000,0.571
1483675200000,0.551
1483678800000,0.523
1483682400000,0.505
1483686000000,0.494
1483689600000,0.49
1483693200000,0.488
1483696800000,0.472
1483700400000,0.448
1483704000000,0.428
1483707600000,0.433
1483711200000,0.456
1483714800000,0.479
1483718400000,0.485
1483722000000,0.484
1483725600000,0.481
1483729200000,0.487
1483732800000,0.519
1483736400000,0.544
1483740000000,0.553
1483743600000,0.519
1483747200000,0.541
1483750800000,0.494
1483754400000,0.393
1483758000000,0.31
1483761600000,0.258
1483765200000,0.226
1483768800000,0.219
1483772400000,0.231
1483776000000,0.265
1483779600000,0.326
1483783200000,0.392
1483786800000,0.429
1483790400000,0.42
1483794000000,0.386
1483797600000,0.352
1483801200000,0.317
1483804800000,0.285
1483808400000,0.256
1483812000000,0.23
1483815600000,0.211
1483819200000,0.204
1483822800000,0.214
1483826400000,0.234
1483830000000,0.227
1483833600000,0.231
1483837200000,0.216
1483840800000,0.175
1483844400000,0.128
1483848000000,0.091
1483851600000,0.064
1483855200000,0.042
1483858800000,0.026
1483862400000,0.024
1483866000000,0.035
1483869600000,0.071
1483873200000,0.133
1483876800000,0.219
1483880400000,0.284
1483884000000,0.302
1483887600000,0.302
1483891200000,0.302
1483894800000,0.302
1483898400000,0.3
1483902000000,0.31
1483905600000,0.353
1483909200000,0.386
1483912800000,0.4
1483916400000,0.384
1483920000000,0.4
1483923600000,0.419
1483927200000,0.398
1483930800000,0.374
1483934400000,0.352
1483938000000,0.343
1483941600000,0.337
1483945200000,0.325
1483948800000,0.325
1483952400000,0.374
1483956000000,0.467
1483959600000,0.528
1483963200000,0.566
1483966800000,0.571
1483970400000,0.539
1483974000000,0.541
1483977600000,0.526
1483981200000,0.516
1483984800000,0.516
