,Mn4
883612800000,0.483
883616400000,0.619
883620000000,0.69
883623600000,0.714
883627200000,0.697
883630800000,0.631
883634400000,0.516
883638000000,0.349
883641600000,0.136
883645200000,0.0
883648800000,0.0
883652400000,0.0
883656000000,0.0
883659600000,0.0
883663200000,0.0
883666800000,0.0
883670400000,0.0
883674000000,0.0
883677600000,0.0
883681200000,0.0
883684800000,0.0
883688400000,0.0
883692000000,0.08
883695600000,0.258
883699200000,0.43
883702800000,0.551
883706400000,0.638
883710000000,0.691
883713600000,0.659
883717200000,0.603
883720800000,0.499
883724400000,0.33
883728000000,0.121
883731600000,0.0
883735200000,0.0
883738800000,0.0
883742400000,0.0
883746000000,0.0
883749600000,0.0
883753200000,0.0
883756800000,0.0
883760400000,0.0
883764000000,0.0
883767600000,0.0
883771200000,0.0
883774800000,0.0
883778400000,0.102
883782000000,0.312
883785600000,0.507
883789200000,0.641
883792800000,0.717
883796400000,0.738
883800000000,0.71
883803600000,0.635
883807200000,0.513
883810800000,0.336
883814400000,0.116
883818000000,0.0
883821600000,0.0
883825200000,0.0
883828800000,0.0
883832400000,0.0
883836000000,0.0
883839600000,0.0
883843200000,0.0
883846800000,0.0
883850400000,0.0
883854000000,0.0
883857600000,0.0
883861200000,0.0
883864800000,0.093
883868400000,0.294
883872000000,0.47
883875600000,0.625
883879200000,0.7
883882800000,0.728
883886400000,0.709
883890000000,0.629
883893600000,0.499
883897200000,0.328
883900800000,0.124
883904400000,0.0
883908000000,0.0
883911600000,0.0
883915200000,0.0
883918800000,0.0
883922400000,0.0
883926000000,0.0
883929600000,0.0
883933200000,0.0
883936800000,0.0
883940400000,0.0
883944000000,0.0
883947600000,0.0
883951200000,0.088
883954800000,0.275
883958400000,0.47
883962000000,0.606
883965600000,0.691
883969200000,0.722
883972800000,0.701
883976400000,0.631
883980000000,0.517
883983600000,0.335
883987200000,0.131
883990800000,0.0
883994400000,0.0
883998000000,0.0
884001600000,0.0
884005200000,0.0
884008800000,0.0
884012400000,0.0
884016000000,0.0
884019600000,0.0
884023200000,0.0
884026800000,0.0
884030400000,0.0
884034000000,0.0
884037600000,0.092
884041200000,0.3
884044800000,0.475
884048400000,0.614
884052000000,0.701
884055600000,0.737
884059200000,0.724
884062800000,0.662
884066400000,0.545
884070000000,0.365
884073600000,0.158
884077200000,0.0
884080800000,0.0
884084400000,0.0
884088000000,0.0
884091600000,0.0
884095200000,0.0
884098800000,0.0
884102400000,0.0
884106000000,0.0
884109600000,0.0
884113200000,0.0
884116800000,0.0
884120400000,0.0
884124000000,0.106
884127600000,0.302
884131200000,0.493
884134800000,0.563
884138400000,0.539
884142000000,0.342
884145600000,0.276
884149200000,0.23
884152800000,0.228
884156400000,0.173
884160000000,0.073
884163600000,0.0
884167200000,0.0
884170800000,0.0
884174400000,0.0
884178000000,0.0
884181600000,0.0
884185200000,0.0
884188800000,0.0
884192400000,0.0
884196000000,0.0
884199600000,0.0
884203200000,0.0
884206800000,0.0
884210400000,0.093
884214000000,0.295
884217600000,0.48
884221200000,0.618
884224800000,0.689
884228400000,0.694
884232000000,0.672
884235600000,0.599
884239200000,0.456
884242800000,0.305
884246400000,0.122
884250000000,0.0
884253600000,0.0
884257200000,0.0
884260800000,0.0
884264400000,0.0
884268000000,0.0
884271600000,0.0
884275200000,0.0
884278800000,0.0
884282400000,0.0
884286000000,0.0
884289600000,0.0
884293200000,0.0
884296800000,0.054
884300400000,0.193
884304000000,0.33
884307600000,0.487
884311200000,0.632
884314800000,0.688
884318400000,0.686
884322000000,0.616
884325600000,0.506
884329200000,0.34
884332800000,0.134
884336400000,0.0
884340000000,0.0
884343600000,0.0
884347200000,0.0
884350800000,0.0
884354400000,0.0
884358000000,0.0
884361600000,0.0
884365200000,0.0
884368800000,0.0
884372400000,0.0
884376000000,0.0
884379600000,0.0
884383200000,0.093
884386800000,0.277
884390400000,0.473
884394000000,0.596
884397600000,0.697
884401200000,0.73
884404800000,0.708
884408400000,0.643
884412000000,0.526
884415600000,0.357
884419200000,0.143
884422800000,0.0
884426400000,0.0
884430000000,0.0
884433600000,0.0
884437200000,0.0
884440800000,0.0
884444400000,0.0
884448000000,0.0
884451600000,0.0
884455200000,0.0
884458800000,0.0
884462400000,0.0
884466000000,0.0
884469600000,0.088
884473200000,0.273
884476800000,0.47
884480400000,0.625
884484000000,0.702
884487600000,0.728
884491200000,0.712
884494800000,0.649
884498400000,0.537
884502000000,0.369
884505600000,0.153
884509200000,0.0
884512800000,0.0
884516400000,0.0
884520000000,0.0
884523600000,0.0
884527200000,0.0
884530800000,0.0
884534400000,0.0
884538000000,0.0
884541600000,0.0
884545200000,0.0
884548800000,0.0
884552400000,0.0
884556000000,0.088
884559600000,0.274
884563200000,0.44
884566800000,0.576
884570400000,0.644
884574000000,0.669
884577600000,0.648
884581200000,0.589
884584800000,0.472
884588400000,0.3
884592000000,0.106
884595600000,0.0
884599200000,0.0
884602800000,0.0
884606400000,0.0
884610000000,0.0
884613600000,0.0
884617200000,0.0
884620800000,0.0
884624400000,0.0
884628000000,0.0
884631600000,0.0
884635200000,0.0
884638800000,0.0
884642400000,0.096
884646000000,0.305
884649600000,0.5
884653200000,0.623
884656800000,0.699
884660400000,0.728
884664000000,0.703
884667600000,0.63
884671200000,0.517
884674800000,0.351
884678400000,0.139
884682000000,0.0
884685600000,0.0
884689200000,0.0
884692800000,0.0
884696400000,0.0
884700000000,0.0
884703600000,0.0
884707200000,0.0
884710800000,0.0
884714400000,0.0
884718000000,0.0
884721600000,0.0
884725200000,0.0
884728800000,0.085
884732400000,0.272
884736000000,0.437
884739600000,0.58
884743200000,0.678
884746800000,0.731
884750400000,0.721
884754000000,0.649
884757600000,0.537
884761200000,0.361
884764800000,0.148
884768400000,0.0
884772000000,0.0
884775600000,0.0
884779200000,0.0
884782800000,0.0
884786400000,0.0
884790000000,0.0
884793600000,0.0
884797200000,0.0
884800800000,0.0
884804400000,0.0
884808000000,0.0
884811600000,0.0
884815200000,0.115
884818800000,0.32
884822400000,0.51
884826000000,0.638
884829600000,0.73
884833200000,0.756
884836800000,0.73
884840400000,0.669
884844000000,0.545
884847600000,0.374
884851200000,0.156
884854800000,0.0
884858400000,0.0
884862000000,0.0
884865600000,0.0
884869200000,0.0
884872800000,0.0
884876400000,0.0
884880000000,0.0
884883600000,0.0
884887200000,0.0
884890800000,0.0
884894400000,0.0
884898000000,0.0
884901600000,0.116
884905200000,0.334
884908800000,0.527
884912400000,0.651
