,Py1
1483228800000,0.396
1483232400000,0.541
1483236000000,0.637
1483239600000,0.663
1483243200000,0.645
1483246800000,0.591
1483250400000,0.486
1483254000000,0.336
1483257600000,0.138
1483261200000,0.0
1483264800000,0.0
1483268400000,0.0
1483272000000,0.0
1483275600000,0.0
1483279200000,0.0
1483282800000,0.0
1483286400000,0.0
1483290000000,0.0
1483293600000,0.0
1483297200000,0.0
1483300800000,0.0
1483304400000,0.0
1483308000000,0.028
1483311600000,0.203
1483315200000,0.398
1483318800000,0.557
1483322400000,0.645
1483326000000,0.682
1483329600000,0.668
1483333200000,0.601
1483336800000,0.486
1483340400000,0.317
1483344000000,0.119
1483347600000,0.0
1483351200000,0.0
1483354800000,0.0
1483358400000,0.0
1483362000000,0.0
1483365600000,0.0
1483369200000,0.0
1483372800000,0.0
1483376400000,0.0
1483380000000,0.0
1483383600000,0.0
1483387200000,0.0
1483390800000,0.0
1483394400000,0.023
1483398000000,0.17
1483401600000,0.347
1483405200000,0.495
1483408800000,0.58
1483412400000,0.611
1483416000000,0.597
1483419600000,0.529
1483423200000,0.44
1483426800000,0.307
1483430400000,0.127
1483434000000,0.0
1483437600000,0.0
1483441200000,0.0
1483444800000,0.0
1483448400000,0.0
1483452000000,0.0
1483455600000,0.0
1483459200000,0.0
1483462800000,0.0
1483466400000,0.0
1483470000000,0.0
1483473600000,0.0
1483477200000,0.0
1483480800000,0.033
1483484400000,0.201
1483488000000,0.37
1483491600000,0.495
1483495200000,0.57
1483498800000,0.61
1483502400000,0.61
1483506000000,0.568
1483509600000,0.475
1483513200000,0.33
1483516800000,0.132
1483520400000,0.0
1483524000000,0.0
1483527600000,0.0
1483531200000,0.0
1483534800000,0.0
1483538400000,0.0
1483542000000,0.0
1483545600000,0.0
1483549200000,0.0
1483552800000,0.0
1483556400000,0.0
1483560000000,0.0
1483563600000,0.0
1483567200000,0.0
1483570800000,0.033
1483574400000,0.085
1483578000000,0.12
1483581600000,0.16
1483585200000,0.227
1483588800000,0.302
1483592400000,0.349
1483596000000,0.369
1483599600000,0.286
1483603200000,0.126
1483606800000,0.0
1483610400000,0.0
1483614000000,0.0
1483617600000,0.0
1483621200000,0.0
1483624800000,0.0
1483628400000,0.0
1483632000000,0.0
1483635600000,0.0
1483639200000,0.0
1483642800000,0.0
1483646400000,0.0
1483650000000,0.0
1483653600000,0.021
1483657200000,0.192
1483660800000,0.418
1483664400000,0.583
1483668000000,0.676
1483671600000,0.714
1483675200000,0.703
1483678800000,0.634
1483682400000,0.484
1483686000000,0.266
1483689600000,0.085
1483693200000,0.0
1483696800000,0.0
1483700400000,0.0
1483704000000,0.0
1483707600000,0.0
1483711200000,0.0
1483714800000,0.0
1483718400000,0.0
1483722000000,0.0
1483725600000,0.0
1483729200000,0.0
1483732800000,0.0
1483736400000,0.0
1483740000000,0.039
1483743600000,0.237
1483747200000,0.432
1483750800000,0.58
1483754400000,0.666
1483758000000,0.703
1483761600000,0.695
1483765200000,0.638
1483768800000,0.524
1483772400000,0.363
1483776000000,0.142
1483779600000,0.0
1483783200000,0.0
1483786800000,0.0
1483790400000,0.0
1483794000000,0.0
1483797600000,0.0
1483801200000,0.0
1483804800000,0.0
1483808400000,0.0
1483812000000,0.0
1483815600000,0.0
1483819200000,0.0
1483822800000,0.0
1483826400000,0.013
1483830000000,0.11
1483833600000,0.222
1483837200000,0.333
1483840800000,0.404
1483844400000,0.436
1483848000000,0.45
1483851600000,0.405
1483855200000,0.307
1483858800000,0.182
1483862400000,0.062
1483866000000,0.0
1483869600000,0.0
1483873200000,0.0
1483876800000,0.0
1483880400000,0.0
1483884000000,0.0
1483887600000,0.0
1483891200000,0.0
1483894800000,0.0
1483898400000,0.0
1483902000000,0.0
1483905600000,0.0
1483909200000,0.0
1483912800000,0.0
1483916400000,0.049
1483920000000,0.102
1483923600000,0.168
1483927200000,0.195
1483930800000,0.186
1483934400000,0.155
1483938000000,0.128
1483941600000,0.094
1483945200000,0.05
1483948800000,0.008
1483952400000,0.0
1483956000000,0.0
1483959600000,0.0
1483963200000,0.0
1483966800000,0.0
1483970400000,0.0
1483974000000,0.0
1483977600000,0.0
1483981200000,0.0
1483984800000,0.0
1483988400000,0.0
1483992000000,0.0
1483995600000,0.0
1483999200000,0.0
1484002800000,0.046
1484006400000,0.095
1484010000000,0.14
1484013600000,0.177
1484017200000,0.214
1484020800000,0.231
1484024400000,0.212
1484028000000,0.174
1484031600000,0.114
1484035200000,0.043
1484038800000,0.0
1484042400000,0.0
1484046000000,0.0
1484049600000,0.0
1484053200000,0.0
1484056800000,0.0
1484060400000,0.0
1484064000000,0.0
1484067600000,0.0
1484071200000,0.0
1484074800000,0.0
1484078400000,0.0
1484082000000,0.0
1484085600000,0.006
1484089200000,0.08
1484092800000,0.193
1484096400000,0.292
1484100000000,0.393
1484103600000,0.465
1484107200000,0.51
1484110800000,0.446
1484114400000,0.327
1484118000000,0.214
1484121600000,0.081
1484125200000,0.0
1484128800000,0.0
1484132400000,0.0
1484136000000,0.0
1484139600000,0.0
1484143200000,0.0
1484146800000,0.0
1484150400000,0.0
1484154000000,0.0
1484157600000,0.0
1484161200000,0.0
1484164800000,0.0
1484168400000,0.0
1484172000000,0.01
1484175600000,0.098
1484179200000,0.178
1484182800000,0.241
1484186400000,0.27
1484190000000,0.261
1484193600000,0.255
1484197200000,0.216
1484200800000,0.155
1484204400000,0.081
1484208000000,0.023
1484211600000,0.0
1484215200000,0.0
1484218800000,0.0
1484222400000,0.0
1484226000000,0.0
1484229600000,0.0
1484233200000,0.0
1484236800000,0.0
1484240400000,0.0
1484244000000,0.0
1484247600000,0.0
1484251200000,0.0
1484254800000,0.0
1484258400000,0.011
1484262000000,0.105
1484265600000,0.236
1484269200000,0.381
1484272800000,0.437
1484276400000,0.459
1484280000000,0.434
1484283600000,0.35
1484287200000,0.247
1484290800000,0.144
1484294400000,0.047
1484298000000,0.0
1484301600000,0.0
1484305200000,0.0
1484308800000,0.0
1484312400000,0.0
1484316000000,0.0
1484319600000,0.0
1484323200000,0.0
1484326800000,0.0
1484330400000,0.0
1484334000000,0.0
1484337600000,0.0
1484341200000,0.0
1484344800000,0.001
1484348400000,0.056
1484352000000,0.108
1484355600000,0.152
1484359200000,0.201
1484362800000,0.237
1484366400000,0.251
1484370000000,0.233
1484373600000,0.187
1484377200000,0.122
1484380800000,0.045
1484384400000,0.0
1484388000000,0.0
1484391600000,0.0
1484395200000,0.0
1484398800000,0.0
1484402400000,0.0
1484406000000,0.0
1484409600000,0.0
1484413200000,0.0
1484416800000,0.0
1484420400000,0.0
1484424000000,0.0
1484427600000,0.0
1484431200000,0.01
1484434800000,0.103
1484438400000,0.194
1484442000000,0.267
1484445600000,0.315
1484449200000,0.328
1484452800000,0.333
1484456400000,0.29
1484460000000,0.201
1484463600000,0.109
1484467200000,0.033
1484470800000,0.0
1484474400000,0.0
1484478000000,0.0
1484481600000,0.0
1484485200000,0.0
1484488800000,0.0
1484492400000,0.0
1484496000000,0.0
1484499600000,0.0
1484503200000,0.0
1484506800000,0.0
1484510400000,0.0
1484514000000,0.0
1484517600000,0.0
1484521200000,0.041
1484524800000,0.096
1484528400000,0.145
1484532000000,0.173
1484535600000,0.189
1484539200000,0.171
1484542800000,0.145
1484546400000,0.12
1484550000000,0.079
1484553600000,0.032
1484557200000,0.0
1484560800000,0.0
1484564400000,0.0
1484568000000,0.0
1484571600000,0.0
1484575200000,0.0
1484578800000,0.0
1484582400000,0.0
1484586000000,0.0
1484589600000,0.0
1484593200000,0.0
1484596800000,0.0
1484600400000,0.0
1484604000000,0.009
1484607600000,0.096
1484611200000,0.208
1484614800000,0.356
1484618400000,0.44
1484622000000,0.427
1484625600000,0.338
1484629200000,0.258
1484632800000,0.184
1484636400000,0.108
1484640000000,0.039
1484643600000,0.0
1484647200000,0.0
1484650800000,0.0
1484654400000,0.0
1484658000000,0.0
1484661600000,0.0
1484665200000,0.0
1484668800000,0.0
1484672400000,0.0
1484676000000,0.0
1484679600000,0.0
1484683200000,0.0
1484686800000,0.0
1484690400000,0.029
1484694000000,0.205
1484697600000,0.396
1484701200000,0.538
1484704800000,0.632
1484708400000,0.677
1484712000000,0.637
1484715600000,0.582
1484719200000,0.444
1484722800000,0.287
1484726400000,0.1
1484730000000,0.0
1484733600000,0.0
1484737200000,0.0
1484740800000,0.0
1484744400000,0.0
1484748000000,0.0
1484751600000,0.0
1484755200000,0.0
1484758800000,0.0
1484762400000,0.0
1484766000000,0.0
1484769600000,0.0
1484773200000,0.0
1484776800000,0.023
1484780400000,0.165
1484784000000,0.319
1484787600000,0.45
1484791200000,0.545
1484794800000,0.608
1484798400000,0.606
1484802000000,0.537
1484805600000,0.386
1484809200000,0.202
1484812800000,0.067
1484816400000,0.0
1484820000000,0.0
1484823600000,0.0
1484827200000,0.0
1484830800000,0.0
1484834400000,0.0
1484838000000,0.0
1484841600000,0.0
1484845200000,0.0
1484848800000,0.0
1484852400000,0.0
1484856000000,0.0
1484859600000,0.0
1484863200000,0.022
1484866800000,0.158
1484870400000,0.3
1484874000000,0.387
1484877600000,0.433
1484881200000,0.435
1484884800000,0.391
1484888400000,0.329
1484892000000,0.227
1484895600000,0.121
1484899200000,0.039
1484902800000,0.0
1484906400000,0.0
1484910000000,0.0
1484913600000,0.0
1484917200000,0.0
1484920800000,0.0
1484924400000,0.0
1484928000000,0.0
1484931600000,0.0
1484935200000,0.0
