,V1
946684800000,0.41
946688400000,0.487
946692000000,0.507
946695600000,0.495
946699200000,0.464
946702800000,0.438
946706400000,0.412
946710000000,0.345
946713600000,0.23
946717200000,0.203
946720800000,0.241
946724400000,0.272
946728000000,0.294
946731600000,0.325
946735200000,0.363
946738800000,0.396
946742400000,0.444
946746000000,0.527
946749600000,0.562
946753200000,0.592
946756800000,0.593
946760400000,0.566
946764000000,0.441
946767600000,0.381
946771200000,0.526
946774800000,0.609
946778400000,0.601
946782000000,0.552
946785600000,0.483
946789200000,0.418
946792800000,0.378
946796400000,0.364
946800000000,0.272
946803600000,0.223
946807200000,0.233
946810800000,0.297
946814400000,0.364
946818000000,0.395
946821600000,0.444
946825200000,0.451
946828800000,0.45
946832400000,0.446
946836000000,0.459
946839600000,0.439
946843200000,0.428
946846800000,0.445
946850400000,0.476
946854000000,0.523
946857600000,0.648
946861200000,0.7
946864800000,0.71
946868400000,0.7
946872000000,0.685
946875600000,0.675
946879200000,0.663
946882800000,0.625
946886400000,0.495
946890000000,0.466
946893600000,0.473
946897200000,0.494
946900800000,0.519
946904400000,0.518
946908000000,0.522
946911600000,0.528
946915200000,0.51
946918800000,0.496
946922400000,0.485
946926000000,0.491
946929600000,0.502
946933200000,0.523
946936800000,0.534
946940400000,0.568
946944000000,0.696
946947600000,0.75
946951200000,0.757
946954800000,0.739
946958400000,0.706
946962000000,0.675
946965600000,0.655
946969200000,0.61
946972800000,0.485
946976400000,0.46
946980000000,0.489
946983600000,0.509
946987200000,0.523
946990800000,0.496
946994400000,0.459
946998000000,0.471
947001600000,0.484
947005200000,0.488
947008800000,0.473
947012400000,0.461
947016000000,0.463
947019600000,0.468
947023200000,0.468
947026800000,0.498
947030400000,0.676
947034000000,0.714
947037600000,0.7
947041200000,0.666
947044800000,0.621
947048400000,0.578
947052000000,0.539
947055600000,0.489
947059200000,0.369
947062800000,0.323
947066400000,0.337
947070000000,0.346
947073600000,0.358
947077200000,0.333
947080800000,0.295
947084400000,0.283
947088000000,0.274
947091600000,0.278
947095200000,0.295
947098800000,0.316
947102400000,0.32
947106000000,0.326
947109600000,0.312
947113200000,0.302
947116800000,0.386
947120400000,0.402
947124000000,0.386
947127600000,0.35
947131200000,0.307
947134800000,0.264
947138400000,0.233
947142000000,0.219
947145600000,0.183
947149200000,0.177
947152800000,0.198
947156400000,0.216
947160000000,0.241
947163600000,0.279
947167200000,0.318
947170800000,0.356
947174400000,0.37
947178000000,0.352
947181600000,0.33
947185200000,0.323
947188800000,0.322
947192400000,0.337
947196000000,0.331
947199600000,0.331
947203200000,0.442
947206800000,0.459
947210400000,0.444
947214000000,0.398
947217600000,0.334
947221200000,0.278
947224800000,0.253
947228400000,0.264
947232000000,0.256
947235600000,0.254
947239200000,0.242
947242800000,0.204
947246400000,0.171
947250000000,0.17
947253600000,0.203
947257200000,0.225
947260800000,0.236
947264400000,0.269
947268000000,0.311
947271600000,0.354
947275200000,0.379
947278800000,0.386
947282400000,0.364
947286000000,0.357
947289600000,0.468
947293200000,0.503
947296800000,0.491
947300400000,0.454
947304000000,0.431
947307600000,0.423
947311200000,0.407
947314800000,0.325
947318400000,0.235
947322000000,0.18
947325600000,0.14
947329200000,0.149
947332800000,0.137
947336400000,0.101
947340000000,0.079
947343600000,0.115
947347200000,0.223
947350800000,0.301
947354400000,0.323
947358000000,0.335
947361600000,0.35
947365200000,0.382
947368800000,0.388
947372400000,0.352
947376000000,0.467
947379600000,0.525
947383200000,0.488
947386800000,0.4
947390400000,0.302
947394000000,0.209
947397600000,0.107
947401200000,0.062
947404800000,0.058
947408400000,0.081
947412000000,0.12
947415600000,0.151
947419200000,0.185
947422800000,0.218
947426400000,0.241
947430000000,0.255
947433600000,0.235
947437200000,0.218
947440800000,0.227
947444400000,0.264
947448000000,0.295
947451600000,0.311
947455200000,0.308
947458800000,0.274
947462400000,0.308
947466000000,0.347
947469600000,0.358
947473200000,0.355
947476800000,0.349
947480400000,0.364
947484000000,0.386
947487600000,0.407
947491200000,0.338
947494800000,0.313
947498400000,0.325
947502000000,0.379
947505600000,0.427
947509200000,0.429
947512800000,0.422
947516400000,0.405
947520000000,0.421
947523600000,0.422
947527200000,0.439
947530800000,0.481
947534400000,0.556
947538000000,0.599
947541600000,0.604
947545200000,0.657
947548800000,0.791
947552400000,0.823
947556000000,0.82
947559600000,0.8
947563200000,0.77
947566800000,0.728
947570400000,0.682
947574000000,0.623
947577600000,0.488
947581200000,0.413
947584800000,0.404
947588400000,0.41
947592000000,0.429
947595600000,0.436
947599200000,0.436
947602800000,0.43
947606400000,0.435
947610000000,0.432
947613600000,0.423
947617200000,0.425
947620800000,0.411
947624400000,0.392
947628000000,0.358
947631600000,0.334
947635200000,0.459
947638800000,0.478
947642400000,0.426
947646000000,0.35
947649600000,0.278
947653200000,0.222
947656800000,0.196
947660400000,0.192
947664000000,0.174
947667600000,0.16
947671200000,0.174
947674800000,0.2
947678400000,0.253
947682000000,0.319
947685600000,0.362
947689200000,0.376
947692800000,0.367
947696400000,0.352
947700000000,0.369
947703600000,0.374
947707200000,0.364
947710800000,0.332
947714400000,0.282
947718000000,0.22
947721600000,0.205
947725200000,0.209
947728800000,0.181
947732400000,0.157
947736000000,0.142
947739600000,0.133
947743200000,0.129
947746800000,0.125
947750400000,0.111
947754000000,0.113
947757600000,0.121
947761200000,0.118
947764800000,0.117
947768400000,0.115
947772000000,0.128
947775600000,0.146
947779200000,0.158
947782800000,0.176
947786400000,0.172
947790000000,0.169
947793600000,0.175
947797200000,0.167
947800800000,0.151
947804400000,0.155
947808000000,0.211
947811600000,0.25
947815200000,0.271
947818800000,0.272
947822400000,0.262
947826000000,0.252
947829600000,0.251
947833200000,0.234
947836800000,0.18
947840400000,0.185
947844000000,0.218
947847600000,0.231
947851200000,0.255
947854800000,0.27
947858400000,0.264
947862000000,0.267
947865600000,0.261
947869200000,0.245
947872800000,0.21
947876400000,0.21
947880000000,0.208
947883600000,0.2
947887200000,0.187
947890800000,0.217
947894400000,0.266
947898000000,0.26
947901600000,0.237
947905200000,0.205
947908800000,0.179
947912400000,0.166
947916000000,0.159
947919600000,0.142
947923200000,0.121
947926800000,0.151
947930400000,0.184
947934000000,0.202
947937600000,0.225
