,V2
946684800000,0.395
946688400000,0.409
946692000000,0.412
946695600000,0.383
946699200000,0.339
946702800000,0.284
946706400000,0.232
946710000000,0.199
946713600000,0.163
946717200000,0.147
946720800000,0.159
946724400000,0.177
946728000000,0.192
946731600000,0.201
946735200000,0.212
946738800000,0.23
946742400000,0.311
946746000000,0.507
946749600000,0.599
946753200000,0.607
946756800000,0.59
946760400000,0.525
946764000000,0.419
946767600000,0.401
946771200000,0.471
946774800000,0.494
946778400000,0.447
946782000000,0.398
946785600000,0.345
946789200000,0.271
946792800000,0.218
946796400000,0.211
946800000000,0.207
946803600000,0.192
946807200000,0.194
946810800000,0.208
946814400000,0.214
946818000000,0.228
946821600000,0.28
946825200000,0.346
946828800000,0.476
946832400000,0.571
946836000000,0.583
946839600000,0.58
946843200000,0.586
946846800000,0.613
946850400000,0.644
946854000000,0.664
946857600000,0.676
946861200000,0.677
946864800000,0.666
946868400000,0.639
946872000000,0.605
946875600000,0.58
946879200000,0.566
946882800000,0.544
946886400000,0.487
946890000000,0.41
946893600000,0.407
946897200000,0.422
946900800000,0.466
946904400000,0.528
946908000000,0.586
946911600000,0.62
946915200000,0.611
946918800000,0.606
946922400000,0.61
946926000000,0.605
946929600000,0.605
946933200000,0.622
946936800000,0.638
946940400000,0.654
946944000000,0.69
946947600000,0.718
946951200000,0.728
946954800000,0.704
946958400000,0.671
946962000000,0.642
946965600000,0.623
946969200000,0.61
946972800000,0.593
946976400000,0.571
946980000000,0.544
946983600000,0.523
946987200000,0.481
946990800000,0.459
946994400000,0.485
946998000000,0.525
947001600000,0.57
947005200000,0.601
947008800000,0.602
947012400000,0.61
947016000000,0.63
947019600000,0.663
947023200000,0.694
947026800000,0.716
947030400000,0.75
947034000000,0.758
947037600000,0.737
947041200000,0.695
947044800000,0.637
947048400000,0.583
947052000000,0.532
947055600000,0.481
947059200000,0.42
947062800000,0.374
947066400000,0.373
947070000000,0.391
947073600000,0.404
947077200000,0.374
947080800000,0.341
947084400000,0.318
947088000000,0.317
947091600000,0.346
947095200000,0.395
947098800000,0.417
947102400000,0.43
947106000000,0.436
947109600000,0.445
947113200000,0.434
947116800000,0.441
947120400000,0.429
947124000000,0.389
947127600000,0.328
947131200000,0.254
947134800000,0.193
947138400000,0.153
947142000000,0.134
947145600000,0.133
947149200000,0.141
947152800000,0.182
947156400000,0.235
947160000000,0.281
947163600000,0.346
947167200000,0.391
947170800000,0.41
947174400000,0.413
947178000000,0.391
947181600000,0.407
947185200000,0.448
947188800000,0.481
947192400000,0.506
947196000000,0.525
947199600000,0.54
947203200000,0.569
947206800000,0.573
947210400000,0.526
947214000000,0.412
947217600000,0.294
947221200000,0.243
947224800000,0.243
947228400000,0.249
947232000000,0.25
947235600000,0.265
947239200000,0.32
947242800000,0.391
947246400000,0.397
947250000000,0.348
947253600000,0.303
947257200000,0.272
947260800000,0.262
947264400000,0.281
947268000000,0.316
947271600000,0.365
947275200000,0.404
947278800000,0.425
947282400000,0.447
947286000000,0.5
947289600000,0.576
947293200000,0.583
947296800000,0.526
947300400000,0.463
947304000000,0.439
947307600000,0.439
947311200000,0.464
947314800000,0.489
947318400000,0.507
947322000000,0.501
947325600000,0.469
947329200000,0.494
947332800000,0.54
947336400000,0.495
947340000000,0.352
947343600000,0.229
947347200000,0.211
947350800000,0.284
947354400000,0.38
947358000000,0.449
947361600000,0.494
947365200000,0.525
947368800000,0.554
947372400000,0.555
947376000000,0.552
947379600000,0.53
947383200000,0.491
947386800000,0.434
947390400000,0.401
947394000000,0.422
947397600000,0.447
947401200000,0.362
947404800000,0.235
947408400000,0.117
947412000000,0.073
947415600000,0.11
947419200000,0.166
947422800000,0.206
947426400000,0.244
947430000000,0.257
947433600000,0.234
947437200000,0.219
947440800000,0.24
947444400000,0.293
947448000000,0.346
947451600000,0.386
947455200000,0.41
947458800000,0.403
947462400000,0.395
947466000000,0.391
947469600000,0.388
947473200000,0.367
947476800000,0.339
947480400000,0.326
947484000000,0.336
947487600000,0.356
947491200000,0.348
947494800000,0.352
947498400000,0.413
947502000000,0.475
947505600000,0.481
947509200000,0.46
947512800000,0.467
947516400000,0.488
947520000000,0.534
947523600000,0.571
947527200000,0.58
947530800000,0.595
947534400000,0.62
947538000000,0.663
947541600000,0.703
947545200000,0.743
947548800000,0.788
947552400000,0.808
947556000000,0.803
947559600000,0.778
947563200000,0.741
947566800000,0.695
947570400000,0.644
947574000000,0.596
947577600000,0.547
947581200000,0.519
947584800000,0.527
947588400000,0.495
947592000000,0.459
947595600000,0.464
947599200000,0.513
947602800000,0.59
947606400000,0.646
947610000000,0.665
947613600000,0.656
947617200000,0.626
947620800000,0.595
947624400000,0.566
947628000000,0.549
947631600000,0.51
947635200000,0.494
947638800000,0.454
947642400000,0.369
947646000000,0.272
947649600000,0.179
947653200000,0.108
947656800000,0.064
947660400000,0.045
947664000000,0.045
947667600000,0.046
947671200000,0.058
947674800000,0.086
947678400000,0.122
947682000000,0.163
947685600000,0.192
947689200000,0.201
947692800000,0.202
947696400000,0.197
947700000000,0.207
947703600000,0.218
947707200000,0.23
947710800000,0.233
947714400000,0.231
947718000000,0.201
947721600000,0.172
947725200000,0.155
947728800000,0.133
947732400000,0.109
947736000000,0.096
947739600000,0.088
947743200000,0.084
947746800000,0.088
947750400000,0.093
947754000000,0.099
947757600000,0.116
947761200000,0.117
947764800000,0.123
947768400000,0.139
947772000000,0.15
947775600000,0.147
947779200000,0.145
947782800000,0.152
947786400000,0.158
947790000000,0.177
947793600000,0.213
947797200000,0.242
947800800000,0.245
947804400000,0.233
947808000000,0.22
947811600000,0.2
947815200000,0.166
947818800000,0.128
947822400000,0.09
947826000000,0.058
947829600000,0.037
947833200000,0.028
947836800000,0.027
947840400000,0.045
947844000000,0.072
947847600000,0.112
947851200000,0.138
947854800000,0.171
947858400000,0.226
947862000000,0.224
947865600000,0.227
947869200000,0.245
947872800000,0.258
947876400000,0.272
947880000000,0.272
947883600000,0.267
947887200000,0.256
947890800000,0.24
947894400000,0.235
947898000000,0.206
947901600000,0.161
947905200000,0.104
947908800000,0.054
947912400000,0.02
947916000000,0.004
947919600000,0.0
947923200000,0.0
947926800000,0.001
947930400000,0.026
947934000000,0.101
947937600000,0.2
947941200000,0.249
947944800000,0.286
947948400000,0.305
947952000000,0.337
947955600000,0.432
947959200000,0.52
947962800000,0.55
947966400000,0.564
947970000000,0.565
947973600000,0.54
947977200000,0.499
947980800000,0.467
947984400000,0.424
947988000000,0.364
947991600000,0.3
947995200000,0.245
947998800000,0.211
948002400000,0.199
948006000000,0.204
948009600000,0.21
948013200000,0.215
948016800000,0.215
948020400000,0.187
948024000000,0.157
948027600000,0.154
948031200000,0.155
948034800000,0.19
948038400000,0.328
948042000000,0.457
948045600000,0.511
948049200000,0.547
948052800000,0.586
948056400000,0.599
948060000000,0.59
948063600000,0.582
948067200000,0.585
948070800000,0.559
948074400000,0.496
948078000000,0.415
948081600000,0.352
948085200000,0.309
948088800000,0.283
948092400000,0.271
948096000000,0.278
948099600000,0.285
948103200000,0.305
948106800000,0.355
948110400000,0.332
948114000000,0.294
948117600000,0.285
948121200000,0.308
948124800000,0.344
948128400000,0.41
948132000000,0.476
948135600000,0.535
948139200000,0.568
948142800000,0.594
948146400000,0.618
948150000000,0.638
948153600000,0.675
948157200000,0.68
948160800000,0.661
948164400000,0.633
948168000000,0.595
948171600000,0.56
948175200000,0.539
948178800000,0.533
948182400000,0.53
948186000000,0.516
948189600000,0.506
948193200000,0.47
948196800000,0.395
948200400000,0.323
948204000000,0.279
948207600000,0.278
948211200000,0.31
948214800000,0.357
948218400000,0.398
948222000000,0.425
948225600000,0.439
948229200000,0.447
948232800000,0.442
948236400000,0.412
948240000000,0.372
948243600000,0.311
948247200000,0.24
948250800000,0.175
948254400000,0.113
948258000000,0.064
948261600000,0.038
948265200000,0.026
948268800000,0.026
948272400000,0.034
948276000000,0.057
948279600000,0.093
948283200000,0.123
948286800000,0.133
948290400000,0.139
948294000000,0.155
948297600000,0.177
948301200000,0.2
948304800000,0.23
948308400000,0.278
948312000000,0.337
948315600000,0.403
948319200000,0.466
948322800000,0.487
948326400000,0.479
948330000000,0.434
948333600000,0.374
948337200000,0.32
948340800000,0.286
948344400000,0.272
948348000000,0.268
948351600000,0.27
948355200000,0.272
948358800000,0.295
948362400000,0.388
948366000000,0.469
948369600000,0.519
948373200000,0.528
948376800000,0.516
948380400000,0.532
948384000000,0.558
948387600000,0.577
948391200000,0.586
948394800000,0.607
948398400000,0.623
948402000000,0.609
948405600000,0.578
948409200000,0.558
948412800000,0.578
948416400000,0.618
948420000000,0.663
948423600000,0.7
948427200000,0.723
948430800000,0.741
948434400000,0.768
948438000000,0.8
948441600000,0.819
948445200000,0.814
