,V2
820454400000,0.765
820458000000,0.76
820461600000,0.733
820465200000,0.703
820468800000,0.668
820472400000,0.627
820476000000,0.612
820479600000,0.622
820483200000,0.652
820486800000,0.7
820490400000,0.739
820494000000,0.761
820497600000,0.78
820501200000,0.802
820504800000,0.809
820508400000,0.806
820512000000,0.802
820515600000,0.799
820519200000,0.8
820522800000,0.802
820526400000,0.802
820530000000,0.798
820533600000,0.791
820537200000,0.783
820540800000,0.796
820544400000,0.796
820548000000,0.784
820551600000,0.758
820555200000,0.728
820558800000,0.7
820562400000,0.682
820566000000,0.675
820569600000,0.679
820573200000,0.688
820576800000,0.673
820580400000,0.635
820584000000,0.608
820587600000,0.617
820591200000,0.637
820594800000,0.669
820598400000,0.708
820602000000,0.72
820605600000,0.726
820609200000,0.75
820612800000,0.77
820616400000,0.77
820620000000,0.765
820623600000,0.756
820627200000,0.754
820630800000,0.724
820634400000,0.672
820638000000,0.595
820641600000,0.538
820645200000,0.485
820648800000,0.428
820652400000,0.376
820656000000,0.315
820659600000,0.301
820663200000,0.316
820666800000,0.32
820670400000,0.324
820674000000,0.36
820677600000,0.422
820681200000,0.503
820684800000,0.604
820688400000,0.685
820692000000,0.737
820695600000,0.773
820699200000,0.807
820702800000,0.831
820706400000,0.847
820710000000,0.863
820713600000,0.877
820717200000,0.881
820720800000,0.867
820724400000,0.84
820728000000,0.8
820731600000,0.748
820735200000,0.711
820738800000,0.71
820742400000,0.739
820746000000,0.786
820749600000,0.816
820753200000,0.84
820756800000,0.853
820760400000,0.857
820764000000,0.852
820767600000,0.842
820771200000,0.828
820774800000,0.808
820778400000,0.789
820782000000,0.778
820785600000,0.763
820789200000,0.746
820792800000,0.737
820796400000,0.746
820800000000,0.764
820803600000,0.76
820807200000,0.734
820810800000,0.707
820814400000,0.684
820818000000,0.647
820821600000,0.601
820825200000,0.547
820828800000,0.508
820832400000,0.535
820836000000,0.556
820839600000,0.604
820843200000,0.654
820846800000,0.682
820850400000,0.739
820854000000,0.767
820857600000,0.773
820861200000,0.77
820864800000,0.765
820868400000,0.768
820872000000,0.786
820875600000,0.813
820879200000,0.845
820882800000,0.871
820886400000,0.887
820890000000,0.879
820893600000,0.85
820897200000,0.824
820900800000,0.802
820904400000,0.772
820908000000,0.73
820911600000,0.663
820915200000,0.606
820918800000,0.619
820922400000,0.671
820926000000,0.697
820929600000,0.712
820933200000,0.736
820936800000,0.747
820940400000,0.762
820944000000,0.764
820947600000,0.752
820951200000,0.746
820954800000,0.749
820958400000,0.755
820962000000,0.765
