,Mn8
631152000000,0.097
631155600000,0.111
631159200000,0.111
631162800000,0.095
631166400000,0.066
631170000000,0.039
631173600000,0.022
631177200000,0.015
631180800000,0.013
631184400000,0.017
631188000000,0.021
631191600000,0.02
631195200000,0.008
631198800000,0.0
631202400000,0.0
631206000000,0.0
631209600000,0.001
631213200000,0.002
631216800000,0.002
631220400000,0.001
631224000000,0.001
631227600000,0.0
631231200000,0.0
631234800000,0.0
631238400000,0.005
631242000000,0.015
631245600000,0.023
631249200000,0.02
631252800000,0.013
631256400000,0.008
631260000000,0.006
631263600000,0.006
631267200000,0.007
631270800000,0.008
631274400000,0.006
631278000000,0.004
631281600000,0.003
631285200000,0.002
631288800000,0.001
631292400000,0.001
631296000000,0.001
631299600000,0.001
631303200000,0.0
631306800000,0.0
631310400000,0.0
631314000000,0.001
631317600000,0.001
631321200000,0.006
631324800000,0.015
631328400000,0.019
631332000000,0.024
631335600000,0.026
631339200000,0.027
631342800000,0.03
631346400000,0.033
631350000000,0.035
631353600000,0.038
631357200000,0.046
631360800000,0.053
631364400000,0.058
631368000000,0.055
631371600000,0.035
631375200000,0.017
631378800000,0.011
631382400000,0.007
631386000000,0.008
631389600000,0.013
631393200000,0.023
631396800000,0.032
631400400000,0.032
631404000000,0.028
631407600000,0.059
631411200000,0.105
631414800000,0.143
631418400000,0.185
631422000000,0.229
631425600000,0.248
631429200000,0.22
631432800000,0.174
631436400000,0.119
631440000000,0.08
631443600000,0.067
631447200000,0.082
631450800000,0.124
631454400000,0.2
631458000000,0.259
631461600000,0.249
631465200000,0.228
631468800000,0.227
631472400000,0.238
631476000000,0.253
631479600000,0.275
631483200000,0.325
631486800000,0.4
631490400000,0.439
631494000000,0.609
631497600000,0.768
631501200000,0.799
631504800000,0.782
631508400000,0.747
631512000000,0.712
631515600000,0.682
631519200000,0.661
631522800000,0.637
631526400000,0.547
631530000000,0.473
631533600000,0.454
631537200000,0.436
631540800000,0.41
631544400000,0.366
631548000000,0.315
631551600000,0.265
631555200000,0.225
631558800000,0.202
631562400000,0.199
631566000000,0.186
631569600000,0.179
631573200000,0.163
631576800000,0.141
631580400000,0.317
631584000000,0.458
631587600000,0.518
631591200000,0.566
631594800000,0.606
631598400000,0.644
631602000000,0.658
631605600000,0.599
631609200000,0.505
631612800000,0.375
631616400000,0.286
631620000000,0.254
631623600000,0.221
631627200000,0.173
631630800000,0.142
631634400000,0.146
631638000000,0.179
631641600000,0.238
631645200000,0.287
631648800000,0.27
631652400000,0.231
631656000000,0.193
631659600000,0.192
631663200000,0.286
631666800000,0.438
631670400000,0.544
631674000000,0.568
631677600000,0.552
631681200000,0.509
631684800000,0.449
631688400000,0.388
631692000000,0.318
631695600000,0.251
631699200000,0.149
631702800000,0.099
631706400000,0.098
631710000000,0.131
631713600000,0.154
631717200000,0.152
631720800000,0.164
631724400000,0.159
631728000000,0.124
631731600000,0.099
631735200000,0.078
631738800000,0.063
631742400000,0.049
631746000000,0.041
631749600000,0.036
631753200000,0.104
631756800000,0.206
631760400000,0.296
631764000000,0.343
631767600000,0.334
631771200000,0.316
631774800000,0.347
631778400000,0.367
631782000000,0.37
631785600000,0.368
631789200000,0.415
631792800000,0.422
631796400000,0.379
631800000000,0.388
631803600000,0.371
631807200000,0.337
631810800000,0.255
631814400000,0.167
631818000000,0.103
631821600000,0.061
631825200000,0.039
631828800000,0.028
631832400000,0.027
631836000000,0.034
631839600000,0.079
631843200000,0.129
631846800000,0.184
631850400000,0.231
631854000000,0.241
631857600000,0.226
631861200000,0.201
631864800000,0.175
631868400000,0.154
631872000000,0.127
631875600000,0.111
631879200000,0.103
631882800000,0.1
631886400000,0.093
631890000000,0.084
631893600000,0.072
631897200000,0.058
631900800000,0.047
631904400000,0.041
631908000000,0.041
631911600000,0.042
631915200000,0.043
631918800000,0.049
631922400000,0.047
631926000000,0.084
631929600000,0.131
631933200000,0.168
631936800000,0.205
631940400000,0.228
631944000000,0.259
631947600000,0.288
631951200000,0.315
631954800000,0.302
631958400000,0.217
631962000000,0.159
631965600000,0.159
631969200000,0.167
631972800000,0.164
631976400000,0.151
631980000000,0.135
631983600000,0.122
631987200000,0.129
631990800000,0.146
631994400000,0.167
631998000000,0.217
632001600000,0.245
632005200000,0.291
632008800000,0.311
632012400000,0.479
632016000000,0.598
632019600000,0.629
632023200000,0.626
632026800000,0.642
632030400000,0.638
632034000000,0.606
632037600000,0.568
632041200000,0.516
632044800000,0.415
632048400000,0.315
632052000000,0.251
632055600000,0.19
632059200000,0.139
632062800000,0.102
632066400000,0.075
