,N2
504921600000,0.227
504925200000,0.314
504928800000,0.367
504932400000,0.386
504936000000,0.373
504939600000,0.291
504943200000,0.197
504946800000,0.123
504950400000,0.04
504954000000,0.0
504957600000,0.0
504961200000,0.0
504964800000,0.0
504968400000,0.0
504972000000,0.0
504975600000,0.0
504979200000,0.0
504982800000,0.0
504986400000,0.0
504990000000,0.0
504993600000,0.0
504997200000,0.0
505000800000,0.027
505004400000,0.183
505008000000,0.374
505011600000,0.508
505015200000,0.596
505018800000,0.641
505022400000,0.638
505026000000,0.576
505029600000,0.478
505033200000,0.321
505036800000,0.133
505040400000,0.0
505044000000,0.0
505047600000,0.0
505051200000,0.0
505054800000,0.0
505058400000,0.0
505062000000,0.0
505065600000,0.0
505069200000,0.0
505072800000,0.0
505076400000,0.0
505080000000,0.0
505083600000,0.0
505087200000,0.027
505090800000,0.181
505094400000,0.373
505098000000,0.517
505101600000,0.611
505105200000,0.651
505108800000,0.625
505112400000,0.555
505116000000,0.432
505119600000,0.267
505123200000,0.102
505126800000,0.0
505130400000,0.0
505134000000,0.0
505137600000,0.0
505141200000,0.0
505144800000,0.0
505148400000,0.0
505152000000,0.0
505155600000,0.0
505159200000,0.0
505162800000,0.0
505166400000,0.0
505170000000,0.0
505173600000,0.026
505177200000,0.183
505180800000,0.411
505184400000,0.575
505188000000,0.673
505191600000,0.713
505195200000,0.703
505198800000,0.634
505202400000,0.511
505206000000,0.34
505209600000,0.139
505213200000,0.0
505216800000,0.0
505220400000,0.0
505224000000,0.0
505227600000,0.0
505231200000,0.0
505234800000,0.0
505238400000,0.0
505242000000,0.0
505245600000,0.0
505249200000,0.0
505252800000,0.0
505256400000,0.0
505260000000,0.025
505263600000,0.176
505267200000,0.379
505270800000,0.534
505274400000,0.634
505278000000,0.672
505281600000,0.663
505285200000,0.604
505288800000,0.48
505292400000,0.321
505296000000,0.126
505299600000,0.0
505303200000,0.0
505306800000,0.0
505310400000,0.0
505314000000,0.0
505317600000,0.0
505321200000,0.0
505324800000,0.0
505328400000,0.0
505332000000,0.0
505335600000,0.0
505339200000,0.0
505342800000,0.0
505346400000,0.024
505350000000,0.137
505353600000,0.241
505357200000,0.265
505360800000,0.297
505364400000,0.409
505368000000,0.557
505371600000,0.557
505375200000,0.469
505378800000,0.321
505382400000,0.112
505386000000,0.0
505389600000,0.0
505393200000,0.0
505396800000,0.0
505400400000,0.0
505404000000,0.0
505407600000,0.0
505411200000,0.0
505414800000,0.0
505418400000,0.0
505422000000,0.0
505425600000,0.0
505429200000,0.0
505432800000,0.026
505436400000,0.176
505440000000,0.35
505443600000,0.499
505447200000,0.608
505450800000,0.648
505454400000,0.659
505458000000,0.603
505461600000,0.493
505465200000,0.318
505468800000,0.118
505472400000,0.0
505476000000,0.0
505479600000,0.0
505483200000,0.0
505486800000,0.0
505490400000,0.0
505494000000,0.0
505497600000,0.0
505501200000,0.0
505504800000,0.0
505508400000,0.0
505512000000,0.0
505515600000,0.0
505519200000,0.029
505522800000,0.191
505526400000,0.369
505530000000,0.557
505533600000,0.644
505537200000,0.687
505540800000,0.68
505544400000,0.612
505548000000,0.502
505551600000,0.34
505555200000,0.119
505558800000,0.0
505562400000,0.0
505566000000,0.0
505569600000,0.0
505573200000,0.0
505576800000,0.0
505580400000,0.0
505584000000,0.0
505587600000,0.0
505591200000,0.0
505594800000,0.0
505598400000,0.0
505602000000,0.0
505605600000,0.025
505609200000,0.159
505612800000,0.302
505616400000,0.388
505620000000,0.44
505623600000,0.482
505627200000,0.483
505630800000,0.416
505634400000,0.341
505638000000,0.227
505641600000,0.088
505645200000,0.0
505648800000,0.0
505652400000,0.0
505656000000,0.0
505659600000,0.0
505663200000,0.0
505666800000,0.0
505670400000,0.0
505674000000,0.0
505677600000,0.0
505681200000,0.0
505684800000,0.0
505688400000,0.0
505692000000,0.028
505695600000,0.183
505699200000,0.376
505702800000,0.514
505706400000,0.608
505710000000,0.683
505713600000,0.67
505717200000,0.591
505720800000,0.47
505724400000,0.299
505728000000,0.108
505731600000,0.0
505735200000,0.0
505738800000,0.0
505742400000,0.0
505746000000,0.0
505749600000,0.0
505753200000,0.0
505756800000,0.0
505760400000,0.0
505764000000,0.0
505767600000,0.0
505771200000,0.0
505774800000,0.0
505778400000,0.027
505782000000,0.186
505785600000,0.397
505789200000,0.54
505792800000,0.616
505796400000,0.648
505800000000,0.582
505803600000,0.439
505807200000,0.344
505810800000,0.219
505814400000,0.089
505818000000,0.0
505821600000,0.0
505825200000,0.0
505828800000,0.0
505832400000,0.0
505836000000,0.0
505839600000,0.0
505843200000,0.0
505846800000,0.0
505850400000,0.0
505854000000,0.0
505857600000,0.0
505861200000,0.0
505864800000,0.032
505868400000,0.2
505872000000,0.383
505875600000,0.49
505879200000,0.568
505882800000,0.622
505886400000,0.632
505890000000,0.567
505893600000,0.45
505897200000,0.284
505900800000,0.106
505904400000,0.0
505908000000,0.0
505911600000,0.0
505915200000,0.0
505918800000,0.0
505922400000,0.0
505926000000,0.0
505929600000,0.0
505933200000,0.0
505936800000,0.0
505940400000,0.0
505944000000,0.0
505947600000,0.0
505951200000,0.033
505954800000,0.204
505958400000,0.369
505962000000,0.508
505965600000,0.615
505969200000,0.681
505972800000,0.677
505976400000,0.621
505980000000,0.48
505983600000,0.278
505987200000,0.09
505990800000,0.0
505994400000,0.0
505998000000,0.0
506001600000,0.0
506005200000,0.0
506008800000,0.0
506012400000,0.0
506016000000,0.0
506019600000,0.0
506023200000,0.0
506026800000,0.0
506030400000,0.0
506034000000,0.0
506037600000,0.02
506041200000,0.133
506044800000,0.215
506048400000,0.266
506052000000,0.282
506055600000,0.342
506059200000,0.44
506062800000,0.492
506066400000,0.424
506070000000,0.25
506073600000,0.092
506077200000,0.0
506080800000,0.0
506084400000,0.0
506088000000,0.0
506091600000,0.0
506095200000,0.0
506098800000,0.0
506102400000,0.0
506106000000,0.0
506109600000,0.0
506113200000,0.0
506116800000,0.0
506120400000,0.0
506124000000,0.013
506127600000,0.091
506131200000,0.159
506134800000,0.216
506138400000,0.285
506142000000,0.345
506145600000,0.374
506149200000,0.373
506152800000,0.34
506156400000,0.216
506160000000,0.059
506163600000,0.0
506167200000,0.0
506170800000,0.0
506174400000,0.0
506178000000,0.0
506181600000,0.0
506185200000,0.0
506188800000,0.0
506192400000,0.0
506196000000,0.0
506199600000,0.0
506203200000,0.0
506206800000,0.0
506210400000,0.021
506214000000,0.153
506217600000,0.352
506221200000,0.517
506224800000,0.63
506228400000,0.685
506232000000,0.671
506235600000,0.555
506239200000,0.405
506242800000,0.216
506246400000,0.077
506250000000,0.0
506253600000,0.0
506257200000,0.0
506260800000,0.0
506264400000,0.0
506268000000,0.0
506271600000,0.0
506275200000,0.0
506278800000,0.0
506282400000,0.0
506286000000,0.0
506289600000,0.0
506293200000,0.0
506296800000,0.046
506300400000,0.244
506304000000,0.458
506307600000,0.598
506311200000,0.682
506314800000,0.704
506318400000,0.708
506322000000,0.648
