,N2
820454400000,0.714
820458000000,0.732
820461600000,0.724
820465200000,0.712
820468800000,0.687
820472400000,0.648
820476000000,0.617
820479600000,0.591
820483200000,0.529
820486800000,0.524
820490400000,0.581
820494000000,0.603
820497600000,0.655
820501200000,0.658
820504800000,0.668
820508400000,0.663
820512000000,0.663
820515600000,0.644
820519200000,0.633
820522800000,0.617
820526400000,0.611
820530000000,0.615
820533600000,0.606
820537200000,0.611
820540800000,0.753
820544400000,0.782
820548000000,0.783
820551600000,0.766
820555200000,0.742
820558800000,0.716
820562400000,0.686
820566000000,0.61
820569600000,0.498
820573200000,0.417
820576800000,0.41
820580400000,0.425
820584000000,0.449
820587600000,0.467
820591200000,0.464
820594800000,0.466
820598400000,0.495
820602000000,0.503
820605600000,0.513
820609200000,0.535
820612800000,0.556
820616400000,0.562
820620000000,0.568
820623600000,0.581
820627200000,0.69
820630800000,0.677
820634400000,0.636
820638000000,0.575
820641600000,0.518
820645200000,0.467
820648800000,0.406
820652400000,0.316
820656000000,0.196
820659600000,0.161
820663200000,0.192
820666800000,0.233
820670400000,0.245
820674000000,0.302
820677600000,0.368
820681200000,0.401
820684800000,0.459
820688400000,0.516
820692000000,0.542
820695600000,0.587
820699200000,0.625
820702800000,0.661
820706400000,0.69
820710000000,0.765
820713600000,0.863
820717200000,0.893
820720800000,0.897
820724400000,0.886
820728000000,0.869
820731600000,0.849
820735200000,0.831
820738800000,0.794
820742400000,0.7
820746000000,0.679
820749600000,0.7
820753200000,0.737
820756800000,0.748
820760400000,0.739
820764000000,0.706
820767600000,0.668
820771200000,0.632
820774800000,0.586
820778400000,0.566
820782000000,0.561
820785600000,0.556
820789200000,0.557
820792800000,0.556
820796400000,0.658
820800000000,0.786
820803600000,0.82
820807200000,0.827
820810800000,0.82
820814400000,0.8
820818000000,0.769
820821600000,0.727
820825200000,0.642
820828800000,0.481
820832400000,0.444
820836000000,0.49
820839600000,0.552
820843200000,0.609
820846800000,0.637
820850400000,0.635
820854000000,0.618
820857600000,0.605
820861200000,0.599
820864800000,0.597
820868400000,0.6
820872000000,0.611
820875600000,0.625
820879200000,0.646
820882800000,0.666
820886400000,0.777
820890000000,0.844
820893600000,0.861
820897200000,0.859
820900800000,0.842
820904400000,0.809
820908000000,0.762
820911600000,0.68
820915200000,0.566
820918800000,0.552
820922400000,0.566
820926000000,0.586
820929600000,0.596
820933200000,0.604
820936800000,0.613
820940400000,0.637
820944000000,0.648
820947600000,0.652
820951200000,0.654
820954800000,0.659
820958400000,0.666
820962000000,0.674
820965600000,0.675
820969200000,0.716
820972800000,0.835
820976400000,0.886
820980000000,0.903
820983600000,0.902
820987200000,0.888
820990800000,0.867
820994400000,0.834
820998000000,0.739
821001600000,0.556
821005200000,0.479
821008800000,0.431
821012400000,0.481
821016000000,0.478
821019600000,0.492
821023200000,0.51
821026800000,0.526
821030400000,0.535
821034000000,0.532
821037600000,0.523
821041200000,0.503
821044800000,0.485
821048400000,0.466
821052000000,0.459
821055600000,0.472
821059200000,0.562
821062800000,0.615
821066400000,0.635
821070000000,0.632
821073600000,0.604
821077200000,0.563
821080800000,0.521
821084400000,0.461
821088000000,0.342
821091600000,0.343
821095200000,0.379
821098800000,0.379
821102400000,0.394
821106000000,0.474
821109600000,0.544
821113200000,0.559
821116800000,0.556
821120400000,0.577
821124000000,0.572
821127600000,0.585
821131200000,0.625
821134800000,0.738
821138400000,0.831
821142000000,0.875
821145600000,0.914
821149200000,0.938
821152800000,0.945
821156400000,0.941
821160000000,0.935
821163600000,0.93
821167200000,0.906
821170800000,0.839
821174400000,0.796
821178000000,0.788
821181600000,0.792
821185200000,0.781
821188800000,0.746
821192400000,0.674
821196000000,0.619
821199600000,0.579
821203200000,0.556
821206800000,0.54
821210400000,0.516
821214000000,0.499
821217600000,0.494
821221200000,0.51
821224800000,0.552
821228400000,0.588
821232000000,0.767
821235600000,0.858
821239200000,0.884
821242800000,0.879
821246400000,0.857
821250000000,0.828
821253600000,0.793
821257200000,0.727
821260800000,0.586
821264400000,0.532
821268000000,0.535
821271600000,0.571
821275200000,0.606
821278800000,0.63
821282400000,0.643
821286000000,0.633
821289600000,0.618
821293200000,0.605
821296800000,0.62
821300400000,0.642
821304000000,0.648
821307600000,0.647
821311200000,0.643
821314800000,0.697
821318400000,0.812
821322000000,0.852
821325600000,0.852
821329200000,0.837
821332800000,0.82
821336400000,0.793
821340000000,0.748
821343600000,0.644
821347200000,0.498
821350800000,0.479
821354400000,0.516
821358000000,0.563
821361600000,0.59
821365200000,0.61
821368800000,0.61
821372400000,0.62
821376000000,0.648
821379600000,0.68
821383200000,0.684
821386800000,0.679
821390400000,0.674
821394000000,0.674
821397600000,0.659
821401200000,0.661
821404800000,0.763
821408400000,0.816
821412000000,0.831
821415600000,0.823
821419200000,0.795
821422800000,0.742
821426400000,0.666
821430000000,0.561
821433600000,0.474
821437200000,0.495
821440800000,0.55
821444400000,0.613
821448000000,0.653
821451600000,0.661
821455200000,0.653
821458800000,0.642
821462400000,0.637
821466000000,0.637
821469600000,0.644
821473200000,0.644
821476800000,0.638
821480400000,0.644
821484000000,0.638
821487600000,0.634
821491200000,0.752
821494800000,0.809
821498400000,0.82
821502000000,0.807
821505600000,0.772
821509200000,0.693
821512800000,0.59
821516400000,0.448
821520000000,0.348
821523600000,0.365
821527200000,0.379
821530800000,0.423
821534400000,0.435
821538000000,0.472
821541600000,0.488
821545200000,0.491
821548800000,0.47
821552400000,0.473
821556000000,0.484
821559600000,0.481
821563200000,0.424
821566800000,0.379
821570400000,0.39
821574000000,0.427
821577600000,0.439
821581200000,0.527
821584800000,0.54
821588400000,0.473
821592000000,0.369
821595600000,0.264
821599200000,0.176
821602800000,0.106
821606400000,0.071
821610000000,0.079
821613600000,0.116
821617200000,0.155
821620800000,0.204
821624400000,0.233
821628000000,0.252
821631600000,0.264
821635200000,0.28
821638800000,0.266
821642400000,0.241
821646000000,0.264
821649600000,0.249
821653200000,0.259
821656800000,0.265
821660400000,0.231
821664000000,0.251
821667600000,0.273
821671200000,0.228
821674800000,0.169
821678400000,0.125
821682000000,0.101
821685600000,0.09
821689200000,0.086
821692800000,0.075
821696400000,0.084
821700000000,0.121
821703600000,0.14
821707200000,0.134
821710800000,0.14
821714400000,0.151
821718000000,0.173
821721600000,0.14
821725200000,0.138
821728800000,0.155
821732400000,0.166
821736000000,0.163
821739600000,0.175
821743200000,0.164
821746800000,0.132
821750400000,0.152
821754000000,0.151
821757600000,0.116
821761200000,0.072
821764800000,0.044
821768400000,0.054
821772000000,0.101
821775600000,0.128
821779200000,0.113
821782800000,0.112
821786400000,0.147
821790000000,0.182
821793600000,0.249
821797200000,0.337
821800800000,0.461
821804400000,0.566
821808000000,0.625
821811600000,0.571
821815200000,0.501
821818800000,0.479
821822400000,0.465
821826000000,0.472
821829600000,0.433
821833200000,0.485
821836800000,0.61
821840400000,0.671
821844000000,0.682
821847600000,0.678
821851200000,0.666
821854800000,0.638
821858400000,0.61
821862000000,0.547
821865600000,0.379
821869200000,0.34
821872800000,0.348
821876400000,0.391
821880000000,0.492
821883600000,0.593
821887200000,0.632
821890800000,0.624
821894400000,0.625
821898000000,0.631
821901600000,0.649
821905200000,0.663
821908800000,0.672
821912400000,0.672
821916000000,0.658
821919600000,0.711
821923200000,0.792
821926800000,0.804
821930400000,0.801
821934000000,0.793
821937600000,0.78
821941200000,0.76
821944800000,0.73
821948400000,0.668
821952000000,0.546
821955600000,0.503
821959200000,0.508
821962800000,0.529
821966400000,0.543
821970000000,0.534
821973600000,0.501
821977200000,0.472
821980800000,0.445
821984400000,0.446
821988000000,0.427
821991600000,0.398
821995200000,0.379
821998800000,0.364
822002400000,0.39
822006000000,0.4
822009600000,0.542
822013200000,0.588
822016800000,0.571
822020400000,0.518
822024000000,0.466
822027600000,0.432
822031200000,0.392
822034800000,0.316
822038400000,0.213
822042000000,0.205
822045600000,0.208
822049200000,0.186
822052800000,0.149
822056400000,0.104
822060000000,0.059
822063600000,0.042
822067200000,0.039
822070800000,0.061
822074400000,0.135
822078000000,0.175
822081600000,0.223
822085200000,0.245
822088800000,0.248
822092400000,0.226
822096000000,0.273
822099600000,0.32
822103200000,0.315
822106800000,0.263
822110400000,0.221
822114000000,0.185
822117600000,0.148
822121200000,0.132
822124800000,0.126
822128400000,0.156
822132000000,0.214
822135600000,0.283
822139200000,0.355
822142800000,0.48
822146400000,0.543
822150000000,0.574
822153600000,0.59
822157200000,0.598
822160800000,0.601
822164400000,0.596
822168000000,0.574
822171600000,0.526
822175200000,0.467
822178800000,0.433
822182400000,0.609
822186000000,0.711
822189600000,0.735
822193200000,0.712
822196800000,0.68
822200400000,0.646
822204000000,0.597
822207600000,0.483
822211200000,0.455
822214800000,0.51
822218400000,0.534
822222000000,0.527
822225600000,0.485
822229200000,0.444
822232800000,0.413
822236400000,0.393
822240000000,0.374
822243600000,0.361
822247200000,0.367
822250800000,0.362
822254400000,0.392
822258000000,0.404
822261600000,0.391
822265200000,0.502
822268800000,0.629
822272400000,0.652
822276000000,0.619
822279600000,0.559
822283200000,0.5
822286800000,0.457
822290400000,0.42
822294000000,0.35
822297600000,0.22
822301200000,0.177
822304800000,0.167
822308400000,0.167
822312000000,0.179
822315600000,0.187
822319200000,0.193
822322800000,0.198
822326400000,0.209
822330000000,0.223
822333600000,0.203
822337200000,0.201
822340800000,0.2
822344400000,0.184
822348000000,0.167
822351600000,0.168
822355200000,0.218
822358800000,0.225
822362400000,0.217
822366000000,0.212
822369600000,0.213
822373200000,0.22
822376800000,0.218
822380400000,0.231
822384000000,0.225
822387600000,0.237
822391200000,0.272
822394800000,0.282
822398400000,0.285
822402000000,0.294
822405600000,0.305
822409200000,0.278
822412800000,0.235
822416400000,0.22
822420000000,0.201
822423600000,0.185
822427200000,0.19
822430800000,0.221
822434400000,0.241
822438000000,0.233
822441600000,0.294
822445200000,0.318
822448800000,0.324
822452400000,0.302
822456000000,0.264
822459600000,0.234
822463200000,0.204
822466800000,0.167
822470400000,0.123
822474000000,0.139
822477600000,0.186
822481200000,0.264
822484800000,0.359
822488400000,0.4
822492000000,0.442
822495600000,0.43
822499200000,0.41
822502800000,0.416
822506400000,0.425
822510000000,0.427
822513600000,0.41
822517200000,0.397
822520800000,0.377
822524400000,0.376
822528000000,0.544
822531600000,0.684
822535200000,0.729
822538800000,0.72
822542400000,0.674
822546000000,0.635
822549600000,0.59
822553200000,0.512
822556800000,0.364
822560400000,0.323
822564000000,0.345
822567600000,0.37
822571200000,0.378
822574800000,0.374
822578400000,0.361
822582000000,0.337
822585600000,0.301
822589200000,0.28
822592800000,0.287
822596400000,0.288
822600000000,0.316
822603600000,0.28
822607200000,0.245
822610800000,0.231
822614400000,0.36
822618000000,0.468
822621600000,0.506
822625200000,0.527
822628800000,0.51
822632400000,0.468
822636000000,0.398
822639600000,0.314
822643200000,0.245
822646800000,0.264
822650400000,0.3
822654000000,0.318
822657600000,0.343
822661200000,0.368
822664800000,0.415
822668400000,0.466
822672000000,0.492
822675600000,0.518
822679200000,0.52
822682800000,0.476
822686400000,0.444
822690000000,0.438
822693600000,0.416
822697200000,0.384
822700800000,0.454
822704400000,0.466
822708000000,0.458
822711600000,0.422
822715200000,0.376
822718800000,0.346
822722400000,0.334
822726000000,0.286
822729600000,0.188
822733200000,0.185
822736800000,0.213
822740400000,0.231
822744000000,0.266
822747600000,0.316
822751200000,0.359
822754800000,0.367
822758400000,0.386
822762000000,0.374
822765600000,0.367
822769200000,0.379
822772800000,0.386
822776400000,0.398
822780000000,0.381
822783600000,0.44
822787200000,0.58
822790800000,0.644
822794400000,0.674
822798000000,0.666
822801600000,0.629
822805200000,0.578
822808800000,0.491
822812400000,0.366
822816000000,0.252
822819600000,0.243
822823200000,0.332
822826800000,0.412
822830400000,0.447
822834000000,0.456
822837600000,0.457
822841200000,0.435
822844800000,0.401
822848400000,0.371
822852000000,0.359
822855600000,0.362
822859200000,0.376
822862800000,0.39
