,B1
820454400000,0.71
820458000000,0.727
820461600000,0.72
820465200000,0.704
820468800000,0.675
820472400000,0.639
820476000000,0.639
820479600000,0.666
820483200000,0.682
820486800000,0.697
820490400000,0.711
820494000000,0.723
820497600000,0.725
820501200000,0.713
820504800000,0.697
820508400000,0.683
820512000000,0.678
820515600000,0.668
820519200000,0.673
820522800000,0.679
820526400000,0.683
820530000000,0.677
820533600000,0.658
820537200000,0.652
820540800000,0.695
820544400000,0.733
820548000000,0.759
820551600000,0.754
820555200000,0.739
820558800000,0.731
820562400000,0.726
820566000000,0.702
820569600000,0.663
820573200000,0.627
820576800000,0.607
820580400000,0.601
820584000000,0.569
820587600000,0.532
820591200000,0.503
820594800000,0.519
820598400000,0.538
820602000000,0.556
820605600000,0.58
820609200000,0.601
820612800000,0.619
820616400000,0.624
820620000000,0.6
820623600000,0.59
820627200000,0.592
820630800000,0.562
820634400000,0.51
820638000000,0.432
820641600000,0.362
820645200000,0.302
820648800000,0.266
820652400000,0.239
820656000000,0.202
820659600000,0.2
820663200000,0.212
820666800000,0.205
820670400000,0.208
820674000000,0.231
820677600000,0.27
820681200000,0.323
820684800000,0.384
820688400000,0.444
820692000000,0.504
820695600000,0.538
820699200000,0.556
820702800000,0.613
820706400000,0.695
820710000000,0.771
820713600000,0.829
820717200000,0.856
820720800000,0.858
820724400000,0.84
820728000000,0.828
820731600000,0.813
820735200000,0.794
820738800000,0.748
820742400000,0.698
820746000000,0.672
820749600000,0.681
820753200000,0.701
820756800000,0.696
820760400000,0.68
820764000000,0.648
820767600000,0.608
820771200000,0.591
820774800000,0.59
820778400000,0.586
820782000000,0.564
820785600000,0.554
820789200000,0.566
820792800000,0.566
820796400000,0.589
820800000000,0.655
820803600000,0.704
820807200000,0.712
820810800000,0.7
820814400000,0.672
820818000000,0.633
820821600000,0.583
820825200000,0.532
820828800000,0.508
820832400000,0.539
820836000000,0.564
820839600000,0.568
820843200000,0.544
820846800000,0.498
820850400000,0.471
820854000000,0.447
820857600000,0.51
820861200000,0.539
820864800000,0.469
820868400000,0.438
820872000000,0.433
820875600000,0.437
820879200000,0.438
820882800000,0.42
820886400000,0.514
820890000000,0.613
820893600000,0.663
820897200000,0.685
820900800000,0.682
820904400000,0.676
820908000000,0.66
820911600000,0.655
820915200000,0.605
820918800000,0.556
820922400000,0.466
820926000000,0.42
820929600000,0.372
820933200000,0.339
820936800000,0.367
820940400000,0.391
820944000000,0.415
820947600000,0.421
820951200000,0.436
820954800000,0.456
820958400000,0.47
820962000000,0.468
820965600000,0.455
820969200000,0.547
820972800000,0.708
820976400000,0.792
820980000000,0.84
820983600000,0.868
820987200000,0.874
820990800000,0.856
820994400000,0.799
820998000000,0.674
821001600000,0.508
821005200000,0.395
821008800000,0.277
821012400000,0.199
821016000000,0.163
821019600000,0.139
821023200000,0.136
821026800000,0.16
821030400000,0.199
821034000000,0.216
821037600000,0.227
821041200000,0.226
821044800000,0.22
821048400000,0.208
821052000000,0.204
821055600000,0.216
821059200000,0.296
821062800000,0.407
821066400000,0.491
821070000000,0.54
821073600000,0.547
821077200000,0.522
821080800000,0.479
821084400000,0.404
821088000000,0.341
821091600000,0.31
821095200000,0.3
821098800000,0.3
821102400000,0.292
821106000000,0.302
821109600000,0.3
821113200000,0.283
821116800000,0.314
821120400000,0.261
821124000000,0.179
821127600000,0.099
821131200000,0.069
821134800000,0.16
821138400000,0.479
821142000000,0.755
821145600000,0.871
821149200000,0.915
821152800000,0.903
821156400000,0.873
821160000000,0.886
821163600000,0.919
821167200000,0.924
821170800000,0.856
821174400000,0.76
821178000000,0.715
821181600000,0.697
821185200000,0.677
821188800000,0.639
821192400000,0.574
821196000000,0.516
821199600000,0.476
821203200000,0.442
821206800000,0.413
821210400000,0.394
821214000000,0.389
821217600000,0.39
821221200000,0.404
821224800000,0.41
821228400000,0.454
821232000000,0.568
821235600000,0.674
821239200000,0.735
821242800000,0.752
821246400000,0.752
821250000000,0.739
821253600000,0.7
821257200000,0.618
821260800000,0.532
821264400000,0.511
821268000000,0.492
821271600000,0.494
821275200000,0.479
821278800000,0.467
821282400000,0.459
821286000000,0.464
821289600000,0.47
821293200000,0.479
821296800000,0.491
821300400000,0.502
821304000000,0.525
821307600000,0.547
821311200000,0.579
821314800000,0.638
821318400000,0.715
821322000000,0.772
821325600000,0.789
821329200000,0.781
821332800000,0.773
821336400000,0.739
821340000000,0.663
821343600000,0.59
821347200000,0.51
821350800000,0.479
821354400000,0.464
821358000000,0.459
821361600000,0.459
821365200000,0.435
821368800000,0.392
821372400000,0.376
821376000000,0.407
821379600000,0.438
821383200000,0.456
821386800000,0.466
821390400000,0.489
821394000000,0.481
821397600000,0.458
821401200000,0.433
821404800000,0.486
821408400000,0.558
821412000000,0.602
821415600000,0.578
821419200000,0.554
821422800000,0.544
821426400000,0.521
821430000000,0.482
821433600000,0.484
821437200000,0.525
821440800000,0.576
821444400000,0.606
821448000000,0.62
821451600000,0.586
821455200000,0.515
821458800000,0.472
821462400000,0.46
821466000000,0.442
821469600000,0.436
821473200000,0.425
821476800000,0.413
821480400000,0.379
821484000000,0.343
821487600000,0.33
821491200000,0.382
821494800000,0.432
821498400000,0.441
821502000000,0.421
821505600000,0.402
821509200000,0.422
821512800000,0.446
821516400000,0.398
821520000000,0.328
821523600000,0.276
821527200000,0.236
