,Py2
820454400000,0.724
820458000000,0.733
820461600000,0.72
820465200000,0.707
820468800000,0.684
820472400000,0.646
820476000000,0.606
820479600000,0.557
820483200000,0.511
820486800000,0.542
820490400000,0.63
820494000000,0.668
820497600000,0.679
820501200000,0.667
820504800000,0.679
820508400000,0.678
820512000000,0.679
820515600000,0.642
820519200000,0.619
820522800000,0.605
820526400000,0.599
820530000000,0.605
820533600000,0.601
820537200000,0.598
820540800000,0.744
820544400000,0.772
820548000000,0.768
820551600000,0.75
820555200000,0.724
820558800000,0.698
820562400000,0.675
820566000000,0.619
820569600000,0.507
820573200000,0.443
820576800000,0.456
820580400000,0.481
820584000000,0.517
820587600000,0.539
820591200000,0.519
820594800000,0.501
820598400000,0.523
820602000000,0.531
820605600000,0.53
820609200000,0.544
820612800000,0.562
820616400000,0.574
820620000000,0.565
820623600000,0.547
820627200000,0.686
820630800000,0.672
820634400000,0.613
820638000000,0.547
820641600000,0.488
820645200000,0.442
820648800000,0.383
820652400000,0.289
820656000000,0.176
820659600000,0.162
820663200000,0.227
820666800000,0.294
820670400000,0.314
820674000000,0.376
820677600000,0.41
820681200000,0.444
820684800000,0.504
820688400000,0.545
820692000000,0.588
820695600000,0.602
820699200000,0.62
820702800000,0.644
820706400000,0.667
820710000000,0.727
820713600000,0.862
820717200000,0.887
820720800000,0.887
820724400000,0.875
820728000000,0.857
820731600000,0.841
820735200000,0.827
820738800000,0.794
820742400000,0.695
820746000000,0.675
820749600000,0.687
820753200000,0.737
820756800000,0.759
820760400000,0.743
820764000000,0.705
820767600000,0.666
820771200000,0.635
820774800000,0.586
820778400000,0.574
820782000000,0.574
820785600000,0.559
820789200000,0.552
820792800000,0.541
820796400000,0.639
820800000000,0.786
820803600000,0.814
820807200000,0.815
820810800000,0.808
820814400000,0.785
820818000000,0.75
820821600000,0.708
820825200000,0.63
820828800000,0.467
820832400000,0.416
820836000000,0.455
820839600000,0.523
820843200000,0.586
820846800000,0.597
820850400000,0.583
820854000000,0.566
820857600000,0.544
820861200000,0.534
820864800000,0.534
820868400000,0.543
820872000000,0.558
820875600000,0.577
820879200000,0.597
820882800000,0.604
820886400000,0.776
820890000000,0.851
820893600000,0.871
820897200000,0.868
820900800000,0.853
820904400000,0.823
820908000000,0.775
820911600000,0.695
820915200000,0.58
820918800000,0.567
820922400000,0.586
820926000000,0.615
820929600000,0.63
820933200000,0.63
820936800000,0.633
820940400000,0.648
820944000000,0.653
820947600000,0.655
820951200000,0.655
820954800000,0.656
820958400000,0.661
820962000000,0.674
820965600000,0.677
820969200000,0.708
820972800000,0.842
820976400000,0.89
820980000000,0.906
820983600000,0.906
820987200000,0.893
820990800000,0.87
820994400000,0.838
820998000000,0.758
821001600000,0.588
821005200000,0.524
821008800000,0.491
821012400000,0.506
821016000000,0.519
821019600000,0.544
821023200000,0.555
821026800000,0.567
821030400000,0.574
821034000000,0.568
821037600000,0.556
821041200000,0.538
821044800000,0.542
821048400000,0.521
821052000000,0.501
821055600000,0.494
821059200000,0.615
821062800000,0.666
821066400000,0.676
821070000000,0.666
821073600000,0.64
821077200000,0.602
821080800000,0.566
821084400000,0.508
821088000000,0.369
821091600000,0.361
821095200000,0.4
821098800000,0.425
821102400000,0.454
821106000000,0.516
821109600000,0.544
821113200000,0.553
821116800000,0.558
821120400000,0.653
821124000000,0.661
821127600000,0.707
821131200000,0.772
821134800000,0.831
821138400000,0.865
821142000000,0.888
821145600000,0.917
821149200000,0.931
821152800000,0.936
821156400000,0.929
821160000000,0.92
821163600000,0.919
821167200000,0.906
821170800000,0.85
821174400000,0.792
821178000000,0.788
821181600000,0.797
821185200000,0.782
821188800000,0.748
821192400000,0.675
821196000000,0.615
821199600000,0.566
821203200000,0.547
821206800000,0.538
821210400000,0.535
821214000000,0.512
821217600000,0.501
821221200000,0.523
821224800000,0.566
821228400000,0.587
821232000000,0.782
821235600000,0.865
821239200000,0.886
821242800000,0.883
821246400000,0.865
821250000000,0.838
821253600000,0.806
821257200000,0.734
821260800000,0.587
821264400000,0.538
821268000000,0.541
821271600000,0.578
821275200000,0.604
821278800000,0.624
821282400000,0.643
821286000000,0.646
821289600000,0.625
821293200000,0.586
821296800000,0.6
821300400000,0.624
821304000000,0.623
821307600000,0.615
821311200000,0.601
821314800000,0.646
821318400000,0.8
821322000000,0.845
821325600000,0.855
821329200000,0.852
821332800000,0.837
821336400000,0.813
821340000000,0.765
821343600000,0.659
821347200000,0.505
821350800000,0.5
821354400000,0.55
821358000000,0.604
821361600000,0.636
821365200000,0.653
821368800000,0.678
821372400000,0.694
821376000000,0.7
821379600000,0.699
821383200000,0.695
821386800000,0.689
821390400000,0.682
821394000000,0.679
821397600000,0.668
821401200000,0.677
821404800000,0.791
821408400000,0.833
821412000000,0.844
821415600000,0.835
821419200000,0.812
821422800000,0.765
821426400000,0.694
821430000000,0.58
821433600000,0.484
821437200000,0.524
821440800000,0.591
821444400000,0.655
821448000000,0.687
821451600000,0.689
821455200000,0.673
821458800000,0.658
821462400000,0.65
821466000000,0.655
821469600000,0.661
821473200000,0.655
821476800000,0.648
821480400000,0.667
821484000000,0.676
821487600000,0.674
821491200000,0.777
821494800000,0.83
821498400000,0.85
821502000000,0.855
821505600000,0.833
821509200000,0.779
821512800000,0.702
821516400000,0.571
821520000000,0.48
821523600000,0.502
821527200000,0.522
821530800000,0.55
821534400000,0.508
821538000000,0.523
821541600000,0.568
821545200000,0.544
821548800000,0.525
821552400000,0.546
821556000000,0.558
821559600000,0.574
821563200000,0.528
821566800000,0.449
821570400000,0.445
821574000000,0.425
821577600000,0.422
821581200000,0.528
821584800000,0.568
821588400000,0.551
821592000000,0.484
821595600000,0.365
821599200000,0.241
821602800000,0.15
821606400000,0.092
821610000000,0.106
821613600000,0.144
821617200000,0.191
821620800000,0.253
821624400000,0.295
821628000000,0.341
821631600000,0.347
821635200000,0.337
821638800000,0.301
821642400000,0.296
821646000000,0.347
821649600000,0.334
821653200000,0.334
821656800000,0.328
821660400000,0.3
821664000000,0.317
821667600000,0.348
821671200000,0.313
821674800000,0.241
821678400000,0.178
821682000000,0.135
821685600000,0.111
821689200000,0.089
821692800000,0.073
821696400000,0.09
821700000000,0.132
821703600000,0.147
821707200000,0.145
821710800000,0.14
821714400000,0.14
821718000000,0.148
821721600000,0.134
821725200000,0.136
821728800000,0.159
821732400000,0.18
821736000000,0.176
821739600000,0.178
821743200000,0.171
821746800000,0.141
821750400000,0.17
821754000000,0.178
821757600000,0.143
821761200000,0.1
821764800000,0.073
821768400000,0.098
821772000000,0.165
821775600000,0.191
821779200000,0.155
821782800000,0.145
821786400000,0.184
821790000000,0.223
821793600000,0.294
821797200000,0.413
821800800000,0.499
821804400000,0.552
821808000000,0.561
821811600000,0.541
821815200000,0.525
821818800000,0.521
821822400000,0.506
821826000000,0.492
821829600000,0.454
821833200000,0.507
821836800000,0.638
821840400000,0.686
821844000000,0.687
821847600000,0.68
821851200000,0.666
821854800000,0.639
821858400000,0.612
821862000000,0.556
821865600000,0.391
821869200000,0.332
821872800000,0.352
821876400000,0.41
821880000000,0.532
821883600000,0.608
821887200000,0.63
821890800000,0.624
821894400000,0.622
821898000000,0.624
821901600000,0.639
821905200000,0.651
821908800000,0.657
821912400000,0.655
821916000000,0.634
821919600000,0.683
821923200000,0.777
821926800000,0.785
821930400000,0.778
821934000000,0.775
821937600000,0.77
821941200000,0.762
821944800000,0.752
821948400000,0.714
821952000000,0.593
821955600000,0.542
821959200000,0.529
821962800000,0.529
821966400000,0.516
821970000000,0.495
821973600000,0.46
821977200000,0.436
821980800000,0.413
821984400000,0.454
821988000000,0.449
821991600000,0.434
821995200000,0.419
821998800000,0.391
822002400000,0.422
822006000000,0.446
822009600000,0.582
822013200000,0.61
822016800000,0.592
822020400000,0.546
822024000000,0.494
822027600000,0.453
822031200000,0.407
822034800000,0.327
822038400000,0.228
822042000000,0.256
822045600000,0.29
822049200000,0.278
822052800000,0.227
822056400000,0.183
822060000000,0.152
822063600000,0.144
822067200000,0.142
822070800000,0.163
822074400000,0.229
822078000000,0.241
822081600000,0.28
822085200000,0.291
822088800000,0.291
822092400000,0.261
822096000000,0.254
822099600000,0.259
822103200000,0.255
822106800000,0.216
822110400000,0.187
822114000000,0.178
822117600000,0.155
822121200000,0.133
822124800000,0.108
822128400000,0.133
822132000000,0.188
822135600000,0.272
822139200000,0.365
822142800000,0.447
822146400000,0.494
822150000000,0.514
822153600000,0.546
822157200000,0.565
822160800000,0.59
822164400000,0.598
822168000000,0.586
822171600000,0.51
822175200000,0.428
822178800000,0.358
822182400000,0.516
822186000000,0.652
822189600000,0.71
822193200000,0.701
822196800000,0.669
822200400000,0.625
822204000000,0.568
822207600000,0.483
822211200000,0.463
822214800000,0.516
822218400000,0.543
822222000000,0.547
822225600000,0.514
822229200000,0.476
822232800000,0.441
822236400000,0.425
822240000000,0.409
822243600000,0.393
822247200000,0.381
822250800000,0.379
822254400000,0.426
822258000000,0.437
822261600000,0.432
822265200000,0.532
822268800000,0.651
822272400000,0.674
822276000000,0.644
822279600000,0.584
822283200000,0.519
822286800000,0.468
822290400000,0.422
822294000000,0.362
822297600000,0.229
822301200000,0.19
822304800000,0.187
822308400000,0.185
822312000000,0.204
822315600000,0.225
822319200000,0.237
822322800000,0.228
822326400000,0.223
822330000000,0.216
822333600000,0.205
822337200000,0.214
822340800000,0.21
822344400000,0.205
822348000000,0.2
822351600000,0.17
822355200000,0.253
822358800000,0.278
822362400000,0.275
822366000000,0.266
822369600000,0.265
822373200000,0.272
822376800000,0.27
822380400000,0.294
822384000000,0.284
822387600000,0.276
822391200000,0.289
822394800000,0.282
822398400000,0.278
822402000000,0.287
822405600000,0.299
822409200000,0.272
822412800000,0.226
822416400000,0.201
822420000000,0.184
822423600000,0.164
822427200000,0.168
822430800000,0.2
822434400000,0.213
822438000000,0.207
822441600000,0.261
822445200000,0.284
822448800000,0.29
822452400000,0.273
822456000000,0.236
822459600000,0.204
822463200000,0.172
822466800000,0.138
822470400000,0.102
822474000000,0.125
822477600000,0.178
822481200000,0.25
822484800000,0.352
822488400000,0.394
822492000000,0.403
822495600000,0.403
822499200000,0.39
822502800000,0.419
822506400000,0.426
822510000000,0.433
822513600000,0.425
822517200000,0.407
822520800000,0.383
822524400000,0.364
822528000000,0.488
822531600000,0.624
822535200000,0.678
822538800000,0.683
822542400000,0.644
822546000000,0.618
822549600000,0.589
822553200000,0.527
822556800000,0.391
822560400000,0.346
822564000000,0.381
822567600000,0.41
822571200000,0.413
822574800000,0.407
822578400000,0.38
822582000000,0.343
822585600000,0.312
822589200000,0.314
822592800000,0.325
822596400000,0.32
822600000000,0.311
822603600000,0.294
822607200000,0.286
822610800000,0.295
822614400000,0.459
822618000000,0.558
822621600000,0.591
822625200000,0.599
822628800000,0.561
822632400000,0.495
822636000000,0.393
822639600000,0.3
822643200000,0.296
822646800000,0.367
822650400000,0.391
822654000000,0.393
822657600000,0.411
822661200000,0.432
822664800000,0.432
822668400000,0.442
822672000000,0.452
822675600000,0.485
822679200000,0.507
822682800000,0.466
822686400000,0.422
822690000000,0.422
822693600000,0.401
822697200000,0.352
822700800000,0.457
822704400000,0.499
822708000000,0.501
822711600000,0.467
822715200000,0.42
822718800000,0.386
822722400000,0.363
822726000000,0.3
822729600000,0.19
822733200000,0.176
822736800000,0.201
822740400000,0.217
822744000000,0.267
822747600000,0.328
822751200000,0.386
822754800000,0.4
822758400000,0.444
822762000000,0.438
822765600000,0.429
822769200000,0.43
822772800000,0.431
822776400000,0.432
822780000000,0.391
822783600000,0.462
822787200000,0.623
822790800000,0.688
822794400000,0.715
822798000000,0.708
822801600000,0.685
822805200000,0.658
822808800000,0.599
822812400000,0.484
822816000000,0.343
822819600000,0.332
822823200000,0.428
822826800000,0.488
822830400000,0.494
822834000000,0.488
822837600000,0.471
822841200000,0.459
822844800000,0.436
822848400000,0.411
822852000000,0.398
822855600000,0.413
822859200000,0.42
822862800000,0.428
822866400000,0.437
822870000000,0.443
822873600000,0.61
822877200000,0.694
822880800000,0.713
822884400000,0.721
822888000000,0.718
822891600000,0.703
822895200000,0.672
822898800000,0.582
822902400000,0.471
822906000000,0.471
822909600000,0.481
822913200000,0.513
822916800000,0.507
822920400000,0.495
822924000000,0.464
822927600000,0.439
822931200000,0.445
822934800000,0.448
822938400000,0.482
822942000000,0.527
822945600000,0.558
822949200000,0.568
822952800000,0.567
822956400000,0.62
822960000000,0.739
822963600000,0.789
822967200000,0.8
822970800000,0.797
822974400000,0.791
822978000000,0.781
822981600000,0.771
822985200000,0.744
822988800000,0.635
822992400000,0.578
822996000000,0.613
822999600000,0.632
823003200000,0.643
823006800000,0.635
823010400000,0.599
823014000000,0.582
823017600000,0.592
823021200000,0.622
823024800000,0.655
823028400000,0.692
823032000000,0.718
823035600000,0.715
823039200000,0.683
823042800000,0.744
823046400000,0.841
823050000000,0.877
823053600000,0.882
823057200000,0.884
823060800000,0.877
823064400000,0.866
823068000000,0.84
823071600000,0.786
823075200000,0.659
823078800000,0.601
823082400000,0.613
823086000000,0.638
823089600000,0.664
823093200000,0.666
823096800000,0.658
823100400000,0.658
823104000000,0.661
823107600000,0.663
823111200000,0.664
823114800000,0.666
823118400000,0.671
823122000000,0.673
823125600000,0.65
823129200000,0.687
823132800000,0.781
823136400000,0.799
823140000000,0.788
823143600000,0.767
823147200000,0.74
823150800000,0.702
823154400000,0.648
823158000000,0.556
823161600000,0.388
823165200000,0.322
823168800000,0.358
823172400000,0.431
823176000000,0.51
823179600000,0.566
823183200000,0.603
823186800000,0.601
823190400000,0.574
823194000000,0.556
823197600000,0.566
823201200000,0.56
823204800000,0.55
823208400000,0.532
823212000000,0.532
823215600000,0.656
823219200000,0.793
823222800000,0.851
823226400000,0.873
823230000000,0.875
823233600000,0.871
823237200000,0.87
823240800000,0.872
823244400000,0.858
823248000000,0.796
823251600000,0.799
823255200000,0.856
823258800000,0.899
823262400000,0.922
823266000000,0.929
823269600000,0.927
823273200000,0.913
823276800000,0.899
823280400000,0.887
823284000000,0.884
823287600000,0.897
823291200000,0.905
823294800000,0.912
823298400000,0.917
823302000000,0.942
823305600000,0.974
823309200000,0.983
823312800000,0.984
823316400000,0.982
823320000000,0.979
823323600000,0.972
823327200000,0.961
823330800000,0.941
823334400000,0.886
823338000000,0.841
823341600000,0.849
823345200000,0.852
823348800000,0.84
823352400000,0.831
823356000000,0.834
823359600000,0.847
823363200000,0.849
823366800000,0.838
823370400000,0.824
823374000000,0.795
823377600000,0.8
823381200000,0.823
823384800000,0.832
823388400000,0.856
823392000000,0.891
823395600000,0.887
823399200000,0.875
823402800000,0.858
823406400000,0.835
823410000000,0.812
823413600000,0.799
823417200000,0.775
823420800000,0.684
823424400000,0.63
823428000000,0.658
823431600000,0.692
823435200000,0.657
823438800000,0.656
823442400000,0.649
823446000000,0.633
823449600000,0.619
823453200000,0.609
823456800000,0.59
823460400000,0.586
823464000000,0.586
823467600000,0.594
823471200000,0.602
823474800000,0.646
823478400000,0.795
823482000000,0.853
823485600000,0.856
823489200000,0.832
823492800000,0.808
823496400000,0.791
823500000000,0.781
823503600000,0.768
823507200000,0.711
823510800000,0.677
823514400000,0.687
823518000000,0.746
823521600000,0.756
823525200000,0.732
823528800000,0.748
823532400000,0.77
823536000000,0.798
823539600000,0.809
823543200000,0.811
823546800000,0.813
823550400000,0.816
823554000000,0.81
823557600000,0.821
823561200000,0.853
823564800000,0.918
823568400000,0.951
823572000000,0.963
823575600000,0.966
823579200000,0.963
823582800000,0.956
823586400000,0.948
823590000000,0.936
823593600000,0.885
823597200000,0.83
823600800000,0.842
823604400000,0.855
823608000000,0.857
823611600000,0.863
823615200000,0.878
823618800000,0.887
823622400000,0.881
823626000000,0.871
823629600000,0.859
823633200000,0.857
823636800000,0.865
823640400000,0.874
823644000000,0.877
823647600000,0.912
823651200000,0.951
823654800000,0.961
823658400000,0.963
823662000000,0.959
823665600000,0.948
823669200000,0.93
823672800000,0.901
823676400000,0.834
823680000000,0.714
823683600000,0.695
823687200000,0.736
823690800000,0.777
823694400000,0.801
823698000000,0.823
823701600000,0.831
823705200000,0.817
823708800000,0.8
823712400000,0.785
823716000000,0.777
823719600000,0.788
823723200000,0.795
823726800000,0.785
823730400000,0.767
823734000000,0.762
823737600000,0.839
823741200000,0.868
823744800000,0.867
823748400000,0.852
823752000000,0.823
823755600000,0.766
823759200000,0.677
823762800000,0.571
823766400000,0.409
823770000000,0.325
823773600000,0.328
823777200000,0.32
823780800000,0.323
823784400000,0.364
823788000000,0.413
823791600000,0.384
823795200000,0.307
823798800000,0.243
823802400000,0.211
