,Mn8
1325376000000,0.151
1325379600000,0.194
1325383200000,0.204
1325386800000,0.192
1325390400000,0.177
1325394000000,0.155
1325397600000,0.14
1325401200000,0.127
1325404800000,0.1
1325408400000,0.081
1325412000000,0.066
1325415600000,0.058
1325419200000,0.049
1325422800000,0.04
1325426400000,0.03
1325430000000,0.016
1325433600000,0.012
1325437200000,0.014
1325440800000,0.014
1325444400000,0.01
1325448000000,0.007
1325451600000,0.009
1325455200000,0.01
1325458800000,0.036
1325462400000,0.08
1325466000000,0.115
1325469600000,0.14
1325473200000,0.135
1325476800000,0.12
1325480400000,0.109
1325484000000,0.105
1325487600000,0.121
1325491200000,0.133
1325494800000,0.122
1325498400000,0.095
1325502000000,0.08
1325505600000,0.077
1325509200000,0.064
1325512800000,0.043
1325516400000,0.033
1325520000000,0.029
1325523600000,0.027
1325527200000,0.03
1325530800000,0.039
1325534400000,0.053
1325538000000,0.064
1325541600000,0.06
1325545200000,0.088
1325548800000,0.115
1325552400000,0.118
1325556000000,0.105
1325559600000,0.09
1325563200000,0.086
1325566800000,0.085
1325570400000,0.086
1325574000000,0.089
1325577600000,0.084
1325581200000,0.09
1325584800000,0.101
1325588400000,0.106
1325592000000,0.106
1325595600000,0.103
1325599200000,0.103
1325602800000,0.098
1325606400000,0.087
1325610000000,0.067
1325613600000,0.046
1325617200000,0.031
1325620800000,0.02
1325624400000,0.015
1325628000000,0.016
1325631600000,0.025
1325635200000,0.056
1325638800000,0.087
1325642400000,0.117
1325646000000,0.122
1325649600000,0.11
1325653200000,0.102
1325656800000,0.101
1325660400000,0.091
1325664000000,0.076
1325667600000,0.076
1325671200000,0.081
1325674800000,0.087
1325678400000,0.08
1325682000000,0.07
1325685600000,0.06
1325689200000,0.054
1325692800000,0.05
1325696400000,0.045
1325700000000,0.037
1325703600000,0.035
1325707200000,0.045
1325710800000,0.061
1325714400000,0.08
1325718000000,0.111
1325721600000,0.147
1325725200000,0.179
1325728800000,0.205
1325732400000,0.201
1325736000000,0.177
1325739600000,0.146
1325743200000,0.122
1325746800000,0.103
1325750400000,0.086
1325754000000,0.071
1325757600000,0.055
1325761200000,0.045
1325764800000,0.038
1325768400000,0.036
1325772000000,0.036
1325775600000,0.061
1325779200000,0.101
1325782800000,0.136
1325786400000,0.161
1325790000000,0.184
1325793600000,0.205
1325797200000,0.178
1325800800000,0.147
1325804400000,0.126
1325808000000,0.194
1325811600000,0.238
1325815200000,0.241
1325818800000,0.223
1325822400000,0.2
1325826000000,0.171
1325829600000,0.152
1325833200000,0.152
1325836800000,0.152
1325840400000,0.15
1325844000000,0.142
1325847600000,0.124
1325851200000,0.11
1325854800000,0.101
1325858400000,0.077
1325862000000,0.052
1325865600000,0.031
1325869200000,0.017
1325872800000,0.013
1325876400000,0.015
1325880000000,0.02
1325883600000,0.03
1325887200000,0.044
1325890800000,0.094
1325894400000,0.155
1325898000000,0.181
1325901600000,0.169
1325905200000,0.165
1325908800000,0.19
1325912400000,0.225
1325916000000,0.249
1325919600000,0.252
1325923200000,0.231
1325926800000,0.235
1325930400000,0.251
1325934000000,0.281
1325937600000,0.263
1325941200000,0.272
1325944800000,0.294
1325948400000,0.267
1325952000000,0.207
1325955600000,0.167
1325959200000,0.155
1325962800000,0.157
1325966400000,0.171
1325970000000,0.174
1325973600000,0.148
1325977200000,0.169
1325980800000,0.182
1325984400000,0.154
1325988000000,0.122
1325991600000,0.112
1325995200000,0.124
1325998800000,0.136
1326002400000,0.142
1326006000000,0.144
1326009600000,0.175
1326013200000,0.233
1326016800000,0.245
1326020400000,0.168
1326024000000,0.11
1326027600000,0.085
1326031200000,0.084
1326034800000,0.089
1326038400000,0.102
1326042000000,0.121
1326045600000,0.124
1326049200000,0.119
1326052800000,0.121
1326056400000,0.138
1326060000000,0.155
1326063600000,0.208
1326067200000,0.296
1326070800000,0.494
1326074400000,0.591
1326078000000,0.547
1326081600000,0.474
1326085200000,0.514
1326088800000,0.568
1326092400000,0.576
1326096000000,0.547
1326099600000,0.525
1326103200000,0.499
1326106800000,0.49
1326110400000,0.501
1326114000000,0.51
1326117600000,0.494
1326121200000,0.462
1326124800000,0.413
1326128400000,0.397
1326132000000,0.393
1326135600000,0.372
1326139200000,0.362
1326142800000,0.344
1326146400000,0.32
1326150000000,0.276
1326153600000,0.283
1326157200000,0.267
1326160800000,0.231
1326164400000,0.209
1326168000000,0.214
1326171600000,0.218
1326175200000,0.207
1326178800000,0.189
1326182400000,0.147
1326186000000,0.128
1326189600000,0.133
1326193200000,0.15
1326196800000,0.164
1326200400000,0.171
1326204000000,0.167
1326207600000,0.169
1326211200000,0.167
1326214800000,0.158
1326218400000,0.157
1326222000000,0.16
1326225600000,0.16
1326229200000,0.144
1326232800000,0.115
1326236400000,0.117
1326240000000,0.119
1326243600000,0.114
1326247200000,0.114
1326250800000,0.126
1326254400000,0.147
1326258000000,0.145
1326261600000,0.118
1326265200000,0.106
1326268800000,0.127
1326272400000,0.163
1326276000000,0.196
1326279600000,0.188
1326283200000,0.165
1326286800000,0.149
1326290400000,0.127
1326294000000,0.096
1326297600000,0.063
1326301200000,0.042
1326304800000,0.035
1326308400000,0.038
1326312000000,0.032
1326315600000,0.015
1326319200000,0.008
1326322800000,0.008
1326326400000,0.045
1326330000000,0.061
1326333600000,0.061
1326337200000,0.064
1326340800000,0.075
1326344400000,0.092
1326348000000,0.106
1326351600000,0.113
1326355200000,0.118
1326358800000,0.114
1326362400000,0.115
1326366000000,0.114
1326369600000,0.112
1326373200000,0.109
1326376800000,0.124
1326380400000,0.136
1326384000000,0.133
1326387600000,0.152
1326391200000,0.168
1326394800000,0.175
1326398400000,0.182
1326402000000,0.161
1326405600000,0.12
1326409200000,0.132
1326412800000,0.142
1326416400000,0.124
1326420000000,0.103
1326423600000,0.094
1326427200000,0.097
1326430800000,0.103
1326434400000,0.111
1326438000000,0.096
1326441600000,0.077
1326445200000,0.073
1326448800000,0.101
1326452400000,0.171
1326456000000,0.294
1326459600000,0.368
1326463200000,0.41
1326466800000,0.43
1326470400000,0.4
1326474000000,0.352
1326477600000,0.349
1326481200000,0.326
1326484800000,0.277
1326488400000,0.208
1326492000000,0.129
1326495600000,0.115
1326499200000,0.119
1326502800000,0.115
1326506400000,0.114
1326510000000,0.093
1326513600000,0.073
1326517200000,0.057
1326520800000,0.048
1326524400000,0.085
1326528000000,0.175
1326531600000,0.261
1326535200000,0.285
1326538800000,0.226
1326542400000,0.208
1326546000000,0.191
1326549600000,0.163
1326553200000,0.149
1326556800000,0.117
1326560400000,0.103
1326564000000,0.088
1326567600000,0.068
1326571200000,0.086
1326574800000,0.121
1326578400000,0.12
1326582000000,0.092
1326585600000,0.076
1326589200000,0.061
1326592800000,0.045
1326596400000,0.035
1326600000000,0.037
1326603600000,0.041
1326607200000,0.046
1326610800000,0.048
1326614400000,0.045
1326618000000,0.038
1326621600000,0.03
1326625200000,0.026
1326628800000,0.02
1326632400000,0.015
1326636000000,0.015
1326639600000,0.015
1326643200000,0.014
1326646800000,0.014
1326650400000,0.015
1326654000000,0.018
1326657600000,0.022
1326661200000,0.025
1326664800000,0.025
1326668400000,0.028
1326672000000,0.034
1326675600000,0.035
1326679200000,0.03
1326682800000,0.018
1326686400000,0.008
1326690000000,0.004
1326693600000,0.003
1326697200000,0.002
1326700800000,0.001
1326704400000,0.001
1326708000000,0.0
1326711600000,0.0
1326715200000,0.0
1326718800000,0.0
1326722400000,0.0
1326726000000,0.0
1326729600000,0.001
1326733200000,0.001
1326736800000,0.004
1326740400000,0.008
1326744000000,0.018
1326747600000,0.029
1326751200000,0.03
1326754800000,0.041
1326758400000,0.058
1326762000000,0.058
1326765600000,0.05
1326769200000,0.045
1326772800000,0.044
1326776400000,0.046
1326780000000,0.056
1326783600000,0.062
1326787200000,0.059
1326790800000,0.049
1326794400000,0.041
1326798000000,0.041
1326801600000,0.039
1326805200000,0.031
1326808800000,0.024
1326812400000,0.021
1326816000000,0.022
1326819600000,0.025
1326823200000,0.031
1326826800000,0.038
1326830400000,0.041
1326834000000,0.041
1326837600000,0.035
1326841200000,0.036
1326844800000,0.038
1326848400000,0.035
1326852000000,0.03
1326855600000,0.025
1326859200000,0.021
1326862800000,0.021
1326866400000,0.025
1326870000000,0.031
1326873600000,0.036
1326877200000,0.046
1326880800000,0.058
1326884400000,0.065
1326888000000,0.069
1326891600000,0.072
1326895200000,0.078
1326898800000,0.076
1326902400000,0.071
1326906000000,0.074
1326909600000,0.077
1326913200000,0.078
1326916800000,0.074
1326920400000,0.063
1326924000000,0.052
1326927600000,0.061
1326931200000,0.069
1326934800000,0.062
1326938400000,0.05
1326942000000,0.034
1326945600000,0.02
1326949200000,0.01
1326952800000,0.005
1326956400000,0.003
1326960000000,0.003
1326963600000,0.003
1326967200000,0.003
1326970800000,0.003
1326974400000,0.003
1326978000000,0.002
1326981600000,0.001
1326985200000,0.001
1326988800000,0.001
1326992400000,0.001
1326996000000,0.003
1326999600000,0.004
1327003200000,0.005
1327006800000,0.004
1327010400000,0.002
1327014000000,0.002
1327017600000,0.005
1327021200000,0.012
1327024800000,0.02
1327028400000,0.021
1327032000000,0.014
1327035600000,0.006
1327039200000,0.004
1327042800000,0.003
1327046400000,0.003
1327050000000,0.009
1327053600000,0.022
1327057200000,0.038
1327060800000,0.058
1327064400000,0.079
1327068000000,0.093
