,Mn7
883612800000,0.578
883616400000,0.552
883620000000,0.507
883623600000,0.458
883627200000,0.413
883630800000,0.391
883634400000,0.379
883638000000,0.362
883641600000,0.285
883645200000,0.179
883648800000,0.147
883652400000,0.148
883656000000,0.119
883659600000,0.113
883663200000,0.085
883666800000,0.089
883670400000,0.089
883674000000,0.097
883677600000,0.119
883681200000,0.142
883684800000,0.155
883688400000,0.169
883692000000,0.136
883695600000,0.312
883699200000,0.491
883702800000,0.531
883706400000,0.528
883710000000,0.509
883713600000,0.488
883717200000,0.463
883720800000,0.458
883724400000,0.445
883728000000,0.384
883731600000,0.264
883735200000,0.255
883738800000,0.321
883742400000,0.328
883746000000,0.357
883749600000,0.356
883753200000,0.338
883756800000,0.325
883760400000,0.355
883764000000,0.361
883767600000,0.381
883771200000,0.39
883774800000,0.368
883778400000,0.273
883782000000,0.343
883785600000,0.445
883789200000,0.428
883792800000,0.372
883796400000,0.329
883800000000,0.3
883803600000,0.269
883807200000,0.244
883810800000,0.22
883814400000,0.172
883818000000,0.11
883821600000,0.1
883825200000,0.099
883828800000,0.105
883832400000,0.118
883836000000,0.129
883839600000,0.144
883843200000,0.2
883846800000,0.204
883850400000,0.211
883854000000,0.22
883857600000,0.242
883861200000,0.259
883864800000,0.296
883868400000,0.363
883872000000,0.41
883875600000,0.357
883879200000,0.281
883882800000,0.228
883886400000,0.196
883890000000,0.186
883893600000,0.198
883897200000,0.221
883900800000,0.209
883904400000,0.177
883908000000,0.156
883911600000,0.156
883915200000,0.144
883918800000,0.147
883922400000,0.144
883926000000,0.142
883929600000,0.145
883933200000,0.185
883936800000,0.241
883940400000,0.281
883944000000,0.272
883947600000,0.245
883951200000,0.247
883954800000,0.444
883958400000,0.582
883962000000,0.575
883965600000,0.551
883969200000,0.532
883972800000,0.51
883976400000,0.487
883980000000,0.469
883983600000,0.43
883987200000,0.325
883990800000,0.207
883994400000,0.189
883998000000,0.178
884001600000,0.187
884005200000,0.227
884008800000,0.27
884012400000,0.276
884016000000,0.278
884019600000,0.274
884023200000,0.3
884026800000,0.333
884030400000,0.361
884034000000,0.377
884037600000,0.36
884041200000,0.522
884044800000,0.668
884048400000,0.695
884052000000,0.695
884055600000,0.671
884059200000,0.626
884062800000,0.586
884066400000,0.554
884070000000,0.503
884073600000,0.376
884077200000,0.234
884080800000,0.216
884084400000,0.233
884088000000,0.251
884091600000,0.262
884095200000,0.272
884098800000,0.259
884102400000,0.237
884106000000,0.232
884109600000,0.227
884113200000,0.245
884116800000,0.285
884120400000,0.313
884124000000,0.297
884127600000,0.364
884131200000,0.501
884134800000,0.523
884138400000,0.47
884142000000,0.479
884145600000,0.599
884149200000,0.741
884152800000,0.767
884156400000,0.712
884160000000,0.613
