,Py1
1546300800000,0.642
1546304400000,0.642
1546308000000,0.611
1546311600000,0.556
1546315200000,0.516
1546318800000,0.519
1546322400000,0.533
1546326000000,0.502
1546329600000,0.432
1546333200000,0.51
1546336800000,0.646
1546340400000,0.65
1546344000000,0.621
1546347600000,0.607
1546351200000,0.586
1546354800000,0.575
1546358400000,0.579
1546362000000,0.604
1546365600000,0.607
1546369200000,0.609
1546372800000,0.62
1546376400000,0.666
1546380000000,0.698
1546383600000,0.762
1546387200000,0.835
1546390800000,0.857
1546394400000,0.86
1546398000000,0.84
1546401600000,0.806
1546405200000,0.773
1546408800000,0.731
1546412400000,0.652
1546416000000,0.512
1546419600000,0.502
1546423200000,0.544
1546426800000,0.593
1546430400000,0.638
1546434000000,0.625
1546437600000,0.613
1546441200000,0.592
1546444800000,0.552
1546448400000,0.559
1546452000000,0.586
1546455600000,0.58
1546459200000,0.56
1546462800000,0.541
1546466400000,0.519
1546470000000,0.481
1546473600000,0.562
1546477200000,0.626
1546480800000,0.676
1546484400000,0.714
1546488000000,0.725
1546491600000,0.718
1546495200000,0.708
1546498800000,0.674
1546502400000,0.587
1546506000000,0.59
1546509600000,0.591
1546513200000,0.556
1546516800000,0.544
1546520400000,0.525
1546524000000,0.523
1546527600000,0.503
1546531200000,0.475
1546534800000,0.472
1546538400000,0.485
1546542000000,0.494
1546545600000,0.506
1546549200000,0.553
1546552800000,0.618
1546556400000,0.722
1546560000000,0.821
1546563600000,0.867
1546567200000,0.88
1546570800000,0.882
1546574400000,0.879
1546578000000,0.875
1546581600000,0.863
1546585200000,0.812
1546588800000,0.75
1546592400000,0.76
1546596000000,0.802
1546599600000,0.827
1546603200000,0.836
1546606800000,0.839
1546610400000,0.833
1546614000000,0.819
1546617600000,0.803
1546621200000,0.788
1546624800000,0.765
1546628400000,0.729
1546632000000,0.69
1546635600000,0.666
1546639200000,0.646
1546642800000,0.618
1546646400000,0.688
1546650000000,0.733
1546653600000,0.748
1546657200000,0.728
1546660800000,0.686
1546664400000,0.627
1546668000000,0.571
1546671600000,0.488
1546675200000,0.352
1546678800000,0.364
1546682400000,0.427
1546686000000,0.479
1546689600000,0.519
1546693200000,0.544
1546696800000,0.55
1546700400000,0.535
1546704000000,0.544
1546707600000,0.551
1546711200000,0.559
1546714800000,0.575
1546718400000,0.593
1546722000000,0.613
1546725600000,0.6
1546729200000,0.595
1546732800000,0.656
1546736400000,0.666
1546740000000,0.65
1546743600000,0.617
1546747200000,0.572
1546750800000,0.538
1546754400000,0.513
1546758000000,0.488
1546761600000,0.39
1546765200000,0.369
1546768800000,0.447
1546772400000,0.511
1546776000000,0.561
1546779600000,0.59
1546783200000,0.586
1546786800000,0.557
1546790400000,0.561
1546794000000,0.554
1546797600000,0.578
1546801200000,0.574
1546804800000,0.56
1546808400000,0.558
1546812000000,0.548
1546815600000,0.491
1546819200000,0.525
1546822800000,0.565
1546826400000,0.577
1546830000000,0.578
1546833600000,0.564
1546837200000,0.527
1546840800000,0.476
1546844400000,0.408
1546848000000,0.315
1546851600000,0.343
1546855200000,0.476
1546858800000,0.558
1546862400000,0.618
1546866000000,0.623
1546869600000,0.622
1546873200000,0.635
1546876800000,0.65
1546880400000,0.659
1546884000000,0.69
1546887600000,0.708
1546891200000,0.716
1546894800000,0.69
1546898400000,0.632
1546902000000,0.547
1546905600000,0.586
1546909200000,0.612
1546912800000,0.654
1546916400000,0.682
1546920000000,0.694
1546923600000,0.677
1546927200000,0.648
1546930800000,0.58
1546934400000,0.474
1546938000000,0.505
1546941600000,0.585
1546945200000,0.601
1546948800000,0.54
1546952400000,0.513
1546956000000,0.523
1546959600000,0.514
1546963200000,0.521
1546966800000,0.519
1546970400000,0.514
1546974000000,0.516
1546977600000,0.547
1546981200000,0.538
1546984800000,0.519
1546988400000,0.483
1546992000000,0.556
1546995600000,0.586
1546999200000,0.591
1547002800000,0.587
1547006400000,0.58
1547010000000,0.567
1547013600000,0.575
1547017200000,0.55
1547020800000,0.435
1547024400000,0.491
1547028000000,0.615
1547031600000,0.668
1547035200000,0.644
1547038800000,0.613
1547042400000,0.61
1547046000000,0.616
1547049600000,0.632
1547053200000,0.646
1547056800000,0.649
1547060400000,0.668
1547064000000,0.68
1547067600000,0.678
1547071200000,0.668
1547074800000,0.648
1547078400000,0.724
1547082000000,0.77
1547085600000,0.792
1547089200000,0.791
1547092800000,0.785
1547096400000,0.782
1547100000000,0.788
1547103600000,0.768
1547107200000,0.726
1547110800000,0.756
1547114400000,0.763
1547118000000,0.767
1547121600000,0.746
1547125200000,0.71
1547128800000,0.654
1547132400000,0.629
1547136000000,0.635
1547139600000,0.655
1547143200000,0.69
1547146800000,0.72
1547150400000,0.726
1547154000000,0.703
1547157600000,0.669
1547161200000,0.642
1547164800000,0.739
1547168400000,0.804
1547172000000,0.83
1547175600000,0.817
1547179200000,0.782
1547182800000,0.724
1547186400000,0.651
1547190000000,0.568
1547193600000,0.504
1547197200000,0.479
1547200800000,0.473
1547204400000,0.471
1547208000000,0.442
1547211600000,0.406
1547215200000,0.391
1547218800000,0.386
1547222400000,0.374
1547226000000,0.361
1547229600000,0.358
1547233200000,0.372
1547236800000,0.379
1547240400000,0.374
1547244000000,0.367
1547247600000,0.304
1547251200000,0.328
1547254800000,0.361
1547258400000,0.374
1547262000000,0.357
1547265600000,0.321
1547269200000,0.268
1547272800000,0.217
1547276400000,0.172
1547280000000,0.121
1547283600000,0.096
1547287200000,0.119
1547290800000,0.191
1547294400000,0.302
1547298000000,0.386
1547301600000,0.413
1547305200000,0.414
1547308800000,0.422
1547312400000,0.432
1547316000000,0.462
1547319600000,0.481
1547323200000,0.503
1547326800000,0.525
1547330400000,0.527
1547334000000,0.543
1547337600000,0.617
1547341200000,0.658
1547344800000,0.674
1547348400000,0.657
1547352000000,0.618
1547355600000,0.582
1547359200000,0.565
1547362800000,0.533
1547366400000,0.436
1547370000000,0.45
1547373600000,0.574
1547377200000,0.644
1547380800000,0.665
1547384400000,0.647
1547388000000,0.629
1547391600000,0.638
1547395200000,0.644
1547398800000,0.657
1547402400000,0.672
1547406000000,0.675
1547409600000,0.668
1547413200000,0.659
1547416800000,0.659
1547420400000,0.677
1547424000000,0.725
1547427600000,0.714
1547431200000,0.695
1547434800000,0.68
1547438400000,0.659
1547442000000,0.626
1547445600000,0.61
1547449200000,0.593
1547452800000,0.495
1547456400000,0.52
1547460000000,0.592
1547463600000,0.623
1547467200000,0.603
1547470800000,0.566
1547474400000,0.572
1547478000000,0.58
1547481600000,0.63
1547485200000,0.607
1547488800000,0.59
1547492400000,0.598
1547496000000,0.62
1547499600000,0.633
1547503200000,0.627
1547506800000,0.635
1547510400000,0.728
1547514000000,0.768
1547517600000,0.777
1547521200000,0.762
1547524800000,0.731
1547528400000,0.687
1547532000000,0.627
1547535600000,0.516
1547539200000,0.386
1547542800000,0.47
1547546400000,0.615
1547550000000,0.708
1547553600000,0.756
1547557200000,0.754
1547560800000,0.726
1547564400000,0.683
1547568000000,0.654
1547571600000,0.638
1547575200000,0.639
1547578800000,0.656
1547582400000,0.681
1547586000000,0.685
1547589600000,0.674
1547593200000,0.633
1547596800000,0.728
1547600400000,0.788
1547604000000,0.796
1547607600000,0.772
1547611200000,0.723
1547614800000,0.666
1547618400000,0.618
1547622000000,0.574
1547625600000,0.503
1547629200000,0.492
1547632800000,0.503
1547636400000,0.519
1547640000000,0.519
1547643600000,0.501
1547647200000,0.478
1547650800000,0.485
1547654400000,0.527
1547658000000,0.547
1547661600000,0.552
1547665200000,0.554
1547668800000,0.552
1547672400000,0.539
1547676000000,0.507
1547679600000,0.466
1547683200000,0.528
1547686800000,0.523
1547690400000,0.514
1547694000000,0.525
1547697600000,0.523
1547701200000,0.506
1547704800000,0.49
1547708400000,0.473
1547712000000,0.401
1547715600000,0.41
1547719200000,0.55
1547722800000,0.646
1547726400000,0.677
1547730000000,0.666
1547733600000,0.632
1547737200000,0.618
1547740800000,0.617
1547744400000,0.601
1547748000000,0.62
1547751600000,0.615
1547755200000,0.627
1547758800000,0.637
1547762400000,0.626
1547766000000,0.582
1547769600000,0.681
1547773200000,0.751
1547776800000,0.791
1547780400000,0.799
1547784000000,0.783
1547787600000,0.756
1547791200000,0.737
1547794800000,0.72
1547798400000,0.665
1547802000000,0.652
1547805600000,0.685
1547809200000,0.697
1547812800000,0.701
1547816400000,0.697
1547820000000,0.692
1547823600000,0.676
1547827200000,0.645
1547830800000,0.593
1547834400000,0.561
1547838000000,0.529
1547841600000,0.507
1547845200000,0.477
1547848800000,0.433
1547852400000,0.412
1547856000000,0.501
1547859600000,0.547
1547863200000,0.57
1547866800000,0.569
1547870400000,0.552
1547874000000,0.519
1547877600000,0.491
1547881200000,0.479
1547884800000,0.436
1547888400000,0.451
1547892000000,0.51
1547895600000,0.536
1547899200000,0.525
1547902800000,0.479
1547906400000,0.431
1547910000000,0.416
1547913600000,0.422
1547917200000,0.434
1547920800000,0.456
1547924400000,0.484
1547928000000,0.507
1547931600000,0.508
1547935200000,0.503
1547938800000,0.563
1547942400000,0.7
1547946000000,0.763
1547949600000,0.795
1547953200000,0.796
1547956800000,0.797
1547960400000,0.806
1547964000000,0.8
1547967600000,0.758
1547971200000,0.657
1547974800000,0.666
1547978400000,0.704
1547982000000,0.725
1547985600000,0.726
1547989200000,0.703
1547992800000,0.681
1547996400000,0.66
1548000000000,0.652
1548003600000,0.648
1548007200000,0.661
1548010800000,0.697
1548014400000,0.724
1548018000000,0.702
1548021600000,0.669
1548025200000,0.654
1548028800000,0.739
1548032400000,0.785
1548036000000,0.789
1548039600000,0.767
