,B1
1104537600000,0.404
1104541200000,0.468
1104544800000,0.458
1104548400000,0.412
1104552000000,0.381
1104555600000,0.335
1104559200000,0.275
1104562800000,0.172
1104566400000,0.053
1104570000000,0.0
1104573600000,0.0
1104577200000,0.0
1104580800000,0.0
1104584400000,0.0
1104588000000,0.0
1104591600000,0.0
1104595200000,0.0
1104598800000,0.0
1104602400000,0.0
1104606000000,0.0
1104609600000,0.0
1104613200000,0.0
1104616800000,0.023
1104620400000,0.147
1104624000000,0.315
1104627600000,0.472
1104631200000,0.579
1104634800000,0.615
1104638400000,0.588
1104642000000,0.517
1104645600000,0.408
1104649200000,0.256
1104652800000,0.092
1104656400000,0.0
1104660000000,0.0
1104663600000,0.0
1104667200000,0.0
1104670800000,0.0
1104674400000,0.0
1104678000000,0.0
1104681600000,0.0
1104685200000,0.0
1104688800000,0.0
1104692400000,0.0
1104696000000,0.0
1104699600000,0.0
1104703200000,0.056
1104706800000,0.242
1104710400000,0.424
1104714000000,0.563
1104717600000,0.65
1104721200000,0.685
1104724800000,0.675
1104728400000,0.618
1104732000000,0.508
1104735600000,0.349
1104739200000,0.137
1104742800000,0.0
1104746400000,0.0
1104750000000,0.0
1104753600000,0.0
1104757200000,0.0
1104760800000,0.0
1104764400000,0.0
1104768000000,0.0
1104771600000,0.0
1104775200000,0.0
1104778800000,0.0
1104782400000,0.0
1104786000000,0.0
1104789600000,0.068
1104793200000,0.264
1104796800000,0.436
1104800400000,0.543
1104804000000,0.607
1104807600000,0.594
1104811200000,0.558
1104814800000,0.425
1104818400000,0.384
1104822000000,0.27
1104825600000,0.116
1104829200000,0.0
1104832800000,0.0
1104836400000,0.0
1104840000000,0.0
1104843600000,0.0
1104847200000,0.0
1104850800000,0.0
1104854400000,0.0
1104858000000,0.0
1104861600000,0.0
1104865200000,0.0
1104868800000,0.0
1104872400000,0.0
1104876000000,0.065
1104879600000,0.267
1104883200000,0.453
1104886800000,0.586
1104890400000,0.669
1104894000000,0.707
1104897600000,0.697
1104901200000,0.634
1104904800000,0.524
1104908400000,0.359
1104912000000,0.131
1104915600000,0.0
1104919200000,0.0
1104922800000,0.0
1104926400000,0.0
1104930000000,0.0
1104933600000,0.0
1104937200000,0.0
1104940800000,0.0
1104944400000,0.0
1104948000000,0.0
1104951600000,0.0
1104955200000,0.0
1104958800000,0.0
1104962400000,0.076
1104966000000,0.281
1104969600000,0.465
1104973200000,0.596
1104976800000,0.678
1104980400000,0.713
1104984000000,0.704
1104987600000,0.642
1104991200000,0.534
1104994800000,0.37
1104998400000,0.152
1105002000000,0.0
1105005600000,0.0
1105009200000,0.0
1105012800000,0.0
1105016400000,0.0
1105020000000,0.0
1105023600000,0.0
1105027200000,0.0
1105030800000,0.0
1105034400000,0.0
1105038000000,0.0
1105041600000,0.0
1105045200000,0.0
1105048800000,0.089
1105052400000,0.303
1105056000000,0.488
1105059600000,0.618
1105063200000,0.695
1105066800000,0.658
1105070400000,0.648
1105074000000,0.615
1105077600000,0.469
1105081200000,0.326
1105084800000,0.131
1105088400000,0.0
1105092000000,0.0
1105095600000,0.0
1105099200000,0.0
1105102800000,0.0
1105106400000,0.0
1105110000000,0.0
1105113600000,0.0
1105117200000,0.0
1105120800000,0.0
1105124400000,0.0
1105128000000,0.0
1105131600000,0.0
1105135200000,0.038
1105138800000,0.239
1105142400000,0.396
1105146000000,0.444
1105149600000,0.454
1105153200000,0.422
1105156800000,0.436
1105160400000,0.423
1105164000000,0.384
1105167600000,0.277
1105171200000,0.123
1105174800000,0.0
1105178400000,0.0
1105182000000,0.0
1105185600000,0.0
1105189200000,0.0
1105192800000,0.0
1105196400000,0.0
1105200000000,0.0
1105203600000,0.0
1105207200000,0.0
1105210800000,0.0
1105214400000,0.0
1105218000000,0.0
1105221600000,0.044
1105225200000,0.2
1105228800000,0.363
1105232400000,0.487
1105236000000,0.585
1105239600000,0.648
1105243200000,0.642
1105246800000,0.615
1105250400000,0.52
1105254000000,0.358
1105257600000,0.127
1105261200000,0.0
1105264800000,0.0
1105268400000,0.0
1105272000000,0.0
1105275600000,0.0
1105279200000,0.0
1105282800000,0.0
1105286400000,0.0
1105290000000,0.0
1105293600000,0.0
1105297200000,0.0
1105300800000,0.0
1105304400000,0.0
1105308000000,0.079
1105311600000,0.285
1105315200000,0.47
1105318800000,0.606
1105322400000,0.687
1105326000000,0.721
1105329600000,0.705
1105333200000,0.643
1105336800000,0.527
1105340400000,0.352
1105344000000,0.12
1105347600000,0.0
1105351200000,0.0
1105354800000,0.0
1105358400000,0.0
1105362000000,0.0
1105365600000,0.0
1105369200000,0.0
1105372800000,0.0
1105376400000,0.0
1105380000000,0.0
1105383600000,0.0
1105387200000,0.0
1105390800000,0.0
1105394400000,0.063
1105398000000,0.262
1105401600000,0.439
1105405200000,0.574
1105408800000,0.652
1105412400000,0.673
1105416000000,0.644
1105419600000,0.558
1105423200000,0.409
1105426800000,0.264
1105430400000,0.095
