,V2
536457600000,0.715
536461200000,0.943
536464800000,0.963
536468400000,0.934
536472000000,0.872
536475600000,0.804
536479200000,0.744
536482800000,0.682
536486400000,0.601
536490000000,0.489
536493600000,0.379
536497200000,0.283
536500800000,0.21
536504400000,0.155
536508000000,0.112
536511600000,0.086
536515200000,0.075
536518800000,0.094
536522400000,0.144
536526000000,0.201
536529600000,0.242
536533200000,0.281
536536800000,0.323
536540400000,0.341
536544000000,0.352
536547600000,0.332
536551200000,0.268
536554800000,0.164
536558400000,0.076
536562000000,0.028
536565600000,0.007
536569200000,0.001
536572800000,0.0
536576400000,0.0
536580000000,0.002
536583600000,0.015
536587200000,0.044
536590800000,0.081
536594400000,0.109
536598000000,0.121
536601600000,0.135
536605200000,0.157
536608800000,0.18
536612400000,0.196
536616000000,0.21
536619600000,0.235
536623200000,0.267
536626800000,0.294
536630400000,0.334
536634000000,0.361
536637600000,0.364
536641200000,0.35
536644800000,0.328
536648400000,0.296
536652000000,0.26
536655600000,0.225
536659200000,0.187
536662800000,0.168
536666400000,0.179
536670000000,0.199
536673600000,0.223
536677200000,0.243
536680800000,0.237
536684400000,0.219
536688000000,0.225
536691600000,0.281
536695200000,0.319
536698800000,0.328
536702400000,0.343
536706000000,0.39
536709600000,0.441
536713200000,0.463
536716800000,0.507
536720400000,0.558
536724000000,0.588
536727600000,0.578
536731200000,0.539
536734800000,0.481
536738400000,0.41
536742000000,0.356
536745600000,0.329
536749200000,0.325
536752800000,0.31
536756400000,0.274
536760000000,0.259
536763600000,0.261
536767200000,0.241
536770800000,0.231
536774400000,0.237
536778000000,0.262
536781600000,0.296
536785200000,0.325
536788800000,0.341
536792400000,0.361
536796000000,0.393
536799600000,0.4
536803200000,0.42
536806800000,0.413
536810400000,0.395
536814000000,0.362
536817600000,0.321
536821200000,0.297
536824800000,0.282
536828400000,0.261
536832000000,0.224
536835600000,0.203
536839200000,0.238
536842800000,0.3
536846400000,0.37
536850000000,0.398
536853600000,0.39
536857200000,0.38
536860800000,0.394
536864400000,0.434
536868000000,0.535
536871600000,0.615
536875200000,0.651
536878800000,0.675
536882400000,0.695
536886000000,0.71
536889600000,0.731
536893200000,0.737
536896800000,0.73
536900400000,0.709
536904000000,0.689
536907600000,0.674
536911200000,0.667
536914800000,0.658
536918400000,0.615
536922000000,0.571
536925600000,0.566
536929200000,0.565
536932800000,0.603
536936400000,0.633
536940000000,0.658
536943600000,0.685
536947200000,0.688
536950800000,0.676
536954400000,0.675
536958000000,0.678
536961600000,0.69
536965200000,0.697
536968800000,0.687
536972400000,0.654
536976000000,0.654
536979600000,0.686
536983200000,0.715
536986800000,0.725
536990400000,0.718
536994000000,0.689
536997600000,0.659
537001200000,0.627
537004800000,0.558
537008400000,0.516
537012000000,0.527
537015600000,0.547
537019200000,0.535
537022800000,0.55
537026400000,0.602
537030000000,0.691
537033600000,0.781
537037200000,0.82
537040800000,0.829
537044400000,0.827
537048000000,0.82
537051600000,0.811
537055200000,0.802
537058800000,0.817
537062400000,0.849
537066000000,0.871
537069600000,0.882
537073200000,0.878
537076800000,0.866
537080400000,0.848
537084000000,0.83
537087600000,0.821
537091200000,0.793
537094800000,0.765
537098400000,0.75
537102000000,0.72
537105600000,0.739
537109200000,0.82
537112800000,0.878
537116400000,0.891
537120000000,0.884
537123600000,0.875
537127200000,0.862
537130800000,0.852
537134400000,0.846
537138000000,0.847
537141600000,0.85
537145200000,0.867
537148800000,0.898
537152400000,0.917
537156000000,0.918
537159600000,0.898
537163200000,0.866
537166800000,0.823
537170400000,0.8
537174000000,0.796
537177600000,0.776
537181200000,0.759
537184800000,0.755
537188400000,0.692
537192000000,0.649
537195600000,0.635
537199200000,0.637
537202800000,0.654
537206400000,0.691
537210000000,0.713
537213600000,0.71
537217200000,0.707
537220800000,0.706
537224400000,0.713
537228000000,0.728
537231600000,0.75
537235200000,0.808
537238800000,0.843
537242400000,0.846
537246000000,0.823
537249600000,0.796
537253200000,0.761
537256800000,0.737
537260400000,0.733
537264000000,0.722
537267600000,0.698
537271200000,0.625
537274800000,0.494
537278400000,0.374
537282000000,0.345
537285600000,0.343
537289200000,0.349
537292800000,0.43
537296400000,0.574
537300000000,0.61
537303600000,0.601
537307200000,0.583
537310800000,0.571
537314400000,0.547
537318000000,0.529
537321600000,0.591
537325200000,0.67
537328800000,0.718
537332400000,0.725
537336000000,0.749
537339600000,0.774
537343200000,0.758
537346800000,0.695
537350400000,0.59
537354000000,0.516
537357600000,0.476
537361200000,0.456
537364800000,0.393
537368400000,0.364
537372000000,0.425
537375600000,0.532
537379200000,0.643
537382800000,0.739
537386400000,0.775
537390000000,0.779
537393600000,0.766
537397200000,0.751
537400800000,0.724
537404400000,0.683
537408000000,0.682
537411600000,0.668
537415200000,0.634
537418800000,0.591
537422400000,0.552
537426000000,0.525
537429600000,0.518
537433200000,0.511
537436800000,0.491
537440400000,0.479
537444000000,0.507
537447600000,0.525
537451200000,0.506
537454800000,0.506
537458400000,0.521
537462000000,0.545
537465600000,0.599
537469200000,0.648
537472800000,0.687
537476400000,0.724
537480000000,0.756
537483600000,0.791
537487200000,0.826
537490800000,0.86
537494400000,0.896
537498000000,0.91
537501600000,0.913
537505200000,0.906
537508800000,0.896
537512400000,0.889
537516000000,0.882
537519600000,0.883
537523200000,0.895
537526800000,0.91
537530400000,0.918
537534000000,0.927
537537600000,0.947
537541200000,0.965
537544800000,0.974
537548400000,0.974
537552000000,0.969
537555600000,0.963
537559200000,0.957
537562800000,0.951
537566400000,0.946
537570000000,0.944
537573600000,0.945
537577200000,0.952
537580800000,0.961
537584400000,0.961
537588000000,0.955
537591600000,0.944
537595200000,0.926
537598800000,0.905
537602400000,0.887
537606000000,0.879
537609600000,0.879
537613200000,0.881
537616800000,0.881
537620400000,0.884
537624000000,0.89
537627600000,0.899
537631200000,0.909
537634800000,0.913
537638400000,0.91
537642000000,0.9
537645600000,0.884
537649200000,0.865
537652800000,0.854
537656400000,0.858
537660000000,0.863
537663600000,0.877
537667200000,0.891
537670800000,0.895
537674400000,0.886
537678000000,0.872
537681600000,0.855
537685200000,0.829
537688800000,0.803
537692400000,0.788
537696000000,0.781
537699600000,0.778
537703200000,0.778
537706800000,0.786
537710400000,0.806
537714000000,0.834
537717600000,0.86
537721200000,0.867
537724800000,0.857
537728400000,0.841
537732000000,0.831
537735600000,0.831
537739200000,0.834
537742800000,0.829
537746400000,0.818
537750000000,0.828
537753600000,0.842
537757200000,0.844
537760800000,0.834
537764400000,0.808
537768000000,0.77
537771600000,0.736
537775200000,0.714
537778800000,0.71
537782400000,0.69
537786000000,0.644
537789600000,0.63
537793200000,0.658
537796800000,0.687
537800400000,0.739
537804000000,0.803
537807600000,0.818
537811200000,0.819
537814800000,0.823
537818400000,0.831
537822000000,0.844
537825600000,0.856
537829200000,0.863
537832800000,0.866
537836400000,0.871
537840000000,0.883
537843600000,0.898
537847200000,0.901
537850800000,0.893
537854400000,0.881
537858000000,0.87
537861600000,0.866
537865200000,0.866
537868800000,0.863
537872400000,0.856
537876000000,0.852
537879600000,0.862
537883200000,0.874
537886800000,0.885
537890400000,0.89
537894000000,0.886
537897600000,0.873
537901200000,0.858
537904800000,0.848
537908400000,0.837
537912000000,0.829
537915600000,0.824
537919200000,0.825
537922800000,0.844
537926400000,0.862
537930000000,0.874
537933600000,0.879
537937200000,0.874
537940800000,0.862
537944400000,0.845
537948000000,0.826
537951600000,0.795
537955200000,0.762
537958800000,0.772
537962400000,0.802
537966000000,0.823
537969600000,0.836
537973200000,0.844
537976800000,0.849
537980400000,0.849
537984000000,0.84
537987600000,0.822
537991200000,0.798
537994800000,0.773
537998400000,0.762
538002000000,0.754
538005600000,0.744
538009200000,0.75
538012800000,0.772
538016400000,0.776
538020000000,0.751
538023600000,0.715
538027200000,0.673
538030800000,0.621
538034400000,0.586
538038000000,0.57
538041600000,0.568
538045200000,0.568
538048800000,0.578
538052400000,0.532
538056000000,0.5
538059600000,0.544
538063200000,0.618
538066800000,0.722
538070400000,0.781
538074000000,0.787
538077600000,0.78
538081200000,0.768
538084800000,0.75
538088400000,0.729
538092000000,0.714
538095600000,0.729
538099200000,0.757
538102800000,0.774
538106400000,0.786
538110000000,0.79
538113600000,0.79
538117200000,0.785
538120800000,0.778
538124400000,0.774
538128000000,0.768
538131600000,0.739
538135200000,0.704
538138800000,0.694
538142400000,0.689
538146000000,0.708
538149600000,0.772
538153200000,0.809
538156800000,0.821
538160400000,0.819
538164000000,0.807
538167600000,0.793
538171200000,0.788
538174800000,0.791
538178400000,0.796
538182000000,0.807
538185600000,0.812
538189200000,0.791
538192800000,0.744
538196400000,0.679
538200000000,0.604
538203600000,0.534
538207200000,0.487
538210800000,0.479
538214400000,0.501
538218000000,0.522
538221600000,0.535
538225200000,0.537
538228800000,0.557
538232400000,0.642
538236000000,0.769
538239600000,0.827
538243200000,0.831
538246800000,0.82
538250400000,0.809
538254000000,0.8
538257600000,0.791
538261200000,0.784
538264800000,0.776
538268400000,0.782
538272000000,0.793
538275600000,0.791
538279200000,0.769
538282800000,0.731
538286400000,0.694
538290000000,0.658
538293600000,0.646
538297200000,0.661
538300800000,0.661
538304400000,0.676
538308000000,0.711
538311600000,0.744
538315200000,0.752
538318800000,0.77
538322400000,0.785
538326000000,0.785
538329600000,0.785
538333200000,0.786
538336800000,0.78
538340400000,0.758
538344000000,0.729
538347600000,0.716
538351200000,0.716
538354800000,0.724
538358400000,0.744
538362000000,0.728
538365600000,0.677
538369200000,0.602
538372800000,0.509
538376400000,0.429
538380000000,0.374
538383600000,0.341
538387200000,0.312
538390800000,0.338
538394400000,0.404
538398000000,0.43
538401600000,0.393
538405200000,0.361
538408800000,0.374
538412400000,0.418
538416000000,0.498
538419600000,0.578
538423200000,0.632
538426800000,0.664
538430400000,0.691
538434000000,0.718
538437600000,0.731
538441200000,0.747
538444800000,0.759
538448400000,0.737
538452000000,0.692
538455600000,0.629
538459200000,0.575
538462800000,0.552
538466400000,0.55
538470000000,0.562
538473600000,0.571
538477200000,0.558
538480800000,0.579
538484400000,0.582
538488000000,0.56
538491600000,0.58
538495200000,0.617
538498800000,0.672
538502400000,0.695
538506000000,0.7
538509600000,0.69
538513200000,0.676
538516800000,0.672
538520400000,0.692
538524000000,0.723
538527600000,0.77
538531200000,0.8
538534800000,0.799
538538400000,0.788
538542000000,0.763
538545600000,0.728
538549200000,0.705
538552800000,0.707
538556400000,0.721
538560000000,0.746
538563600000,0.793
538567200000,0.844
538570800000,0.871
538574400000,0.884
538578000000,0.904
538581600000,0.924
538585200000,0.934
538588800000,0.934
538592400000,0.93
538596000000,0.924
538599600000,0.917
538603200000,0.91
538606800000,0.907
538610400000,0.912
538614000000,0.935
538617600000,0.956
538621200000,0.965
538624800000,0.964
538628400000,0.953
538632000000,0.939
538635600000,0.923
538639200000,0.915
538642800000,0.927
538646400000,0.947
538650000000,0.957
538653600000,0.959
538657200000,0.964
538660800000,0.972
538664400000,0.975
538668000000,0.972
538671600000,0.968
538675200000,0.962
538678800000,0.955
538682400000,0.947
538686000000,0.943
538689600000,0.941
538693200000,0.943
538696800000,0.95
538700400000,0.962
538704000000,0.971
538707600000,0.973
538711200000,0.971
538714800000,0.963
538718400000,0.951
538722000000,0.936
538725600000,0.917
538729200000,0.907
538732800000,0.91
538736400000,0.911
538740000000,0.906
538743600000,0.906
538747200000,0.922
538750800000,0.936
538754400000,0.939
538758000000,0.932
538761600000,0.918
538765200000,0.904
538768800000,0.896
538772400000,0.891
538776000000,0.887
538779600000,0.897
538783200000,0.911
538786800000,0.929
538790400000,0.948
538794000000,0.957
538797600000,0.953
538801200000,0.936
538804800000,0.908
538808400000,0.877
538812000000,0.856
538815600000,0.855
538819200000,0.872
538822800000,0.886
538826400000,0.892
538830000000,0.898
538833600000,0.907
538837200000,0.915
538840800000,0.912
538844400000,0.899
538848000000,0.888
538851600000,0.883
538855200000,0.877
538858800000,0.879
538862400000,0.878
538866000000,0.878
538869600000,0.882
538873200000,0.902
538876800000,0.917
538880400000,0.912
538884000000,0.887
538887600000,0.842
538891200000,0.783
538894800000,0.727
538898400000,0.684
538902000000,0.672
538905600000,0.695
538909200000,0.726
538912800000,0.759
538916400000,0.772
538920000000,0.747
538923600000,0.75
538927200000,0.808
538930800000,0.826
538934400000,0.814
538938000000,0.809
538941600000,0.798
538945200000,0.774
538948800000,0.748
538952400000,0.742
538956000000,0.744
538959600000,0.77
538963200000,0.777
538966800000,0.733
538970400000,0.658
538974000000,0.566
538977600000,0.47
538981200000,0.401
538984800000,0.395
538988400000,0.449
538992000000,0.532
538995600000,0.574
538999200000,0.572
539002800000,0.539
539006400000,0.468
539010000000,0.449
539013600000,0.476
539017200000,0.587
539020800000,0.734
539024400000,0.808
539028000000,0.799
539031600000,0.77
539035200000,0.748
539038800000,0.735
539042400000,0.732
539046000000,0.75
539049600000,0.752
539053200000,0.714
539056800000,0.668
539060400000,0.59
539064000000,0.489
539067600000,0.401
539071200000,0.351
539074800000,0.341
539078400000,0.349
539082000000,0.365
539085600000,0.413
539089200000,0.414
539092800000,0.343
539096400000,0.284
539100000000,0.261
539103600000,0.269
539107200000,0.368
539110800000,0.476
539114400000,0.483
539118000000,0.452
539121600000,0.425
539125200000,0.406
539128800000,0.378
539132400000,0.388
539136000000,0.447
539139600000,0.467
539143200000,0.442
539146800000,0.363
539150400000,0.264
539154000000,0.208
539157600000,0.216
539161200000,0.235
539164800000,0.224
539168400000,0.229
539172000000,0.274
539175600000,0.325
539179200000,0.341
539182800000,0.347
539186400000,0.378
539190000000,0.425
539193600000,0.578
539197200000,0.624
539200800000,0.574
539204400000,0.557
539208000000,0.556
539211600000,0.537
539215200000,0.488
539218800000,0.476
539222400000,0.558
539226000000,0.616
539229600000,0.615
539233200000,0.553
539236800000,0.454
539240400000,0.328
539244000000,0.265
539247600000,0.311
539251200000,0.38
539254800000,0.417
539258400000,0.527
539262000000,0.478
539265600000,0.372
539269200000,0.325
539272800000,0.342
539276400000,0.382
539280000000,0.521
539283600000,0.632
539287200000,0.641
539290800000,0.648
539294400000,0.671
539298000000,0.695
539301600000,0.71
539305200000,0.75
539308800000,0.777
539312400000,0.763
539316000000,0.732
539319600000,0.676
539323200000,0.614
539326800000,0.566
539330400000,0.533
539334000000,0.509
539337600000,0.501
539341200000,0.501
539344800000,0.461
539348400000,0.41
539352000000,0.368
539355600000,0.369
539359200000,0.406
539362800000,0.446
539366400000,0.593
539370000000,0.738
539373600000,0.82
539377200000,0.849
539380800000,0.875
539384400000,0.898
539388000000,0.919
539391600000,0.949
539395200000,0.969
539398800000,0.975
539402400000,0.973
539406000000,0.971
539409600000,0.966
539413200000,0.962
539416800000,0.961
539420400000,0.96
539424000000,0.959
539427600000,0.955
539431200000,0.954
539434800000,0.947
539438400000,0.943
539442000000,0.947
539445600000,0.948
539449200000,0.947
539452800000,0.94
539456400000,0.929
539460000000,0.918
539463600000,0.91
539467200000,0.904
539470800000,0.898
539474400000,0.898
539478000000,0.91
539481600000,0.907
539485200000,0.871
539488800000,0.806
539492400000,0.713
539496000000,0.624
539499600000,0.566
539503200000,0.563
539506800000,0.599
539510400000,0.633
539514000000,0.663
539517600000,0.693
539521200000,0.74
539524800000,0.73
539528400000,0.742
539532000000,0.787
539535600000,0.819
539539200000,0.829
539542800000,0.818
539546400000,0.793
539550000000,0.763
539553600000,0.738
539557200000,0.711
539560800000,0.677
539564400000,0.683
539568000000,0.687
539571600000,0.626
539575200000,0.544
539578800000,0.46
539582400000,0.39
539586000000,0.338
539589600000,0.302
539593200000,0.291
539596800000,0.335
539600400000,0.423
539604000000,0.521
539607600000,0.516
539611200000,0.502
539614800000,0.531
539618400000,0.58
539622000000,0.636
539625600000,0.658
539629200000,0.651
539632800000,0.644
539636400000,0.64
539640000000,0.624
539643600000,0.605
539647200000,0.594
539650800000,0.586
539654400000,0.599
539658000000,0.574
539661600000,0.462
539665200000,0.301
539668800000,0.166
539672400000,0.077
539676000000,0.036
539679600000,0.028
539683200000,0.046
539686800000,0.123
539690400000,0.318
539694000000,0.499
539697600000,0.485
539701200000,0.437
539704800000,0.379
539708400000,0.454
539712000000,0.61
539715600000,0.661
539719200000,0.651
539722800000,0.636
539726400000,0.642
539730000000,0.659
539733600000,0.668
539737200000,0.71
539740800000,0.749
539744400000,0.739
539748000000,0.676
539751600000,0.588
539755200000,0.506
539758800000,0.459
539762400000,0.439
539766000000,0.444
539769600000,0.466
539773200000,0.506
539776800000,0.568
539780400000,0.57
539784000000,0.524
539787600000,0.476
539791200000,0.464
539794800000,0.558
539798400000,0.652
539802000000,0.686
539805600000,0.688
539809200000,0.683
539812800000,0.686
539816400000,0.703
539820000000,0.716
539823600000,0.746
539827200000,0.776
539830800000,0.765
539834400000,0.703
539838000000,0.585
539841600000,0.441
539845200000,0.341
539848800000,0.285
539852400000,0.288
539856000000,0.355
539859600000,0.451
539863200000,0.519
539866800000,0.516
539870400000,0.488
539874000000,0.498
539877600000,0.539
539881200000,0.648
539884800000,0.718
539888400000,0.74
539892000000,0.731
539895600000,0.7
539899200000,0.673
539902800000,0.645
539906400000,0.621
539910000000,0.644
539913600000,0.661
539917200000,0.631
539920800000,0.563
539924400000,0.478
539928000000,0.388
539931600000,0.317
539935200000,0.268
539938800000,0.253
539942400000,0.28
539946000000,0.369
539949600000,0.525
539953200000,0.612
539956800000,0.632
539960400000,0.592
539964000000,0.591
539967600000,0.661
539971200000,0.683
539974800000,0.683
539978400000,0.683
539982000000,0.674
539985600000,0.663
539989200000,0.639
539992800000,0.599
539996400000,0.578
540000000000,0.574
540003600000,0.524
540007200000,0.431
540010800000,0.337
540014400000,0.251
540018000000,0.179
540021600000,0.135
540025200000,0.127
540028800000,0.154
540032400000,0.223
540036000000,0.376
540039600000,0.453
540043200000,0.476
540046800000,0.439
540050400000,0.422
540054000000,0.44
540057600000,0.516
540061200000,0.638
540064800000,0.651
540068400000,0.644
540072000000,0.626
540075600000,0.601
540079200000,0.564
540082800000,0.559
540086400000,0.54
540090000000,0.477
540093600000,0.385
540097200000,0.302
540100800000,0.228
540104400000,0.161
540108000000,0.122
540111600000,0.123
540115200000,0.161
540118800000,0.251
