,Mn4
1041379200000,0.223
1041382800000,0.278
1041386400000,0.315
1041390000000,0.32
1041393600000,0.313
1041397200000,0.311
1041400800000,0.319
1041404400000,0.325
1041408000000,0.311
1041411600000,0.311
1041415200000,0.328
1041418800000,0.362
1041422400000,0.388
1041426000000,0.424
1041429600000,0.46
1041433200000,0.491
1041436800000,0.507
1041440400000,0.519
1041444000000,0.501
1041447600000,0.498
1041451200000,0.486
1041454800000,0.459
1041458400000,0.401
1041462000000,0.403
1041465600000,0.501
1041469200000,0.544
1041472800000,0.561
1041476400000,0.591
1041480000000,0.605
1041483600000,0.606
1041487200000,0.599
1041490800000,0.552
1041494400000,0.474
1041498000000,0.426
1041501600000,0.368
1041505200000,0.311
1041508800000,0.267
1041512400000,0.224
1041516000000,0.196
1041519600000,0.18
1041523200000,0.187
1041526800000,0.21
1041530400000,0.211
1041534000000,0.202
1041537600000,0.202
1041541200000,0.209
1041544800000,0.204
1041548400000,0.221
1041552000000,0.247
1041555600000,0.265
1041559200000,0.272
1041562800000,0.275
1041566400000,0.27
1041570000000,0.252
1041573600000,0.223
1041577200000,0.17
1041580800000,0.126
1041584400000,0.116
1041588000000,0.124
1041591600000,0.131
1041595200000,0.136
1041598800000,0.133
1041602400000,0.124
1041606000000,0.104
1041609600000,0.084
1041613200000,0.069
1041616800000,0.06
1041620400000,0.057
1041624000000,0.058
1041627600000,0.072
1041631200000,0.085
1041634800000,0.103
1041638400000,0.125
1041642000000,0.135
1041645600000,0.14
1041649200000,0.147
1041652800000,0.156
1041656400000,0.164
1041660000000,0.175
1041663600000,0.174
1041667200000,0.161
1041670800000,0.159
1041674400000,0.164
1041678000000,0.174
1041681600000,0.177
1041685200000,0.171
1041688800000,0.161
1041692400000,0.139
1041696000000,0.121
1041699600000,0.114
1041703200000,0.114
1041706800000,0.12
1041710400000,0.135
1041714000000,0.172
1041717600000,0.201
1041721200000,0.237
1041724800000,0.326
1041728400000,0.407
1041732000000,0.481
1041735600000,0.498
1041739200000,0.485
1041742800000,0.484
1041746400000,0.484
1041750000000,0.449
1041753600000,0.42
1041757200000,0.406
1041760800000,0.388
1041764400000,0.38
1041768000000,0.344
1041771600000,0.316
1041775200000,0.286
1041778800000,0.285
1041782400000,0.274
1041786000000,0.27
1041789600000,0.295
1041793200000,0.331
1041796800000,0.394
1041800400000,0.442
1041804000000,0.447
1041807600000,0.454
1041811200000,0.551
1041814800000,0.629
1041818400000,0.684
1041822000000,0.688
1041825600000,0.649
1041829200000,0.567
1041832800000,0.471
1041836400000,0.414
1041840000000,0.369
1041843600000,0.369
1041847200000,0.407
1041850800000,0.464
1041854400000,0.445
1041858000000,0.425
1041861600000,0.42
1041865200000,0.41
1041868800000,0.404
1041872400000,0.41
1041876000000,0.417
1041879600000,0.401
1041883200000,0.365
1041886800000,0.355
1041890400000,0.334
1041894000000,0.334
1041897600000,0.394
1041901200000,0.406
1041904800000,0.41
1041908400000,0.378
1041912000000,0.313
1041915600000,0.238
1041919200000,0.179
1041922800000,0.136
1041926400000,0.114
1041930000000,0.121
1041933600000,0.148
1041937200000,0.167
1041940800000,0.175
1041944400000,0.194
1041948000000,0.22
1041951600000,0.187
1041955200000,0.126
1041958800000,0.088
1041962400000,0.076
1041966000000,0.074
1041969600000,0.075
1041973200000,0.096
1041976800000,0.12
1041980400000,0.158
1041984000000,0.245
1041987600000,0.317
1041991200000,0.379
