,N2
725846400000,0.581
725850000000,0.615
725853600000,0.597
725857200000,0.536
725860800000,0.469
725864400000,0.418
725868000000,0.374
725871600000,0.353
725875200000,0.323
725878800000,0.274
725882400000,0.301
725886000000,0.407
725889600000,0.453
725893200000,0.506
725896800000,0.498
725900400000,0.476
725904000000,0.47
725907600000,0.466
725911200000,0.467
725914800000,0.479
725918400000,0.494
725922000000,0.501
725925600000,0.482
725929200000,0.603
725932800000,0.679
725936400000,0.672
725940000000,0.626
725943600000,0.557
725947200000,0.479
725950800000,0.408
725954400000,0.355
725958000000,0.316
725961600000,0.278
725965200000,0.284
725968800000,0.332
725972400000,0.367
725976000000,0.394
725979600000,0.433
725983200000,0.486
725986800000,0.502
725990400000,0.544
725994000000,0.544
725997600000,0.544
726001200000,0.562
726004800000,0.582
726008400000,0.605
726012000000,0.565
726015600000,0.618
726019200000,0.727
726022800000,0.724
726026400000,0.69
726030000000,0.673
726033600000,0.666
726037200000,0.653
726040800000,0.637
726044400000,0.618
726048000000,0.527
726051600000,0.444
726055200000,0.457
726058800000,0.482
726062400000,0.494
726066000000,0.461
726069600000,0.417
726073200000,0.403
726076800000,0.428
726080400000,0.425
726084000000,0.428
726087600000,0.434
726091200000,0.44
726094800000,0.461
726098400000,0.479
726102000000,0.451
726105600000,0.688
726109200000,0.748
726112800000,0.73
726116400000,0.703
726120000000,0.668
726123600000,0.644
726127200000,0.637
726130800000,0.644
726134400000,0.622
726138000000,0.574
726141600000,0.575
726145200000,0.586
726148800000,0.561
726152400000,0.522
726156000000,0.505
726159600000,0.499
726163200000,0.543
726166800000,0.523
726170400000,0.499
726174000000,0.488
726177600000,0.514
726181200000,0.559
726184800000,0.578
726188400000,0.725
726192000000,0.806
726195600000,0.815
726199200000,0.819
726202800000,0.811
726206400000,0.796
726210000000,0.785
726213600000,0.778
726217200000,0.777
726220800000,0.739
726224400000,0.668
726228000000,0.613
726231600000,0.583
726235200000,0.56
726238800000,0.541
726242400000,0.557
726246000000,0.58
726249600000,0.561
726253200000,0.535
726256800000,0.521
726260400000,0.529
726264000000,0.574
726267600000,0.613
726271200000,0.674
726274800000,0.812
726278400000,0.883
726282000000,0.896
726285600000,0.89
726289200000,0.876
726292800000,0.852
726296400000,0.801
726300000000,0.698
726303600000,0.556
726307200000,0.401
726310800000,0.279
726314400000,0.212
726318000000,0.18
726321600000,0.204
726325200000,0.325
726328800000,0.518
726332400000,0.544
726336000000,0.543
726339600000,0.547
726343200000,0.519
726346800000,0.447
726350400000,0.382
726354000000,0.355
726357600000,0.364
726361200000,0.558
726364800000,0.841
726368400000,0.914
726372000000,0.926
726375600000,0.919
726379200000,0.903
726382800000,0.883
726386400000,0.863
726390000000,0.845
726393600000,0.774
726397200000,0.678
726400800000,0.683
726404400000,0.7
726408000000,0.736
726411600000,0.756
726415200000,0.772
726418800000,0.77
726422400000,0.758
726426000000,0.746
726429600000,0.734
726433200000,0.734
726436800000,0.739
726440400000,0.732
726444000000,0.714
726447600000,0.815
726451200000,0.892
726454800000,0.902
726458400000,0.897
726462000000,0.893
726465600000,0.889
726469200000,0.886
726472800000,0.884
726476400000,0.878
726480000000,0.844
726483600000,0.737
726487200000,0.682
726490800000,0.685
726494400000,0.682
726498000000,0.638
726501600000,0.633
726505200000,0.615
726508800000,0.592
726512400000,0.599
726516000000,0.625
726519600000,0.633
726523200000,0.625
726526800000,0.613
726530400000,0.591
726534000000,0.742
726537600000,0.837
726541200000,0.845
726544800000,0.82
726548400000,0.784
726552000000,0.74
726555600000,0.694
726559200000,0.666
726562800000,0.659
726566400000,0.615
726570000000,0.57
726573600000,0.59
726577200000,0.604
726580800000,0.578
726584400000,0.525
726588000000,0.519
726591600000,0.519
726595200000,0.513
726598800000,0.51
726602400000,0.504
726606000000,0.507
726609600000,0.502
726613200000,0.479
726616800000,0.432
726620400000,0.432
726624000000,0.695
726627600000,0.744
726631200000,0.687
726634800000,0.629
726638400000,0.59
726642000000,0.572
726645600000,0.581
726649200000,0.594
726652800000,0.578
726656400000,0.517
726660000000,0.481
726663600000,0.429
726667200000,0.343
726670800000,0.274
726674400000,0.254
726678000000,0.217
726681600000,0.192
726685200000,0.179
726688800000,0.202
726692400000,0.238
726696000000,0.274
726699600000,0.323
726703200000,0.361
726706800000,0.58
726710400000,0.765
726714000000,0.816
726717600000,0.82
726721200000,0.793
726724800000,0.75
726728400000,0.697
726732000000,0.647
726735600000,0.602
726739200000,0.52
726742800000,0.438
726746400000,0.418
726750000000,0.4
726753600000,0.364
726757200000,0.337
726760800000,0.317
726764400000,0.308
726768000000,0.313
726771600000,0.369
726775200000,0.426
726778800000,0.398
726782400000,0.407
726786000000,0.421
726789600000,0.429
726793200000,0.633
726796800000,0.804
726800400000,0.838
726804000000,0.815
726807600000,0.784
726811200000,0.756
726814800000,0.743
726818400000,0.742
726822000000,0.74
726825600000,0.699
726829200000,0.612
726832800000,0.566
726836400000,0.556
726840000000,0.515
726843600000,0.481
726847200000,0.472
726850800000,0.51
726854400000,0.552
726858000000,0.562
726861600000,0.571
726865200000,0.578
726868800000,0.547
726872400000,0.498
726876000000,0.454
726879600000,0.601
726883200000,0.688
726886800000,0.688
726890400000,0.643
726894000000,0.605
726897600000,0.578
726901200000,0.544
726904800000,0.522
726908400000,0.523
726912000000,0.516
726915600000,0.443
726919200000,0.415
726922800000,0.364
726926400000,0.349
726930000000,0.323
726933600000,0.303
726937200000,0.367
726940800000,0.407
726944400000,0.449
726948000000,0.473
726951600000,0.47
726955200000,0.447
726958800000,0.434
726962400000,0.403
726966000000,0.485
726969600000,0.601
726973200000,0.602
726976800000,0.57
726980400000,0.544
726984000000,0.511
726987600000,0.454
726991200000,0.407
726994800000,0.393
726998400000,0.381
727002000000,0.355
727005600000,0.36
727009200000,0.336
727012800000,0.328
727016400000,0.309
727020000000,0.277
727023600000,0.269
727027200000,0.266
727030800000,0.27
727034400000,0.264
727038000000,0.269
727041600000,0.265
727045200000,0.243
727048800000,0.227
727052400000,0.251
727056000000,0.372
727059600000,0.464
727063200000,0.484
727066800000,0.482
727070400000,0.466
727074000000,0.429
727077600000,0.382
727081200000,0.328
727084800000,0.241
727088400000,0.173
727092000000,0.176
727095600000,0.191
727099200000,0.2
727102800000,0.206
727106400000,0.231
727110000000,0.253
727113600000,0.22
727117200000,0.242
727120800000,0.23
727124400000,0.267
727128000000,0.254
727131600000,0.209
727135200000,0.159
727138800000,0.196
727142400000,0.211
727146000000,0.156
727149600000,0.093
727153200000,0.064
727156800000,0.055
727160400000,0.049
727164000000,0.044
727167600000,0.04
727171200000,0.035
727174800000,0.042
727178400000,0.07
727182000000,0.097
727185600000,0.118
727189200000,0.129
727192800000,0.151
727196400000,0.151
727200000000,0.15
727203600000,0.169
727207200000,0.199
727210800000,0.221
727214400000,0.246
727218000000,0.27
727221600000,0.27
727225200000,0.371
727228800000,0.497
727232400000,0.532
727236000000,0.525
727239600000,0.515
727243200000,0.513
727246800000,0.509
727250400000,0.503
727254000000,0.498
727257600000,0.465
727261200000,0.37
727264800000,0.314
727268400000,0.29
727272000000,0.286
727275600000,0.284
727279200000,0.285
727282800000,0.278
727286400000,0.297
727290000000,0.31
727293600000,0.305
727297200000,0.311
727300800000,0.325
727304400000,0.326
727308000000,0.291
727311600000,0.373
727315200000,0.429
727318800000,0.436
727322400000,0.42
727326000000,0.403
727329600000,0.395
727333200000,0.381
727336800000,0.369
727340400000,0.369
