,S1
725846400000,0.679
725850000000,0.763
725853600000,0.82
725857200000,0.829
725860800000,0.808
725864400000,0.777
725868000000,0.741
725871600000,0.692
725875200000,0.648
725878800000,0.613
725882400000,0.607
725886000000,0.599
725889600000,0.606
725893200000,0.615
725896800000,0.599
725900400000,0.58
725904000000,0.571
725907600000,0.54
725911200000,0.516
725914800000,0.519
725918400000,0.51
725922000000,0.51
725925600000,0.52
725929200000,0.507
725932800000,0.568
725936400000,0.653
725940000000,0.675
725943600000,0.644
725947200000,0.584
725950800000,0.502
725954400000,0.413
725958000000,0.313
725961600000,0.281
725965200000,0.332
725968800000,0.379
725972400000,0.432
725976000000,0.493
725979600000,0.538
725983200000,0.563
725986800000,0.589
725990400000,0.586
725994000000,0.58
725997600000,0.574
726001200000,0.574
726004800000,0.581
726008400000,0.586
726012000000,0.572
726015600000,0.528
726019200000,0.633
726022800000,0.673
726026400000,0.686
726030000000,0.688
726033600000,0.668
726037200000,0.641
726040800000,0.603
726044400000,0.544
726048000000,0.488
726051600000,0.51
726055200000,0.544
726058800000,0.572
726062400000,0.609
726066000000,0.618
726069600000,0.618
726073200000,0.606
726076800000,0.571
726080400000,0.525
726084000000,0.488
726087600000,0.469
726091200000,0.457
726094800000,0.471
726098400000,0.501
726102000000,0.479
726105600000,0.51
726109200000,0.615
726112800000,0.653
726116400000,0.65
726120000000,0.633
726123600000,0.599
726127200000,0.556
726130800000,0.476
726134400000,0.42
726138000000,0.451
726141600000,0.518
726145200000,0.563
726148800000,0.593
726152400000,0.619
726156000000,0.648
726159600000,0.673
726163200000,0.653
726166800000,0.633
726170400000,0.612
726174000000,0.594
726177600000,0.586
726181200000,0.583
726184800000,0.569
726188400000,0.606
726192000000,0.763
726195600000,0.804
726199200000,0.812
726202800000,0.794
726206400000,0.761
726210000000,0.703
726213600000,0.636
726217200000,0.547
726220800000,0.516
726224400000,0.543
726228000000,0.586
726231600000,0.63
726235200000,0.701
726238800000,0.746
726242400000,0.775
726246000000,0.827
726249600000,0.842
726253200000,0.849
726256800000,0.843
726260400000,0.815
726264000000,0.776
726267600000,0.729
726271200000,0.652
726274800000,0.559
726278400000,0.668
726282000000,0.755
726285600000,0.799
726289200000,0.812
726292800000,0.82
726296400000,0.831
726300000000,0.824
726303600000,0.778
726307200000,0.697
726310800000,0.616
726314400000,0.63
726318000000,0.646
726321600000,0.68
726325200000,0.697
726328800000,0.715
726332400000,0.746
726336000000,0.772
726339600000,0.776
726343200000,0.75
726346800000,0.75
726350400000,0.727
726354000000,0.734
726357600000,0.722
726361200000,0.725
726364800000,0.821
726368400000,0.881
726372000000,0.889
726375600000,0.879
726379200000,0.856
726382800000,0.828
726386400000,0.795
726390000000,0.751
726393600000,0.698
726397200000,0.692
726400800000,0.69
726404400000,0.72
726408000000,0.751
726411600000,0.751
726415200000,0.75
726418800000,0.746
726422400000,0.748
726426000000,0.756
726429600000,0.757
726433200000,0.752
726436800000,0.778
726440400000,0.786
726444000000,0.763
726447600000,0.714
726451200000,0.779
726454800000,0.821
726458400000,0.821
726462000000,0.813
726465600000,0.803
726469200000,0.788
726472800000,0.766
726476400000,0.734
726480000000,0.702
726483600000,0.708
726487200000,0.726
726490800000,0.758
726494400000,0.785
726498000000,0.8
726501600000,0.797
726505200000,0.795
726508800000,0.775
726512400000,0.715
726516000000,0.692
726519600000,0.718
726523200000,0.754
726526800000,0.778
726530400000,0.757
726534000000,0.708
726537600000,0.811
726541200000,0.835
726544800000,0.824
726548400000,0.807
726552000000,0.777
726555600000,0.74
726559200000,0.706
726562800000,0.653
726566400000,0.624
726570000000,0.644
726573600000,0.668
726577200000,0.682
726580800000,0.7
726584400000,0.712
726588000000,0.712
726591600000,0.7
726595200000,0.683
726598800000,0.676
726602400000,0.673
726606000000,0.682
726609600000,0.7
726613200000,0.712
726616800000,0.702
726620400000,0.619
726624000000,0.637
726627600000,0.677
726631200000,0.663
726634800000,0.646
726638400000,0.616
726642000000,0.576
726645600000,0.541
726649200000,0.531
726652800000,0.584
726656400000,0.651
726660000000,0.702
726663600000,0.709
726667200000,0.674
726670800000,0.613
726674400000,0.586
726678000000,0.573
726681600000,0.586
726685200000,0.571
726688800000,0.528
726692400000,0.555
726696000000,0.636
726699600000,0.588
726703200000,0.55
726706800000,0.494
726710400000,0.595
726714000000,0.69
726717600000,0.748
726721200000,0.792
726724800000,0.78
726728400000,0.735
726732000000,0.678
726735600000,0.624
726739200000,0.57
726742800000,0.541
726746400000,0.526
726750000000,0.514
726753600000,0.523
726757200000,0.523
726760800000,0.526
726764400000,0.544
726768000000,0.56
726771600000,0.584
726775200000,0.59
726778800000,0.625
726782400000,0.679
726786000000,0.688
726789600000,0.663
726793200000,0.663
726796800000,0.726
726800400000,0.789
726804000000,0.785
726807600000,0.766
726811200000,0.748
726814800000,0.73
726818400000,0.711
726822000000,0.669
726825600000,0.615
726829200000,0.587
726832800000,0.619
726836400000,0.667
726840000000,0.68
726843600000,0.682
726847200000,0.68
726850800000,0.717
726854400000,0.705
726858000000,0.677
726861600000,0.668
726865200000,0.661
726868800000,0.663
726872400000,0.676
726876000000,0.653
726879600000,0.624
726883200000,0.703
726886800000,0.774
726890400000,0.792
726894000000,0.803
726897600000,0.812
726901200000,0.808
726904800000,0.795
726908400000,0.743
726912000000,0.691
726915600000,0.675
726919200000,0.677
726922800000,0.715
726926400000,0.737
726930000000,0.719
726933600000,0.683
726937200000,0.647
726940800000,0.619
726944400000,0.587
726948000000,0.586
726951600000,0.604
726955200000,0.618
726958800000,0.63
726962400000,0.619
726966000000,0.574
726969600000,0.636
726973200000,0.607
726976800000,0.578
726980400000,0.59
726984000000,0.585
726987600000,0.529
726991200000,0.45
726994800000,0.382
726998400000,0.341
727002000000,0.332
727005600000,0.323
727009200000,0.348
727012800000,0.368
727016400000,0.369
727020000000,0.343
727023600000,0.32
